# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CMB_model
# start_datetime = 2023-07-24 11:39:32 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpd5wvro_r/spscid6m.json
# init = /tmp/tmpd5wvro_r/9xvngoso.json
# random
#   seed = 24453
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/CMB/CMB-20230724123932.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Ob,Oc,wr,Or,OL,theta.1,theta.2,theta.3,theta.4,theta.5,g1,g2,zstar,z0,v0.1,sol_v.1.1,v,g,la,R,wb,x.1,x.2,x.3
-2.86056,0.989026,0.0367366,4,27,0,4.05873,0.69584,0.0462075,0.237525,4.15e-05,8.57095e-05,0.716182,0.69584,0.0462075,0.237525,8.57095e-05,0.716182,0.0609247,0.548084,1091.41,0,0,3.25043,3.25043,0.0338576,301.602,1.73139,0.0223734,0.0321106,-0.00930725,9.33897e-05
-3.21782,0.975775,0.0367366,3,7,0,3.53824,0.696867,0.0465526,0.237591,4.15e-05,8.54572e-05,0.715771,0.696867,0.0465526,0.237591,8.54572e-05,0.715771,0.0604447,0.547862,1091.14,0,0,3.2486,3.2486,0.0338429,301.564,1.73167,0.022607,-0.00628018,-0.00903012,0.000327049
-2.02413,0.999765,0.0367366,3,7,0,3.46395,0.69656,0.0463231,0.237706,4.15e-05,8.55325e-05,0.715886,0.69656,0.0463231,0.237706,8.55325e-05,0.715886,0.0607135,0.547987,1091.31,0,0,3.24911,3.24911,0.0338542,301.51,1.73159,0.0224757,-0.0596262,-0.00910566,0.00019574
-1.95329,0.983539,0.0367366,4,19,0,2.68043,0.695477,0.0462619,0.23844,4.15e-05,8.5799e-05,0.715213,0.695477,0.0462619,0.23844,8.5799e-05,0.715213,0.0609185,0.548081,1091.44,0,0,3.24603,3.24603,0.0338195,301.533,1.732,0.0223764,-0.0371865,-0.008704,9.63694e-05
-2.11312,0.997825,0.0367366,4,19,0,2.26977,0.696431,0.0462051,0.237461,4.15e-05,8.5564e-05,0.716248,0.696431,0.0462051,0.237461,8.5564e-05,0.716248,0.0608484,0.548049,1091.38,0,0,3.25076,3.25076,0.0338696,301.526,1.73136,0.0224103,-0.0444891,-0.00933575,0.000130257
-2.37496,0.956676,0.0367366,3,7,0,2.52928,0.696553,0.0461274,0.237736,4.15e-05,8.55343e-05,0.716051,0.696553,0.0461274,0.237736,8.55343e-05,0.716051,0.0609103,0.548077,1091.43,0,0,3.24987,3.24987,0.0338701,301.439,1.73149,0.0223804,-0.131215,-0.00920716,0.000100364
-2.1745,0.99818,0.0367366,3,15,0,2.69116,0.697227,0.0462095,0.236912,4.15e-05,8.53689e-05,0.716793,0.697227,0.0462095,0.236912,8.53689e-05,0.716793,0.0607384,0.547998,1091.31,0,0,3.25327,3.25327,0.033899,301.497,1.73104,0.0224636,-0.0730676,-0.00966351,0.000183628
-1.2397,0.883236,0.0367366,6,67,0,3.3738,0.687073,0.0474768,0.248665,4.15e-05,8.79109e-05,0.703771,0.687073,0.0474768,0.248665,8.79109e-05,0.703771,0.0608442,0.548047,1091.57,0,0,3.1953,3.1953,0.0332799,301.634,1.73885,0.0224123,0.063656,-0.00185415,0.000132324
-2.2251,0.923523,0.0367366,2,7,0,3.61188,0.686875,0.0473842,0.248151,4.15e-05,8.79614e-05,0.704377,0.686875,0.0473842,0.248151,8.79614e-05,0.704377,0.0609612,0.5481,1091.62,0,0,3.1979,3.1979,0.0332989,301.707,1.73848,0.0223558,0.136603,-0.00222347,7.57705e-05
-3.23892,0.868189,0.0367366,2,3,0,4.10865,0.686938,0.0469533,0.249227,4.15e-05,8.79455e-05,0.703731,0.686938,0.0469533,0.249227,8.79455e-05,0.703731,0.0613775,0.548288,1091.94,0,0,3.19514,3.19514,0.0333048,301.393,1.73888,0.0221565,-0.177022,-0.00182486,-0.000123518
-1.16881,1,0.0367366,2,3,0,3.48848,0.686455,0.0470384,0.248627,4.15e-05,8.80692e-05,0.704246,0.686455,0.0470384,0.248627,8.80692e-05,0.704246,0.0613587,0.548279,1091.88,0,0,3.19733,3.19733,0.0333069,301.581,1.73855,0.0221654,0.0106434,-0.00214811,-0.000114572
-0.768799,0.983945,0.0367366,6,79,0,2.09673,0.680191,0.0481415,0.257589,4.15e-05,8.96988e-05,0.69418,0.680191,0.0481415,0.257589,8.96988e-05,0.69418,0.0611331,0.548178,1091.91,0,0,3.15478,3.15478,0.0328644,301.574,1.74437,0.0222731,0.00355835,0.00366836,-6.8827e-06
-1.06622,0.970666,0.0367366,2,3,0,1.14673,0.680336,0.0481442,0.257732,4.15e-05,8.96605e-05,0.694034,0.680336,0.0481442,0.257732,8.96605e-05,0.694034,0.0611107,0.548168,1091.91,0,0,3.15419,3.15419,0.0328627,301.533,1.74446,0.0222839,-0.0371668,0.00375663,3.87598e-06
-3.55281,0.943005,0.0367366,6,79,0,7.26026,0.697557,0.046552,0.237143,4.15e-05,8.52882e-05,0.71622,0.697557,0.046552,0.237143,8.52882e-05,0.71622,0.0603543,0.54782,1091.08,0,0,3.25066,3.25066,0.0338678,301.533,1.7314,0.0226515,-0.0366137,-0.00929862,0.000371495
-2.16792,0.968728,0.0367366,5,39,0,4.5777,0.693017,0.0467748,0.242789,4.15e-05,8.64093e-05,0.710349,0.693017,0.0467748,0.242789,8.64093e-05,0.710349,0.0607363,0.547997,1091.43,0,0,3.22418,3.22418,0.0336061,301.405,1.73497,0.0224646,-0.164698,-0.00573008,0.000184627
-1.23942,0.995206,0.0367366,2,7,0,2.67296,0.69271,0.0467194,0.242484,4.15e-05,8.64859e-05,0.71071,0.69271,0.0467194,0.242484,8.64859e-05,0.71071,0.0608321,0.548041,1091.47,0,0,3.22577,3.22577,0.0336147,301.476,1.73474,0.0224182,-0.0935149,-0.00595932,0.00013817
-4.7457,0.740491,0.0367366,3,7,0,5.56157,0.693228,0.047206,0.242144,4.15e-05,8.63566e-05,0.710564,0.693228,0.047206,0.242144,8.63566e-05,0.710564,0.0602851,0.547788,1091.12,0,0,3.22512,3.22512,0.0335919,301.621,1.73483,0.0226856,0.0510485,-0.00586507,0.000405592
-5.74635,0.875561,0.0367366,4,23,0,7.03034,0.691091,0.0462743,0.243865,4.15e-05,8.68916e-05,0.709774,0.691091,0.0462743,0.243865,8.68916e-05,0.709774,0.0614946,0.54834,1091.91,0,0,3.22158,3.22158,0.033585,301.351,1.73529,0.0221009,-0.218691,-0.00540905,-0.000179081
-3.28493,1,0.0367366,3,7,0,6.43197,0.690313,0.0467605,0.243364,4.15e-05,8.70875e-05,0.709789,0.690313,0.0467605,0.243364,8.70875e-05,0.709789,0.0611128,0.548169,1091.62,0,0,3.2216,3.2216,0.0335457,301.706,1.73526,0.0222829,0.136289,-0.00544387,2.86679e-06
-3.35025,0.975034,0.0367366,4,31,0,5.31179,0.69273,0.0471504,0.24266,4.15e-05,8.64809e-05,0.710103,0.69273,0.0471504,0.24266,8.64809e-05,0.710103,0.0604056,0.547844,1091.2,0,0,3.22307,3.22307,0.0335733,301.596,1.73511,0.0226263,0.0258318,-0.00559035,0.000346264
-4.85589,0.898021,0.0367366,2,3,0,5.03706,0.692608,0.0471983,0.2424,4.15e-05,8.65113e-05,0.710315,0.692608,0.0471983,0.2424,8.65113e-05,0.710315,0.0603749,0.54783,1091.17,0,0,3.224,3.224,0.0335749,301.669,1.73497,0.0226413,0.0990362,-0.0057251,0.000361332
-1.27756,0.994021,0.0367366,3,7,0,5.66047,0.692674,0.0465906,0.2422,4.15e-05,8.6495e-05,0.711123,0.692674,0.0465906,0.2422,8.6495e-05,0.711123,0.0609649,0.548102,1091.55,0,0,3.22759,3.22759,0.0336334,301.48,1.73449,0.022354,-0.0898981,-0.00621379,7.40011e-05
-1.23777,0.9674,0.0367366,3,15,0,1.78408,0.69322,0.0466124,0.241632,4.15e-05,8.63586e-05,0.71167,0.69322,0.0466124,0.241632,8.63586e-05,0.71167,0.06087,0.548059,1091.48,0,0,3.23004,3.23004,0.0336573,301.494,1.73416,0.0223998,-0.0756181,-0.00654181,0.00011982
-1.99464,0.99713,0.0367366,6,87,0,3.41139,0.673047,0.0489021,0.266266,4.15e-05,9.1613e-05,0.68474,0.673047,0.0489021,0.266266,9.1613e-05,0.68474,0.0613863,0.548291,1092.2,0,0,3.11651,3.11651,0.0324559,301.665,1.7496,0.0221523,0.0949091,0.00890433,-0.000127718
-0.920392,0.932411,0.0367366,6,103,0,3.12298,0.686021,0.0472884,0.250302,4.15e-05,8.81805e-05,0.702322,0.686021,0.0472884,0.250302,8.81805e-05,0.702322,0.0611707,0.548195,1091.82,0,0,3.18907,3.18907,0.0332316,301.483,1.7397,0.0222551,-0.0870028,-0.0010023,-2.4881e-05
-0.625812,0.998835,0.0367366,2,7,0,1.0723,0.686045,0.0473802,0.250338,4.15e-05,8.81744e-05,0.702194,0.686045,0.0473802,0.250338,8.81744e-05,0.702194,0.0610774,0.548153,1091.76,0,0,3.18853,3.18853,0.0332235,301.505,1.73977,0.0222999,-0.064663,-0.000926463,1.98679e-05
-0.575751,0.994106,0.0367366,2,7,0,0.846613,0.686079,0.0475069,0.250405,4.15e-05,8.81656e-05,0.702,0.686079,0.0475069,0.250405,8.81656e-05,0.702,0.0609489,0.548095,1091.68,0,0,3.1877,3.1877,0.0332118,301.534,1.73989,0.0223617,-0.036398,-0.000811827,8.17103e-05
-1.71789,0.918079,0.0367366,6,79,0,2.58444,0.678034,0.048563,0.260225,4.15e-05,9.02703e-05,0.691122,0.678034,0.048563,0.260225,9.02703e-05,0.691122,0.0610233,0.548128,1091.88,0,0,3.14221,3.14221,0.0327243,301.658,1.74609,0.0223259,0.0880056,0.00538543,4.58686e-05
-1.82445,0.98329,0.0367366,1,1,0,1.89029,0.678018,0.0485782,0.260234,4.15e-05,9.02746e-05,0.691098,0.678018,0.0485782,0.260234,9.02746e-05,0.691098,0.061011,0.548123,1091.87,0,0,3.14211,3.14211,0.0327226,301.664,1.7461,0.0223318,0.094201,0.00539875,5.17773e-05
-0.910871,0.999955,0.0367366,4,23,0,2.09293,0.68005,0.0482313,0.257761,4.15e-05,8.97359e-05,0.693917,0.68005,0.0482313,0.257761,8.97359e-05,0.693917,0.0610658,0.548148,1091.87,0,0,3.15369,3.15369,0.0328502,301.6,1.74452,0.0223054,0.0296589,0.00381681,2.54338e-05
-0.470536,0.999826,0.0367366,6,79,0,1.10479,0.686567,0.0473652,0.249588,4.15e-05,8.80404e-05,0.702958,0.686567,0.0473652,0.249588,8.80404e-05,0.702958,0.0610215,0.548128,1091.71,0,0,3.19181,3.19181,0.0332545,301.534,1.73933,0.0223267,-0.0361759,-0.00137402,4.67338e-05
-0.789166,0.905429,0.0367366,3,7,0,1.55054,0.685956,0.0472627,0.249381,4.15e-05,8.81974e-05,0.703269,0.685956,0.0472627,0.249381,8.81974e-05,0.703269,0.0612049,0.54821,1091.8,0,0,3.19311,3.19311,0.0332587,301.619,1.73913,0.0222388,0.0487559,-0.00157285,-4.12329e-05
-2.10296,0.979479,0.0367366,5,47,0,3.04452,0.688204,0.0467292,0.246121,4.15e-05,8.76221e-05,0.707062,0.688204,0.0467292,0.246121,8.76221e-05,0.707062,0.0614288,0.54831,1091.88,0,0,3.20958,3.20958,0.0334333,301.591,1.73688,0.0221321,0.0209471,-0.00381557,-0.000147891
-1.9778,1,0.0367366,1,1,0,2.11944,0.688225,0.0467461,0.246143,4.15e-05,8.76169e-05,0.707023,0.688225,0.0467461,0.246143,8.76169e-05,0.707023,0.0614092,0.548302,1091.87,0,0,3.20941,3.20941,0.0334316,301.59,1.73691,0.0221414,0.0203884,-0.0037915,-0.000138561
-0.805024,0.956642,0.0367366,3,15,0,4.11615,0.688584,0.0471214,0.247359,4.15e-05,8.75255e-05,0.705432,0.688584,0.0471214,0.247359,8.75255e-05,0.705432,0.0609887,0.548113,1091.65,0,0,3.20252,3.20252,0.0333715,301.485,1.73788,0.0223425,-0.0846367,-0.00282042,6.25216e-05
-0.469019,0.997841,0.0367366,6,71,0,1.22117,0.684632,0.0475086,0.251381,4.15e-05,8.85389e-05,0.701021,0.684632,0.0475086,0.251381,8.85389e-05,0.701021,0.0611433,0.548183,1091.8,0,0,3.18349,3.18349,0.0331603,301.603,1.74044,0.0222683,0.0330036,-0.000258331,-1.17318e-05
-2.11962,0.875866,0.0367366,5,43,0,2.86243,0.684716,0.0477818,0.253057,4.15e-05,8.8517e-05,0.699072,0.684716,0.0477818,0.253057,8.8517e-05,0.699072,0.0608658,0.548057,1091.69,0,0,3.17527,3.17527,0.0330925,301.44,1.7416,0.0224018,-0.129652,0.000899381,0.000121831
-1.60043,1,0.0367366,3,7,0,2.2582,0.684393,0.047956,0.252716,4.15e-05,8.86005e-05,0.699239,0.684393,0.047956,0.252716,8.86005e-05,0.699239,0.0607411,0.548,1091.59,0,0,3.17595,3.17595,0.0330826,301.595,1.74149,0.0224623,0.0253943,0.000790537,0.000182305
-0.537397,0.911721,0.0367366,3,7,0,2.42061,0.68406,0.0476961,0.252824,4.15e-05,8.86868e-05,0.699392,0.68406,0.0476961,0.252824,8.86868e-05,0.699392,0.0610378,0.548135,1091.78,0,0,3.17659,3.17659,0.0330952,301.541,1.7414,0.0223189,-0.0294235,0.000696748,3.88708e-05
-0.838566,0.960448,0.0367366,6,67,0,1.34936,0.683422,0.0476915,0.252672,4.15e-05,8.88527e-05,0.699548,0.683422,0.0476915,0.252672,8.88527e-05,0.699548,0.0611291,0.548176,1091.81,0,0,3.17722,3.17722,0.0330893,301.654,1.74129,0.0222751,0.0843407,0.000589629,-4.94118e-06
-1.6743,0.761251,0.0367366,2,7,0,4.16356,0.683462,0.0474032,0.253199,4.15e-05,8.88421e-05,0.699309,0.683462,0.0474032,0.253199,8.88421e-05,0.699309,0.0614058,0.5483,1092.01,0,0,3.17623,3.17623,0.0330987,301.475,1.74144,0.022143,-0.0948324,0.000736871,-0.000136981
-2.02221,0.984145,0.0367366,2,3,0,2.24945,0.683424,0.047348,0.253147,4.15e-05,8.8852e-05,0.699416,0.683424,0.047348,0.253147,8.8852e-05,0.699416,0.0614654,0.548327,1092.05,0,0,3.17668,3.17668,0.0331039,301.47,1.74137,0.0221147,-0.100342,0.000673601,-0.000165252
-0.756561,0.993982,0.0367366,5,63,0,2.82629,0.680891,0.0477982,0.255699,4.15e-05,8.95144e-05,0.696413,0.680891,0.0477982,0.255699,8.95144e-05,0.696413,0.0613705,0.548284,1092.01,0,0,3.16403,3.16403,0.0329551,301.625,1.74308,0.0221598,0.0553099,0.00238342,-0.000120172
-1.69885,0.840432,0.0367366,3,15,0,3.39683,0.682101,0.0481164,0.256067,4.15e-05,8.9197e-05,0.695727,0.682101,0.0481164,0.256067,8.9197e-05,0.695727,0.060897,0.548071,1091.76,0,0,3.16123,3.16123,0.0329393,301.502,1.74351,0.0223868,-0.0676093,0.0028077,0.000106758
-3.65626,0.873948,0.0367366,5,55,0,5.49718,0.673099,0.0485051,0.266293,4.15e-05,9.1599e-05,0.68511,0.673099,0.0485051,0.266293,9.1599e-05,0.68511,0.0617601,0.548456,1092.45,0,0,3.11798,3.11798,0.0324865,301.523,1.7494,0.0219758,-0.0466382,0.00870362,-0.000304202
-3.36317,0.997618,0.0367366,2,7,0,4.75722,0.672418,0.0484698,0.265723,4.15e-05,9.17845e-05,0.685716,0.672418,0.0484698,0.265723,9.17845e-05,0.685716,0.0618891,0.548512,1092.49,0,0,3.12035,3.12035,0.032493,301.692,1.74905,0.0219154,0.121698,0.00834669,-0.000364561
-4.75126,0.864767,0.0367366,3,15,0,6.48475,0.673762,0.0492425,0.267361,4.15e-05,9.14188e-05,0.683305,0.673762,0.0492425,0.267361,9.14188e-05,0.683305,0.0609652,0.548102,1091.99,0,0,3.11089,3.11089,0.0324127,301.522,1.75042,0.0223538,-0.0479457,0.00972125,7.38482e-05
-4.26659,0.908729,0.0367366,3,7,0,7.44419,0.672493,0.0493428,0.26735,4.15e-05,9.17641e-05,0.683215,0.672493,0.0493428,0.26735,9.17641e-05,0.683215,0.0610456,0.548139,1092.01,0,0,3.11049,3.11049,0.0323848,301.743,1.75044,0.0223151,0.172824,0.00974177,3.51333e-05
-2.59052,1,0.0367366,4,15,0,4.62048,0.670744,0.0490299,0.269109,4.15e-05,9.22432e-05,0.681769,0.670744,0.0490299,0.269109,9.22432e-05,0.681769,0.0615845,0.548379,1092.37,0,0,3.10478,3.10478,0.0323344,301.659,1.75122,0.0220584,0.0890976,0.0105159,-0.000221558
-3.78387,0.864374,0.0367366,2,3,0,3.94969,0.671069,0.0488865,0.269312,4.15e-05,9.21539e-05,0.681709,0.671069,0.0488865,0.269312,9.21539e-05,0.681709,0.0616762,0.54842,1092.45,0,0,3.10457,3.10457,0.0323453,301.537,1.75126,0.0220152,-0.0334974,0.0105588,-0.000264762
-3.71464,0.901431,0.0367366,3,7,0,5.11707,0.671856,0.0490926,0.269041,4.15e-05,9.19382e-05,0.681775,0.671856,0.0490926,0.269041,9.19382e-05,0.681775,0.0613703,0.548284,1092.27,0,0,3.10485,3.10485,0.0323495,301.524,1.75124,0.0221599,-0.0456118,0.0105365,-0.000120077
-4.56571,0.96546,0.0367366,2,3,0,5.27229,0.672009,0.0494815,0.268507,4.15e-05,9.18961e-05,0.681919,0.672009,0.0494815,0.268507,9.18961e-05,0.681919,0.0609821,0.54811,1091.99,0,0,3.10541,3.10541,0.0323363,301.702,1.75115,0.0223457,0.131775,0.0104532,6.56852e-05
-3.70627,0.995245,0.0367366,6,71,0,6.42209,0.690214,0.0475388,0.246063,4.15e-05,8.71125e-05,0.706312,0.690214,0.0475388,0.246063,8.71125e-05,0.706312,0.0603629,0.547824,1091.24,0,0,3.20637,3.20637,0.0334007,301.584,1.73737,0.0226473,0.0142668,-0.00332584,0.000367273
-3.73526,0.98254,0.0367366,3,7,0,4.88931,0.690409,0.0475056,0.246589,4.15e-05,8.70634e-05,0.705819,0.690409,0.0475056,0.246589,8.70634e-05,0.705819,0.0603691,0.547827,1091.27,0,0,3.20425,3.20425,0.0333915,301.467,1.73768,0.0226442,-0.102993,-0.0030209,0.000364213
-1.13461,0.662921,0.0367366,3,7,0,7.30719,0.689169,0.0472686,0.246445,4.15e-05,8.73769e-05,0.706199,0.689169,0.0472686,0.246445,8.73769e-05,0.706199,0.0607656,0.548011,1091.49,0,0,3.20586,3.20586,0.0333951,301.586,1.73742,0.0224504,0.0159692,-0.00327642,0.000170406
-2.67362,0.565046,0.0367366,1,3,0,5.00412,0.689524,0.0469823,0.246878,4.15e-05,8.72869e-05,0.706053,0.689524,0.0469823,0.246878,8.72869e-05,0.706053,0.0609993,0.548118,1091.67,0,0,3.20524,3.20524,0.0334124,301.372,1.73753,0.0223374,-0.197551,-0.00317455,5.74001e-05
-2.01181,1,0.0367366,1,1,0,2.73805,0.689555,0.0470401,0.246782,4.15e-05,8.72791e-05,0.706091,0.689555,0.0470401,0.246782,8.72791e-05,0.706091,0.0609381,0.54809,1091.63,0,0,3.20541,3.20541,0.0334108,301.402,1.7375,0.0223669,-0.168013,-0.00319816,8.69315e-05
