# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CC_model
# start_datetime = 2023-07-24 11:02:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpk70t8efj/6y26nmip.json
# init = /tmp/tmpk70t8efj/bsoyusr0.json
# random
#   seed = 66295
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/CC/CC-20230724120204.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,lambda,theta.1,theta.2,theta.3,E,guess.1,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,H.10,H.11,H.12,H.13,H.14,H.15,H.16,H.17,H.18,H.19,H.20,H.21,H.22,H.23,H.24,H.25,H.26,H.27,H.28,H.29,H.30,H.31,H.32
# Adaptation terminated
# Step size = 0.376193
# Diagonal elements of inverse mass matrix:
# 0.00179757, 0.0246724
-9.94322,0.984061,0.376193,3,15,0,10.0356,0.737573,0.257116,0.415118,0.737573,0.257116,0.415118,2.67477,2.72853,75.279,75.7544,76.5025,77.8454,78.1002,78.6807,78.7103,80.906,81.2403,83.8021,84.8724,85.6623,85.6783,86.6795,87.517,88.5936,88.9583,89.0334,94.3629,98.9021,102.816,104.62,110.345,110.66,111.929,121.038,140.325,145.255,150.617,158.836,177.763,197.284
-10.0519,0.995817,0.376193,1,1,0,10.0523,0.738254,0.253667,0.416361,0.738254,0.253667,0.416361,2.65828,2.71264,75.3249,75.7934,76.5307,77.8543,78.1054,78.6776,78.7068,80.8715,81.2011,83.7279,84.7838,85.5632,85.579,86.567,87.3937,88.4565,88.8165,88.8907,94.1551,98.6424,102.513,104.299,109.966,110.278,111.535,120.561,139.689,144.581,149.903,158.062,176.858,196.249
-9.75705,0.967734,0.376193,1,3,0,10.6669,0.72517,0.262099,0.413317,0.72517,0.262099,0.413317,2.69843,2.75132,74.0468,74.5246,75.2766,76.6262,76.8822,77.4655,77.4952,79.7009,80.0366,82.6086,83.6826,84.4752,84.4912,85.4955,86.3354,87.4149,87.7805,87.8558,93.1946,97.7367,101.649,103.452,109.169,109.483,110.75,119.836,139.046,143.952,149.287,157.462,176.281,195.682
-9.55326,0.997549,0.376193,2,3,0,9.83549,0.728821,0.267775,0.411257,0.728821,0.267775,0.411257,2.72513,2.77706,74.4583,74.9505,75.7252,77.1153,77.3789,77.9796,78.0102,80.2807,80.6263,83.2722,84.3765,85.1912,85.2077,86.2398,87.1028,88.2115,88.587,88.6643,94.1426,98.7976,102.803,104.648,110.494,110.815,112.11,121.387,140.973,145.971,151.404,159.728,178.879,198.613
-8.76,0.991772,0.376193,2,7,0,10.192,0.700178,0.333267,0.38682,0.700178,0.333267,0.38682,3.01645,3.05837,71.9775,72.5885,73.5486,75.267,75.5921,76.3322,76.3698,79.1547,79.5767,82.7928,84.1268,85.1077,85.1276,86.3665,87.3992,88.7218,89.1686,89.2606,95.7221,101.138,105.751,107.863,114.51,114.873,116.336,126.747,148.432,153.922,159.875,168.971,189.814,211.205
-8.9586,0.995704,0.376193,3,11,0,9.06251,0.673029,0.356999,0.377643,0.673029,0.356999,0.377643,3.1154,3.15413,69.349,69.9862,70.9869,72.7757,73.1139,73.8831,73.9222,76.811,77.2481,80.572,81.9473,82.9575,82.9779,84.2523,85.3134,86.6708,87.1289,87.2232,93.829,99.3407,104.022,106.161,112.879,113.245,114.721,125.205,146.963,152.46,158.416,167.511,188.33,209.675
-8.87384,1,0.376193,1,1,0,8.94125,0.675042,0.359524,0.376656,0.675042,0.359524,0.376656,3.12574,3.16415,69.5739,70.2184,71.2305,73.0394,73.3813,74.1589,74.1985,77.1186,77.5603,80.9189,82.3082,83.3285,83.3491,84.6361,85.7076,87.0781,87.5407,87.6359,94.3028,99.863,104.584,106.74,113.513,113.882,115.37,125.935,147.853,153.389,159.388,168.547,189.51,211.001
-8.80404,0.993269,0.376193,3,11,0,9.20726,0.694038,0.347006,0.381529,0.694038,0.347006,0.381529,3.07412,3.11417,71.4428,72.0781,73.0761,74.861,75.1986,75.9666,76.0056,78.8926,79.3296,82.6566,84.0346,85.0473,85.0678,86.3458,87.4105,88.7732,89.2333,89.328,95.9701,101.522,106.244,108.403,115.189,115.56,117.052,127.659,149.705,155.279,161.321,170.548,191.68,213.356
-9.93547,0.881461,0.376193,2,3,0,10.0803,0.667988,0.334701,0.386271,0.667988,0.334701,0.386271,3.02253,3.06425,68.678,69.2639,70.1845,71.832,72.1438,72.8533,72.8893,75.5588,75.9634,79.0456,80.3239,81.2638,81.2828,82.4698,83.4592,84.7262,85.1542,85.2424,91.4308,96.616,101.033,103.054,109.415,109.763,111.163,121.124,141.869,147.12,152.813,161.513,181.445,201.901
-9.54592,0.910592,0.376193,3,11,0,13.3436,0.706782,0.280394,0.406646,0.706782,0.280394,0.406646,2.78359,2.83344,72.2909,72.7945,73.5868,75.008,75.2774,75.8912,75.9225,78.2408,78.5934,81.2907,82.4153,83.2444,83.2612,84.3109,85.1882,86.3145,86.6958,86.7743,92.3274,97.0328,101.074,102.932,108.812,109.135,110.435,119.74,139.325,144.314,149.733,158.031,177.104,196.739
-9.26745,1,0.376193,2,3,0,9.52712,0.707371,0.286405,0.404433,0.707371,0.286405,0.404433,2.81102,2.8599,72.3919,72.9085,73.7212,75.1786,75.4549,76.0842,76.1162,78.4922,78.8534,81.6156,82.7666,83.615,83.6321,84.706,85.6031,86.7546,87.1443,87.2245,92.8957,97.6948,101.812,103.705,109.689,110.017,111.339,120.796,140.673,145.732,151.226,159.636,178.959,198.843
-10.0321,0.937876,0.376193,2,3,0,10.2043,0.722048,0.328968,0.388464,0.722048,0.328968,0.388464,2.99819,3.04071,74.1946,74.8151,75.7902,77.5358,77.8662,78.6182,78.6564,81.4871,81.9162,85.1874,86.5448,87.5432,87.5634,88.8246,89.8761,91.2231,91.6782,91.7719,98.3571,103.881,108.59,110.746,117.534,117.906,119.4,130.041,152.222,157.839,163.932,173.242,194.579,216.484
-10.0234,0.999203,0.376193,2,7,0,10.41,0.674667,0.319175,0.392186,0.674667,0.319175,0.392186,2.95616,3.00007,69.2602,69.8197,70.6991,72.2741,72.5724,73.2513,73.2858,75.8433,76.2312,79.1909,80.4203,81.325,81.3433,82.4866,83.4403,84.6626,85.0757,85.1607,91.1461,96.1765,100.471,102.439,108.64,108.979,110.346,120.083,140.415,145.57,151.162,159.71,179.311,199.442
-12.1807,0.878891,0.376193,2,3,0,12.4621,0.694561,0.409123,0.356829,0.694561,0.409123,0.356829,3.32245,3.35486,71.9488,72.723,73.9365,76.0986,76.5062,77.4323,77.4793,80.9411,81.4627,85.4116,87.0368,88.2273,88.2514,89.7496,90.9941,92.5824,93.1176,93.2277,100.896,107.239,112.594,115.033,122.664,123.079,124.75,136.581,160.975,167.116,173.762,183.899,207.059,230.764
-9.29484,1,0.376193,3,7,0,11.6656,0.689617,0.371573,0.371917,0.689617,0.371573,0.371917,3.17464,3.21152,71.1622,71.8471,72.9221,74.842,75.2047,76.0294,76.0713,79.1649,79.6324,83.1835,84.6507,85.7275,85.7493,87.1067,88.2362,89.6802,90.1673,90.2676,97.2784,103.113,108.059,110.317,117.401,117.787,119.342,130.374,153.224,158.989,165.236,174.769,196.579,218.929
-8.92066,1,0.376193,3,15,0,9.51057,0.712698,0.296996,0.40051,0.712698,0.296996,0.40051,2.85871,2.90594,73.0097,73.5527,74.4068,75.9379,76.228,76.8888,76.9224,79.4155,79.7942,82.6884,83.8932,84.7807,84.7987,85.9216,86.8592,88.0621,88.469,88.5528,94.4661,99.4588,103.735,105.699,111.9,112.24,113.609,123.388,143.895,149.107,154.765,163.422,183.299,203.74
-8.75543,0.985967,0.376193,2,5,0,9.03912,0.705187,0.319926,0.391902,0.705187,0.319926,0.391902,2.9594,3.00321,72.3986,72.985,73.9067,75.5575,75.87,76.5815,76.6177,79.2979,79.7044,82.8058,84.0939,85.0418,85.061,86.2588,87.258,88.5385,88.9713,89.0604,95.33,100.599,105.095,107.156,113.65,114.005,115.436,125.63,146.914,152.309,158.162,167.109,187.624,208.693
-9.04245,0.915814,0.376193,2,7,0,9.85399,0.688119,0.318277,0.392526,0.688119,0.318277,0.392526,2.95227,2.99632,70.6351,71.2038,72.0978,73.699,74.0022,74.6924,74.7275,77.3278,77.7223,80.7319,81.9822,82.9022,82.9209,84.0837,85.0537,86.2969,86.7171,86.8036,92.8925,98.0109,102.381,104.383,110.695,111.04,112.431,122.343,143.044,148.292,153.986,162.69,182.65,203.151
-8.68508,0.989366,0.376193,3,9,0,9.25048,0.691711,0.338457,0.384829,0.691711,0.338457,0.384829,3.03837,3.07957,71.1433,71.7581,72.7239,74.4522,74.7791,75.5232,75.5611,78.3598,78.7838,82.0134,83.3523,84.3366,84.3566,85.5994,86.6351,87.9613,88.4092,88.5014,94.9746,100.394,105.009,107.12,113.761,114.124,115.585,125.979,147.611,153.085,159.02,168.086,188.856,210.167
-9.18366,0.957227,0.376193,3,11,0,9.376,0.674251,0.388094,0.365339,0.674251,0.388094,0.365339,3.2405,3.27536,69.6935,70.3989,71.5055,73.4798,73.8525,74.6995,74.7425,77.9151,78.3939,82.0258,83.5238,84.6222,84.6445,86.0282,87.1786,88.6483,89.1439,89.2458,96.3636,102.27,107.269,109.548,116.689,117.079,118.644,129.743,152.683,158.465,164.727,174.28,196.122,218.491
-10.3245,0.993504,0.376193,2,7,0,10.6023,0.6366,0.426934,0.349496,0.6366,0.426934,0.349496,3.39031,3.42075,66.0679,66.8149,67.985,70.0668,70.459,71.3493,71.3945,74.7173,75.2172,78.9961,80.5484,81.6846,81.7075,83.1362,84.322,85.8342,86.3435,86.4483,93.7317,99.7395,104.803,107.106,114.307,114.699,116.275,127.417,150.351,156.118,162.359,171.873,193.6,215.827
-9.74237,0.92092,0.376193,2,3,0,10.9815,0.653407,0.423777,0.350805,0.653407,0.423777,0.350805,3.37838,3.40916,67.7896,68.5495,69.7398,71.8584,72.2575,73.1638,73.2098,76.5931,77.1022,80.952,82.5339,83.692,83.7154,85.1717,86.3807,87.9227,88.442,88.5488,95.9786,102.11,107.279,109.631,116.985,117.385,118.994,130.377,153.813,159.707,166.086,175.811,198.022,220.745
-10.6371,0.797786,0.376193,2,3,0,11.8789,0.63169,0.432714,0.347092,0.63169,0.432714,0.347092,3.41204,3.44186,65.5983,66.3517,67.5314,69.6296,70.0247,70.9215,70.9671,74.3124,74.8154,78.6161,80.1765,81.3183,81.3413,82.7766,83.9676,85.4861,85.9975,86.1026,93.4106,99.4336,104.507,106.815,114.025,114.417,115.995,127.145,150.085,155.852,162.091,171.603,193.321,215.535
-9.8447,1,0.376193,2,3,0,10.6582,0.658146,0.425268,0.350187,0.658146,0.425268,0.350187,3.38402,3.41464,68.2919,69.0606,70.2646,72.4072,72.8108,73.7273,73.7738,77.1946,77.7093,81.6007,83.1996,84.3699,84.3935,85.8652,87.0868,88.6448,89.1696,89.2775,96.783,102.976,108.195,110.571,117.995,118.399,120.024,131.515,155.17,161.119,167.557,177.371,199.786,222.718
-10.4852,0.997708,0.376193,2,3,0,10.4856,0.634494,0.426284,0.349766,0.634494,0.426284,0.349766,3.38785,3.41836,65.8447,66.5879,67.752,69.8233,70.2135,71.0993,71.1443,74.4506,74.9481,78.7087,80.2536,81.3844,81.4073,82.8292,84.0094,85.5146,86.0216,86.1258,93.3759,99.3569,104.398,106.691,113.861,114.251,115.82,126.914,149.752,155.495,161.71,171.184,192.822,214.957
-8.89651,0.895298,0.376193,2,7,0,12.2547,0.687521,0.361042,0.376061,0.687521,0.361042,0.376061,3.13194,3.17015,70.8709,71.5306,72.5666,74.4179,74.7678,75.5636,75.6041,78.5921,79.044,82.4797,83.9008,84.9443,84.9654,86.2815,87.3772,88.7786,89.2516,89.3489,96.1644,101.847,106.671,108.874,115.792,116.17,117.69,128.48,150.862,156.514,162.639,171.989,193.39,215.328
-9.35227,0.989625,0.376193,2,7,0,10.4926,0.719385,0.275561,0.408417,0.719385,0.275561,0.408417,2.76134,2.81198,73.547,74.0493,74.8397,76.2576,76.5265,77.139,77.1702,79.4844,79.8364,82.5306,83.6544,84.483,84.4998,85.5493,86.4265,87.5531,87.9344,88.013,93.5718,98.287,102.339,104.204,110.107,110.432,111.738,121.089,140.796,145.818,151.276,159.635,178.854,198.647
-10.7249,0.973588,0.376193,3,7,0,10.8296,0.754019,0.25247,0.416791,0.754019,0.25247,0.416791,2.65254,2.7071,76.9251,77.4009,78.1499,79.4944,79.7495,80.3309,80.3605,82.5598,82.8947,85.4621,86.5351,87.3272,87.3433,88.3474,89.1876,90.2678,90.6338,90.7092,96.0611,100.624,104.562,106.378,112.144,112.461,113.74,122.926,142.4,147.381,152.8,161.11,180.254,200.006
-12.2603,0.491154,0.376193,1,3,0,15.8887,0.716731,0.233918,0.423415,0.716731,0.233918,0.423415,2.56187,2.6198,72.9994,73.4138,74.0662,75.238,75.4604,75.9673,75.9931,77.9125,78.2051,80.4502,81.3898,82.084,82.098,82.9788,83.7163,84.6654,84.9871,85.0534,89.7705,93.8094,97.306,98.9223,104.067,104.35,105.494,113.731,131.291,135.798,140.707,148.243,165.638,183.617
-10.4248,1,0.376193,2,3,0,12.1062,0.748153,0.270794,0.410158,0.748153,0.270794,0.410158,2.73922,2.79065,76.4545,76.9664,77.772,79.2174,79.4915,80.116,80.1478,82.508,82.8671,85.6165,86.7637,87.6099,87.627,88.6989,89.5951,90.7462,91.136,91.2163,96.9011,101.728,105.88,107.792,113.846,114.179,115.519,125.121,145.379,150.546,156.162,164.764,184.551,204.936
-10.0525,1,0.376193,2,3,0,10.4539,0.743033,0.260951,0.413733,0.743033,0.260951,0.413733,2.693,2.74609,75.8628,76.3499,77.1165,78.4924,78.7534,79.3482,79.3785,81.6274,81.9697,84.5925,85.6878,86.4961,86.5125,87.5368,88.3936,89.4947,89.8676,89.9444,95.3914,100.027,104.02,105.861,111.698,112.019,113.313,122.591,142.216,147.229,152.681,161.035,180.269,200.098
-9.51314,0.97036,0.376193,3,7,0,10.9349,0.730043,0.294865,0.401302,0.730043,0.294865,0.401302,2.84918,2.89673,74.7714,75.323,76.1906,77.746,78.0408,78.7121,78.7463,81.2795,81.6644,84.6062,85.831,86.7334,86.7516,87.8934,88.8469,90.0703,90.4842,90.5695,96.5857,101.668,106.022,108.022,114.339,114.685,116.08,126.045,146.953,152.269,158.04,166.87,187.147,208.002
-9.33686,0.949241,0.376193,3,15,0,13.5294,0.66937,0.34783,0.38121,0.66937,0.34783,0.38121,3.07754,3.11748,68.9091,69.5236,70.4888,72.215,72.5415,73.2842,73.322,76.1136,76.5362,79.7529,81.0852,82.0642,82.084,83.3195,84.3487,85.6659,86.1107,86.2022,92.6218,97.9872,102.549,104.635,111.192,111.55,112.992,123.238,144.531,149.915,155.75,164.662,185.07,206.002
-9.12004,1,0.376193,1,1,0,9.34328,0.672874,0.347515,0.381332,0.672874,0.347515,0.381332,3.07623,3.11622,69.2677,69.8848,70.854,72.5874,72.9152,73.6611,73.699,76.5024,76.9269,80.1573,81.4953,82.4785,82.4984,83.7393,84.773,86.096,86.5427,86.6346,93.0826,98.4721,103.055,105.15,111.737,112.097,113.545,123.838,145.231,150.64,156.503,165.457,185.961,206.992
-9.05862,0.969317,0.376193,2,3,0,9.51293,0.696688,0.353368,0.379059,0.696688,0.353368,0.379059,3.10046,3.13967,71.7608,72.4125,73.436,75.2658,75.6118,76.3988,76.4388,79.3956,79.8431,83.2471,84.6562,85.6913,85.7122,87.0183,88.1059,89.4976,89.9673,90.064,96.8403,102.498,107.305,109.503,116.405,116.782,118.299,129.078,151.458,157.114,163.244,172.604,194.032,216.005
-8.71513,0.959898,0.376193,2,7,0,9.69255,0.695163,0.32365,0.390489,0.695163,0.32365,0.390489,2.97544,3.01871,71.3952,71.9812,72.9022,74.5515,74.8637,75.5744,75.6105,78.2868,78.6927,81.7879,83.073,84.0185,84.0376,85.2323,86.2285,87.5051,87.9365,88.0253,94.2717,99.5169,103.991,106.041,112.498,112.851,114.274,124.404,145.54,150.896,156.705,165.584,185.94,206.841
-8.75214,0.923499,0.376193,2,3,0,9.34951,0.703408,0.312638,0.394654,0.703408,0.312638,0.394654,2.92777,2.97264,72.1653,72.7346,73.6295,75.2329,75.5365,76.2279,76.263,78.8687,79.2641,82.2824,83.5369,84.4604,84.4791,85.6466,86.6207,87.8696,88.2918,88.3787,94.501,99.6535,104.056,106.075,112.44,112.789,114.192,124.199,145.119,150.427,156.185,164.991,185.189,205.942
-8.68627,0.988321,0.376193,2,7,0,9.88231,0.693353,0.337074,0.38536,0.693353,0.337074,0.38536,3.03254,3.07394,71.3026,71.9158,72.8793,74.6034,74.9297,75.672,75.7098,78.5025,78.9256,82.1489,83.4853,84.4679,84.4878,85.7285,86.7626,88.0867,88.534,88.626,95.0907,100.505,105.115,107.225,113.862,114.224,115.685,126.074,147.702,153.176,159.11,168.177,188.948,210.262
-8.87286,0.995046,0.376193,2,7,0,9.02917,0.674732,0.36478,0.374594,0.674732,0.36478,0.374594,3.14717,3.1849,69.5786,70.2341,71.2632,73.1019,73.4494,74.2396,74.2798,77.2457,77.6942,81.1025,82.5116,83.5462,83.5671,84.8718,85.9577,87.3464,87.815,87.9114,94.661,100.285,105.057,107.236,114.076,114.449,115.951,126.614,148.719,154.299,160.346,169.577,190.699,212.349
-9.09797,0.95178,0.376193,2,3,0,9.42885,0.667361,0.386509,0.365974,0.667361,0.386509,0.365974,3.23424,3.26928,68.9702,69.665,70.7549,72.6998,73.067,73.9014,73.9438,77.07,77.5418,81.1214,82.5981,83.681,83.7029,85.0672,86.2015,87.6507,88.1394,88.24,95.2602,101.088,106.02,108.269,115.317,115.701,117.247,128.203,150.852,156.562,162.745,172.178,193.748,215.84
-9.70086,0.882808,0.376193,2,3,0,9.80722,0.67512,0.402407,0.359564,0.67512,0.402407,0.359564,3.2965,3.32967,69.8863,70.624,71.7806,73.8422,74.2311,75.1145,75.1594,78.4643,78.9625,82.7367,84.291,85.43,85.4531,86.8869,88.0782,89.5992,90.1118,90.2173,97.5678,103.654,108.795,111.138,118.471,118.871,120.477,131.854,155.332,161.244,167.644,177.406,199.715,222.553
-10.9411,0.708658,0.376193,1,1,0,10.9715,0.680564,0.416906,0.353639,0.680564,0.416906,0.353639,3.35227,3.38381,70.5562,71.3322,72.5482,74.7135,75.1216,76.0483,76.0954,79.5575,80.0788,84.0229,85.6448,86.8324,86.8564,88.3504,89.5911,91.1739,91.7071,91.8168,99.4507,105.757,111.077,113.499,121.073,121.486,123.144,134.877,159.05,165.132,171.715,181.752,204.681,228.143
-8.88893,0.983592,0.376193,2,3,0,11.4837,0.673919,0.365847,0.374175,0.673919,0.365847,0.374175,3.1515,3.18909,69.5022,70.1592,71.1906,73.0333,73.3815,74.1734,74.2136,77.1855,77.6348,81.0494,82.461,83.4973,83.5183,84.8251,85.9127,87.3035,87.7728,87.8694,94.6282,100.259,105.035,107.217,114.063,114.436,115.939,126.61,148.728,154.311,160.361,169.596,190.727,212.385
-8.69977,0.976551,0.376193,3,7,0,9.24993,0.695317,0.33641,0.385615,0.695317,0.33641,0.385615,3.02974,3.07123,71.4999,72.1134,73.0774,74.8025,75.1289,75.8717,75.9095,78.7039,79.1273,82.353,83.6905,84.674,84.6939,85.9357,86.9707,88.296,88.7437,88.8359,95.3073,100.728,105.344,107.456,114.102,114.466,115.928,126.333,147.996,153.478,159.422,168.504,189.311,210.663
-8.7009,0.996788,0.376193,2,7,0,8.75106,0.698132,0.331025,0.387678,0.698132,0.331025,0.387678,3.00694,3.04918,71.7515,72.3558,73.3056,75.0056,75.3273,76.0596,76.0968,78.8528,79.2705,82.4543,83.7752,84.7466,84.7663,85.9933,87.0162,88.3265,88.7691,88.8602,95.2635,100.633,105.208,107.303,113.897,114.258,115.709,126.042,147.572,153.024,158.936,167.97,188.673,209.924
-8.7009,0.659148,0.376193,1,3,0,10.7511,0.698132,0.331025,0.387678,0.698132,0.331025,0.387678,3.00694,3.04918,71.7515,72.3558,73.3056,75.0056,75.3273,76.0596,76.0968,78.8528,79.2705,82.4543,83.7752,84.7466,84.7663,85.9933,87.0162,88.3265,88.7691,88.8602,95.2635,100.633,105.208,107.303,113.897,114.258,115.709,126.042,147.572,153.024,158.936,167.97,188.673,209.924
-8.93989,0.990755,0.376193,3,11,0,9.10806,0.711341,0.295645,0.401012,0.711341,0.295645,0.401012,2.85268,2.90011,72.8614,73.4005,74.2485,75.7687,76.0567,76.7129,76.7462,79.2219,79.598,82.4726,83.6693,84.551,84.5689,85.6844,86.616,87.8112,88.2155,88.2988,94.1756,99.1389,103.391,105.343,111.511,111.849,113.211,122.94,143.347,148.535,154.167,162.785,182.572,202.923
-8.68931,0.956084,0.376193,2,5,0,9.32343,0.698029,0.325379,0.389831,0.698029,0.325379,0.389831,2.98285,3.02588,71.7016,72.2937,73.2243,74.8906,75.206,75.924,75.9605,78.6638,79.0737,82.1994,83.4969,84.4514,84.4707,85.6767,86.6823,87.9708,88.4061,88.4958,94.7986,100.089,104.602,106.668,113.178,113.534,114.967,125.177,146.472,151.867,157.718,166.662,187.163,208.212
-9.43267,0.967754,0.376193,3,11,0,10.792,0.723866,0.271777,0.4098,0.723866,0.271777,0.4098,2.7438,2.79506,73.9793,74.4767,75.2594,76.6637,76.93,77.5368,77.5677,79.8605,80.2094,82.88,83.9942,84.8161,84.8327,85.8737,86.744,87.8619,88.2403,88.3183,93.8379,98.5237,102.553,104.408,110.283,110.606,111.907,121.222,140.869,145.88,151.325,159.666,178.851,198.614
-9.34961,0.933045,0.376193,2,3,0,10.0809,0.727467,0.294219,0.401541,0.727467,0.294219,0.401541,2.84629,2.89394,74.5031,75.0514,75.9137,77.4597,77.7527,78.42,78.4539,80.9721,81.3547,84.2791,85.4968,86.394,86.4122,87.5474,88.4954,89.7119,90.1234,90.2081,96.1909,101.245,105.576,107.565,113.849,114.194,115.582,125.496,146.301,151.59,157.333,166.121,186.302,207.058
-9.19588,0.948284,0.376193,2,7,0,11.3642,0.681665,0.325135,0.389924,0.681665,0.325135,0.389924,2.98181,3.02487,70.019,70.5967,71.5047,73.1305,73.4382,74.1388,74.1744,76.8121,77.2121,80.2621,81.5282,82.4596,82.4784,83.6553,84.6366,85.8939,86.3188,86.4063,92.5571,97.7204,102.124,104.142,110.495,110.842,112.241,122.206,142.992,148.258,153.97,162.7,182.712,203.259
-8.74408,0.994376,0.376193,1,3,0,9.19535,0.685254,0.340132,0.384184,0.685254,0.340132,0.384184,3.04541,3.08638,70.4908,71.1034,72.0658,73.7877,74.1135,74.8547,74.8924,77.6803,78.1026,81.3188,82.6519,83.6319,83.6517,84.889,85.92,87.24,87.6858,87.7776,94.2189,99.6104,104.199,106.299,112.902,113.263,114.715,125.047,146.544,151.982,157.878,166.885,187.518,208.688
-8.93207,0.974804,0.376193,3,11,0,10.0226,0.679044,0.372072,0.371719,0.679044,0.372072,0.371719,3.17665,3.21346,70.0747,70.7501,71.8103,73.7037,74.0614,74.8747,74.9161,77.9667,78.4277,81.9293,83.3759,84.4375,84.459,85.7974,86.911,88.3346,88.8149,88.9137,95.8251,101.576,106.452,108.677,115.659,116.04,117.572,128.445,150.963,156.644,162.8,172.194,193.686,215.709
-9.00046,0.9534,0.376193,3,15,0,9.53195,0.717256,0.293256,0.401899,0.717256,0.293256,0.401899,2.84196,2.88977,73.4506,73.9891,74.8361,76.3547,76.6424,77.2979,77.3313,79.805,80.1808,83.0541,84.2506,85.1321,85.15,86.2655,87.1972,88.3926,88.7971,88.8804,94.7609,99.7299,103.988,105.944,112.125,112.463,113.828,123.581,144.05,149.254,154.906,163.553,183.413,203.841
-9.00046,0.879554,0.376193,1,3,0,9.79781,0.717256,0.293256,0.401899,0.717256,0.293256,0.401899,2.84196,2.88977,73.4506,73.9891,74.8361,76.3547,76.6424,77.2979,77.3313,79.805,80.1808,83.0541,84.2506,85.1321,85.15,86.2655,87.1972,88.3926,88.7971,88.8804,94.7609,99.7299,103.988,105.944,112.125,112.463,113.828,123.581,144.05,149.254,154.906,163.553,183.413,203.841
-8.93274,0.894906,0.376193,3,7,0,9.99107,0.679845,0.339262,0.384519,0.679845,0.339262,0.384519,3.04175,3.08285,69.9284,70.5343,71.4863,73.1896,73.5118,74.2451,74.2824,77.0404,77.4582,80.6404,81.9595,82.9293,82.9489,84.1733,85.1936,86.5,86.9412,87.032,93.4078,98.7453,103.289,105.368,111.906,112.264,113.702,123.935,145.227,150.615,156.456,165.378,185.819,206.792
-9.75594,0.92893,0.376193,3,7,0,10.6269,0.736447,0.264864,0.412315,0.736447,0.264864,0.412315,2.71146,2.76389,75.2173,75.7085,76.4814,77.8686,78.1316,78.7312,78.7617,81.0281,81.373,84.015,85.118,85.9318,85.9483,86.9794,87.8417,88.9497,89.3249,89.4022,94.8795,99.5367,103.546,105.394,111.249,111.57,112.868,122.166,141.813,146.829,152.282,160.638,179.866,199.685
-8.89279,0.940933,0.376193,3,15,0,10.3821,0.71384,0.303952,0.397915,0.71384,0.303952,0.397915,2.88962,2.93579,73.1749,73.7337,74.6126,76.1876,76.486,77.1655,77.2001,79.7625,80.1516,83.1235,84.3598,85.2703,85.2887,86.4402,87.4014,88.6341,89.051,89.1369,95.1894,100.292,104.658,106.662,112.984,113.331,114.726,124.682,145.532,150.827,156.573,165.363,185.536,206.273
-8.70922,0.9416,0.376193,2,5,0,9.29445,0.700975,0.319958,0.391889,0.700975,0.319958,0.391889,2.95954,3.00334,71.9664,72.5494,73.4657,75.1068,75.4175,76.1249,76.1608,78.8253,79.2294,82.3126,83.5932,84.5355,84.5546,85.7454,86.7387,88.0116,88.4419,88.5305,94.7632,100.001,104.471,106.52,112.975,113.328,114.75,124.885,146.043,151.406,157.224,166.118,186.512,207.456
-8.76596,0.98806,0.376193,3,11,0,9.06454,0.692004,0.347661,0.381276,0.692004,0.347661,0.381276,3.07684,3.1168,71.238,71.8729,72.8702,74.6537,74.991,75.7585,75.7975,78.682,79.1187,82.4424,83.8191,84.8307,84.8511,86.1278,87.1913,88.5524,89.012,89.1066,95.7404,101.285,106,108.155,114.931,115.301,116.791,127.38,149.387,154.951,160.982,170.193,191.285,212.919
-11.2992,0.680322,0.376193,2,7,0,13.8524,0.674203,0.432363,0.347238,0.674203,0.432363,0.347238,3.41072,3.44058,70.0106,70.8138,72.0717,74.309,74.7303,75.6867,75.7352,79.3025,79.839,83.8922,85.5563,86.774,86.7986,88.3293,89.5995,91.2191,91.7644,91.8766,99.6712,106.096,111.507,113.969,121.66,122.079,123.761,135.656,160.128,166.28,172.936,183.083,206.253,229.952
