# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SS_model
# start_datetime = 2023-07-24 10:35:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 3500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmp_w4uihzl/36zmzd50.json
# init = /tmp/tmp_w4uihzl/tnokppxg.json
# random
#   seed = 30913
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/SS/LISA/SS-20230724113517.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15
-10.3181,0.987031,0.41364,2,7,0,13.2081,0.711011,0.305404,0.711011,0.305404,0.985002,2.38796,11.1115,12.2158,12.2792,12.4968,15.619,24.3884,24.429,24.7576,25.2,34.1721,43.3662,52.9484,58.219
-9.44833,0.946316,0.41364,2,7,0,11.0495,0.704847,0.298786,0.704847,0.298786,0.994605,2.41377,11.2653,12.3872,12.4516,12.6727,15.8456,24.7607,24.802,25.1361,25.5859,34.7097,44.0605,53.8068,59.168
-9.59059,0.99376,0.41364,3,11,0,9.7342,0.715138,0.273175,0.715138,0.273175,0.984101,2.39823,11.3299,12.4681,12.5334,12.7578,15.9801,25.0486,25.0906,25.4307,25.8887,35.181,44.7099,54.6455,60.1119
-11.213,0.949963,0.41364,3,7,0,11.4372,0.724878,0.240329,0.724878,0.240329,0.975785,2.39122,11.4927,12.6617,12.7289,12.9595,16.2749,25.6283,25.6717,26.0229,26.4958,36.0985,45.9543,56.2364,61.8953
-10.6162,0.998714,0.41364,2,3,0,11.3448,0.721297,0.246062,0.721297,0.246062,0.979762,2.39859,11.4919,12.6582,12.7252,12.9552,16.2617,25.5855,25.6287,25.9787,26.45,36.0188,45.8382,56.0812,61.7181
-10.3055,0.749887,0.41364,3,15,0,13.8992,0.700758,0.29334,0.700758,0.29334,1.00123,2.43197,11.3788,12.514,12.5791,12.8028,16.014,25.0397,25.0815,25.4198,25.8753,35.1146,44.5847,54.4562,59.8865
-10.4081,0.955375,0.41364,2,7,0,11.3495,0.713421,0.298602,0.713421,0.298602,0.982679,2.3849,11.1315,12.2402,12.3038,12.5222,15.6576,24.4676,24.5083,24.8385,25.283,34.2992,43.5398,53.1712,58.4692
-9.54992,0.999663,0.41364,2,7,0,10.7043,0.713255,0.269325,0.713255,0.269325,0.987278,2.40751,11.3956,12.542,12.6077,12.8337,16.0798,25.2175,25.2598,25.6025,26.064,35.4292,45.0336,55.0486,60.5589
-9.55089,0.994553,0.41364,3,11,0,9.79697,0.705175,0.306357,0.705175,0.306357,0.993011,2.40702,11.1954,12.3077,12.3715,12.5907,15.7354,24.5677,24.6085,24.9395,25.385,34.421,43.6804,53.3305,58.6385
-9.51358,0.991104,0.41364,4,15,0,9.74735,0.707778,0.300689,0.707778,0.300689,0.990203,2.40236,11.2024,12.3173,12.3813,12.601,15.754,24.6123,24.6533,24.9852,25.4321,34.497,43.787,53.4697,58.7959
-10.0413,0.980037,0.41364,3,15,0,10.2287,0.715528,0.256416,0.715528,0.256416,0.986089,2.40982,11.4822,12.6428,12.7095,12.9383,16.2269,25.4927,25.5356,25.8833,26.3515,35.8548,45.6042,55.7724,61.3677
-9.48881,0.983413,0.41364,3,15,0,10.7244,0.704597,0.303475,0.704597,0.303475,0.994256,2.41113,11.2291,12.3457,12.4098,12.6298,15.7872,24.6564,24.6974,25.0298,25.4772,34.5522,43.852,53.5446,58.876
-10.342,0.921619,0.41364,2,7,0,10.5099,0.704005,0.324039,0.704005,0.324039,0.992037,2.39804,11.0682,12.162,12.2248,12.4402,15.5306,24.2024,24.2425,24.5673,25.0045,33.8699,42.9514,52.4141,57.6183
-10.825,0.908472,0.41364,1,1,0,10.8662,0.704483,0.328953,0.704483,0.328953,0.99064,2.39286,11.0215,12.1091,12.1715,12.3857,15.4582,24.0776,24.1174,24.4402,24.8747,33.6849,42.7089,52.1112,57.2821
-10.5738,0.997617,0.41364,3,7,0,10.8872,0.704116,0.326841,0.704116,0.326841,0.991467,2.39563,11.044,12.1345,12.1971,12.4119,15.4927,24.1365,24.1765,24.5002,24.936,33.7718,42.8224,52.2527,57.439
-9.71323,1,0.41364,2,3,0,10.6019,0.703387,0.313078,0.703387,0.313078,0.994533,2.40816,11.1676,12.2748,12.3383,12.5564,15.686,24.4727,24.5133,24.8425,25.2856,34.2724,43.4801,53.0756,58.3533
-9.71323,0.815463,0.41364,1,3,0,10.9308,0.703387,0.313078,0.703387,0.313078,0.994533,2.40816,11.1676,12.2748,12.3383,12.5564,15.686,24.4727,24.5133,24.8425,25.2856,34.2724,43.4801,53.0756,58.3533
-9.53442,0.999976,0.41364,3,11,0,9.78376,0.714366,0.275711,0.714366,0.275711,0.984785,2.39889,11.3189,12.4549,12.5201,12.7441,15.96,25.009,25.0509,25.3902,25.8471,35.1182,44.6248,54.5366,59.9899
-9.95132,0.853308,0.41364,2,3,0,10.6745,0.70927,0.268885,0.70927,0.268885,0.992893,2.42137,11.4638,12.6172,12.6834,12.9107,16.1768,25.3711,25.4137,25.7585,26.2229,35.6462,45.3105,55.3879,60.9326
-9.71319,0.99119,0.41364,2,7,0,10.1945,0.711378,0.294919,0.711378,0.294919,0.986048,2.39449,11.1952,12.3115,12.3756,12.5956,15.7531,24.6272,24.6683,25.0009,25.4487,34.5321,43.8423,53.5467,58.885
-9.33333,0.991681,0.41364,1,3,0,9.79519,0.709725,0.285717,0.709725,0.285717,0.98972,2.40697,11.3022,12.4327,12.4976,12.7203,15.9191,24.9139,24.9555,25.2927,25.7467,34.9577,44.4004,54.2444,59.6598
-9.4839,0.977797,0.41364,2,7,0,9.59207,0.708786,0.297315,0.708786,0.297315,0.989296,2.40145,11.2154,12.3329,12.397,12.6172,15.7777,24.6587,24.6998,25.0327,25.4808,34.5704,43.8864,53.5966,58.938
-9.44284,0.966053,0.41364,2,7,0,9.79938,0.705632,0.292265,0.705632,0.292265,0.994476,2.41598,11.3096,12.4383,12.5031,12.7255,15.9185,24.8935,24.935,25.2714,25.7243,34.9122,44.3298,54.1467,59.547
-9.7617,0.95843,0.41364,2,7,0,9.80767,0.710192,0.299645,0.710192,0.299645,0.986992,2.39497,11.1732,12.2856,12.3495,12.5686,15.7146,24.5537,24.5946,24.9258,25.3718,34.4174,43.6879,53.3504,58.6654
-10.4615,0.952959,0.41364,3,15,0,11.9643,0.718956,0.247828,0.718956,0.247828,0.982685,2.40502,11.5117,12.6792,12.7462,12.9765,16.2861,25.6171,25.6603,26.0106,26.4822,36.0574,45.8829,56.1319,61.7721
-11.3675,0.973501,0.41364,3,7,0,12.2834,0.726219,0.244525,0.726219,0.244525,0.973352,2.38353,11.4293,12.59,12.6566,12.8855,16.1764,25.4569,25.5,25.8484,26.3175,35.843,45.6183,55.8156,61.4275
-10.9759,0.974509,0.41364,4,15,0,12.6149,0.693451,0.329409,0.693451,0.329409,1.00633,2.43059,11.1932,12.2976,12.3609,12.5784,15.6983,24.4504,24.4909,24.8187,25.2599,34.2056,43.3684,52.9152,58.1656
-11.3249,0.949791,0.41364,1,3,0,12.052,0.694043,0.349617,0.694043,0.349617,1.00247,2.41391,11.0256,12.1074,12.1694,12.3824,15.4364,23.9959,24.0355,24.3558,24.7872,33.5295,42.481,51.8056,56.9332
-11.7501,0.990609,0.41364,2,3,0,11.9077,0.691357,0.355229,0.691357,0.355229,1.00554,2.41928,11.0258,12.1061,12.168,12.3807,15.4297,23.9732,24.0126,24.3324,24.7629,33.4872,42.4194,51.7235,56.8395
-14.7809,0.431768,0.41364,1,3,0,16.6816,0.70026,0.371078,0.70026,0.371078,0.990457,2.37748,10.7702,11.8211,11.8814,12.0883,15.0532,23.3556,23.394,23.7046,24.1228,32.5967,41.2705,50.3039,55.2707
-13.6505,1,0.41364,2,3,0,15.3184,0.686972,0.327042,0.686972,0.327042,1.01618,2.45527,11.318,12.4355,12.4996,12.7197,15.8768,24.7343,24.7753,25.107,25.5536,34.6078,43.8822,53.5455,58.86
-13.9102,0.984322,0.41364,2,3,0,14.4703,0.697523,0.371802,0.697523,0.371802,0.994238,2.3863,10.8073,11.8616,11.9221,12.1296,15.1042,23.4333,23.4718,23.7834,24.2029,32.7038,41.4052,50.4673,55.4498
-13.7211,0.986796,0.41364,3,7,0,14.4756,0.698375,0.368455,0.698375,0.368455,0.99351,2.38571,10.8181,11.8744,11.9349,12.1429,15.1232,23.4695,23.5081,23.8204,24.2408,32.7601,41.4808,50.5633,55.5572
-11.55,1,0.41364,2,3,0,13.3586,0.6913,0.331003,0.6913,0.331003,1.00922,2.43699,11.2152,12.3212,12.3847,12.6025,15.7269,24.4911,24.5317,24.8598,25.3017,34.2591,43.4338,52.9928,58.2498
-9.62651,1,0.41364,3,11,0,11.8003,0.711475,0.292704,0.711475,0.292704,0.986242,2.39581,11.2129,12.3318,12.396,12.6165,15.7816,24.6782,24.7194,25.0528,25.5018,34.6091,43.9442,53.6749,59.0278
-9.85273,0.996156,0.41364,3,11,0,9.94402,0.711327,0.265676,0.711327,0.265676,0.990507,2.41685,11.4609,12.6153,12.6816,12.9092,16.1788,25.385,25.4276,25.773,26.238,35.6752,45.3544,55.448,61.0017
-9.47483,0.974519,0.41364,2,7,0,10.4463,0.707577,0.282918,0.707577,0.282918,0.993145,2.4164,11.3617,12.4992,12.5645,12.7886,16.0077,25.0611,25.103,25.4424,25.8994,35.1717,44.6779,54.5883,60.0404
-9.97526,0.81896,0.41364,2,3,0,10.9003,0.713035,0.293879,0.713035,0.293879,0.98391,2.3897,11.1782,12.2932,12.3572,12.5769,15.7308,24.5954,24.6364,24.9686,25.416,34.4901,43.7908,53.4856,58.8186
-9.38138,1,0.41364,2,3,0,9.85938,0.708456,0.283788,0.708456,0.283788,0.991782,2.41274,11.3398,12.4747,12.5398,12.7635,15.9753,25.0076,25.0495,25.3881,25.8441,35.0944,44.5779,54.4646,59.9037
-9.93155,0.908549,0.41364,2,5,0,10.2124,0.708827,0.270295,0.708827,0.270295,0.993299,2.4218,11.4577,12.6099,12.676,12.9031,16.1656,25.3488,25.3913,25.7358,26.1996,35.6109,45.2625,55.3264,60.8636
-9.61925,0.902985,0.41364,2,7,0,10.9848,0.715055,0.276315,0.715055,0.276315,0.983745,2.39612,11.3025,12.4366,12.5017,12.7253,15.9358,24.9691,25.0109,25.3497,25.8058,35.0605,44.5502,54.4444,59.8879
-9.7559,0.986736,0.41364,3,7,0,10.5279,0.716888,0.268381,0.716888,0.268381,0.982417,2.39603,11.3467,12.4885,12.554,12.7791,16.0125,25.115,25.1572,25.4986,25.9583,35.2879,44.8561,54.8334,60.3231
-10.3024,0.890506,0.41364,1,3,0,10.6398,0.71775,0.280182,0.71775,0.280182,0.979476,2.38421,11.2251,12.35,12.4146,12.6363,15.82,24.7756,24.817,25.1528,25.605,34.7783,44.1837,53.9894,59.3841
-9.57868,0.995699,0.41364,2,3,0,10.3557,0.715033,0.270834,0.715033,0.270834,0.984597,2.40037,11.3532,12.4947,12.5602,12.7852,16.0173,25.1144,25.1565,25.4978,25.9572,35.28,44.8408,54.8099,60.295
-9.78759,0.994571,0.41364,2,7,0,10.0146,0.717173,0.265292,0.717173,0.265292,0.98249,2.39744,11.3711,12.5166,12.5824,12.8082,16.0528,25.1885,25.2308,25.5735,26.035,35.4002,45.0057,55.0223,60.5338
-9.82639,0.995002,0.41364,2,3,0,9.93592,0.715744,0.260548,0.715744,0.260548,0.985168,2.40589,11.4389,12.5933,12.6596,12.8872,16.1576,25.3693,25.4119,25.7576,26.2229,35.6685,45.3576,55.4623,61.0223
-10.4768,0.908051,0.41364,2,3,0,10.9513,0.721769,0.259355,0.721769,0.259355,0.977121,2.38672,11.3548,12.5012,12.567,12.7931,16.041,25.1904,25.2328,25.5761,26.0383,35.4206,45.0452,55.0826,60.6058
-10.4768,0.920407,0.41364,1,1,0,10.832,0.721769,0.259355,0.721769,0.259355,0.977121,2.38672,11.3548,12.5012,12.567,12.7931,16.041,25.1904,25.2328,25.5761,26.0383,35.4206,45.0452,55.0826,60.6058
-10.7413,0.944727,0.41364,1,1,0,10.7793,0.722541,0.262258,0.722541,0.262258,0.975643,2.38195,11.3151,12.4563,12.5218,12.7468,15.9794,25.0837,25.1259,25.4674,25.9274,35.2619,44.8367,54.8218,60.316
-11.6646,0.86395,0.41364,3,7,0,12.4102,0.713175,0.244409,0.713175,0.244409,0.991174,2.42722,11.6396,12.8216,12.8895,13.1226,16.4741,25.926,25.9698,26.3247,26.8025,36.5038,46.4597,56.8453,62.5609
-12.0199,0.914486,0.41364,1,1,0,12.3367,0.711931,0.244583,0.711931,0.244583,0.992878,2.43132,11.6581,12.842,12.91,13.1434,16.5001,25.9661,26.01,26.3654,26.8439,36.5597,46.5303,56.9314,62.6554
-9.43033,0.986307,0.41364,2,7,0,12.4303,0.710981,0.276012,0.710981,0.276012,0.989428,2.41008,11.37,12.5111,12.5766,12.8015,16.0316,25.1201,25.1622,25.503,25.9619,35.2735,44.8214,54.7764,60.2534
-9.40755,0.999818,0.41364,3,7,0,9.44879,0.712111,0.276719,0.712111,0.276719,0.987752,2.40572,11.3455,12.4838,12.5492,12.7735,15.9958,25.0617,25.1037,25.4437,25.9015,35.1895,44.7133,54.643,60.106
-9.96003,0.905272,0.41364,2,3,0,10.0474,0.714138,0.289531,0.714138,0.289531,0.983036,2.38924,11.1988,12.3174,12.3816,12.6021,15.767,24.6645,24.7057,25.0392,25.4883,34.598,43.9361,53.6705,59.0255
-9.62333,0.981196,0.41364,2,7,0,13.7085,0.705828,0.307586,0.705828,0.307586,0.99191,2.40388,11.1747,12.2845,12.3482,12.5669,15.7044,24.516,24.5567,24.8869,25.3314,34.3457,43.5826,53.2092,58.5042
-9.6866,0.990111,0.41364,3,11,0,9.96972,0.716155,0.266949,0.716155,0.266949,0.983638,2.39958,11.3717,12.5166,12.5823,12.808,16.0505,25.1793,25.2216,25.564,26.0251,35.3824,44.9795,54.987,60.4933
-9.95064,0.992399,0.41364,3,7,0,10.2392,0.717227,0.257692,0.717227,0.257692,0.983561,2.40312,11.4427,12.5987,12.6651,12.893,16.1685,25.3964,25.4392,25.7854,26.2517,35.7154,45.4239,55.5493,61.1209
-11.6055,0.876893,0.41364,2,3,0,11.8849,0.718629,0.236169,0.718629,0.236169,0.984905,2.41531,11.6354,12.821,12.8891,13.123,16.4863,25.9777,26.0217,26.3782,26.8582,36.6054,46.6108,57.0497,62.7951
-10.8494,1,0.41364,2,3,0,11.6909,0.723032,0.243986,0.723032,0.243986,0.977724,2.39445,11.4851,12.6517,12.7187,12.9487,16.2564,25.585,25.6283,25.9785,26.4501,36.0251,45.8515,56.1021,61.7435
-9.70286,0.973422,0.41364,2,7,0,12.001,0.712502,0.266219,0.712502,0.266219,0.988791,2.41244,11.4369,12.5887,12.6548,12.8818,16.1439,25.3283,25.3708,25.7154,26.1793,35.5939,45.2499,55.3191,60.8594
-10.0448,0.996865,0.41364,2,5,0,10.301,0.719226,0.260749,0.719226,0.260749,0.980367,2.39408,11.3816,12.5302,12.5961,12.8225,16.0763,25.2409,25.2833,25.6272,26.0902,35.4874,45.1268,55.1796,60.7112
-9.44316,0.961276,0.41364,4,15,0,10.5812,0.711038,0.275414,0.711038,0.275414,0.989438,2.41035,11.3746,12.5163,12.5819,12.8069,16.0391,25.1338,25.1759,25.517,25.9762,35.2944,44.8492,54.8115,60.2925
-10.4849,0.747105,0.41364,2,7,0,12.4695,0.712286,0.303337,0.712286,0.303337,0.983543,2.3852,11.109,12.2138,12.2772,12.4948,15.6186,24.3935,24.4341,24.7629,25.2056,34.1841,43.385,52.9747,58.2495
-10.7744,0.946175,0.41364,2,3,0,11.2388,0.70176,0.282975,0.70176,0.282975,1.00137,2.43639,11.4554,12.6022,12.668,12.894,16.1395,25.2673,25.3096,25.6518,26.1126,35.461,45.0453,55.0371,60.534
-13.543,0.767929,0.41364,4,15,0,15.7164,0.722129,0.294009,0.722129,0.294009,0.9715,2.3595,11.0363,12.1371,12.2003,12.4172,15.531,24.2825,24.323,24.651,25.0926,34.051,43.2331,52.8042,58.0692
-11.9861,1,0.41364,1,1,0,13.5353,0.719283,0.293034,0.719283,0.293034,0.975489,2.36956,11.0883,12.1947,12.2582,12.4762,15.6058,24.4023,24.443,24.7727,25.2166,34.2214,43.4512,53.0723,58.3648
-11.0931,0.962854,0.41364,2,7,0,13.2429,0.69959,0.28816,0.69959,0.28816,1.00369,2.43998,11.4439,12.5876,12.6533,12.8786,16.1145,25.2123,25.2544,25.5954,26.0546,35.37,44.9192,54.8738,60.35
-12.2648,0.976009,0.41364,3,7,0,12.6484,0.692648,0.308633,0.692648,0.308633,1.01063,2.44884,11.3784,12.5081,12.5729,12.7955,15.989,24.9574,24.9989,25.3349,25.7873,34.9617,44.3624,54.1596,59.5484
-10.7447,0.994068,0.41364,2,3,0,12.7339,0.694694,0.333977,0.694694,0.333977,1.00385,2.42291,11.1367,12.2341,12.297,12.5132,15.6128,24.3062,24.3464,24.6719,25.1102,33.9943,43.0934,52.5733,57.7868
-10.2206,0.954906,0.41364,3,15,0,11.259,0.716959,0.252415,0.716959,0.252415,0.984726,2.40812,11.4984,12.6624,12.7292,12.9588,16.2577,25.5556,25.5987,25.9476,26.4175,35.956,45.7425,55.9501,61.5673
-9.79717,1,0.41364,2,3,0,10.1914,0.716851,0.262509,0.716851,0.262509,0.98335,2.40066,11.4025,12.5524,12.6185,12.8452,16.1024,25.2759,25.3184,25.6626,26.126,35.5314,45.1787,55.2395,60.7753
-9.52491,0.992617,0.41364,3,7,0,9.88986,0.71436,0.274015,0.71436,0.274015,0.985047,2.4002,11.3345,12.4728,12.5382,12.7625,15.9851,25.0537,25.0957,25.4358,25.8937,35.1858,44.7142,54.6491,60.1152
-12.2718,0.950013,0.41364,2,7,0,12.9294,0.727605,0.227354,0.727605,0.227354,0.974088,2.39248,11.5836,12.7684,12.8364,13.0702,16.4329,25.9301,25.9742,26.3309,26.8114,36.5706,46.591,57.0474,62.803
-12.9981,0.952353,0.41364,2,3,0,13.2705,0.731724,0.227021,0.731724,0.227021,0.968654,2.37928,11.5219,12.7005,12.7682,13.0007,16.3461,25.7946,25.8384,26.1934,26.6714,36.3807,46.35,56.7532,62.4795
-13.9301,0.840329,0.41364,2,3,0,14.8642,0.734012,0.239549,0.734012,0.239549,0.963759,2.36207,11.3575,12.5132,12.5795,12.8075,16.0852,25.3325,25.3753,25.7226,26.1901,35.6845,45.4293,55.5957,61.1909
-11.5884,0.965276,0.41364,3,15,0,15.1746,0.702606,0.272471,0.702606,0.272471,1.00176,2.44155,11.5386,12.6981,12.7646,12.9931,16.2758,25.5144,25.5571,25.9036,26.3702,35.8371,45.5453,55.6679,61.2372
-9.61469,0.984973,0.41364,2,5,0,12.179,0.702562,0.306503,0.702562,0.306503,0.996682,2.41586,11.2358,12.3521,12.4161,12.6361,15.792,24.6556,24.6966,25.0287,25.4758,34.5439,43.836,53.5202,58.847
