# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SS_model
# start_datetime = 2023-07-24 10:35:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 3500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmp_w4uihzl/36zmzd50.json
# init = /tmp/tmp_w4uihzl/tnokppxg.json
# random
#   seed = 30913
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/SS/LISA/SS-20230724113517.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15
-9.48195,0.388718,0.459244,2,3,0,19.4938,0.704388,0.302083,0.704388,0.302083,0.994759,2.41288,11.2443,12.363,12.4271,12.6475,15.8108,24.6971,24.7382,25.0712,25.5195,34.6126,43.9311,53.6435,58.9858
-9.42344,0.967506,0.459244,2,7,0,9.984,0.712481,0.275835,0.712481,0.275835,0.987372,2.40515,11.3477,12.4866,12.552,12.7764,16.0004,25.0719,25.1139,25.4541,25.9121,35.2062,44.7363,54.6728,60.1396
-9.81134,0.904719,0.459244,2,7,0,10.6961,0.703307,0.291082,0.703307,0.291082,0.997941,2.42486,11.3575,12.4914,12.5565,12.7799,15.9878,25.0054,25.0471,25.3851,25.8402,35.0721,44.5352,54.3996,59.8261
-10.2504,0.892843,0.459244,1,1,0,10.3035,0.701783,0.289639,0.701783,0.289639,1.00033,2.43122,11.395,12.5332,12.5985,12.8228,16.043,25.096,25.1379,25.4772,25.9342,35.203,44.7042,54.6085,60.057
-10.732,0.990729,0.459244,3,11,0,11.5278,0.72095,0.271781,0.72095,0.271781,0.976376,2.37995,11.2514,12.3822,12.4471,12.67,15.8718,24.8833,24.925,25.263,25.7181,34.9527,44.4228,54.2972,59.73
-11.3342,0.918449,0.459244,2,7,0,16.4918,0.694915,0.307915,0.694915,0.307915,1.00744,2.44138,11.3474,12.4743,12.5389,12.7609,15.9466,24.8931,24.9345,25.2697,25.721,34.8733,44.2515,54.0253,59.4013
-10.2952,1,0.459244,2,3,0,11.063,0.697515,0.313577,0.697515,0.313577,1.00283,2.42807,11.2574,12.3734,12.4374,12.6572,15.8115,24.6671,24.708,25.0398,25.4864,34.5435,43.8232,53.4936,58.8125
-10.5362,0.833785,0.459244,2,3,0,11.6095,0.696433,0.314267,0.696433,0.314267,1.00429,2.43133,11.2691,12.386,12.4501,12.6701,15.8269,24.6893,24.7303,25.0623,25.5093,34.5731,43.8595,53.5369,58.8595
-11.3365,0.835565,0.459244,1,1,0,11.3976,0.693983,0.313632,0.693983,0.313632,1.00793,2.44039,11.3142,12.4358,12.5002,12.7211,15.8912,24.7913,24.8325,25.1659,25.6148,34.7174,44.0437,53.7627,59.1083
-10.418,0.906294,0.459244,2,3,0,12.1487,0.696321,0.325278,0.696321,0.325278,1.0028,2.42359,11.1803,12.2848,12.3481,12.5657,15.6861,24.4417,24.4822,24.8101,25.2515,34.2021,43.3706,52.9238,58.1779
-9.65272,0.99994,0.459244,4,15,0,10.6613,0.703626,0.310994,0.703626,0.310994,0.994506,2.40888,11.1811,12.2904,12.354,12.5725,15.7082,24.5127,24.5535,24.8833,25.3274,34.3333,43.561,53.1774,58.4668
-9.69293,0.952231,0.459244,3,11,0,10.1431,0.713936,0.26471,0.713936,0.26471,0.987032,2.40876,11.4281,12.5797,12.6458,12.8728,16.1344,25.3186,25.3611,25.7056,26.1696,35.5847,45.2416,55.312,60.853
-9.78999,0.984017,0.459244,2,3,0,9.9589,0.715718,0.261503,0.715718,0.261503,0.985059,2.40524,11.4302,12.5833,12.6495,12.8768,16.1434,25.3437,25.3863,25.7315,26.1963,35.6297,45.306,55.3972,60.9498
-9.38079,0.969805,0.459244,2,7,0,11.9435,0.709687,0.280604,0.709687,0.280604,0.99054,2.41098,11.3488,12.4859,12.5512,12.7753,15.9936,25.0461,25.088,25.4274,25.8845,35.1569,44.6638,54.5754,60.0282
-9.96996,0.947418,0.459244,2,5,0,10.2811,0.718687,0.262515,0.718687,0.262515,0.980837,2.39452,11.3733,12.5203,12.5861,12.8123,16.0612,25.2112,25.2535,25.5968,26.0591,35.4403,45.0629,55.0979,60.6196
-9.45392,0.990366,0.459244,3,7,0,10.4735,0.713022,0.279713,0.713022,0.279713,0.986041,2.40038,11.3038,12.4367,12.5018,12.7251,15.9317,24.952,24.9937,25.332,25.7874,35.0272,44.5008,54.3778,59.8117
-9.6177,0.984457,0.459244,3,11,0,9.84106,0.704559,0.309195,0.704559,0.309195,0.993457,2.40702,11.1813,12.2913,12.3549,12.5736,15.7113,24.5223,24.5631,24.8932,25.3377,34.3509,43.5864,53.2113,58.5053
-10.0037,0.964853,0.459244,2,3,0,10.026,0.704874,0.31713,0.704874,0.31713,0.991836,2.40012,11.1106,12.2109,12.274,12.4907,15.6001,24.3281,24.3685,24.6954,25.1356,34.0609,43.2049,52.7336,57.9744
-9.98728,0.926674,0.459244,2,3,0,10.6795,0.700991,0.32171,0.700991,0.32171,0.996648,2.41005,11.1347,12.2358,12.299,12.5159,15.6272,24.3588,24.3992,24.7262,25.1665,34.0938,43.2391,52.7685,58.0095
-9.35541,0.996602,0.459244,4,15,0,10.8601,0.710757,0.284447,0.710757,0.284447,0.988472,2.40444,11.2972,12.4276,12.4925,12.7152,15.9141,24.9099,24.9516,25.2888,25.7429,34.9555,44.4002,54.2463,59.663
-9.54867,0.948348,0.459244,3,11,0,9.82506,0.714184,0.269674,0.714184,0.269674,0.985942,2.40411,11.3775,12.5219,12.5876,12.8132,16.0537,25.1753,25.2176,25.5597,26.0204,35.3689,44.9563,54.9534,60.4538
-10.5514,0.934808,0.459244,3,11,0,11.0253,0.700611,0.33295,0.700611,0.33295,0.995525,2.40319,11.0507,12.14,12.2025,12.417,15.4937,24.1232,24.1631,24.4862,24.9213,33.7405,42.7732,52.1841,57.3596
-11.2978,0.779953,0.459244,4,15,0,12.7902,0.702725,0.274466,0.702725,0.274466,1.00129,2.43959,11.518,12.6745,12.7409,12.9689,16.243,25.4565,25.4991,25.8447,26.3099,35.7501,45.4304,55.5236,61.0767
-10.2406,1,0.459244,1,1,0,11.1037,0.704646,0.278813,0.704646,0.278813,0.997898,2.4296,11.4464,12.594,12.6599,12.8861,16.1343,25.2721,25.3144,25.6571,26.1184,35.4791,45.0768,55.0833,60.5885
-9.68839,0.987836,0.459244,2,7,0,11.2658,0.716179,0.266951,0.716179,0.266951,0.983605,2.3995,11.3713,12.5162,12.5819,12.8076,16.0499,25.1784,25.2207,25.5631,26.0242,35.3812,44.9779,54.985,60.4912
-10.2644,0.980374,0.459244,3,11,0,10.524,0.699263,0.328762,0.699263,0.328762,0.998064,2.41086,11.1053,12.2013,12.2641,12.48,15.576,24.2615,24.3017,24.6269,25.0648,33.9426,43.036,52.5106,57.7212
-9.40816,0.995895,0.459244,2,7,0,10.782,0.705864,0.298477,0.705864,0.298477,0.993218,2.41053,11.2518,12.3724,12.4367,12.6576,15.827,24.7325,24.7737,25.1075,25.5568,34.671,44.0119,53.748,59.1036
-9.70976,0.95309,0.459244,2,3,0,9.79279,0.702941,0.295654,0.702941,0.295654,0.997772,2.42267,11.3231,12.4519,12.5167,12.7391,15.9319,24.9046,24.9462,25.2825,25.7352,34.9193,44.3324,54.1441,59.5414
-9.67033,0.989893,0.459244,2,7,0,10.2308,0.712432,0.290274,0.712432,0.290274,0.98528,2.39441,11.2191,12.3395,12.4038,12.6246,15.7943,24.7051,24.7464,25.0804,25.5301,34.6531,44.0046,53.7529,59.1155
-9.45368,0.954959,0.459244,2,7,0,10.8184,0.705485,0.292426,0.705485,0.292426,0.994658,2.41636,11.3105,12.4393,12.5041,12.7265,15.9195,24.8946,24.9362,25.2726,25.7255,34.9134,44.3311,54.1479,59.5482
-9.56223,0.973581,0.459244,1,1,0,9.57037,0.704681,0.291669,0.704681,0.291669,0.995907,2.41969,11.3301,12.4611,12.526,12.7489,15.9483,24.9419,24.9835,25.3206,25.7745,34.9816,44.4191,54.2568,59.6686
-9.6272,0.933166,0.459244,2,7,0,10.1231,0.713121,0.286493,0.713121,0.286493,0.984891,2.39493,11.2415,12.3656,12.4301,12.6516,15.8323,24.7757,24.8171,25.1524,25.6038,34.7618,44.1501,53.9371,59.3212
-10.2396,0.985657,0.459244,2,7,0,11.231,0.719681,0.252716,0.719681,0.252716,0.980956,2.39878,11.4519,12.6111,12.6777,12.9063,16.1915,25.4503,25.4932,25.8407,26.3086,35.8069,45.5522,55.7166,61.31
-9.33623,0.967325,0.459244,3,9,0,10.8539,0.708268,0.290599,0.708268,0.290599,0.991024,2.40824,11.2822,12.4088,12.4734,12.6954,15.8826,24.8422,24.8837,25.2196,25.6717,34.8446,44.2472,54.0486,59.4405
-9.71741,0.979751,0.459244,2,7,0,10.1112,0.701461,0.307927,0.701461,0.307927,0.998034,2.41859,11.2414,12.3577,12.4218,12.6417,15.7976,24.6605,24.7016,25.0336,25.4807,34.5475,43.838,53.5205,58.8462
-9.42037,0.974491,0.459244,4,15,0,12.0405,0.70643,0.299522,0.70643,0.299522,0.992266,2.40782,11.2337,12.3523,12.4164,12.6368,15.8,24.6874,24.7285,25.0616,25.51,34.6051,43.9264,53.6418,58.986
-9.87563,0.888587,0.459244,2,3,0,10.2156,0.708573,0.306284,0.708573,0.306284,0.98826,2.39553,11.1424,12.2494,12.3129,12.531,15.6609,24.4516,24.4923,24.8216,25.2651,34.2586,43.4743,53.079,58.362
-10.0481,0.82955,0.459244,2,3,0,11.4564,0.706199,0.314981,0.706199,0.314981,0.990292,2.39718,11.1074,12.208,12.2712,12.488,15.5987,24.3315,24.3719,24.699,25.1395,34.0705,43.2207,52.756,58.0005
-12.9035,0.565932,0.459244,1,3,0,12.957,0.71075,0.328953,0.71075,0.328953,0.981906,2.37176,10.9243,12.0023,12.0642,12.2765,15.3219,23.8652,23.9048,24.2247,24.6554,33.3878,42.3323,51.6517,56.777
-11.7974,1,0.459244,2,3,0,13.0642,0.708663,0.326966,0.708663,0.326966,0.985088,2.38017,10.9722,12.0556,12.1177,12.3311,15.3918,23.9789,24.0186,24.3402,24.7731,33.551,42.5423,51.9107,57.063
-10.3325,0.979608,0.459244,2,5,0,12.1436,0.697038,0.317073,0.697038,0.317073,1.00299,2.42714,11.236,12.3487,12.4125,12.6317,15.7762,24.6029,24.6438,24.9744,25.4195,34.4458,43.6933,53.3297,58.6298
-10.3087,0.988004,0.459244,2,3,0,10.4802,0.701493,0.327891,0.701493,0.327891,0.99502,2.40383,11.0769,12.1704,12.2331,12.4485,15.5374,24.2036,24.2437,24.5682,25.0051,33.8634,42.9369,52.3909,57.5903
-10.0177,0.991985,0.459244,3,7,0,11.5325,0.701834,0.321993,0.701834,0.321993,0.995409,2.40695,11.119,12.2185,12.2816,12.4981,15.6048,24.3231,24.3635,24.69,25.1296,34.0433,43.1746,52.6894,57.9224
-10.0177,0.674434,0.459244,1,3,0,11.7262,0.701834,0.321993,0.701834,0.321993,0.995409,2.40695,11.119,12.2185,12.2816,12.4981,15.6048,24.3231,24.3635,24.69,25.1296,34.0433,43.1746,52.6894,57.9224
-9.57359,0.977305,0.459244,3,7,0,10.4945,0.711761,0.290363,0.711761,0.290363,0.986195,2.3966,11.2289,12.3502,12.4146,12.6355,15.808,24.7262,24.7674,25.1017,25.5518,34.6824,44.0417,53.798,59.165
-9.75699,0.987353,0.459244,2,7,0,10.8343,0.715929,0.276727,0.715929,0.276727,0.982483,2.39288,11.2849,12.4172,12.4821,12.7053,15.9103,24.9279,24.9696,25.3078,25.7631,35.0015,44.4744,54.351,59.7848
-9.92914,0.955881,0.459244,2,7,0,10.856,0.700731,0.301769,0.700731,0.301769,0.999999,2.42571,11.3057,12.4306,12.4951,12.7167,15.8976,24.8336,24.8749,25.2098,25.6606,34.8046,44.1755,53.9423,59.3147
-9.60044,1,0.459244,4,15,0,10.1153,0.705001,0.288966,0.705001,0.288966,0.995862,2.42064,11.3489,12.4828,12.5479,12.7713,15.9793,24.9984,25.0401,25.3782,25.8334,35.0678,44.5338,54.4016,59.8301
-9.9333,0.837703,0.459244,2,7,0,11.4565,0.713282,0.29229,0.713282,0.29229,0.983806,2.39005,11.1881,12.3047,12.3688,12.5888,15.7474,24.6259,24.667,24.9997,25.4478,34.5368,43.8532,53.5644,58.9066
-9.68736,1,0.459244,2,7,0,10.3586,0.709968,0.298883,0.709968,0.298883,0.987416,2.39629,11.1832,12.297,12.3609,12.5803,15.7299,24.5798,24.6207,24.9524,25.3989,34.4559,43.7381,53.4129,58.7348
-9.68736,0.769593,0.459244,1,3,0,10.8055,0.709968,0.298883,0.709968,0.298883,0.987416,2.39629,11.1832,12.297,12.3609,12.5803,15.7299,24.5798,24.6207,24.9524,25.3989,34.4559,43.7381,53.4129,58.7348
-9.73596,0.90986,0.459244,2,5,0,10.8198,0.703068,0.294167,0.703068,0.294167,0.997815,2.42335,11.3341,12.4646,12.5294,12.7522,15.9498,24.9369,24.9785,25.3153,25.7689,34.9683,44.3974,54.226,59.6327
-10.9842,0.75766,0.459244,2,7,0,13.3563,0.724153,0.25608,0.724153,0.25608,0.974395,2.38138,11.3487,12.496,12.5618,12.788,16.0389,25.1984,25.2409,25.5846,26.0474,35.442,45.08,55.132,60.6633
