# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SS_model
# start_datetime = 2023-07-24 10:35:17 UTC
# method = sample (Default)
#   sample
#     num_samples = 3500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmp_w4uihzl/36zmzd50.json
# init = /tmp/tmp_w4uihzl/tnokppxg.json
# random
#   seed = 30913
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/SS/LISA/SS-20230724113517.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,theta.1,theta.2,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15
# Adaptation terminated
# Step size = 0.44766
# Diagonal elements of inverse mass matrix:
# 0.000143152, 0.00997403
-9.88737,1,0.44766,3,11,0,10.405,0.71347,0.290785,0.71347,0.290785,0.983771,2.39054,11.1983,12.3164,12.3806,12.6009,15.7642,24.6565,24.6977,25.031,25.4798,34.5836,43.9154,53.6431,58.9943
-9.58376,1,0.44766,1,1,0,9.82609,0.712449,0.288021,0.712449,0.288021,0.985592,2.39604,11.2386,12.3618,12.4263,12.6476,15.8256,24.7607,24.8021,25.137,25.588,34.7368,44.1153,53.892,59.2704
-9.73999,0.997438,0.44766,3,9,0,9.92513,0.702505,0.297112,0.702505,0.297112,0.998172,2.42308,11.3174,12.4451,12.5099,12.7321,15.9216,24.8842,24.9257,25.2616,25.7138,34.887,44.2887,54.0883,59.4788
-10.3772,0.942871,0.44766,2,3,0,10.4053,0.701239,0.290076,0.701239,0.290076,1.00104,2.43278,11.3999,12.5385,12.6038,12.8282,16.0493,25.1045,25.1464,25.4858,25.9428,35.2137,44.717,54.6234,60.073
-10.2271,0.996645,0.44766,3,7,0,10.8132,0.698632,0.3068,0.698632,0.3068,1.00225,2.42923,11.2965,12.4187,12.4831,12.7042,15.8768,24.7872,24.8284,25.1623,25.6118,34.7276,44.0686,53.8038,59.1585
-9.67077,0.932219,0.44766,2,3,0,10.7759,0.70235,0.301184,0.70235,0.301184,0.997781,2.42056,11.2847,12.4077,12.4721,12.6933,15.8689,24.7905,24.8318,25.1661,25.6162,34.7456,44.1016,53.8531,59.2171
-9.7072,0.971938,0.44766,2,7,0,12.056,0.716336,0.26621,0.716336,0.26621,0.9835,2.39954,11.3757,12.5214,12.5871,12.813,16.0576,25.193,25.2353,25.578,26.0394,35.4038,45.0082,55.0236,60.5343
-9.3679,0.994881,0.44766,4,15,0,10.3318,0.711373,0.28074,0.711373,0.28074,0.988173,2.40516,11.3207,12.4549,12.52,12.7436,15.9537,24.9833,25.0251,25.3636,25.8195,35.0684,44.551,54.4373,59.8763
-9.43823,0.974703,0.44766,2,7,0,9.81822,0.707771,0.283529,0.707771,0.283529,0.992781,2.41528,11.3531,12.4895,12.5547,12.7786,15.9945,25.0385,25.0804,25.4195,25.876,35.1384,44.6343,54.534,59.9802
-9.36574,0.83978,0.44766,2,3,0,10.5125,0.710465,0.286997,0.710465,0.286997,0.988498,2.4035,11.2791,12.4067,12.4714,12.6937,15.8843,24.8556,24.8971,25.2334,25.6863,34.8726,44.2898,54.107,59.5076
-9.84695,0.654841,0.44766,2,3,0,12.5476,0.717304,0.261428,0.717304,0.261428,0.982892,2.39998,11.4056,12.5563,12.6224,12.8492,16.1089,25.2897,25.3323,25.6767,26.1405,35.554,45.21,55.28,60.8209
-9.93948,0.99251,0.44766,2,3,0,9.94797,0.717066,0.257897,0.717066,0.257897,0.98375,2.4035,11.4433,12.5993,12.6657,12.8936,16.1689,25.3963,25.4391,25.7853,26.2516,35.7147,45.4226,55.5471,61.1183
-9.36246,0.996666,0.44766,3,11,0,10.3863,0.71117,0.28251,0.71117,0.28251,0.988188,2.4045,11.308,12.4402,12.5052,12.7284,15.9327,24.9449,24.9866,25.3245,25.7794,35.0097,44.4729,54.3386,59.7662
-9.86215,0.871177,0.44766,2,3,0,10.1016,0.715096,0.283706,0.715096,0.283706,0.982586,2.3904,11.2352,12.3597,12.4243,12.6459,15.8281,24.7776,24.819,25.1545,25.6063,34.7717,44.1682,53.9642,59.3534
-10.1726,0.926719,0.44766,2,3,0,10.9131,0.715092,0.254925,0.715092,0.254925,0.986917,2.41245,11.5038,12.6672,12.734,12.9634,16.2603,25.5505,25.5936,25.9422,26.4117,35.9409,45.7172,55.9138,61.5248
-11.3807,0.812367,0.44766,3,7,0,11.9859,0.707807,0.258635,0.707807,0.258635,0.996506,2.43436,11.5858,12.7559,12.823,13.0537,16.3688,25.7077,25.7509,26.1013,26.5732,36.1502,45.9747,56.2208,61.8588
-9.9985,0.996141,0.44766,3,7,0,12.3516,0.713828,0.259126,0.713828,0.259126,0.988027,2.41345,11.4833,12.6428,12.7094,12.938,16.2231,25.477,25.5199,25.8671,26.3347,35.8244,45.5592,55.7116,61.2981
-9.62441,1,0.44766,3,7,0,10.0199,0.704821,0.289061,0.704821,0.289061,0.996101,2.42118,11.351,12.485,12.5501,12.7736,15.9821,25.0024,25.0441,25.3823,25.8375,35.0732,44.5405,54.4096,59.8387
-10.8633,0.862128,0.44766,2,3,0,10.8921,0.702726,0.278491,0.702726,0.278491,1.00067,2.43648,11.4806,12.6318,12.6979,12.9247,16.1831,25.3496,25.3921,25.7358,26.1986,35.5888,45.2169,55.255,60.7777
-10.8633,0.830175,0.44766,1,1,0,11.739,0.702726,0.278491,0.702726,0.278491,1.00067,2.43648,11.4806,12.6318,12.6979,12.9247,16.1831,25.3496,25.3921,25.7358,26.1986,35.5888,45.2169,55.255,60.7777
-9.94499,0.99558,0.44766,2,7,0,12.1099,0.700496,0.302804,0.700496,0.302804,1.00018,2.42575,11.3006,12.4246,12.4891,12.7105,15.8888,24.8169,24.8582,25.1928,25.6432,34.7787,44.1407,53.8982,59.2654
-9.74505,0.975612,0.44766,2,7,0,10.5343,0.713501,0.287828,0.713501,0.287828,0.984168,2.39265,11.2237,12.3456,12.4099,12.631,15.805,24.729,24.7703,25.1048,25.5553,34.6929,44.0599,53.8246,59.1964
-9.92525,0.952224,0.44766,1,1,0,9.99465,0.71386,0.289985,0.71386,0.289985,0.983351,2.38983,11.1991,12.3177,12.3819,12.6023,15.7668,24.6628,24.704,25.0375,25.4865,34.5945,43.9308,53.6632,59.0171
-9.43042,1,0.44766,2,5,0,9.91175,0.707282,0.285529,0.707282,0.285529,0.993167,2.41543,11.343,12.4776,12.5427,12.7663,15.9768,25.0047,25.0465,25.385,25.8407,35.0857,44.5633,54.4437,59.8792
-9.43042,0.743438,0.44766,1,3,0,10.5872,0.707282,0.285529,0.707282,0.285529,0.993167,2.41543,11.343,12.4776,12.5427,12.7663,15.9768,25.0047,25.0465,25.385,25.8407,35.0857,44.5633,54.4437,59.8792
-9.61704,0.990751,0.44766,3,7,0,9.65038,0.705842,0.307398,0.705842,0.307398,0.991918,2.40397,11.1761,12.2861,12.3498,12.5685,15.7066,24.5199,24.5607,24.8909,25.3355,34.3517,43.5905,53.2192,58.5153
-9.93875,0.859555,0.44766,3,7,0,11.4494,0.7144,0.259316,0.7144,0.259316,0.987206,2.41137,11.4723,12.6306,12.6971,12.9255,16.2071,25.4513,25.4942,25.841,26.308,35.7877,45.512,55.6536,61.234
-10.7478,0.958088,0.44766,2,7,0,10.987,0.715348,0.247989,0.715348,0.247989,0.987616,2.41702,11.5682,12.7413,12.8087,13.04,16.3656,25.7415,25.785,26.137,26.6109,36.2321,46.1048,56.403,62.0703
-10.6454,1,0.44766,2,3,0,10.9104,0.720985,0.270018,0.720985,0.270018,0.976591,2.38117,11.267,12.4002,12.4652,12.6886,15.8972,24.9287,24.9706,25.3093,25.7654,35.0215,44.514,54.412,59.8579
-10.8821,0.836173,0.44766,2,3,0,12.5447,0.715111,0.247092,0.715111,0.247092,0.98808,2.41853,11.581,12.7559,12.8233,13.055,16.3856,25.7764,25.82,26.1725,26.6471,36.2842,46.1733,56.4888,62.1657
-10.3418,0.940384,0.44766,1,3,0,11.5292,0.721159,0.257692,0.721159,0.257692,0.978198,2.39002,11.3803,12.53,12.596,12.8227,16.0803,25.2579,25.3005,25.6448,26.1085,35.5207,45.1763,55.2464,60.7876
-9.59442,0.813726,0.44766,2,7,0,12.2699,0.704601,0.290952,0.704601,0.290952,0.996128,2.42051,11.3377,12.4698,12.5347,12.7578,15.9603,24.9627,25.0043,25.3418,25.7961,35.0126,44.4599,54.3078,59.7252
-9.53296,0.999018,0.44766,2,7,0,10.1098,0.713421,0.281989,0.713421,0.281989,0.98515,2.39731,11.277,12.4063,12.4711,12.6937,15.8899,24.8795,24.9211,25.2582,25.712,34.9194,44.3592,54.2007,59.6149
-9.52098,0.984523,0.44766,3,11,0,9.7708,0.703862,0.304137,0.703862,0.304137,0.995196,2.41316,11.2352,12.3522,12.4163,12.6363,15.7947,24.6663,24.7074,25.0398,25.4873,34.5645,43.8664,53.5611,58.8937
-9.83974,0.900286,0.44766,1,3,0,10.0846,0.703118,0.291297,0.703118,0.291297,0.998177,2.42535,11.3586,12.4926,12.5576,12.7811,15.9891,25.0067,25.0484,25.3864,25.8415,35.0734,44.5364,54.4007,59.8271
-9.40387,0.99992,0.44766,2,7,0,9.82326,0.708951,0.294003,0.708951,0.294003,0.98956,2.40337,11.2415,12.3628,12.4271,12.648,15.8197,24.734,24.7753,25.1094,25.5592,34.6842,44.037,53.7861,59.149
-9.61515,0.973523,0.44766,2,7,0,9.6879,0.708307,0.277128,0.708307,0.277128,0.992995,2.41833,11.4027,12.5466,12.6122,12.8377,16.0756,25.1856,25.2278,25.5694,26.0294,35.3623,44.9319,54.9094,60.3987
-10.1156,0.994243,0.44766,2,7,0,10.5552,0.702085,0.3237,0.702085,0.3237,0.994801,2.40485,11.1012,12.1984,12.2613,12.4774,15.5774,24.2762,24.3164,24.6422,25.0808,33.9739,43.0838,52.5761,57.7967
-10.6227,0.863092,0.44766,1,1,0,10.6596,0.703594,0.328571,0.703594,0.328571,0.991947,2.39616,11.0384,12.1279,12.1903,12.4049,15.4825,24.1163,24.1563,24.4796,24.9149,33.7399,42.7793,52.1976,57.3774
-10.2654,1,0.44766,2,3,0,10.6204,0.703482,0.323961,0.703482,0.323961,0.992786,2.39988,11.0771,12.1718,12.2346,12.4502,15.5432,24.2221,24.2623,24.5873,25.0249,33.8977,42.9868,52.4573,57.6659
-9.75508,1,0.44766,3,7,0,10.6467,0.707197,0.307639,0.707197,0.307639,0.989981,2.39919,11.1526,12.2602,12.3238,12.542,15.6733,24.4673,24.5079,24.8374,25.281,34.2774,43.4958,53.1031,58.3875
-9.64637,0.993279,0.44766,2,7,0,11.18,0.714033,0.265881,0.714033,0.265881,0.986723,2.40753,11.4155,12.5653,12.6313,12.858,16.1144,25.2832,25.3257,25.6696,26.1327,35.5316,45.1714,55.2238,60.7548
-9.54321,0.741742,0.44766,2,5,0,11.5043,0.708147,0.300629,0.708147,0.300629,0.989696,2.40116,11.197,12.3115,12.3754,12.595,15.7466,24.6009,24.6419,24.9737,25.4204,34.4812,43.7671,53.4455,58.7693
-9.53997,0.985421,0.44766,2,5,0,9.82737,0.703948,0.305987,0.703948,0.305987,0.994797,2.41149,11.2181,12.3328,12.3967,12.6163,15.7678,24.6193,24.6602,24.9919,25.4384,34.4942,43.7739,53.4452,58.7649
-11.3555,0.79431,0.44766,3,11,0,11.9417,0.718086,0.238842,0.718086,0.238842,0.985242,2.41502,11.6166,12.799,12.8669,13.1001,16.4537,25.9157,25.9596,26.3149,26.7933,36.5086,46.4803,56.8836,62.6093
-11.3496,1,0.44766,2,3,0,11.608,0.71937,0.237492,0.71937,0.237492,0.983689,2.41177,11.6098,12.7921,12.86,13.0932,16.447,25.9105,25.9544,26.3098,26.7883,36.506,46.4806,56.8872,62.6148
-10.291,0.811055,0.44766,2,3,0,13.5062,0.716515,0.285374,0.716515,0.285374,0.980391,2.38442,11.1982,12.3183,12.3826,12.6034,15.7731,24.6864,24.7277,25.0618,25.5117,34.6394,43.9969,53.7519,59.1185
-9.98868,0.996261,0.44766,3,11,0,10.9445,0.69939,0.319201,0.69939,0.319201,0.999303,2.41741,11.1807,12.2872,12.3507,12.5686,15.6954,24.4715,24.5121,24.8408,25.2834,34.2571,43.4503,53.03,58.2987
-9.66032,0.972388,0.44766,3,9,0,10.4993,0.715064,0.278176,0.715064,0.278176,0.983455,2.39468,11.2854,12.4171,12.4821,12.7051,15.9085,24.9204,24.9621,25.3001,25.7551,34.9871,44.453,54.3222,59.7519
-9.83721,0.984172,0.44766,3,11,0,10.3356,0.701867,0.317337,0.701867,0.317337,0.996054,2.41025,11.1565,12.2612,12.3246,12.5422,15.6642,24.4276,24.4681,24.7964,25.2383,34.1998,43.3807,52.9478,58.2097
-10.6364,0.960797,0.44766,2,7,0,12.8757,0.72126,0.245613,0.72126,0.245613,0.97988,2.39906,11.497,12.664,12.731,12.9612,16.2699,25.6,25.6432,25.9935,26.4651,36.0407,45.8672,56.1176,61.7588
-13.3456,0.707081,0.44766,2,3,0,13.5576,0.731996,0.245424,0.731996,0.245424,0.965537,2.36402,11.3303,12.4804,12.5465,12.7733,16.0343,25.23,25.2726,25.6178,26.0826,35.5204,45.2055,55.3085,60.8685
-12.6533,1,0.44766,1,1,0,13.4934,0.73001,0.248182,0.73001,0.248182,0.967752,2.36833,11.334,12.4832,12.5492,12.7759,16.0338,25.219,25.2616,25.6064,26.0706,35.496,45.1676,55.2561,60.808
-10.3311,0.996905,0.44766,2,7,0,13.9055,0.72105,0.255246,0.72105,0.255246,0.978713,2.39227,11.4056,12.559,12.6252,12.8526,16.1209,25.3303,25.373,25.7186,26.184,35.6301,45.3212,55.4288,60.9907
-9.74566,0.97707,0.44766,3,11,0,12.1079,0.701183,0.309624,0.701183,0.309624,0.998176,2.41829,11.2316,12.3463,12.4103,12.6299,15.7812,24.6303,24.6713,25.0028,25.4491,34.5012,43.7763,53.4425,58.7591
-11.1182,0.777808,0.44766,2,3,0,11.8388,0.694944,0.311291,0.694944,0.311291,1.00689,2.43876,11.3183,12.4411,12.5055,12.7267,15.9005,24.812,24.8532,25.1871,25.6366,34.7518,44.0914,53.8245,59.178
-9.84377,1,0.44766,3,11,0,10.8824,0.717108,0.261044,0.717108,0.261044,0.983218,2.40093,11.4124,12.5639,12.63,12.8571,16.1192,25.3072,25.3498,25.6945,26.1587,35.5798,45.2437,55.3219,60.8674
-9.65618,0.99631,0.44766,3,11,0,9.89382,0.703729,0.311068,0.703729,0.311068,0.994349,2.40847,11.1788,12.2879,12.3515,12.57,15.7049,24.5074,24.5482,24.8779,25.3219,34.3257,43.5512,53.1654,58.4535
-9.63723,0.96993,0.44766,2,3,0,9.78291,0.70243,0.302991,0.70243,0.302991,0.997396,2.41893,11.2679,12.3885,12.4528,12.6736,15.8425,24.7441,24.7853,25.1188,25.5679,34.6762,44.0103,53.7387,59.0898
-10.168,0.943979,0.44766,2,7,0,11.6554,0.720049,0.258163,0.720049,0.258163,0.979635,2.39334,11.3933,12.5442,12.6102,12.8371,16.0978,25.2837,25.3263,25.671,26.1351,35.5555,45.2195,55.2982,60.8442
-9.46023,0.931304,0.44766,2,7,0,13.4827,0.71074,0.275292,0.71074,0.275292,0.989871,2.41145,11.3805,12.5229,12.5884,12.8136,16.0476,25.1476,25.1897,25.531,25.9905,35.314,44.8744,54.8426,60.3268
-10.3204,0.83811,0.44766,2,7,0,11.7036,0.718898,0.274931,0.718898,0.274931,0.978693,2.38436,11.2546,12.3845,12.4494,12.6721,15.8708,24.8716,24.9133,25.2508,25.7053,34.9275,44.384,54.2439,59.6686
-10.5437,0.879725,0.44766,2,7,0,12.6892,0.699207,0.296942,0.699207,0.296942,1.00291,2.43464,11.3723,12.5055,12.5706,12.7939,15.999,25.0058,25.0474,25.385,25.8395,35.0578,44.5059,54.3538,59.771
-9.72165,1,0.44766,2,3,0,10.4811,0.702596,0.29722,0.702596,0.29722,0.998027,2.42269,11.315,12.4425,12.5072,12.7293,15.918,24.8784,24.9198,25.2556,25.7078,34.8785,44.2777,54.0747,59.4638
-10.2371,0.805912,0.44766,1,3,0,11.0932,0.708717,0.311161,0.708717,0.311161,0.987338,2.39146,11.0994,12.2005,12.2637,12.4806,15.5932,24.3328,24.3733,24.7007,25.1415,34.0809,43.2405,52.7859,58.0362
-13.9834,0.676102,0.44766,2,3,0,14.3709,0.715491,0.320543,0.715491,0.320543,0.976621,2.36205,10.9183,11.9984,12.0604,12.2732,15.3252,23.891,23.9306,24.2514,24.6834,33.4415,42.4137,51.7629,56.9049
-14.927,0.939666,0.44766,2,3,0,15.2651,0.694829,0.27894,0.694829,0.27894,1.01198,2.46383,11.607,12.7706,12.8374,13.0667,16.3603,25.6258,25.6687,26.0161,26.4839,35.9753,45.707,55.8531,61.4351
-9.33838,0.984972,0.44766,2,7,0,16.2236,0.708439,0.290823,0.708439,0.290823,0.990751,2.40749,11.2775,12.4035,12.4681,12.69,15.8756,24.8307,24.8721,25.2078,25.6597,34.8278,44.2254,54.0216,59.4106
-9.86142,0.895062,0.44766,3,9,0,10.3392,0.71532,0.28269,0.71532,0.28269,0.98243,2.39042,11.2408,12.3662,12.4308,12.6526,15.8377,24.7956,24.8371,25.1729,25.6251,34.7997,44.2058,54.012,59.4068
-9.5443,0.996518,0.44766,2,7,0,10.6007,0.704275,0.294572,0.704275,0.294572,0.996045,2.4189,11.3111,12.4392,12.5039,12.7262,15.9168,24.8842,24.9257,25.2618,25.7143,34.8933,44.3014,54.1081,59.5027
-9.767,0.984038,0.44766,3,7,0,10.3105,0.716586,0.272736,0.716586,0.272736,0.982179,2.39372,11.3111,12.4475,12.5128,12.7368,15.9544,25.0096,25.0515,25.3912,25.8484,35.1274,44.6428,54.5642,60.0229
-9.89919,0.954715,0.44766,2,3,0,10.276,0.717943,0.268089,0.717943,0.268089,0.981017,2.39273,11.3327,12.4732,12.5387,12.7635,15.9933,25.0859,25.128,25.4691,25.9283,35.2479,44.8059,54.7726,60.2564
-10.5908,0.972816,0.44766,3,11,0,10.8973,0.700391,0.333845,0.700391,0.333845,0.995705,2.4033,11.0471,12.1358,12.1982,12.4126,15.4874,24.1114,24.1513,24.4742,24.9089,33.7221,42.7485,52.1527,57.3246
-9.55619,1,0.44766,4,15,0,10.5901,0.713464,0.269021,0.713464,0.269021,0.987036,2.40704,11.3951,12.5415,12.6073,12.8333,16.0797,25.2183,25.2606,25.6034,26.0649,35.4312,45.0369,55.0531,60.5641
-9.50019,0.849252,0.44766,3,7,0,10.9989,0.704431,0.30404,0.704431,0.30404,0.994406,2.41128,11.2269,12.3431,12.4072,12.6271,15.7832,24.6487,24.6897,25.0219,25.4692,34.5401,43.8356,53.5236,58.8526
-10.4946,0.985871,0.44766,4,15,0,10.5267,0.721384,0.249235,0.721384,0.249235,0.979164,2.39582,11.4591,12.6206,12.6872,12.9163,16.2086,25.4901,25.5331,25.8815,26.3506,35.8741,45.6461,55.8391,61.4484
-11.3873,0.735637,0.44766,1,3,0,12.1302,0.723598,0.268053,0.723598,0.268053,0.973356,2.37406,11.2445,12.3761,12.4411,12.6642,15.8689,24.8909,24.9326,25.2711,25.7267,34.9739,44.4577,54.347,59.7882
-10.4893,1,0.44766,2,3,0,11.7037,0.721137,0.248755,0.721137,0.248755,0.979573,2.39702,11.4677,12.6303,12.6971,12.9263,16.2219,25.5127,25.5558,25.9045,26.3741,35.9075,45.6898,55.8936,61.5089
-10.9293,0.731393,0.44766,3,7,0,12.624,0.7237,0.243912,0.7237,0.243912,0.976833,2.3923,11.4753,12.6409,12.7078,12.9377,16.2426,25.5636,25.6068,25.9567,26.4279,35.9952,45.8135,56.0559,61.6927
-11.2432,0.993691,0.44766,2,3,0,11.3364,0.724724,0.239154,0.724724,0.239154,0.976171,2.39265,11.507,12.6781,12.7454,12.9764,16.2978,25.669,25.7124,26.0643,26.5381,36.1598,46.0355,56.3385,62.0089
-13.5162,0.726255,0.44766,2,3,0,14.3053,0.724154,0.217872,0.724154,0.217872,0.980179,2.41151,11.7412,12.9472,13.0165,13.2544,16.6794,26.3613,26.4062,26.7701,27.2602,37.2161,47.4418,58.1146,63.99
-12.5634,1,0.44766,1,1,0,13.4926,0.723549,0.224483,0.723549,0.224483,0.979986,2.4082,11.6792,12.8752,12.9439,13.1799,16.5753,26.1672,26.2117,26.5721,27.0575,36.916,47.0394,57.604,63.4193
-10.0489,0.985422,0.44766,3,7,0,12.9955,0.718214,0.255887,0.718214,0.255887,0.982481,2.40122,11.4444,12.6014,12.6678,12.896,16.1745,25.4122,25.455,25.8017,26.2685,35.7433,45.4637,55.6016,61.1803
-9.8793,0.937384,0.44766,3,7,0,10.846,0.717342,0.27222,0.717342,0.27222,0.981221,2.39159,11.3039,12.4398,12.505,12.729,15.9452,24.9969,25.0388,25.3783,25.8354,35.111,44.623,54.541,59.9979
-10.9258,0.994225,0.44766,3,11,0,11.1792,0.6964,0.342597,0.6964,0.342597,1.00012,2.41076,11.042,12.1275,12.1897,12.4035,15.4685,24.0616,24.1013,24.423,24.8561,33.6349,42.6248,51.9902,57.1403
-12.3139,0.89258,0.44766,2,3,0,13.0987,0.688238,0.358873,0.688238,0.358873,1.00956,2.42764,11.0484,12.1298,12.1918,12.4047,15.4567,24.0073,24.0468,24.3668,24.7976,33.5281,42.4662,51.776,56.8951
-12.1168,0.950011,0.44766,2,3,0,12.7166,0.688693,0.344045,0.688693,0.344045,1.01109,2.43669,11.1543,12.2504,12.3132,12.5291,15.6239,24.3,24.3401,24.6649,25.1021,33.9653,43.0413,52.4962,57.6955
-10.0355,0.982651,0.44766,3,7,0,12.3107,0.705289,0.316801,0.705289,0.316801,0.9913,2.39894,11.1068,12.2067,12.2698,12.4865,15.5951,24.3213,24.3616,24.6885,25.1286,34.0521,43.1943,52.721,57.9608
-11.1453,0.834792,0.44766,3,7,0,11.6111,0.70996,0.317436,0.70996,0.317436,0.984685,2.3827,11.0285,12.1205,12.1832,12.3983,15.4844,24.1469,24.187,24.5114,24.9483,33.8066,42.8818,52.3387,57.54
-12.0865,0.940345,0.44766,2,7,0,14.002,0.710613,0.247027,0.710613,0.247027,0.994345,2.43389,11.655,12.8373,12.9052,13.1384,16.4904,25.9415,25.9853,26.3401,26.8178,36.5168,46.4694,56.8513,62.5647
-9.55657,0.904647,0.44766,2,3,0,12.6638,0.714673,0.274817,0.714673,0.274817,0.984495,2.39854,11.3222,12.4589,12.5242,12.7482,15.9663,25.0216,25.0636,25.4032,25.8604,35.1385,44.6524,54.5721,60.0297
-9.75238,0.984507,0.44766,2,3,0,9.75243,0.715884,0.276826,0.715884,0.276826,0.982529,2.39296,11.2847,12.4169,12.4819,12.705,15.9099,24.9268,24.9686,25.3067,25.762,34.9998,44.472,54.3479,59.7813
-9.56985,0.999912,0.44766,3,11,0,9.82791,0.705629,0.306408,0.705629,0.306408,0.992364,2.40543,11.1878,12.2993,12.3631,12.5821,15.7246,24.5507,24.5915,24.9222,25.3674,34.3971,43.6499,53.2932,58.5974
-9.72082,0.860395,0.44766,2,7,0,10.6498,0.711748,0.293813,0.711748,0.293813,0.9857,2.39407,11.199,12.3161,12.3802,12.6003,15.7602,24.6415,24.6826,25.0154,25.4636,34.5549,43.8732,53.5863,58.9295
-9.3466,0.990787,0.44766,1,3,0,9.78138,0.709865,0.282656,0.709865,0.282656,0.989983,2.40881,11.3274,12.4616,12.5267,12.7502,15.9599,24.987,25.0288,25.3672,25.823,35.0685,44.5472,54.4292,59.8657
-9.99901,0.905073,0.44766,2,7,0,10.3507,0.709589,0.267443,0.709589,0.267443,0.992665,2.4214,11.4722,12.6271,12.6934,12.921,16.1915,25.3989,25.4415,25.7869,26.2519,35.6895,45.3687,55.4618,61.0153
-10.4485,0.900042,0.44766,1,1,0,10.5657,0.709689,0.261959,0.709689,0.261959,0.993357,2.42531,11.5229,12.6852,12.7519,12.981,16.2735,25.5463,25.5892,25.9371,26.4056,35.9131,45.6654,55.8356,61.4318
-10.2683,0.932528,0.44766,2,7,0,13.6959,0.720701,0.25692,0.720701,0.25692,0.978935,2.39213,11.395,12.5465,12.6126,12.8397,16.1026,25.2955,25.3381,25.6831,26.1476,35.576,45.2484,55.3362,60.8872
-10.1877,0.837854,0.44766,3,7,0,11.6681,0.711989,0.259783,0.711989,0.259783,0.990479,2.41917,11.5066,12.6682,12.7349,12.9639,16.2547,25.5244,25.5674,25.9152,26.3835,35.889,45.6398,55.8089,61.4044
-11.252,0.702657,0.44766,2,3,0,13.3838,0.712632,0.248476,0.712632,0.248476,0.991306,2.42584,11.6074,12.7843,12.8518,13.0839,16.42,25.8254,25.8689,26.222,26.6974,36.3484,46.2516,56.5815,62.2662
-10.0941,0.835445,0.44766,2,3,0,11.9778,0.719406,0.264586,0.719406,0.264586,0.979547,2.39054,11.3424,12.4854,12.551,12.7763,16.0136,25.1295,25.1717,25.5137,25.9741,35.3193,44.9045,54.9,60.3998
-10.3891,0.988672,0.44766,1,3,0,10.8969,0.721007,0.251547,0.721007,0.251547,0.979329,2.39528,11.4423,12.6011,12.6676,12.8961,16.1802,25.4369,25.4798,25.8272,26.295,35.7918,45.5357,55.6991,61.2919
-9.84343,0.872464,0.44766,2,3,0,11.2549,0.716798,0.260532,0.716798,0.260532,0.983721,2.40236,11.4222,12.575,12.6412,12.8684,16.1341,25.3324,25.375,25.7201,26.1848,35.6167,45.2918,55.3818,60.9338
-10.4777,0.967221,0.44766,3,7,0,10.7883,0.719463,0.247535,0.719463,0.247535,0.982037,2.40355,11.5065,12.6736,12.7406,12.9708,16.2793,25.6076,25.6508,26.001,26.4725,36.045,45.8678,56.1141,61.7529
-11.7347,0.977611,0.44766,2,3,0,11.8338,0.727558,0.238497,0.727558,0.238497,0.972468,2.38385,11.4689,12.6364,12.7035,12.9338,16.2452,25.5887,25.632,25.9829,26.4553,36.0491,45.8962,56.1696,61.8238
-10.1904,0.981885,0.44766,2,7,0,12.1406,0.72022,0.259692,0.72022,0.259692,0.979172,2.39159,11.376,12.5244,12.5903,12.8168,16.0703,25.2352,25.2777,25.6216,26.0846,35.4827,45.1233,55.1774,60.7098
-9.76811,0.999447,0.44766,3,7,0,10.3684,0.71467,0.262377,0.71467,0.262377,0.986371,2.40809,11.4386,12.5922,12.6584,12.8858,16.1536,25.3567,25.3993,25.7446,26.2095,35.6453,45.3239,55.4172,60.971
-11.4413,0.832974,0.44766,4,15,0,11.5708,0.72269,0.273314,0.72269,0.273314,0.973797,2.37306,11.2103,12.3364,12.401,12.623,15.8111,24.7832,24.8248,25.1613,25.6143,34.8079,44.2354,54.0653,59.4735
-11.0643,1,0.44766,1,1,0,11.63,0.721429,0.274446,0.721429,0.274446,0.975331,2.37636,11.2196,12.3461,12.4108,12.6328,15.8222,24.797,24.8385,25.1751,25.6283,34.824,44.2536,54.0854,59.4946
