# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SnIa_model
# start_datetime = 2023-07-24 10:28:05 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpkinjnhmz/iqxe1fbv.json
# init = /tmp/tmpkinjnhmz/_tnyecvh.json
# random
#   seed = 33388
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/SnIa/SnIa-20230724112805.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,Delta,dLhat,A,B,C
-27.676,0.966306,0.887796,2,3,0,27.7059,0.265141,23.6407,2.86455,3.25961e+07,1.36989e+06,57571.6
-26.4663,0.971206,0.887796,1,3,0,27.8713,0.283179,23.6731,2.82207,3.26174e+07,1.37034e+06,57571.6
-26.5047,0.980389,0.887796,2,3,0,26.6163,0.288179,23.6819,2.81071,3.26232e+07,1.37046e+06,57571.6
-26.8423,0.89253,0.887796,1,3,0,27.2585,0.273557,23.656,2.84442,3.26061e+07,1.3701e+06,57571.6
-27.0259,0.93353,0.887796,2,3,0,27.6092,0.271216,23.6518,2.84997,3.26033e+07,1.37004e+06,57571.6
-27.0013,1,0.887796,1,1,0,27.1214,0.271505,23.6523,2.84928,3.26036e+07,1.37005e+06,57571.6
-26.9204,1,0.887796,1,1,0,27.0549,0.272504,23.6541,2.84691,3.26048e+07,1.37008e+06,57571.6
-26.8301,0.849482,0.887796,2,7,0,28.1695,0.295373,23.6943,2.79469,3.26316e+07,1.37064e+06,57571.6
-26.5302,0.947335,0.887796,1,3,0,27.2523,0.27979,23.6671,2.82986,3.26134e+07,1.37026e+06,57571.6
-26.8976,0.876877,0.887796,1,3,0,27.4283,0.296339,23.696,2.79256,3.26327e+07,1.37066e+06,57571.6
-26.4642,0.990356,0.887796,1,3,0,26.9505,0.285429,23.6771,2.81694,3.262e+07,1.37039e+06,57571.6
-26.4993,0.940603,0.887796,2,3,0,26.9185,0.287941,23.6815,2.81125,3.26229e+07,1.37046e+06,57571.6
-26.835,0.895498,0.887796,1,3,0,27.2273,0.273661,23.6562,2.84418,3.26062e+07,1.3701e+06,57571.6
-26.4778,0.994306,0.887796,1,3,0,26.8338,0.282164,23.6713,2.82439,3.26162e+07,1.37031e+06,57571.6
-27.3553,0.838407,0.887796,1,3,0,27.5979,0.267846,23.6456,2.85802,3.25993e+07,1.36996e+06,57571.6
-26.466,1,0.887796,2,3,0,27.2092,0.285686,23.6775,2.81635,3.26203e+07,1.3704e+06,57571.6
-26.5186,0.971861,0.887796,2,3,0,26.6782,0.2802,23.6679,2.82891,3.26139e+07,1.37027e+06,57571.6
-26.5584,0.992054,0.887796,1,1,0,26.5619,0.278925,23.6656,2.83187,3.26124e+07,1.37023e+06,57571.6
-26.7286,0.96656,0.887796,1,1,0,26.7286,0.275312,23.6592,2.84029,3.26081e+07,1.37015e+06,57571.6
-26.9337,0.986693,0.887796,2,3,0,26.9473,0.272333,23.6538,2.84732,3.26046e+07,1.37007e+06,57571.6
-26.4778,0.992118,0.887796,1,3,0,26.9426,0.282164,23.6713,2.82439,3.26162e+07,1.37031e+06,57571.6
-27.6425,0.864386,0.887796,2,3,0,27.7996,0.265405,23.6412,2.86391,3.25964e+07,1.3699e+06,57571.6
-27.5356,1,0.887796,1,1,0,27.8036,0.266274,23.6428,2.86181,3.25974e+07,1.36992e+06,57571.6
-27.7371,0.961389,0.887796,1,1,0,27.895,0.26467,23.6398,2.8657,3.25955e+07,1.36988e+06,57571.6
-27.3077,1,0.887796,2,3,0,27.7241,0.268288,23.6465,2.85696,3.25998e+07,1.36997e+06,57571.6
-27.1664,1,0.887796,1,1,0,27.3821,0.269681,23.649,2.85362,3.26015e+07,1.37001e+06,57571.6
-26.7846,0.875427,0.887796,1,3,0,28.5102,0.294671,23.6931,2.79623,3.26308e+07,1.37062e+06,57571.6
-26.9751,0.961861,0.887796,1,1,0,27.0005,0.297363,23.6977,2.79031,3.26339e+07,1.37069e+06,57571.6
-26.4635,1,0.887796,2,3,0,26.9307,0.285317,23.6769,2.81719,3.26199e+07,1.37039e+06,57571.6
-28.0819,0.701322,0.887796,1,3,0,28.6931,0.307572,23.7149,2.76829,3.26456e+07,1.37093e+06,57571.6
-26.4629,1,0.887796,2,3,0,27.9091,0.285186,23.6767,2.81749,3.26197e+07,1.37039e+06,57571.6
-27.2971,0.833315,0.887796,1,3,0,27.6062,0.300966,23.7038,2.78246,3.2638e+07,1.37077e+06,57571.6
-26.948,1,0.887796,2,3,0,27.2556,0.297014,23.6971,2.79108,3.26335e+07,1.37068e+06,57571.6
-26.9986,0.998333,0.887796,2,7,0,26.9991,0.271536,23.6524,2.84921,3.26037e+07,1.37005e+06,57571.6
-26.8299,1,0.887796,2,3,0,26.9999,0.273734,23.6563,2.844,3.26063e+07,1.37011e+06,57571.6
-26.4944,0.962033,0.887796,1,3,0,27.132,0.28771,23.6811,2.81177,3.26227e+07,1.37045e+06,57571.6
-26.4754,0.921194,0.887796,2,3,0,27.1194,0.286576,23.6791,2.81433,3.26213e+07,1.37042e+06,57571.6
-26.616,0.983834,0.887796,2,7,0,26.6161,0.277484,23.663,2.83521,3.26107e+07,1.3702e+06,57571.6
-26.6323,0.999378,0.887796,2,7,0,26.6325,0.291868,23.6883,2.80245,3.26275e+07,1.37055e+06,57571.6
-27.1826,0.939697,0.887796,2,7,0,27.2087,0.269514,23.6487,2.85402,3.26013e+07,1.37e+06,57571.6
-27.4578,0.947354,0.887796,1,1,0,27.5346,0.266934,23.644,2.86022,3.25982e+07,1.36994e+06,57571.6
-27.538,0.98442,0.887796,1,1,0,27.7122,0.266253,23.6427,2.86186,3.25974e+07,1.36992e+06,57571.6
-27.5452,0.899574,0.887796,2,3,0,29.0204,0.266194,23.6426,2.862,3.25973e+07,1.36992e+06,57571.6
-27.0323,1,0.887796,1,1,0,27.4647,0.271142,23.6516,2.85014,3.26032e+07,1.37004e+06,57571.6
-27.0624,0.998025,0.887796,2,3,0,27.1673,0.2708,23.651,2.85096,3.26028e+07,1.37003e+06,57571.6
-27.0624,0.818949,0.887796,1,1,0,27.8801,0.2708,23.651,2.85096,3.26028e+07,1.37003e+06,57571.6
-26.4669,0.969546,0.887796,1,3,0,27.306,0.285798,23.6777,2.8161,3.26204e+07,1.3704e+06,57571.6
-26.4742,0.995589,0.887796,1,3,0,26.4997,0.282427,23.6718,2.82379,3.26165e+07,1.37032e+06,57571.6
-26.495,0.99768,0.887796,2,7,0,26.4982,0.287739,23.6811,2.81171,3.26227e+07,1.37045e+06,57571.6
-26.5163,0.995702,0.887796,1,1,0,26.5187,0.288649,23.6827,2.80966,3.26238e+07,1.37047e+06,57571.6
-26.5815,0.995619,0.887796,2,3,0,26.5825,0.290664,23.6862,2.80514,3.26261e+07,1.37052e+06,57571.6
-26.6577,0.984633,0.887796,1,1,0,26.6662,0.292402,23.6892,2.80126,3.26281e+07,1.37057e+06,57571.6
-26.6532,0.97668,0.887796,2,3,0,26.94,0.29231,23.689,2.80147,3.2628e+07,1.37056e+06,57571.6
-26.7154,0.913951,0.887796,1,3,0,27.3941,0.275539,23.6596,2.83976,3.26084e+07,1.37015e+06,57571.6
-26.6857,1,0.887796,1,1,0,26.7462,0.276071,23.6605,2.83851,3.2609e+07,1.37016e+06,57571.6
-26.4671,0.909725,0.887796,2,3,0,27.4662,0.285823,23.6778,2.81604,3.26205e+07,1.3704e+06,57571.6
-26.8216,0.930898,0.887796,1,3,0,26.9181,0.295244,23.6941,2.79497,3.26314e+07,1.37063e+06,57571.6
-26.4981,0.960385,0.887796,1,3,0,27.1299,0.281038,23.6694,2.82698,3.26149e+07,1.37029e+06,57571.6
-26.732,0.973835,0.887796,2,7,0,26.7334,0.293796,23.6916,2.79817,3.26297e+07,1.3706e+06,57571.6
-26.4931,0.994899,0.887796,2,3,0,26.7799,0.287644,23.681,2.81192,3.26226e+07,1.37045e+06,57571.6
-26.5878,0.959559,0.887796,2,7,0,26.778,0.278147,23.6642,2.83367,3.26115e+07,1.37022e+06,57571.6
-26.681,0.981558,0.887796,1,1,0,26.688,0.276158,23.6607,2.83831,3.26091e+07,1.37017e+06,57571.6
-29.0162,0.73849,0.887796,2,3,0,29.692,0.256655,23.6249,2.88542,3.25859e+07,1.36968e+06,57571.6
-26.5887,0.96241,0.887796,1,3,0,29.0051,0.278125,23.6642,2.83372,3.26114e+07,1.37021e+06,57571.6
-26.7313,0.907611,0.887796,2,7,0,27.281,0.293784,23.6916,2.79819,3.26297e+07,1.3706e+06,57571.6
-27.0106,0.829625,0.887796,1,3,0,28.165,0.271395,23.6521,2.84954,3.26035e+07,1.37005e+06,57571.6
-26.676,1,0.887796,1,1,0,26.9444,0.276254,23.6608,2.83809,3.26092e+07,1.37017e+06,57571.6
-26.5386,0.999306,0.887796,2,7,0,26.6667,0.289431,23.6841,2.8079,3.26247e+07,1.37049e+06,57571.6
-26.6843,0.928442,0.887796,1,3,0,27.0749,0.276098,23.6606,2.83845,3.26091e+07,1.37016e+06,57571.6
-26.4648,0.995473,0.887796,1,3,0,26.7019,0.283383,23.6735,2.8216,3.26176e+07,1.37034e+06,57571.6
-26.8973,0.912896,0.887796,1,3,0,27.0382,0.272804,23.6546,2.8462,3.26052e+07,1.37008e+06,57571.6
-26.5567,0.935122,0.887796,1,3,0,27.4436,0.289985,23.685,2.80666,3.26253e+07,1.37051e+06,57571.6
-26.5567,0.783084,0.887796,1,3,0,27.8784,0.289985,23.685,2.80666,3.26253e+07,1.37051e+06,57571.6
-26.5376,1,0.887796,1,1,0,26.5634,0.289396,23.684,2.80798,3.26246e+07,1.37049e+06,57571.6
-26.5412,0.999267,0.887796,1,1,0,26.5556,0.289512,23.6842,2.80772,3.26248e+07,1.37049e+06,57571.6
-26.6608,0.975979,0.887796,1,1,0,26.6612,0.292466,23.6893,2.80112,3.26282e+07,1.37057e+06,57571.6
-26.5917,0.945223,0.887796,1,3,0,27.1358,0.278051,23.6641,2.83389,3.26114e+07,1.37021e+06,57571.6
-26.7492,0.969063,0.887796,1,1,0,26.7511,0.274969,23.6585,2.8411,3.26077e+07,1.37014e+06,57571.6
-26.8651,0.88064,0.887796,1,3,0,27.9016,0.295884,23.6952,2.79356,3.26322e+07,1.37065e+06,57571.6
-26.8676,1,0.887796,2,7,0,26.8764,0.273205,23.6554,2.84525,3.26056e+07,1.37009e+06,57571.6
-26.6849,0.972056,0.887796,2,3,0,27.1948,0.276087,23.6605,2.83848,3.2609e+07,1.37016e+06,57571.6
-26.4631,1,0.887796,2,3,0,26.6674,0.283685,23.674,2.82091,3.2618e+07,1.37035e+06,57571.6
-27.1776,0.919236,0.887796,2,3,0,27.215,0.299725,23.7017,2.78516,3.26366e+07,1.37074e+06,57571.6
-26.8885,1,0.887796,1,1,0,27.147,0.296213,23.6957,2.79283,3.26325e+07,1.37066e+06,57571.6
-26.5667,0.983141,0.887796,2,3,0,27.0586,0.290268,23.6855,2.80602,3.26256e+07,1.37051e+06,57571.6
-26.6634,0.929445,0.887796,2,7,0,27.101,0.276495,23.6613,2.83752,3.26095e+07,1.37017e+06,57571.6
-26.5357,1,0.887796,1,1,0,26.6379,0.279611,23.6668,2.83028,3.26132e+07,1.37025e+06,57571.6
-27.3395,0.873712,0.887796,1,3,0,27.4457,0.267992,23.6459,2.85767,3.25995e+07,1.36996e+06,57571.6
-26.5137,0.996133,0.887796,2,3,0,27.3785,0.280385,23.6682,2.82849,3.26141e+07,1.37027e+06,57571.6
-26.5971,0.983419,0.887796,1,1,0,26.5972,0.277921,23.6638,2.8342,3.26112e+07,1.37021e+06,57571.6
-26.7038,0.6424,0.887796,2,3,0,30.3538,0.275742,23.6599,2.83928,3.26086e+07,1.37016e+06,57571.6
-27.38,0.753707,0.887796,2,7,0,28.7728,0.301778,23.7052,2.78071,3.2639e+07,1.37079e+06,57571.6
-27.5247,0.970771,0.887796,1,1,0,27.6734,0.303112,23.7074,2.77783,3.26405e+07,1.37082e+06,57571.6
-27.639,0.976829,0.887796,1,1,0,27.8246,0.304105,23.7091,2.77569,3.26416e+07,1.37085e+06,57571.6
-26.4663,1,0.887796,2,3,0,27.5374,0.285724,23.6776,2.81627,3.26203e+07,1.3704e+06,57571.6
-28.502,0.608233,0.887796,1,3,0,29.5989,0.259546,23.6303,2.87825,3.25894e+07,1.36975e+06,57571.6
-28.502,0.650751,0.887796,1,1,0,30.3579,0.259546,23.6303,2.87825,3.25894e+07,1.36975e+06,57571.6
-26.6125,0.975402,0.887796,1,3,0,28.4111,0.277563,23.6632,2.83503,3.26108e+07,1.3702e+06,57571.6
-26.6676,0.934851,0.887796,1,3,0,27.2063,0.292601,23.6895,2.80082,3.26284e+07,1.37057e+06,57571.6
-26.4633,1,0.887796,2,3,0,26.6541,0.285265,23.6768,2.81731,3.26198e+07,1.37039e+06,57571.6
-26.5381,0.950566,0.887796,2,3,0,26.8359,0.279533,23.6667,2.83046,3.26131e+07,1.37025e+06,57571.6
-26.4932,0.985707,0.887796,1,3,0,26.6762,0.28765,23.681,2.81191,3.26226e+07,1.37045e+06,57571.6
-27.2095,0.875468,0.887796,1,3,0,27.3468,0.300066,23.7023,2.78442,3.2637e+07,1.37075e+06,57571.6
-26.485,1,0.887796,2,3,0,27.072,0.281712,23.6705,2.82543,3.26157e+07,1.3703e+06,57571.6
-26.7194,0.966348,0.887796,2,3,0,26.7959,0.275469,23.6594,2.83992,3.26083e+07,1.37015e+06,57571.6
-26.7194,0.938616,0.887796,1,1,0,26.9784,0.275469,23.6594,2.83992,3.26083e+07,1.37015e+06,57571.6
-26.4932,0.946199,0.887796,2,3,0,27.2255,0.287649,23.681,2.81191,3.26226e+07,1.37045e+06,57571.6
-26.4635,0.996898,0.887796,1,3,0,26.5167,0.283604,23.6739,2.82109,3.26179e+07,1.37035e+06,57571.6
-26.7429,0.942766,0.887796,1,3,0,26.8339,0.275073,23.6587,2.84085,3.26078e+07,1.37014e+06,57571.6
-26.6696,1,0.887796,1,1,0,26.7521,0.276375,23.6611,2.8378,3.26094e+07,1.37017e+06,57571.6
-26.6166,0.942425,0.887796,1,3,0,27.2093,0.291518,23.6877,2.80323,3.26271e+07,1.37054e+06,57571.6
-26.7915,0.988344,0.887796,2,3,0,26.7949,0.29478,23.6933,2.79599,3.26309e+07,1.37062e+06,57571.6
-26.5618,0.938816,0.887796,2,7,0,27.2841,0.278829,23.6654,2.83209,3.26123e+07,1.37023e+06,57571.6
-26.5108,0.978939,0.887796,1,3,0,26.7618,0.288432,23.6823,2.81014,3.26235e+07,1.37047e+06,57571.6
-26.479,1,0.887796,1,1,0,26.5043,0.286838,23.6796,2.81374,3.26216e+07,1.37043e+06,57571.6
-28.6759,0.633625,0.887796,1,3,0,29.3599,0.311566,23.7215,2.75986,3.26502e+07,1.37103e+06,57571.6
-32.3007,0.474259,0.887796,1,1,0,32.3057,0.329101,23.75,2.72395,3.267e+07,1.37145e+06,57571.6
-31.5185,1,0.887796,1,1,0,32.9685,0.325898,23.7449,2.73038,3.26664e+07,1.37137e+06,57571.6
-29.8757,1,0.887796,1,1,0,31.513,0.318302,23.7326,2.74585,3.26578e+07,1.37119e+06,57571.6
-29.5334,1,0.887796,1,1,0,30.3413,0.316514,23.7297,2.74954,3.26558e+07,1.37115e+06,57571.6
-27.1904,1,0.887796,2,7,0,29.1649,0.269435,23.6485,2.85421,3.26012e+07,1.37e+06,57571.6
-26.8718,1,0.887796,1,1,0,27.1475,0.273147,23.6553,2.84539,3.26056e+07,1.37009e+06,57571.6
-27.4441,0.893119,0.887796,1,1,0,27.4464,0.267053,23.6442,2.85993,3.25984e+07,1.36994e+06,57571.6
-26.8017,0.956893,0.887796,2,3,0,27.9391,0.274149,23.6571,2.84303,3.26068e+07,1.37012e+06,57571.6
-26.5325,0.999896,0.887796,2,7,0,26.7562,0.289228,23.6837,2.80835,3.26244e+07,1.37049e+06,57571.6
-26.5325,0.796329,0.887796,1,3,0,27.7549,0.289228,23.6837,2.80835,3.26244e+07,1.37049e+06,57571.6
-26.7787,0.956596,0.887796,2,3,0,26.943,0.294577,23.6929,2.79644,3.26306e+07,1.37062e+06,57571.6
-26.9091,0.991252,0.887796,2,3,0,26.9432,0.296496,23.6962,2.79221,3.26329e+07,1.37066e+06,57571.6
-26.4624,0.982389,0.887796,1,3,0,27.0494,0.28384,23.6743,2.82055,3.26181e+07,1.37036e+06,57571.6
-26.5476,0.982674,0.887796,1,3,0,26.5724,0.27924,23.6662,2.83114,3.26128e+07,1.37024e+06,57571.6
-26.8258,0.903131,0.887796,2,3,0,27.3902,0.295308,23.6942,2.79483,3.26315e+07,1.37064e+06,57571.6
-26.4632,0.991679,0.887796,1,3,0,26.8745,0.285244,23.6768,2.81735,3.26198e+07,1.37039e+06,57571.6
-27.0524,0.929334,0.887796,2,3,0,27.1168,0.298309,23.6993,2.78824,3.2635e+07,1.37071e+06,57571.6
-27.5563,0.901939,0.887796,1,1,0,27.5838,0.303392,23.7079,2.77723,3.26408e+07,1.37083e+06,57571.6
-27.3117,1,0.887796,2,3,0,27.6187,0.301112,23.7041,2.78215,3.26382e+07,1.37078e+06,57571.6
-26.9294,1,0.887796,2,3,0,27.2569,0.296768,23.6967,2.79162,3.26332e+07,1.37067e+06,57571.6
-26.5544,0.922518,0.887796,2,3,0,27.729,0.279039,23.6658,2.8316,3.26125e+07,1.37024e+06,57571.6
-26.8481,0.885829,0.887796,1,3,0,27.4116,0.295638,23.6948,2.7941,3.26319e+07,1.37064e+06,57571.6
-26.7721,1,0.887796,1,1,0,26.8763,0.294469,23.6928,2.79668,3.26305e+07,1.37062e+06,57571.6
-26.5419,0.96154,0.887796,1,3,0,27.196,0.279413,23.6665,2.83073,3.2613e+07,1.37025e+06,57571.6
-28.044,0.853507,0.887796,2,3,0,28.0509,0.307295,23.7145,2.76888,3.26453e+07,1.37093e+06,57571.6
-27.0102,0.996571,0.887796,2,7,0,27.9589,0.2714,23.6521,2.84953,3.26035e+07,1.37005e+06,57571.6
-26.9919,1,0.887796,2,3,0,27.1069,0.271616,23.6525,2.84902,3.26038e+07,1.37005e+06,57571.6
-26.7825,0.882604,0.887796,1,3,0,28.193,0.294637,23.693,2.79631,3.26307e+07,1.37062e+06,57571.6
-26.8832,0.979655,0.887796,1,1,0,26.9237,0.29614,23.6956,2.793,3.26325e+07,1.37066e+06,57571.6
-26.5563,0.941522,0.887796,2,3,0,27.5123,0.278983,23.6657,2.83173,3.26124e+07,1.37024e+06,57571.6
-27.4336,0.624227,0.887796,2,3,0,30.4777,0.302283,23.706,2.77962,3.26395e+07,1.3708e+06,57571.6
-27.5167,0.994368,0.887796,2,3,0,27.6919,0.303041,23.7073,2.77798,3.26404e+07,1.37082e+06,57571.6
-27.6417,0.974678,0.887796,1,1,0,27.8229,0.304128,23.7092,2.77564,3.26417e+07,1.37085e+06,57571.6
-27.345,1,0.887796,1,1,0,27.6892,0.30144,23.7046,2.78144,3.26386e+07,1.37078e+06,57571.6
-27.3249,1,0.887796,1,1,0,27.5113,0.301242,23.7043,2.78187,3.26383e+07,1.37078e+06,57571.6
-27.525,0.959809,0.887796,1,1,0,27.6497,0.303115,23.7075,2.77782,3.26405e+07,1.37083e+06,57571.6
-26.5619,1,0.887796,2,7,0,27.331,0.278827,23.6654,2.83209,3.26123e+07,1.37023e+06,57571.6
-26.6286,0.986748,0.887796,1,1,0,26.6351,0.277209,23.6626,2.83586,3.26104e+07,1.37019e+06,57571.6
-26.5771,0.94597,0.887796,2,7,0,27.0414,0.290548,23.686,2.8054,3.2626e+07,1.37052e+06,57571.6
-27.7535,0.844266,0.887796,2,3,0,28.1598,0.305055,23.7107,2.77366,3.26427e+07,1.37087e+06,57571.6
-27.3317,1,0.887796,2,3,0,27.7502,0.30131,23.7044,2.78172,3.26384e+07,1.37078e+06,57571.6
-27.7649,0.914987,0.887796,1,1,0,27.8463,0.305147,23.7109,2.77346,3.26428e+07,1.37087e+06,57571.6
-26.4825,0.976227,0.887796,1,3,0,27.8508,0.287057,23.6799,2.81325,3.26219e+07,1.37043e+06,57571.6
-26.4705,0.995863,0.887796,1,3,0,26.5217,0.282738,23.6724,2.82308,3.26169e+07,1.37033e+06,57571.6
-26.4996,0.996692,0.887796,2,7,0,26.501,0.287956,23.6815,2.81121,3.2623e+07,1.37046e+06,57571.6
-27.9416,0.756172,0.887796,1,3,0,28.279,0.306529,23.7132,2.77051,3.26444e+07,1.37091e+06,57571.6
-26.7299,0.999836,0.887796,2,7,0,27.7438,0.29376,23.6915,2.79825,3.26297e+07,1.3706e+06,57571.6
-27.1056,0.926189,0.887796,1,1,0,27.1079,0.298928,23.7004,2.78689,3.26357e+07,1.37072e+06,57571.6
-27.0157,1,0.887796,1,1,0,27.176,0.297868,23.6986,2.78921,3.26345e+07,1.3707e+06,57571.6
-26.8454,1,0.887796,1,1,0,27.02,0.295599,23.6947,2.79419,3.26318e+07,1.37064e+06,57571.6
-26.9851,0.971878,0.887796,1,1,0,27.0298,0.297489,23.6979,2.79004,3.2634e+07,1.37069e+06,57571.6
-26.6278,0.999004,0.887796,2,7,0,26.9473,0.277226,23.6626,2.83582,3.26104e+07,1.37019e+06,57571.6
-27.6102,0.897515,0.887796,2,7,0,27.6178,0.30386,23.7087,2.77622,3.26414e+07,1.37084e+06,57571.6
-26.4639,0.961196,0.887796,2,3,0,27.9615,0.283526,23.6737,2.82127,3.26178e+07,1.37035e+06,57571.6
-26.521,0.989454,0.887796,1,3,0,26.532,0.280112,23.6677,2.82912,3.26138e+07,1.37026e+06,57571.6
-26.5763,0.988982,0.887796,1,1,0,26.5784,0.27844,23.6647,2.83299,3.26118e+07,1.37022e+06,57571.6
-26.775,0.898649,0.887796,2,7,0,27.3346,0.294517,23.6928,2.79657,3.26306e+07,1.37062e+06,57571.6
-26.6649,0.916172,0.887796,1,3,0,27.5183,0.276466,23.6612,2.83759,3.26095e+07,1.37017e+06,57571.6
-26.8224,0.895666,0.887796,1,3,0,27.6323,0.295256,23.6941,2.79494,3.26314e+07,1.37063e+06,57571.6
-27.3843,0.940099,0.887796,2,7,0,27.4782,0.267583,23.6452,2.85865,3.2599e+07,1.36995e+06,57571.6
-27.0282,1,0.887796,1,1,0,27.352,0.27119,23.6517,2.85003,3.26033e+07,1.37004e+06,57571.6
-27.1934,0.967939,0.887796,1,1,0,27.2643,0.269405,23.6485,2.85429,3.26011e+07,1.37e+06,57571.6
-27.0995,1,0.887796,1,1,0,27.2759,0.27039,23.6503,2.85193,3.26023e+07,1.37002e+06,57571.6
-27.0315,0.940093,0.887796,2,3,0,27.8983,0.271152,23.6517,2.85012,3.26032e+07,1.37004e+06,57571.6
-26.6161,0.999033,0.887796,2,7,0,26.9756,0.291505,23.6877,2.80326,3.26271e+07,1.37054e+06,57571.6
-26.4636,0.991028,0.887796,1,3,0,26.6844,0.283583,23.6738,2.82114,3.26178e+07,1.37035e+06,57571.6
-26.5276,0.955482,0.887796,2,3,0,26.8018,0.289061,23.6834,2.80873,3.26242e+07,1.37048e+06,57571.6
-26.5075,0.993843,0.887796,2,3,0,26.5973,0.2883,23.6821,2.81044,3.26234e+07,1.37046e+06,57571.6
-28.3777,0.79126,0.887796,2,3,0,28.7264,0.309635,23.7183,2.76392,3.2648e+07,1.37098e+06,57571.6
-27.8597,1,0.887796,1,1,0,28.434,0.305899,23.7121,2.77185,3.26437e+07,1.37089e+06,57571.6
-27.9313,0.998449,0.887796,2,7,0,27.9434,0.263244,23.6372,2.86917,3.25938e+07,1.36984e+06,57571.6
-27.646,1,0.887796,1,1,0,28.0348,0.265377,23.6411,2.86398,3.25964e+07,1.3699e+06,57571.6
-26.5098,0.981178,0.887796,1,3,0,27.6563,0.280539,23.6685,2.82813,3.26143e+07,1.37027e+06,57571.6
