# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = BAO_model
# start_datetime = 2023-07-24 10:20:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpzlq1t49o/1ffs1emt.json
# init = /tmp/tmpzlq1t49o/f88cv5v3.json
# random
#   seed = 89435
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/BAO/BAO-20230724112018.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,rf,c,theta.1,theta.2,Dv,dv.1,dv.2,dv.3,dv.4,dv.5,dv.6
# Adaptation terminated
# Step size = 0.32805
# Diagonal elements of inverse mass matrix:
# 0.000548955, 0.00233124
-1.88243,1,0.32805,2,3,0,3.10702,0.674625,0.283928,147.78,299792,0.674625,0.283928,3977.95,1258.33,1658.54,2049.69,2133.99,2475.12,3897.88
-1.88243,0.280611,0.32805,1,1,0,3.52423,0.674625,0.283928,147.78,299792,0.674625,0.283928,3977.95,1258.33,1658.54,2049.69,2133.99,2475.12,3897.88
-2.23006,0.671338,0.32805,2,7,0,3.98962,0.685793,0.334772,147.78,299792,0.685793,0.334772,3730.59,1281.2,1679.95,2065.69,2148.33,2481.02,3843.25
-1.89288,0.991414,0.32805,3,11,0,2.45395,0.708659,0.342455,147.78,299792,0.708659,0.342455,3585.96,1265,1657.47,2036.6,2117.76,2444.25,3777.86
-1.54555,0.993793,0.32805,3,11,0,1.91007,0.683379,0.308243,147.78,299792,0.683379,0.308243,3835.51,1267.05,1665.79,2053.53,2136.85,2473.13,3862.58
-1.8159,0.947526,0.32805,3,11,0,2.97163,0.711691,0.356858,147.78,299792,0.711691,0.356858,3526.88,1270.13,1661.92,2039.42,2120.11,2444.29,3762.77
-2.60879,0.905718,0.32805,3,15,0,2.93907,0.729664,0.395721,147.78,299792,0.729664,0.395721,3333.28,1273.39,1660.35,2030.75,2109.63,2425.56,3697.1
-2.91559,0.879804,0.32805,3,11,0,5.73528,0.67112,0.31354,147.78,299792,0.67112,0.31354,3886.27,1281.86,1684.35,2075.32,2159.28,2497.96,3894.73
-2.85604,0.996319,0.32805,3,11,0,3.57984,0.697752,0.304088,147.78,299792,0.697752,0.304088,3771.29,1251.42,1645.93,2029.89,2112.44,2445.75,3825.02
-2.22307,0.650184,0.32805,2,7,0,5.51013,0.706561,0.374706,147.78,299792,0.706561,0.374706,3500.36,1283.77,1677.02,2054.75,2135.34,2458.67,3767.12
-4.02306,0.789093,0.32805,3,15,0,6.34046,0.7439,0.461513,147.78,299792,0.7439,0.461513,3115.33,1287.45,1669.59,2031.83,2108.55,2414.49,3628.12
-4.2365,0.996318,0.32805,2,3,0,4.26668,0.744743,0.468831,147.78,299792,0.744743,0.468831,3096.18,1289.29,1671.03,2032.52,2109.04,2414.05,3622.3
-4.26404,0.999636,0.32805,2,3,0,4.47291,0.748781,0.464922,147.78,299792,0.748781,0.464922,3087.75,1284.51,1665.33,2026.14,2102.54,2407.15,3614.68
-4.6986,0.999222,0.32805,2,3,0,4.73072,0.751258,0.480925,147.78,299792,0.751258,0.480925,3044.31,1287.85,1667.61,2026.65,2102.59,2405.06,3600.56
-5.33202,0.991502,0.32805,2,3,0,5.34617,0.757629,0.49587,147.78,299792,0.757629,0.49587,2989.01,1287.3,1665.03,2021.47,2096.78,2396.5,3577.96
-3.55526,0.995456,0.32805,3,7,0,5.65999,0.742807,0.428128,147.78,299792,0.742807,0.428128,3195.02,1275.86,1659,2023.92,2101.41,2411.09,3648.04
-5.7705,0.508375,0.32805,2,3,0,8.75397,0.72507,0.466644,147.78,299792,0.72507,0.466644,3184.96,1305.65,1692.52,2058.97,2136.56,2445.85,3671.57
-4.62894,1,0.32805,3,7,0,5.58994,0.729065,0.458642,147.78,299792,0.729065,0.458642,3185.06,1299.27,1685.29,2051.36,2128.91,2438.2,3665.83
-4.06585,0.997479,0.32805,2,7,0,5.03675,0.726191,0.443883,147.78,299792,0.726191,0.443883,3231.08,1296.33,1683.45,2051.32,2129.34,2440.8,3680.71
-4.4828,1,0.32805,3,7,0,5.16236,0.752475,0.459061,147.78,299792,0.752475,0.459061,3085.07,1279.33,1659.38,2019.75,2096.09,2400.56,3608.94
-3.89569,1,0.32805,3,7,0,4.62778,0.736169,0.455081,147.78,299792,0.736169,0.455081,3162.17,1291.79,1676.06,2040.64,2117.89,2426.09,3650.2
-2.63335,0.812741,0.32805,3,13,0,5.83696,0.700845,0.312065,147.78,299792,0.700845,0.312065,3726.56,1253.83,1647.76,2030.54,2112.75,2444.44,3813.08
-2.38803,0.834623,0.32805,3,15,0,5.29258,0.658211,0.25992,147.78,299792,0.658211,0.25992,4179.33,1255.03,1658.53,2055.05,2140.78,2488.68,3954.8
-4.40634,0.45276,0.32805,2,5,0,5.61331,0.632425,0.249365,147.78,299792,0.632425,0.249365,4399.6,1270.93,1681.56,2086.08,2173.68,2529.61,4037.08
-3.22987,1,0.32805,1,1,0,3.86431,0.637738,0.242292,147.78,299792,0.637738,0.242292,4397.25,1259.39,1667.65,2070.53,2157.86,2513.04,4022.62
-2.21255,0.986087,0.32805,3,13,0,4.92808,0.721071,0.390096,147.78,299792,0.721071,0.390096,3387.92,1278.28,1667.55,2040.5,2119.96,2438.36,3721.66
-2.41319,0.922727,0.32805,3,7,0,3.26674,0.71021,0.385071,147.78,299792,0.71021,0.385071,3453.45,1285.52,1677.74,2053.83,2134,2455.35,3752.22
-2.0402,0.997509,0.32805,1,3,0,2.44578,0.716422,0.380939,147.78,299792,0.716422,0.380939,3434.84,1278.05,1668.61,2043.36,2123.27,2443.71,3738.27
-1.86288,0.933634,0.32805,2,7,0,3.06309,0.700217,0.35503,147.78,299792,0.700217,0.35503,3590.22,1279.37,1674.31,2054.95,2136.32,2463.32,3793.96
-1.69501,0.932331,0.32805,2,3,0,2.36985,0.706075,0.344033,147.78,299792,0.706075,0.344033,3594.15,1268.16,1661.36,2041.08,2122.36,2449.25,3783.89
-1.9832,0.907865,0.32805,2,3,0,2.25248,0.700325,0.358308,147.78,299792,0.700325,0.358308,3579.74,1281.02,1675.94,2056.36,2137.66,2464.26,3792.02
-2.04383,0.949954,0.32805,2,7,0,2.94583,0.710222,0.375697,147.78,299792,0.710222,0.375697,3479.51,1280.99,1673.24,2049.94,2130.31,2452.71,3757.03
-2.08345,0.906837,0.32805,2,3,0,2.49632,0.717276,0.362688,147.78,299792,0.717276,0.362688,3482.35,1268.26,1658.59,2034.27,2114.53,2436.81,3745.37
-2.6488,0.954376,0.32805,2,3,0,2.65699,0.72042,0.35577,147.78,299792,0.72042,0.35577,3487.35,1261.95,1651.39,2026.69,2106.91,2429.28,3740.76
-1.73414,0.979687,0.32805,2,7,0,3.11273,0.707546,0.35961,147.78,299792,0.707546,0.35961,3539.34,1275.24,1668.18,2046.59,2127.46,2452.26,3772.23
-1.83245,0.770195,0.32805,2,3,0,3.39788,0.711916,0.367212,147.78,299792,0.711916,0.367212,3495.43,1275.27,1667.05,2043.85,2124.3,2447.27,3756.95
-2.1157,0.920642,0.32805,1,3,0,2.25858,0.715618,0.355448,147.78,299792,0.715618,0.355448,3511.71,1265.95,1656.67,2033.23,2113.72,2437.19,3753.28
-2.28841,0.82107,0.32805,2,3,0,3.6659,0.697294,0.358866,147.78,299792,0.697294,0.358866,3593.62,1284.05,1679.83,2061.02,2142.48,2469.72,3799.85
-2.05852,1,0.32805,1,1,0,2.3257,0.699753,0.358999,147.78,299792,0.699753,0.358999,3580.59,1281.9,1676.99,2057.51,2138.83,2465.48,3793.19
-2.50826,0.94315,0.32805,2,7,0,3.31121,0.725102,0.375523,147.78,299792,0.725102,0.375523,3408.59,1267.88,1656.14,2029.02,2108.57,2427.71,3718.91
-1.98292,0.999058,0.32805,4,15,0,3.84311,0.711583,0.375222,147.78,299792,0.711583,0.375222,3474.2,1279.55,1671.43,2047.8,2128.11,2450.26,3753.73
-2.29488,0.938126,0.32805,2,3,0,2.698,0.723815,0.38194,147.78,299792,0.723815,0.38194,3397.03,1272.07,1660.66,2033.45,2112.94,2431.64,3718.89
-2.39864,0.99799,0.32805,2,7,0,2.8026,0.725684,0.397193,147.78,299792,0.725684,0.397193,3347.72,1277.49,1665.48,2036.78,2115.84,2432.47,3706.32
-3.01346,0.94205,0.32805,2,3,0,3.10202,0.734489,0.398761,147.78,299792,0.734489,0.398761,3303.57,1270.61,1656.29,2025.29,2103.84,2418.42,3683.55
-2.64256,1,0.32805,2,3,0,3.06488,0.729744,0.408042,147.78,299792,0.729744,0.408042,3301.42,1278.73,1665.55,2035.09,2113.7,2428.27,3690.54
-1.78007,0.989408,0.32805,4,15,0,3.16097,0.709962,0.352185,147.78,299792,0.709962,0.352185,3549.51,1269.17,1661.4,2039.62,2120.51,2445.6,3769.62
-3.88581,0.735672,0.32805,2,7,0,4.97971,0.711993,0.412715,147.78,299792,0.711993,0.412715,3371.75,1296.37,1687.85,2061.57,2141.04,2458.93,3733.16
-3.9922,0.966377,0.32805,2,7,0,5.4679,0.703957,0.396558,147.78,299792,0.703957,0.396558,3452.76,1296.48,1690.34,2067.3,2147.56,2469.04,3762.62
-3.9922,0.671977,0.32805,1,1,0,5.5093,0.703957,0.396558,147.78,299792,0.703957,0.396558,3452.76,1296.48,1690.34,2067.3,2147.56,2469.04,3762.62
-2.0897,0.896571,0.32805,1,3,0,4.88123,0.718422,0.367298,147.78,299792,0.718422,0.367298,3463.53,1269.61,1659.63,2034.74,2114.83,2436.35,3740.1
-2.31758,0.945918,0.32805,2,3,0,2.65987,0.715253,0.390388,147.78,299792,0.715253,0.390388,3414.69,1283.53,1674.35,2048.78,2128.55,2448.2,3736.41
-5.90883,0.496895,0.32805,1,3,0,6.30104,0.701792,0.411481,147.78,299792,0.701792,0.411481,3423.96,1305.09,1699.38,2075.86,2155.92,2476.23,3760.47
-2.25585,0.96518,0.32805,2,3,0,6.29552,0.721261,0.392679,147.78,299792,0.721261,0.392679,3380.15,1279.3,1668.5,2041.23,2120.62,2438.7,3719.85
-2.18756,0.96542,0.32805,2,3,0,2.52571,0.722005,0.383323,147.78,299792,0.722005,0.383323,3401.77,1274.3,1663.36,2036.52,2116.08,2435.03,3722.77
-3.82995,0.873975,0.32805,2,7,0,4.73217,0.742716,0.409296,147.78,299792,0.742716,0.409296,3240.66,1268.21,1651.66,2017.92,2095.82,2407.53,3657.97
-4.47073,0.886619,0.32805,2,3,0,5.71966,0.749141,0.422326,147.78,299792,0.749141,0.422326,3181.6,1268.21,1649.86,2013.66,2090.95,2399.95,3635.79
-2.35406,1,0.32805,4,15,0,5.37103,0.696217,0.357892,147.78,299792,0.696217,0.357892,3602.13,1284.52,1680.59,2062.13,2143.68,2471.27,3803.24
-2.12551,0.99992,0.32805,2,7,0,2.57659,0.695714,0.309854,147.78,299792,0.695714,0.309854,3761.81,1256.97,1652.26,2036.52,2119.08,2452.22,3827.93
-1.88691,1,0.32805,2,3,0,2.14348,0.694998,0.312879,147.78,299792,0.694998,0.312879,3755.06,1259.54,1655.13,2039.45,2121.99,2454.96,3828.48
-1.58605,0.968906,0.32805,2,3,0,2.00335,0.687293,0.322057,147.78,299792,0.687293,0.322057,3765.2,1272.22,1670.25,2056.25,2139.06,2472.83,3845.27
-2.3906,0.872472,0.32805,2,7,0,2.64123,0.679004,0.3232,147.78,299792,0.679004,0.3232,3807.21,1280.55,1681.01,2069.26,2152.54,2488.19,3867.79
-2.1852,1,0.32805,2,3,0,2.43016,0.695038,0.307749,147.78,299792,0.695038,0.307749,3772.93,1256.21,1651.62,2036.16,2118.8,2452.34,3830.72
-3.08867,0.91085,0.32805,2,3,0,3.17923,0.684961,0.344764,147.78,299792,0.684961,0.344764,3702.59,1287.69,1686.83,2072.24,2154.72,2486.47,3840.58
-3.08867,0.390276,0.32805,1,1,0,5.49026,0.684961,0.344764,147.78,299792,0.684961,0.344764,3702.59,1287.69,1686.83,2072.24,2154.72,2486.47,3840.58
-3.74213,0.997832,0.32805,3,13,0,4.84661,0.731839,0.369432,147.78,299792,0.731839,0.369432,3394.06,1259.14,1645.63,2017.2,2096.52,2414.88,3705.06
-1.79544,0.996708,0.32805,3,11,0,3.82306,0.690868,0.336136,147.78,299792,0.690868,0.336136,3698.73,1277.35,1674.67,2058.94,2141.25,2472.57,3828.64
-1.58329,0.922125,0.32805,2,3,0,2.28709,0.6916,0.330365,147.78,299792,0.6916,0.330365,3713.8,1273.3,1670.31,2054.69,2137.08,2468.88,3829.45
-1.74256,0.990727,0.32805,3,15,0,2.07869,0.673377,0.28791,147.78,299792,0.673377,0.28791,3969.58,1262.36,1663.14,2054.51,2138.82,2479.83,3899.77
-2.92814,0.755419,0.32805,2,7,0,3.52627,0.685013,0.283591,147.78,299792,0.685013,0.283591,3918.95,1248.64,1645.83,2034.05,2117.73,2456.34,3868.76
-2.71052,1,0.32805,2,3,0,2.84141,0.672093,0.313081,147.78,299792,0.672093,0.313081,3882.3,1280.65,1682.83,2073.55,2157.46,2495.95,3892.16
-2.61648,0.895115,0.32805,2,5,0,3.84576,0.666062,0.263274,147.78,299792,0.666062,0.263274,4115.42,1250.43,1651.84,2045.99,2131.17,2476.69,3930.56
-1.62366,1,0.32805,3,15,0,2.72264,0.702512,0.348503,147.78,299792,0.702512,0.348503,3598.47,1273.79,1668.03,2048.44,2129.82,2457.03,3791.12
-2.01239,0.918797,0.32805,2,7,0,2.541,0.693155,0.345543,147.78,299792,0.693155,0.345543,3656.36,1280.6,1677.42,2060.53,2142.51,2472.23,3817.74
-2.5364,0.986149,0.32805,3,15,0,2.78286,0.665731,0.297263,147.78,299792,0.665731,0.297263,3978.62,1276.08,1679.57,2072.8,2157.42,2499.3,3917.71
-2.28103,1,0.32805,1,3,0,2.69376,0.664265,0.289742,147.78,299792,0.664265,0.289742,4016.76,1272.18,1675.75,2069.7,2154.55,2497.65,3925.27
-3.83219,0.735661,0.32805,2,7,0,5.94032,0.641189,0.229979,147.78,299792,0.641189,0.229979,4435.33,1244.55,1650.4,2052.12,2139.37,2494.78,4015.14
-3.25913,1,0.32805,1,1,0,3.54346,0.638448,0.236588,147.78,299792,0.638448,0.236588,4420.7,1253.45,1660.9,2063.54,2150.89,2506.43,4021.99
-3.25913,0.131021,0.32805,1,3,0,5.04761,0.638448,0.236588,147.78,299792,0.638448,0.236588,4420.7,1253.45,1660.9,2063.54,2150.89,2506.43,4021.99
-2.30547,0.378028,0.32805,3,11,0,7.07436,0.662557,0.286316,147.78,299792,0.662557,0.286316,4040.78,1271.32,1675.23,2069.8,2154.82,2498.73,3931.71
-2.48977,0.990028,0.32805,2,3,0,2.69751,0.667344,0.266127,147.78,299792,0.667344,0.266127,4095.21,1251.52,1652.76,2046.48,2131.54,2476.42,3925.79
-1.796,1,0.32805,3,11,0,2.43386,0.684699,0.29824,147.78,299792,0.684699,0.29824,3864.76,1259.2,1657.17,2044.96,2128.39,2465.47,3863.4
-1.62761,0.96774,0.32805,2,3,0,1.98415,0.67821,0.297192,147.78,299792,0.67821,0.297192,3905.69,1264.41,1664.21,2053.87,2137.71,2476.49,3882.04
-3.29187,0.708713,0.32805,3,11,0,3.64139,0.712072,0.40427,147.78,299792,0.712072,0.40427,3393.12,1292.63,1684.19,2058.49,2138.13,2456.94,3737.39
-2.48013,0.981898,0.32805,2,3,0,3.98724,0.725676,0.403292,147.78,299792,0.725676,0.403292,3332.01,1280.2,1668.14,2039.02,2117.95,2433.91,3703.19
-3.06802,0.946137,0.32805,2,7,0,3.41299,0.733152,0.428201,147.78,299792,0.733152,0.428201,3236.92,1284.14,1669.77,2037.04,2115.03,2426.7,3671.61
-3.1335,0.980402,0.32805,3,7,0,3.28037,0.737536,0.421789,147.78,299792,0.737536,0.421789,3232.94,1277.79,1662.39,2029.04,2106.95,2418.39,3664.16
-3.88047,0.898085,0.32805,2,3,0,4.0253,0.743215,0.410155,147.78,299792,0.743215,0.410155,3236.37,1268.15,1651.47,2017.54,2095.4,2406.92,3656.32
-2.29501,0.893547,0.32805,2,7,0,5.6813,0.707947,0.378668,147.78,299792,0.707947,0.378668,3482.31,1284.47,1677.33,2054.44,2134.87,2457.44,3761.44
-2.06693,1,0.32805,1,1,0,2.25787,0.710088,0.376223,147.78,299792,0.710088,0.376223,3478.69,1281.37,1673.65,2050.35,2130.72,2453.09,3757.11
-1.67291,0.904747,0.32805,3,15,0,3.13498,0.697095,0.343715,147.78,299792,0.697095,0.343715,3641.46,1276.01,1671.69,2053.84,2135.63,2464.64,3808
-1.55146,0.94827,0.32805,3,11,0,1.96755,0.685755,0.316636,147.78,299792,0.685755,0.316636,3792.45,1270.25,1668.58,2055.27,2138.28,2473.03,3852.08
-1.54978,0.966842,0.32805,3,15,0,2.10356,0.696633,0.336567,147.78,299792,0.696633,0.336567,3666.73,1272.37,1668.08,2050.75,2132.72,2462.64,3812.77
-2.08011,0.914804,0.32805,2,7,0,2.43801,0.711111,0.343428,147.78,299792,0.711111,0.343428,3570.57,1263.39,1655.21,2033.64,2114.64,2440.46,3770.96
-1.64983,0.994951,0.32805,3,13,0,2.15779,0.704536,0.342281,147.78,299792,0.704536,0.342281,3607.49,1268.55,1662.15,2042.38,2123.78,2451.22,3788.83
-1.59529,0.995006,0.32805,3,13,0,2.10313,0.699405,0.331057,147.78,299792,0.699405,0.331057,3670.09,1266.69,1661.51,2043.74,2125.66,2455.55,3807.99
-1.51171,0.980482,0.32805,2,7,0,1.75681,0.693379,0.324014,147.78,299792,0.693379,0.324014,3725.51,1267.89,1664.25,2048.47,2130.88,2462.99,3827.66
-1.77859,0.965966,0.32805,3,11,0,1.79069,0.685988,0.300497,147.78,299792,0.685988,0.300497,3849.13,1259.56,1657.25,2044.59,2127.91,2464.42,3858.82
-1.566,0.985962,0.32805,2,3,0,1.79051,0.682566,0.309641,147.78,299792,0.682566,0.309641,3835.03,1268.71,1667.73,2055.63,2138.97,2475.29,3864.2
-1.80141,0.965478,0.32805,3,15,0,2.27864,0.679832,0.291707,147.78,299792,0.679832,0.291707,3917.22,1259.12,1658.2,2047.61,2131.45,2470.44,3879.85
-3.46802,0.818391,0.32805,3,15,0,6.83713,0.739467,0.441666,147.78,299792,0.739467,0.441666,3178.1,1283.96,1667.69,2032.45,2109.82,2418.75,3649.13
-7.38083,0.520494,0.32805,2,3,0,9.67236,0.763532,0.427308,147.78,299792,0.763532,0.427308,3110.17,1258.35,1636.34,1996.4,2072.87,2378.46,3599.3
-4.92946,1,0.32805,2,3,0,7.15308,0.755278,0.445547,147.78,299792,0.755278,0.445547,3102.97,1272.09,1651.76,2012.45,2088.94,2394.25,3609.28
-5.52083,0.925072,0.32805,2,5,0,6.30932,0.75526,0.425034,147.78,299792,0.75526,0.425034,3149.5,1264.22,1644.29,2006.45,2083.37,2390.85,3619.85
-2.92794,0.999059,0.32805,2,7,0,5.97952,0.721269,0.413842,147.78,299792,0.721269,0.413842,3325.57,1288.6,1677.57,2048.84,2127.78,2443.53,3708.82
-1.51285,0.965173,0.32805,3,13,0,3.80838,0.692684,0.322328,147.78,299792,0.692684,0.322328,3734.97,1267.49,1664,2048.5,2130.99,2463.45,3830.35
-1.6245,0.821264,0.32805,2,3,0,2.43029,0.69777,0.32572,147.78,299792,0.69777,0.32572,3696.36,1264.98,1660.15,2043.09,2125.21,2456.09,3814.95
-1.73034,0.990272,0.32805,2,3,0,1.73786,0.694139,0.340479,147.78,299792,0.694139,0.340479,3667.28,1276.86,1673.33,2056.46,2138.49,2468.55,3817.59
-2.43652,0.987703,0.32805,3,15,0,2.75253,0.659723,0.282375,147.78,299792,0.659723,0.282375,4074.13,1271.12,1675.67,2071.2,2156.46,2501.55,3941.68
-2.36946,0.728294,0.32805,2,3,0,3.44407,0.669656,0.270129,147.78,299792,0.669656,0.270129,4064.11,1252.53,1653.36,2046.32,2131.17,2475.04,3917.61
-2.31665,0.693241,0.32805,3,11,0,4.92199,0.704568,0.37316,147.78,299792,0.704568,0.37316,3514.68,1284.8,1678.59,2056.94,2137.69,2461.64,3773.17
-1.81105,0.95973,0.32805,3,11,0,2.75577,0.689576,0.334015,147.78,299792,0.689576,0.334015,3712.62,1277.29,1674.94,2059.68,2142.11,2473.98,3833.21
-1.79206,0.986747,0.32805,3,11,0,2.03356,0.707321,0.342581,147.78,299792,0.707321,0.342581,3592.35,1266.25,1659.09,2038.57,2119.8,2446.57,3781.32
-1.84687,0.982842,0.32805,1,1,0,1.88829,0.707528,0.34099,147.78,299792,0.707528,0.34099,3596.27,1265.18,1657.94,2037.45,2118.7,2445.61,3781.55
-2.1285,0.916335,0.32805,1,1,0,2.17628,0.708365,0.335425,147.78,299792,0.708365,0.335425,3609.63,1261.29,1653.73,2033.32,2114.64,2441.99,3782.06
-2.86395,0.941894,0.32805,3,11,0,3.84332,0.718529,0.346705,147.78,299792,0.718529,0.346705,3523.7,1258.74,1648.6,2024.91,2105.43,2429.22,3750.11
-1.915,1,0.32805,1,3,0,2.71045,0.714504,0.361548,147.78,299792,0.714504,0.361548,3499.19,1270.1,1661.16,2037.64,2118.07,2441.1,3753.1
-3.4908,0.712111,0.32805,1,3,0,3.58271,0.722177,0.346719,147.78,299792,0.722177,0.346719,3505.86,1255.61,1644.49,2019.87,2100.19,2423.17,3740.75
-4.23005,0.945733,0.32805,2,5,0,4.81272,0.728355,0.353096,147.78,299792,0.728355,0.353096,3457.19,1253.75,1641.07,2014.5,2094.35,2415.28,3721.94
-3.08125,1,0.32805,1,1,0,4.09289,0.723402,0.355979,147.78,299792,0.723402,0.355979,3472.36,1259.49,1648.14,2022.66,2102.72,2424.4,3733.05
-2.97389,0.957111,0.32805,3,9,0,5.0726,0.673015,0.267513,147.78,299792,0.673015,0.267513,4054.84,1247.4,1647.07,2039.12,2123.8,2467.11,3908.94
-2.97389,0.514672,0.32805,1,1,0,4.21787,0.673015,0.267513,147.78,299792,0.673015,0.267513,4054.84,1247.4,1647.07,2039.12,2123.8,2467.11,3908.94
-1.93769,1,0.32805,1,1,0,2.52355,0.668351,0.277268,147.78,299792,0.668351,0.277268,4042.33,1259.2,1660.87,2054.02,2138.84,2482.27,3918.59
-2.04328,0.913316,0.32805,3,7,0,2.31304,0.674883,0.280899,147.78,299792,0.674883,0.280899,3988.53,1255.88,1655.84,2047.01,2131.35,2472.75,3898.39
-1.93473,1,0.32805,1,1,0,2.0787,0.674808,0.282924,147.78,299792,0.674808,0.282924,3980.87,1257.43,1657.53,2048.66,2132.97,2474.17,3897.77
-2.09735,0.886388,0.32805,2,7,0,2.65481,0.677408,0.315024,147.78,299792,0.677408,0.315024,3844.9,1276.92,1677.61,2066.72,2150.27,2487.23,3876.17
-2.6814,0.948456,0.32805,3,11,0,4.018,0.648904,0.260632,147.78,299792,0.648904,0.260632,4236.07,1264.46,1670.86,2070.16,2156.49,2506.76,3982.41
-2.63221,0.995131,0.32805,3,7,0,2.88524,0.650193,0.262929,147.78,299792,0.650193,0.262929,4217.4,1265.1,1671.29,2070.15,2156.36,2506.05,3977.69
-1.82875,0.861096,0.32805,4,15,0,3.66313,0.674776,0.285489,147.78,299792,0.674776,0.285489,3970.87,1259.33,1659.57,2050.63,2134.89,2475.82,3896.8
-1.5103,0.999203,0.32805,3,15,0,2.068,0.693563,0.327906,147.78,299792,0.693563,0.327906,3711.46,1270.07,1666.46,2050.43,2132.76,2464.38,3825.29
-1.67278,0.97032,0.32805,3,11,0,1.73866,0.693138,0.336786,147.78,299792,0.693138,0.336786,3684.5,1275.66,1672.35,2055.96,2138.13,2468.84,3822.13
-1.82149,0.993204,0.32805,3,15,0,1.97592,0.711245,0.354258,147.78,299792,0.711245,0.354258,3536.87,1269.15,1661.04,2038.81,2119.58,2444.15,3765.23
-1.62809,0.999948,0.32805,3,11,0,1.90929,0.69733,0.342233,147.78,299792,0.69733,0.342233,3644.92,1274.97,1670.57,2052.73,2134.54,2463.66,3808.1
-1.73545,0.950522,0.32805,2,7,0,1.96906,0.700654,0.327918,147.78,299792,0.700654,0.327918,3673.86,1263.72,1658.13,2040.18,2122.1,2452.06,3806.15
-1.5242,0.920117,0.32805,2,7,0,2.23593,0.691258,0.318397,147.78,299792,0.691258,0.318397,3756.16,1266.36,1663.17,2048.25,2130.9,2464.14,3836.11
-1.5242,0.624268,0.32805,1,3,0,3.07716,0.691258,0.318397,147.78,299792,0.691258,0.318397,3756.16,1266.36,1663.17,2048.25,2130.9,2464.14,3836.11
-1.51011,0.999929,0.32805,3,11,0,1.55807,0.689063,0.316823,147.78,299792,0.689063,0.316823,3773.58,1267.36,1664.75,2050.51,2133.32,2467.26,3842.86
-1.65088,0.988513,0.32805,3,15,0,2.10925,0.677558,0.295067,147.78,299792,0.677558,0.295067,3917.5,1263.54,1663.44,2053.36,2137.29,2476.46,3884.81
-1.6509,1,0.32805,2,3,0,1.65789,0.676342,0.297409,147.78,299792,0.676342,0.297409,3915.65,1266.28,1666.63,2056.81,2140.76,2479.98,3887.22
-2.86317,0.811633,0.32805,2,7,0,4.03664,0.671686,0.266952,147.78,299792,0.671686,0.266952,4065.24,1248.18,1648.19,2040.64,2125.41,2469.11,3912.96
-2.86317,0.121929,0.32805,1,1,0,5.53178,0.671686,0.266952,147.78,299792,0.671686,0.266952,4065.24,1248.18,1648.19,2040.64,2125.41,2469.11,3912.96
-1.54578,0.996554,0.32805,3,11,0,3.11451,0.687599,0.320347,147.78,299792,0.687599,0.320347,3769.4,1270.89,1668.79,2054.78,2137.61,2471.5,3845.23
-2.95084,0.77788,0.32805,2,7,0,3.59622,0.674812,0.321705,147.78,299792,0.674812,0.321705,3836.07,1283.54,1685.18,2074.7,2158.27,2495.11,3880.33
-1.75811,0.571158,0.32805,2,7,0,7.3516,0.709548,0.361511,147.78,299792,0.709548,0.361511,3523.74,1274.45,1666.85,2044.62,2125.33,2449.48,3766.02
-1.6977,0.933989,0.32805,3,15,0,2.34962,0.684859,0.321331,147.78,299792,0.684859,0.321331,3781.08,1274,1672.71,2059.42,2142.39,2476.83,3852.34
-1.72676,0.999161,0.32805,2,7,0,1.74339,0.68832,0.305291,147.78,299792,0.68832,0.305291,3818.6,1260.63,1657.85,2044.34,2127.43,2462.84,3850.22
-1.53157,1,0.32805,1,3,0,1.66217,0.685767,0.310342,147.78,299792,0.685767,0.310342,3814.63,1266.24,1664.36,2051.34,2134.48,2469.94,3854.98
-2.44996,0.778765,0.32805,1,3,0,2.59666,0.680612,0.327428,147.78,299792,0.680612,0.327428,3783.72,1281.64,1681.72,2069.3,2152.41,2487.18,3861.24
-3.08468,0.993455,0.32805,3,15,0,4.33594,0.722946,0.354671,147.78,299792,0.722946,0.354671,3478.4,1259.2,1647.96,2022.67,2102.78,2424.71,3734.86
-3.41305,0.981532,0.32805,3,11,0,3.86747,0.659086,0.293847,147.78,299792,0.659086,0.293847,4032.08,1280.02,1685.35,2080.67,2165.77,2509.73,3938.65
