# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = BAO_model
# start_datetime = 2023-07-24 10:20:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpzlq1t49o/1ffs1emt.json
# init = /tmp/tmpzlq1t49o/f88cv5v3.json
# random
#   seed = 89435
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/BAO/BAO-20230724112018.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,rf,c,theta.1,theta.2,Dv,dv.1,dv.2,dv.3,dv.4,dv.5,dv.6
-2.28709,0.964907,0.179837,2,7,0,2.5167,0.708901,0.333492,147.78,299792,0.708901,0.333492,3613.09,1259.71,1651.96,2031.52,2112.85,2440.29,3781.59
-3.07739,1,0.179837,3,15,0,4.43432,0.723943,0.421033,147.78,299792,0.723943,0.421033,3295.5,1289.25,1677.41,2047.49,2126.13,2440.52,3698.31
-3.11535,1,0.179837,3,7,0,3.19535,0.725291,0.423738,147.78,299792,0.725291,0.423738,3282.78,1289.18,1676.94,2046.49,2124.99,2438.8,3693.51
-5.07994,0.87569,0.179837,2,3,0,5.1322,0.718753,0.44322,147.78,299792,0.718753,0.44322,3266.06,1302.67,1691.78,2061.57,2140,2453.11,3699.78
-3.1581,0.97768,0.179837,3,7,0,5.75629,0.72966,0.373512,147.78,299792,0.72966,0.373512,3392.85,1262.99,1650.06,2021.91,2101.27,2419.64,3708.46
-3.31201,0.967675,0.179837,2,3,0,3.91656,0.731516,0.37645,147.78,299792,0.731516,0.37645,3376.16,1262.84,1649.41,2020.62,2099.81,2417.46,3702.33
-2.34619,1,0.179837,2,3,0,3.30317,0.724294,0.395872,147.78,299792,0.724294,0.395872,3357.6,1278.1,1666.47,2038.22,2117.38,2434.45,3710.51
-2.17498,0.982992,0.179837,4,19,0,2.68449,0.677105,0.281436,147.78,299792,0.677105,0.281436,3973.29,1254.24,1653.58,2044.1,2128.3,2469.09,3891.85
-1.54343,0.993386,0.179837,4,19,0,2.61467,0.697253,0.329596,147.78,299792,0.697253,0.329596,3686.23,1267.75,1663.15,2046.03,2128.1,2458.67,3814.49
-1.50538,0.999924,0.179837,3,15,0,1.57106,0.690285,0.32127,147.78,299792,0.690285,0.32127,3751.57,1269.01,1666.18,2051.38,2134.03,2467.18,3837.41
-1.75985,0.973694,0.179837,2,3,0,1.78146,0.685789,0.32509,147.78,299792,0.685789,0.32509,3763.08,1275.44,1673.98,2060.24,2143.08,2476.87,3847.97
-1.718,0.968215,0.179837,3,7,0,2.67032,0.674455,0.289658,147.78,299792,0.674455,0.289658,3956.4,1262.61,1663.16,2054.16,2138.38,2478.92,3895.95
-1.53891,0.989256,0.179837,3,15,0,2.30507,0.69136,0.327357,147.78,299792,0.69136,0.327357,3725.13,1271.73,1668.74,2053.34,2135.8,2468.01,3831.56
-2.83253,0.893075,0.179837,2,7,0,2.97671,0.694787,0.299385,147.78,299792,0.694787,0.299385,3804.45,1250.92,1646.08,2031.04,2113.85,2448.38,3835.14
-2.78231,1,0.179837,1,1,0,3.04467,0.694527,0.299482,147.78,299792,0.694527,0.299482,3805.52,1251.22,1646.46,2031.48,2114.31,2448.88,3835.8
-2.19876,0.739404,0.179837,2,3,0,6.17697,0.681079,0.324507,147.78,299792,0.681079,0.324507,3791.11,1279.43,1679.31,2066.91,2150.05,2485.04,3861.35
-2.73645,0.901832,0.179837,2,3,0,3.60558,0.675712,0.32101,147.78,299792,0.675712,0.32101,3833.39,1282.27,1683.63,2072.92,2156.45,2493.15,3878.12
-3.13452,0.933692,0.179837,1,1,0,3.27442,0.673543,0.321098,147.78,299792,0.673543,0.321098,3845.43,1284.36,1686.35,2076.26,2159.92,2497.15,3884.23
-2.57833,0.960782,0.179837,3,11,0,4.1528,0.708441,0.327719,147.78,299792,0.708441,0.327719,3634.13,1256.74,1649,2028.99,2110.46,2438.65,3785.57
-3.77385,0.977171,0.179837,4,19,0,5.39334,0.629141,0.22995,147.78,299792,0.629141,0.22995,4520.42,1256.21,1665.87,2071.37,2159.43,2518.19,4052.87
-3.73464,0.90887,0.179837,2,3,0,4.07643,0.634108,0.227238,147.78,299792,0.634108,0.227238,4499.2,1248.71,1656.46,2060.35,2148.1,2505.71,4037.79
-2.42192,0.823965,0.179837,5,31,0,5.52563,0.716099,0.348602,147.78,299792,0.716099,0.348602,3529.89,1261.87,1652.4,2029.24,2109.85,2433.97,3755.44
-1.7963,0.995717,0.179837,3,15,0,3.02578,0.691727,0.337813,147.78,299792,0.691727,0.337813,3688.68,1277.53,1674.64,2058.58,2140.81,2471.73,3825.47
-2.39648,0.959872,0.179837,2,7,0,2.62042,0.686395,0.338647,147.78,299792,0.686395,0.338647,3714.62,1282.89,1681.53,2066.89,2149.42,2481.52,3839.67
-1.85358,0.99276,0.179837,3,11,0,2.85178,0.70294,0.329531,147.78,299792,0.70294,0.329531,3656.61,1262.65,1656.46,2037.81,2119.56,2448.81,3799.27
-2.06903,0.899442,0.179837,3,15,0,5.36908,0.662039,0.271017,147.78,299792,0.662039,0.271017,4107.1,1260.3,1663.46,2058.62,2143.94,2489.66,3939.42
-1.87059,0.920164,0.179837,3,11,0,3.21204,0.701952,0.326914,147.78,299792,0.701952,0.326914,3670.38,1261.97,1656,2037.76,2119.61,2449.39,3803.16
-1.53063,0.99613,0.179837,3,15,0,2.63678,0.688746,0.313848,147.78,299792,0.688746,0.313848,3785.73,1265.77,1663.16,2049.15,2132.04,2466.39,3845.13
-1.52546,0.996681,0.179837,2,7,0,1.58931,0.685636,0.311885,147.78,299792,0.685636,0.311885,3809.86,1267.35,1665.56,2052.5,2135.62,2470.94,3854.63
-2.42983,0.811015,0.179837,2,7,0,4.65124,0.668674,0.301963,147.78,299792,0.668674,0.301963,3943.26,1276.52,1679.33,2071.52,2155.86,2496.47,3907.09
-1.73887,0.988219,0.179837,3,11,0,2.60763,0.686166,0.301729,147.78,299792,0.686166,0.301729,3843.6,1260.22,1657.92,2045.16,2128.44,2464.76,3857.78
-1.58954,0.990992,0.179837,3,15,0,1.88248,0.687038,0.321698,147.78,299792,0.687038,0.321698,3767.83,1272.23,1670.33,2056.41,2139.24,2473.12,3846.14
-1.77082,0.984798,0.179837,3,7,0,1.79706,0.69664,0.31861,147.78,299792,0.69664,0.31861,3726.41,1261.66,1656.96,2040.56,2122.89,2454.84,3821.37
-1.79509,0.998796,0.179837,3,15,0,2.03771,0.67853,0.290334,147.78,299792,0.67853,0.290334,3930.03,1259.34,1658.74,2048.56,2132.51,2471.97,3884.11
-1.97095,0.895745,0.179837,3,15,0,5.31156,0.715499,0.376585,147.78,299792,0.715499,0.376585,3451.37,1276.76,1667.58,2042.85,2122.9,2444.03,3742.89
-2.08146,0.971867,0.179837,4,23,0,5.11781,0.70319,0.324924,147.78,299792,0.70319,0.324924,3670.51,1259.69,1653.33,2034.85,2116.68,2446.39,3800.81
-2.63737,0.934434,0.179837,3,11,0,3.39809,0.684055,0.33722,147.78,299792,0.684055,0.33722,3732,1284.23,1683.52,2069.61,2152.3,2485.12,3846.85
-2.85559,0.983919,0.179837,3,7,0,3.15212,0.674207,0.31931,147.78,299792,0.674207,0.31931,3847.93,1282.62,1684.37,2074.18,2157.83,2495.1,3883.2
-1.55492,1,0.179837,2,3,0,2.65312,0.682997,0.30594,147.78,299792,0.682997,0.30594,3846,1265.9,1664.66,2052.61,2135.99,2472.62,3864.69
-1.69366,0.998937,0.179837,4,23,0,1.69962,0.706462,0.356113,147.78,299792,0.706462,0.356113,3555.22,1274.36,1667.58,2046.49,2127.49,2452.94,3776.85
-2.17023,0.99562,0.179837,3,15,0,3.6143,0.658989,0.267483,147.78,299792,0.658989,0.267483,4141.26,1260.4,1664.23,2060.37,2145.94,2492.83,3949.75
-1.95996,0.951153,0.179837,4,17,0,2.93567,0.705943,0.367046,147.78,299792,0.705943,0.367046,3525.49,1280.49,1673.91,2052.28,2133.08,2457.41,3772.67
-2.75052,0.932461,0.179837,2,3,0,2.90773,0.701338,0.374485,147.78,299792,0.701338,0.374485,3527.06,1288.37,1683.06,2062.18,2143.08,2467.62,3781.04
-2.46732,0.980952,0.179837,2,3,0,3.22243,0.705037,0.376919,147.78,299792,0.705037,0.376919,3501.63,1286.23,1679.89,2057.88,2138.51,2461.94,3769.99
-2.43092,0.935981,0.179837,3,7,0,4.2188,0.726806,0.393359,147.78,299792,0.726806,0.393359,3352.57,1274.78,1662.52,2033.79,2112.88,2429.68,3705.48
-3.40075,0.964326,0.179837,3,7,0,3.50337,0.736949,0.39544,147.78,299792,0.736949,0.39544,3301.05,1267.04,1652.12,2020.73,2099.22,2413.64,3679.18
-3.22244,0.89497,0.179837,2,3,0,5.04786,0.734997,0.392446,147.78,299792,0.734997,0.392446,3317.58,1267.35,1652.95,2022.24,2100.91,2416.07,3685.53
-2.52833,0.992624,0.179837,3,7,0,3.48939,0.717551,0.399076,147.78,299792,0.717551,0.399076,3380.72,1285.45,1675.59,2048.83,2128.29,2446.47,3726
-1.83293,0.984843,0.179837,4,19,0,2.88128,0.685783,0.298987,147.78,299792,0.685783,0.298987,3855.88,1258.72,1656.42,2043.88,2127.23,2463.96,3860.06
-1.86511,0.864639,0.179837,2,7,0,3.66389,0.668065,0.286238,147.78,299792,0.668065,0.286238,4007.78,1266.09,1668.35,2061.31,2145.98,2488.51,3915.73
-2.3705,0.904035,0.179837,1,3,0,2.50287,0.666293,0.295875,147.78,299792,0.666293,0.295875,3980.61,1274.59,1677.84,2070.97,2155.58,2497.48,3916.7
-2.07669,0.901362,0.179837,2,3,0,3.51007,0.668096,0.273433,147.78,299792,0.668096,0.273433,4059.75,1256.52,1658.03,2051.36,2136.25,2480.17,3920.84
-2.16135,0.923176,0.179837,2,3,0,2.72557,0.67258,0.276343,147.78,299792,0.67258,0.276343,4020.7,1254.59,1654.96,2046.92,2131.48,2473.95,3906.79
-1.98151,0.957067,0.179837,2,3,0,2.5894,0.673341,0.280392,147.78,299792,0.673341,0.280392,3999.7,1256.92,1657.3,2048.93,2133.38,2475.21,3902.99
-1.72347,0.984803,0.179837,2,7,0,2.36002,0.679164,0.293122,147.78,299792,0.679164,0.293122,3915.65,1260.72,1660.06,2049.6,2133.46,2472.46,3881.13
-1.89546,0.997597,0.179837,3,15,0,2.77242,0.714544,0.364168,147.78,299792,0.714544,0.364168,3491.37,1271.41,1662.47,2038.78,2119.15,2441.88,3751.68
-2.18521,0.970822,0.179837,2,3,0,2.27986,0.717144,0.358007,147.78,299792,0.717144,0.358007,3496.68,1265.96,1656.29,2032.3,2112.66,2435.49,3748.06
-3.91841,0.901945,0.179837,3,7,0,4.18283,0.727136,0.353758,147.78,299792,0.727136,0.353758,3461.04,1255.13,1642.78,2016.48,2096.39,2417.5,3724.69
-3.05241,0.979179,0.179837,3,7,0,4.54008,0.724789,0.360421,147.78,299792,0.724789,0.360421,3452.79,1260.6,1648.92,2022.82,2102.71,2423.59,3727.31
-2.71455,1,0.179837,1,1,0,3.03165,0.72364,0.364004,147.78,299792,0.72364,0.364004,3447.95,1263.42,1652.05,2026.03,2105.91,2426.64,3728.43
-1.59781,0.99108,0.179837,4,19,0,2.87451,0.693472,0.318178,147.78,299792,0.693472,0.318178,3744.92,1264.23,1660.41,2044.89,2127.42,2460.15,3830.17
-1.6047,0.814842,0.179837,3,7,0,3.48434,0.698937,0.343383,147.78,299792,0.698937,0.343383,3632.9,1274.16,1669.33,2051,2132.69,2461.3,3803.21
-1.65935,0.994545,0.179837,3,7,0,1.69616,0.698947,0.346116,147.78,299792,0.698947,0.346116,3624.26,1275.67,1670.87,2052.38,2134.02,2462.32,3801.83
-2.26505,0.996068,0.179837,4,23,0,2.47612,0.662978,0.265512,147.78,299792,0.662978,0.265512,4124.85,1255.09,1657.58,2052.59,2137.93,2484,3938.75
-1.86006,0.999356,0.179837,2,7,0,2.61101,0.66868,0.288135,147.78,299792,0.66868,0.288135,3996.58,1266.88,1669.06,2061.78,2146.38,2488.54,3913.15
-1.9753,0.983349,0.179837,3,7,0,2.05757,0.668201,0.291645,147.78,299792,0.668201,0.291645,3985.65,1269.83,1672.32,2065.06,2149.62,2491.51,3913.03
-2.14957,0.987651,0.179837,3,9,0,2.91567,0.659263,0.271299,147.78,299792,0.659263,0.271299,4123.19,1263.14,1667.15,2063.12,2148.61,2495.02,3947.48
-2.58414,0.898401,0.179837,2,7,0,3.14129,0.660061,0.285705,147.78,299792,0.660061,0.285705,4058.53,1273.25,1677.88,2073.2,2158.38,2503.01,3939.29
-2.66411,0.963883,0.179837,2,3,0,3.17904,0.66203,0.258732,147.78,299792,0.66203,0.258732,4160.49,1250.48,1652.74,2048.14,2133.65,2480.68,3943.96
-2.21564,0.998324,0.179837,2,3,0,2.69927,0.657538,0.267056,147.78,299792,0.657538,0.267056,4152.25,1261.43,1665.67,2062.25,2147.92,2495.24,3954.2
-2.15005,0.790756,0.179837,2,3,0,3.78988,0.659198,0.270744,147.78,299792,0.659198,0.270744,4125.96,1262.77,1666.76,2062.77,2148.27,2494.76,3947.89
-3.45474,0.780054,0.179837,2,7,0,4.10754,0.671581,0.261907,147.78,299792,0.671581,0.261907,4087.5,1244.25,1643.94,2036.5,2121.36,2465.62,3915.09
-2.47429,1,0.179837,3,11,0,3.66441,0.679182,0.324788,147.78,299792,0.679182,0.324788,3800.73,1281.36,1681.8,2069.92,2153.16,2488.58,3866.52
-2.09578,1,0.179837,3,15,0,3.51438,0.719694,0.374392,147.78,299792,0.719694,0.374392,3437.36,1272.02,1661.71,2036.04,2115.92,2436.36,3733.23
-2.09578,0.885715,0.179837,1,3,0,3.47773,0.719694,0.374392,147.78,299792,0.719694,0.374392,3437.36,1272.02,1661.71,2036.04,2115.92,2436.36,3733.23
-3.72015,0.643644,0.179837,1,3,0,7.10398,0.707384,0.400653,147.78,299792,0.707384,0.400653,3425.13,1295.23,1688.11,2063.88,2143.87,2464.12,3751.47
-3.33114,0.949467,0.179837,3,7,0,6.16575,0.736982,0.398013,147.78,299792,0.736982,0.398013,3294.31,1268.16,1653.2,2021.63,2100.07,2414.21,3677.78
-3.39305,0.998526,0.179837,3,7,0,3.46726,0.73698,0.395835,147.78,299792,0.73698,0.395835,3299.9,1267.19,1652.25,2020.83,2099.32,2413.69,3678.9
-1.7079,0.995156,0.179837,3,15,0,4.99553,0.707365,0.357403,147.78,299792,0.707365,0.357403,3546.82,1274.24,1667.22,2045.82,2126.73,2451.83,3773.82
-1.91863,0.956131,0.179837,2,3,0,2.15754,0.702656,0.360659,147.78,299792,0.702656,0.360659,3560.84,1280.15,1674.45,2054.09,2135.21,2461.01,3784.62
-2.20116,0.994234,0.179837,3,7,0,2.2678,0.708767,0.377852,147.78,299792,0.708767,0.377852,3480.58,1283.34,1675.98,2052.92,2133.33,2455.81,3759.72
-2.24475,0.990792,0.179837,3,11,0,2.87813,0.70775,0.331683,147.78,299792,0.70775,0.331683,3624.79,1259.67,1652.2,2032.16,2113.59,2441.5,3785.49
-2.00849,1,0.179837,2,7,0,2.36464,0.70854,0.338703,147.78,299792,0.70854,0.338703,3598.34,1263,1655.45,2034.82,2116.06,2442.99,3780.01
-2.1786,0.989199,0.179837,3,15,0,2.71659,0.686683,0.335724,147.78,299792,0.686683,0.335724,3722.62,1280.94,1679.45,2064.89,2147.46,2479.82,3840.32
-1.54087,1,0.179837,2,7,0,2.20966,0.697179,0.32968,147.78,299792,0.697179,0.32968,3686.34,1267.87,1663.29,2046.18,2128.26,2458.83,3814.64
-1.66801,0.986746,0.179837,2,3,0,1.69279,0.699063,0.326774,147.78,299792,0.699063,0.326774,3686.02,1264.46,1659.29,2041.82,2123.85,2454.31,3810.97
-1.71927,0.997559,0.179837,3,7,0,1.75955,0.700449,0.328,147.78,299792,0.700449,0.328,3674.67,1263.95,1658.43,2040.53,2122.45,2452.45,3806.66
-2.70187,0.882226,0.179837,3,9,0,4.68934,0.648369,0.259659,147.78,299792,0.648369,0.259659,4243.95,1264.16,1670.66,2070.13,2156.51,2507.03,3984.38
-2.5658,0.859238,0.179837,2,7,0,4.39761,0.659312,0.283752,147.78,299792,0.659312,0.283752,4071.06,1272.53,1677.28,2072.88,2158.15,2503.19,3942.32
-1.9124,1,0.179837,4,23,0,2.68825,0.709708,0.344704,147.78,299792,0.709708,0.344704,3573.67,1265.32,1657.54,2036.27,2117.32,2443.32,3774
-1.53557,0.954862,0.179837,3,15,0,3.25636,0.691728,0.318316,147.78,299792,0.691728,0.318316,3753.89,1265.88,1662.56,2047.51,2130.14,2463.28,3834.86
-3.30007,0.860322,0.179837,4,23,0,3.72467,0.725864,0.359184,147.78,299792,0.725864,0.359184,3451.25,1259.05,1647.07,2020.77,2100.63,2421.42,3725.21
-2.0323,0.944466,0.179837,3,7,0,4.47879,0.717841,0.368918,147.78,299792,0.717841,0.368918,3461.71,1270.92,1661.11,2036.27,2116.36,2437.82,3740.77
-1.74172,0.990507,0.179837,3,15,0,2.62768,0.689813,0.332627,147.78,299792,0.689813,0.332627,3715.92,1276.26,1673.82,2058.57,2141.02,2472.99,3833.24
-1.96865,0.850217,0.179837,1,3,0,3.32999,0.697896,0.31659,147.78,299792,0.697896,0.31659,3726.63,1259.28,1654.18,2037.53,2119.83,2451.71,3818.92
-1.76674,1,0.179837,2,3,0,1.95216,0.697463,0.320325,147.78,299792,0.697463,0.320325,3716.17,1261.98,1657.1,2040.39,2122.64,2454.2,3818.34
-2.05901,0.955703,0.179837,2,3,0,2.45141,0.702986,0.324937,147.78,299792,0.702986,0.324937,3671.54,1259.87,1653.58,2035.15,2116.99,2446.74,3801.34
-1.91104,0.974527,0.179837,3,15,0,3.07704,0.67514,0.306174,147.78,299792,0.67514,0.306174,3889.9,1273.29,1674.35,2064.5,2148.36,2486.89,3886.69
-1.58404,1,0.179837,2,7,0,1.91895,0.682547,0.302809,147.78,299792,0.682547,0.302809,3860,1264.23,1663.01,2051.22,2134.69,2471.78,3867.36
-2.32515,0.891715,0.179837,4,19,0,2.94162,0.708144,0.379661,147.78,299792,0.708144,0.379661,3478.56,1284.78,1677.58,2054.57,2134.97,2457.39,3760.41
-2.50556,0.99163,0.179837,4,19,0,2.76019,0.67481,0.274376,147.78,299792,0.67481,0.274376,4015.47,1251.06,1650.65,2042.03,2126.49,2468.61,3901.19
-1.94424,0.984118,0.179837,4,19,0,3.19108,0.713669,0.356027,147.78,299792,0.713669,0.356027,3519.58,1267.96,1659.21,2036.24,2116.83,2440.66,3758.04
-2.43685,1,0.179837,3,7,0,2.51808,0.720496,0.399853,147.78,299792,0.720496,0.399853,3364.88,1283.2,1672.55,2044.99,2124.27,2441.72,3718.08
-1.79941,0.997772,0.179837,4,17,0,3.35341,0.676944,0.307183,147.78,299792,0.676944,0.307183,3875.84,1272.28,1672.85,2062.45,2146.18,2484.14,3881.12
-1.54268,0.937967,0.179837,3,11,0,3.39364,0.697341,0.336668,147.78,299792,0.697341,0.336668,3662.68,1271.79,1667.3,2049.78,2131.7,2461.45,3810.81
-1.50587,0.996903,0.179837,3,15,0,1.71508,0.690848,0.32264,147.78,299792,0.690848,0.32264,3743.84,1269.34,1666.38,2051.36,2133.96,2466.81,3835.22
-1.66541,0.995343,0.179837,3,15,0,2.03496,0.706579,0.350888,147.78,299792,0.706579,0.350888,3570.45,1271.46,1664.6,2043.8,2124.9,2450.91,3779.16
-2.34291,0.897214,0.179837,2,7,0,3.20382,0.689825,0.344849,147.78,299792,0.689825,0.344849,3676.22,1283.26,1681.01,2065.07,2147.26,2477.84,3827.17
-2.22883,0.969705,0.179837,2,3,0,3.02339,0.694014,0.351356,147.78,299792,0.694014,0.351356,3633.64,1283.02,1679.65,2062.19,2144,2472.85,3812.5
-1.65225,0.994303,0.179837,2,3,0,2.34889,0.704276,0.341175,147.78,299792,0.704276,0.341175,3612.3,1268.16,1661.81,2042.18,2123.61,2451.24,3790.06
-1.89116,0.980912,0.179837,3,15,0,2.29715,0.680875,0.318134,147.78,299792,0.680875,0.318134,3814.36,1275.68,1675.45,2063.43,2146.7,2482.47,3864.96
-1.78589,0.99933,0.179837,3,13,0,2.22609,0.698524,0.321934,147.78,299792,0.698524,0.321934,3705.08,1262.02,1656.88,2039.81,2121.96,2453.09,3814.72
-2.09899,0.992564,0.179837,3,15,0,3.15005,0.708593,0.374965,147.78,299792,0.708593,0.374965,3489.59,1282.08,1674.78,2051.95,2132.42,2455.27,3761.66
-1.93654,0.975892,0.179837,3,7,0,2.60727,0.715849,0.37179,147.78,299792,0.715849,0.37179,3463.17,1274.1,1664.82,2040.31,2120.45,2442.03,3744.43
-2.44872,0.889362,0.179837,1,3,0,3.24771,0.710386,0.386129,147.78,299792,0.710386,0.386129,3449.69,1285.86,1678.03,2054,2134.14,2455.33,3751.21
-2.00191,0.971158,0.179837,3,15,0,3.71799,0.70976,0.342014,147.78,299792,0.70976,0.342014,3581.77,1263.79,1655.95,2034.82,2115.92,2442.21,3775.18
-1.73187,0.998678,0.179837,2,3,0,2.04871,0.704585,0.356982,147.78,299792,0.704585,0.356982,3562.08,1276.49,1670.23,2049.59,2130.68,2456.45,3781.37
-1.74008,1,0.179837,3,7,0,1.75259,0.705083,0.357938,147.78,299792,0.705083,0.357938,3556.69,1276.55,1670.16,2049.33,2130.37,2455.92,3779.57
-1.6254,0.974901,0.179837,3,11,0,2.38457,0.687926,0.32507,147.78,299792,0.687926,0.32507,3751.46,1273.48,1671.41,2057.07,2139.79,2473.07,3842.08
-2.22811,0.98709,0.179837,3,15,0,2.74275,0.718749,0.361948,147.78,299792,0.718749,0.361948,3477.37,1266.6,1656.53,2031.88,2112.07,2434.11,3741.96
-2.63077,0.748899,0.179837,1,3,0,5.59932,0.707166,0.383873,147.78,299792,0.707166,0.383873,3471.63,1287.67,1680.73,2057.7,2138.06,2460.23,3760.8
-2.95931,0.963778,0.179837,3,15,0,4.655,0.735174,0.410146,147.78,299792,0.735174,0.410146,3271.8,1274.97,1660.34,2028.39,2106.67,2419.86,3675.99
-2.30897,0.999703,0.179837,2,7,0,3.4673,0.724238,0.391995,147.78,299792,0.724238,0.391995,3368.06,1276.39,1664.81,2036.83,2116.07,2433.58,3712.65
