# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = BAO_model
# start_datetime = 2023-07-24 10:20:18 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpzlq1t49o/1ffs1emt.json
# init = /tmp/tmpzlq1t49o/f88cv5v3.json
# random
#   seed = 89435
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/BAO/BAO-20230724112018.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,rf,c,theta.1,theta.2,Dv,dv.1,dv.2,dv.3,dv.4,dv.5,dv.6
-2.23371,0.916972,0.220681,2,3,0,2.78407,0.657567,0.270527,147.78,299792,0.657567,0.270527,4137.12,1264.14,1668.61,2065.11,2150.72,2497.65,3952.8
-3.57528,0.852414,0.220681,2,3,0,3.76101,0.665453,0.254061,147.78,299792,0.665453,0.254061,4159.92,1243.42,1644.28,2038.74,2124.1,2470.73,3935.52
-2.03994,0.998858,0.220681,3,11,0,4.34892,0.682484,0.324589,147.78,299792,0.682484,0.324589,3783.02,1278.18,1677.66,2064.86,2147.91,2482.55,3857.38
-4.05912,0.991051,0.220681,4,23,0,4.34082,0.737806,0.46068,147.78,299792,0.737806,0.46068,3142.87,1292.39,1676.1,2039.87,2116.92,2424.19,3643.29
-4.119,0.998945,0.220681,3,7,0,4.52508,0.742252,0.465039,147.78,299792,0.742252,0.465039,3114.66,1290.1,1672.57,2034.94,2111.67,2417.58,3630.26
-4.04082,0.999542,0.220681,2,3,0,4.13333,0.743299,0.462448,147.78,299792,0.743299,0.462448,3115.83,1288.3,1670.56,2032.87,2109.6,2415.57,3629.08
-3.32015,0.999598,0.220681,2,7,0,4.57865,0.736418,0.437543,147.78,299792,0.736418,0.437543,3200.73,1285,1669.6,2035.4,2113.02,2423.01,3658.72
-1.7906,0.999427,0.220681,3,9,0,3.44189,0.710348,0.364233,147.78,299792,0.710348,0.364233,3511.8,1275.14,1667.34,2044.73,2125.34,2449,3762.55
-1.69727,0.992913,0.220681,3,7,0,1.91564,0.700874,0.350578,147.78,299792,0.700874,0.350578,3600.47,1276.39,1671.1,2051.83,2133.26,2460.61,3794.45
-1.86642,0.999505,0.220681,3,15,0,2.83882,0.71338,0.36905,147.78,299792,0.71338,0.36905,3482.97,1274.9,1666.29,2042.59,2122.93,2445.37,3752.21
-2.58041,0.979248,0.220681,4,19,0,2.69567,0.656901,0.27857,147.78,299792,0.656901,0.27857,4107.36,1270.96,1676.14,2072.62,2158.14,2504.37,3951.59
-2.04516,0.999339,0.220681,2,7,0,2.85256,0.662707,0.27861,147.78,299792,0.662707,0.27861,4071.21,1265.49,1668.92,2063.68,2148.83,2493.56,3934.47
-2.36232,0.959711,0.220681,2,3,0,2.41396,0.661516,0.285059,147.78,299792,0.661516,0.285059,4052.2,1271.39,1675.55,2070.46,2155.57,2499.89,3935.29
-2.10433,1,0.220681,3,7,0,2.41968,0.674623,0.279561,147.78,299792,0.674623,0.279561,3995.45,1255.12,1655.09,2046.37,2130.75,2472.36,3899.67
-2.10277,0.984148,0.220681,3,15,0,2.80254,0.709879,0.339686,147.78,299792,0.709879,0.339686,3588.46,1262.38,1654.48,2033.44,2114.59,2441.11,3776.01
-1.99676,0.996797,0.220681,4,19,0,2.44243,0.684613,0.328141,147.78,299792,0.684613,0.328141,3759.19,1278.37,1677.31,2063.74,2146.59,2480.31,3849.75
-3.37283,0.869112,0.220681,2,3,0,3.94505,0.684437,0.346843,147.78,299792,0.684437,0.346843,3698.78,1289.34,1688.66,2074.09,2156.56,2488.19,3840.99
-1.7148,1,0.220681,3,7,0,3.2961,0.692576,0.337114,147.78,299792,0.692576,0.337114,3686.43,1276.36,1673.21,2056.96,2139.15,2469.96,3823.5
-1.74529,0.996278,0.220681,4,19,0,1.91562,0.690463,0.308248,147.78,299792,0.690463,0.308248,3796.14,1260.63,1657.35,2043.12,2126.02,2460.59,3842.98
-1.51949,0.981221,0.220681,1,3,0,1.97748,0.687346,0.317077,147.78,299792,0.687346,0.317077,3782.13,1269.08,1666.96,2053.19,2136.1,2470.42,3847.48
-1.52843,0.998891,0.220681,2,3,0,1.53746,0.686603,0.316462,147.78,299792,0.686603,0.316462,3788.37,1269.37,1667.45,2053.91,2136.87,2471.44,3849.82
-1.88905,0.925923,0.220681,2,3,0,2.2545,0.69299,0.309305,147.78,299792,0.69299,0.309305,3778.54,1259.05,1655.09,2040.12,2122.84,2456.69,3835.59
-2.70718,0.892765,0.220681,2,3,0,3.25767,0.692702,0.297331,147.78,299792,0.692702,0.297331,3823.46,1251.39,1647.05,2032.66,2115.64,2450.88,3841.73
-2.51412,1,0.220681,2,3,0,2.83115,0.691036,0.296837,147.78,299792,0.691036,0.296837,3834.51,1252.54,1648.65,2034.74,2117.82,2453.52,3846.5
-2.65573,0.761209,0.220681,3,11,0,5.81164,0.698197,0.366699,147.78,299792,0.698197,0.366699,3565.62,1287.3,1682.86,2063.32,2144.56,2470.7,3793.43
-1.84258,1,0.220681,3,7,0,3.07116,0.712182,0.367966,147.78,299792,0.712182,0.367966,3491.95,1275.41,1667.13,2043.81,2124.23,2447.06,3755.87
-2.43808,0.930529,0.220681,3,11,0,3.03491,0.699686,0.312441,147.78,299792,0.699686,0.312441,3731.42,1255.09,1649.36,2032.43,2114.7,2446.62,3816.02
-3.00674,0.953819,0.220681,4,23,0,3.89749,0.699589,0.374642,147.78,299792,0.699589,0.374642,3535.43,1290.03,1685.21,2064.79,2145.78,2470.7,3785.61
-2.27936,0.991945,0.220681,2,3,0,3.20847,0.703361,0.370212,147.78,299792,0.703361,0.370212,3529.22,1284.41,1678.54,2057.4,2138.27,2462.83,3777.87
-2.52426,0.981895,0.220681,4,19,0,3.995,0.658988,0.282315,147.78,299792,0.658988,0.282315,4078.92,1271.77,1676.54,2072.29,2157.6,2502.88,3943.88
-2.47984,0.909075,0.220681,3,7,0,3.42138,0.663074,0.290643,147.78,299792,0.663074,0.290643,4020.41,1273.95,1677.92,2072.19,2157.09,2500.39,3928.35
-1.72069,0.978133,0.220681,4,19,0,3.02559,0.704935,0.356812,147.78,299792,0.704935,0.356812,3560.82,1276.09,1669.73,2049.01,2130.08,2455.79,3780.53
-1.59463,0.999549,0.220681,3,11,0,1.90025,0.702606,0.341499,147.78,299792,0.702606,0.341499,3619.86,1269.83,1663.95,2044.74,2126.26,2454.24,3794.34
-1.77247,0.998886,0.220681,4,23,0,2.20266,0.671748,0.285947,147.78,299792,0.671748,0.285947,3986.96,1262.45,1663.61,2055.52,2139.96,2481.59,3905.25
-1.98742,0.99717,0.220681,4,15,0,1.99316,0.663912,0.279084,147.78,299792,0.663912,0.279084,4061.87,1264.71,1667.81,2062.21,2147.27,2491.63,3930.75
-1.56531,0.93921,0.220681,4,23,0,3.29137,0.682548,0.309504,147.78,299792,0.682548,0.309504,3835.63,1268.64,1667.66,2055.57,2138.92,2475.25,3864.31
-1.66454,0.965375,0.220681,1,3,0,1.859,0.685354,0.302691,147.78,299792,0.685354,0.302691,3844.62,1261.6,1659.57,2046.99,2130.3,2466.72,3859.6
-1.7835,0.9993,0.220681,3,15,0,2.61232,0.708112,0.363031,147.78,299792,0.708112,0.363031,3526.41,1276.51,1669.31,2047.37,2128.12,2452.42,3769.01
-2.4216,0.95034,0.220681,3,7,0,2.74302,0.708545,0.382387,147.78,299792,0.708545,0.382387,3468.99,1285.73,1678.42,2055.12,2135.44,2457.46,3757.96
-2.15453,0.999274,0.220681,2,7,0,2.57207,0.714238,0.3842,147.78,299792,0.714238,0.3842,3436.36,1281.53,1672.66,2047.76,2127.72,2448.28,3742.22
-2.30247,0.971847,0.220681,2,7,0,3.07935,0.703813,0.371499,147.78,299792,0.703813,0.371499,3523.23,1284.65,1678.65,2057.31,2138.13,2462.45,3776.02
-1.73132,0.988313,0.220681,3,15,0,3.37626,0.695543,0.343043,147.78,299792,0.695543,0.343043,3651.71,1277.04,1673.15,2055.75,2137.65,2467.09,3812.52
-1.95013,0.989254,0.220681,3,7,0,2.02571,0.692695,0.343331,147.78,299792,0.692695,0.343331,3665.81,1279.78,1676.7,2060.06,2142.12,2472.19,3820.1
-2.94393,0.989067,0.220681,3,11,0,3.4419,0.652324,0.274162,147.78,299792,0.652324,0.274162,4154.79,1271.97,1678.28,2076.26,2162.14,2510.05,3967
-2.37293,0.955389,0.220681,1,3,0,3.34551,0.656812,0.259667,147.78,299792,0.656812,0.259667,4189.36,1256.13,1660.05,2056.98,2142.81,2491.1,3959.04
-1.89963,0.990813,0.220681,4,15,0,2.45506,0.668009,0.27864,147.78,299792,0.668009,0.27864,4038.78,1260.55,1662.4,2055.62,2140.43,2483.8,3919.03
-1.6239,0.997703,0.220681,3,15,0,3.35671,0.704517,0.346797,147.78,299792,0.704517,0.346797,3593.5,1271.07,1664.73,2044.71,2126.01,2452.95,3786.64
-1.73224,0.997242,0.220681,4,19,0,2.85674,0.672964,0.288829,147.78,299792,0.672964,0.288829,3968.41,1263.4,1664.34,2055.8,2140.12,2481.13,3900.56
-2.47362,0.894316,0.220681,4,19,0,3.26794,0.708234,0.328855,147.78,299792,0.708234,0.328855,3631.49,1257.59,1649.94,2029.92,2111.38,2439.48,3785.57
-2.64668,0.984654,0.220681,3,7,0,2.88786,0.693122,0.356192,147.78,299792,0.693122,0.356192,3623.41,1286.44,1683.37,2065.85,2147.61,2476.13,3812.47
-2.12498,1,0.220681,3,11,0,2.99847,0.719495,0.370157,147.78,299792,0.719495,0.370157,3450.23,1270.1,1659.85,2034.5,2114.47,2435.44,3735.9
-2.82498,0.997714,0.220681,3,11,0,2.95292,0.726077,0.416946,147.78,299792,0.726077,0.416946,3295.85,1285.69,1673.35,2043.18,2121.79,2436.17,3695.08
-2.24315,0.992943,0.220681,3,7,0,3.12673,0.721311,0.371458,147.78,299792,0.721311,0.371458,3437.88,1269.17,1658.43,2032.54,2112.38,2432.8,3730.6
-1.52428,0.999775,0.220681,3,15,0,2.84713,0.68663,0.312044,147.78,299792,0.68663,0.312044,3803.78,1266.55,1664.48,2051.14,2134.19,2469.25,3851.8
-2.18273,0.877162,0.220681,3,7,0,2.91889,0.675955,0.313472,147.78,299792,0.675955,0.313472,3858.72,1277.29,1678.35,2067.94,2151.61,2489.11,3881
-2.52993,0.945122,0.220681,1,1,0,2.5612,0.675162,0.317138,147.78,299792,0.675162,0.317138,3850.16,1280.36,1681.77,2071.41,2155.05,2492.33,3881.52
-2.84727,0.983625,0.220681,2,3,0,2.92057,0.673999,0.318775,147.78,299792,0.673999,0.318775,3851.01,1282.48,1684.28,2074.17,2157.85,2495.22,3884.04
-2.36246,0.970398,0.220681,2,7,0,4.99097,0.666643,0.267128,147.78,299792,0.666643,0.267128,4095.23,1252.96,1654.48,2048.38,2133.47,2478.43,3927.46
-2.09223,1,0.220681,3,7,0,2.30358,0.665706,0.27123,147.78,299792,0.665706,0.27123,4083.57,1257.04,1659.12,2053.2,2138.28,2483.04,3928.63
-1.60636,0.60185,0.220681,3,11,0,6.34893,0.68402,0.303148,147.78,299792,0.68402,0.303148,3850.44,1263.11,1661.48,2049.26,2132.64,2469.33,3863.1
-1.59564,0.973668,0.220681,3,15,0,2.01401,0.697088,0.32559,147.78,299792,0.697088,0.32559,3700.41,1265.51,1660.87,2044,2126.16,2457.22,3816.85
-2.39741,0.925287,0.220681,2,3,0,2.54572,0.70435,0.321949,147.78,299792,0.70435,0.321949,3674.38,1256.87,1650.12,2031.48,2113.3,2443.08,3799.13
-2.39886,0.99951,0.220681,3,15,0,2.75412,0.706696,0.378648,147.78,299792,0.706696,0.378648,3488.54,1285.58,1678.79,2056.22,2136.72,2459.58,3764.73
-2.75906,0.709397,0.220681,1,3,0,7.54686,0.718495,0.348396,147.78,299792,0.718495,0.348396,3518.74,1259.68,1649.57,2025.8,2106.28,2429.89,3749.36
-3.44432,0.974109,0.220681,4,23,0,5.55948,0.661565,0.250905,147.78,299792,0.661565,0.250905,4198.74,1244.34,1646.09,2041.72,2127.37,2475.32,3947.93
-2.16686,0.993773,0.220681,3,15,0,5.30196,0.688922,0.340069,147.78,299792,0.688922,0.340069,3696.38,1281.38,1679.32,2063.91,2146.25,2477.59,3832.02
-1.66486,0.917361,0.220681,3,7,0,3.37008,0.692916,0.336102,147.78,299792,0.692916,0.336102,3687.91,1275.46,1672.21,2055.92,2138.11,2468.95,3823.07
-1.65828,0.980723,0.220681,3,7,0,1.96671,0.693554,0.316076,147.78,299792,0.693554,0.316076,3751.74,1262.84,1658.94,2043.5,2126.06,2459.02,3830.93
-1.62298,0.999982,0.220681,3,7,0,1.66443,0.693555,0.317321,147.78,299792,0.693555,0.317321,3747.43,1263.62,1659.75,2044.25,2126.79,2459.61,3830.34
-2.00284,0.851789,0.220681,2,3,0,3.35912,0.684334,0.327688,147.78,299792,0.684334,0.327688,3762.25,1278.35,1677.37,2063.9,2146.77,2480.61,3850.75
-1.58743,0.986696,0.220681,3,15,0,2.90101,0.702373,0.34295,147.78,299792,0.702373,0.34295,3616.49,1270.85,1665.05,2045.82,2127.33,2455.2,3794.24
-1.98691,0.998562,0.220681,4,23,0,2.06859,0.663733,0.275816,147.78,299792,0.663733,0.275816,4076.48,1262.41,1665.37,2059.91,2145.03,2489.8,3932.59
-3.57324,0.934546,0.220681,3,7,0,3.82065,0.637278,0.249788,147.78,299792,0.637278,0.249788,4364.08,1266.52,1675.65,2078.64,2165.91,2520.45,4021.76
-3.29466,1,0.220681,1,3,0,3.77616,0.636498,0.239158,147.78,299792,0.636498,0.239158,4421.35,1257.73,1666.06,2069.32,2156.78,2512.6,4027.37
-4.4394,0.709226,0.220681,2,3,0,5.1087,0.635074,0.220878,147.78,299792,0.635074,0.220878,4526.21,1241.44,1648.07,2051.52,2139.27,2497.19,4036.02
-5.92626,0.884802,0.220681,2,3,0,5.9574,0.624757,0.246404,147.78,299792,0.624757,0.246404,4468.14,1275.95,1688.79,2095.76,2183.93,2542.31,4062.37
-5.42774,1,0.220681,1,1,0,6.20005,0.625359,0.244139,147.78,299792,0.625359,0.244139,4475.07,1273.3,1685.72,2092.51,2180.66,2539.1,4061.13
-2.0892,0.893578,0.220681,3,11,0,7.48515,0.683456,0.327518,147.78,299792,0.683456,0.327518,3767.66,1279.06,1678.33,2065.11,2148.04,2482.11,3853.27
-1.56725,0.951203,0.220681,2,7,0,3.05524,0.686753,0.30862,147.78,299792,0.686753,0.30862,3815.31,1264.23,1662.01,2048.79,2131.9,2467.32,3853.04
-1.75923,0.978584,0.220681,3,15,0,1.91114,0.701808,0.329746,147.78,299792,0.701808,0.329746,3661.81,1263.78,1657.91,2039.55,2121.36,2450.85,3802.19
-2.49708,0.94568,0.220681,2,3,0,2.56893,0.695663,0.359123,147.78,299792,0.695663,0.359123,3601.27,1285.67,1681.91,2063.52,2145.07,2472.66,3804.11
-1.67019,1,0.220681,2,3,0,2.54807,0.706717,0.349984,147.78,299792,0.706717,0.349984,3572.52,1270.85,1663.95,2043.16,2124.27,2450.35,3779.25
-1.72251,0.998778,0.220681,2,7,0,1.7612,0.706924,0.358515,147.78,299792,0.706924,0.358515,3545.71,1275.22,1668.32,2046.97,2127.89,2452.96,3774.42
-1.88852,0.9962,0.220681,4,19,0,2.54202,0.666738,0.281821,147.78,299792,0.666738,0.281821,4033.51,1264.1,1666.51,2060,2144.84,2488.18,3921.41
-2.87833,0.979128,0.220681,3,11,0,3.17912,0.64881,0.245943,147.78,299792,0.64881,0.245943,4304.69,1252,1657.17,2056.64,2143.19,2495,3987.55
-2.92141,0.94338,0.220681,2,3,0,3.37897,0.645828,0.24413,147.78,299792,0.645828,0.24413,4333.27,1253.24,1659.15,2059.53,2146.3,2499.09,3997.16
-2.31504,0.886165,0.220681,4,23,0,4.16674,0.721999,0.395725,147.78,299792,0.721999,0.395725,3368.66,1280.03,1669.02,2041.35,2120.64,2438.22,3716.4
-2.24666,0.991365,0.220681,4,19,0,6.07713,0.657357,0.264312,147.78,299792,0.657357,0.264312,4165.36,1259.4,1663.5,2060.19,2145.92,2493.57,3955.76
-3.33952,0.986907,0.220681,4,23,0,3.8966,0.737256,0.437888,147.78,299792,0.737256,0.437888,3196.3,1284.41,1668.79,2034.36,2111.93,2421.71,3656.49
