lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,Om,lambda,theta.1,theta.2,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.16.1,S.17.1,S.18.1,S.19.1,S.20.1,S.21.1,S.22.1,S.23.1,S.24.1,S.25.1,S.26.1,S.27.1,S.28.1,S.29.1,S.30.1,S.31.1,S.32.1,S.33.1,S.34.1,S.35.1,S.36.1,S.37.1,S.38.1,S.39.1,S.40.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,S.16.2,S.17.2,S.18.2,S.19.2,S.20.2,S.21.2,S.22.2,S.23.2,S.24.2,S.25.2,S.26.2,S.27.2,S.28.2,S.29.2,S.30.2,S.31.2,S.32.2,S.33.2,S.34.2,S.35.2,S.36.2,S.37.2,S.38.2,S.39.2,S.40.2,Delta,A,B,C
# Adaptation terminated
# Step size = 0.932635
# Diagonal elements of inverse mass matrix:
# 0.00273033
-25.0603,0.969085,0.932635,1,3,0,25.4399,0.339234,0.38453,0.339234,0.38453,0.380171,1.0054,1.00753,1.01031,1.01294,1.01568,1.01896,1.02255,1.02598,1.02951,1.03349,1.037,1.04213,1.04539,1.05126,1.05527,1.06107,1.06724,1.07318,1.08066,1.08751,1.09632,1.10469,1.11557,1.12462,1.13699,1.15011,1.16577,1.1816,1.19909,1.22335,1.24594,1.27529,1.31011,1.35766,1.40658,1.49407,1.59014,1.72744,2.05427,2.5431,0.0139625,0.0193279,0.026266,0.0326913,0.0392968,0.0470623,0.0553895,0.0632,0.0710814,0.0798066,0.087341,0.0981149,0.104821,0.11665,0.12453,0.135682,0.14724,0.15808,0.171358,0.183166,0.197911,0.21145,0.228476,0.242136,0.260177,0.278541,0.299528,0.319807,0.341231,0.369387,0.394173,0.424559,0.458292,0.500885,0.541195,0.606119,0.66906,0.747572,0.89759,1.06328,23.7076,3.26045e+07,1.37007e+06,57571.6
-25.0603,0.661773,0.932635,1,3,0,27.6306,0.339234,0.38453,0.339234,0.38453,0.380171,1.0054,1.00753,1.01031,1.01294,1.01568,1.01896,1.02255,1.02598,1.02951,1.03349,1.037,1.04213,1.04539,1.05126,1.05527,1.06107,1.06724,1.07318,1.08066,1.08751,1.09632,1.10469,1.11557,1.12462,1.13699,1.15011,1.16577,1.1816,1.19909,1.22335,1.24594,1.27529,1.31011,1.35766,1.40658,1.49407,1.59014,1.72744,2.05427,2.5431,0.0139625,0.0193279,0.026266,0.0326913,0.0392968,0.0470623,0.0553895,0.0632,0.0710814,0.0798066,0.087341,0.0981149,0.104821,0.11665,0.12453,0.135682,0.14724,0.15808,0.171358,0.183166,0.197911,0.21145,0.228476,0.242136,0.260177,0.278541,0.299528,0.319807,0.341231,0.369387,0.394173,0.424559,0.458292,0.500885,0.541195,0.606119,0.66906,0.747572,0.89759,1.06328,23.7076,3.26045e+07,1.37007e+06,57571.6
-25.6849,0.924705,0.932635,2,3,0,25.8224,0.350057,0.380346,0.350057,0.380346,0.394906,1.00561,1.00782,1.01071,1.01344,1.01629,1.0197,1.02342,1.02698,1.03064,1.03478,1.03842,1.04374,1.04712,1.05322,1.05737,1.06339,1.06979,1.07594,1.0837,1.0908,1.09994,1.1086,1.11987,1.12923,1.14204,1.15561,1.17179,1.18815,1.20622,1.23125,1.25455,1.28479,1.32064,1.36954,1.41979,1.50952,1.6079,1.74828,2.08177,2.5796,0.0139611,0.0193251,0.0262608,0.0326833,0.0392852,0.0470456,0.0553663,0.0631697,0.0710429,0.0797578,0.0872825,0.0980406,0.104736,0.116544,0.124409,0.135538,0.14707,0.157882,0.171125,0.182898,0.197597,0.21109,0.228053,0.241659,0.259623,0.277903,0.298786,0.318957,0.340258,0.368241,0.392863,0.423032,0.456506,0.498745,0.538692,0.602981,0.665252,0.742861,0.890989,1.0544,23.7258,3.26168e+07,1.37033e+06,57571.6
-25.8043,0.993927,0.932635,2,7,0,25.806,0.319806,0.391947,0.319806,0.391947,0.354157,1.00503,1.00701,1.00961,1.01206,1.01461,1.01767,1.02102,1.02421,1.0275,1.03122,1.03449,1.03928,1.04232,1.0478,1.05154,1.05695,1.06271,1.06826,1.07526,1.08166,1.08991,1.09774,1.10793,1.1164,1.128,1.14031,1.15501,1.16989,1.18635,1.2092,1.23051,1.25823,1.29118,1.33626,1.38274,1.4661,1.5579,1.68952,2.00406,2.47628,0.0139651,0.0193328,0.0262751,0.0327054,0.0393173,0.0470918,0.0554306,0.0632537,0.0711496,0.0798929,0.0874448,0.0982465,0.104972,0.116838,0.124745,0.135938,0.147544,0.158431,0.171774,0.183642,0.198471,0.212093,0.229231,0.242988,0.261168,0.279684,0.300859,0.321334,0.342979,0.371451,0.396538,0.427321,0.46153,0.504777,0.545757,0.611861,0.676054,0.756261,0.909854,1.07986,23.674,3.25823e+07,1.3696e+06,57571.6
-25.2304,0.97863,0.932635,2,3,0,26.0539,0.327226,0.389128,0.327226,0.389128,0.364026,1.00517,1.00721,1.00988,1.01239,1.01502,1.01816,1.0216,1.02489,1.02827,1.03208,1.03545,1.04036,1.04348,1.04912,1.05296,1.05851,1.06443,1.07013,1.07731,1.08388,1.09235,1.10038,1.11084,1.11953,1.13142,1.14404,1.15911,1.17435,1.19121,1.2146,1.2364,1.26474,1.29841,1.34444,1.39187,1.47681,1.57027,1.70408,2.02337,2.502,0.0139641,0.0193309,0.0262716,0.0327001,0.0393095,0.0470806,0.055415,0.0632333,0.0711237,0.0798601,0.0874054,0.0981965,0.104915,0.116766,0.124663,0.13584,0.147428,0.158297,0.171616,0.183461,0.198258,0.211848,0.228943,0.242663,0.26079,0.279248,0.300351,0.320751,0.342311,0.370662,0.395633,0.426263,0.460289,0.503283,0.544005,0.609651,0.673359,0.752907,0.905105,1.07343,23.687,3.25908e+07,1.36978e+06,57571.6
-25.1146,0.943663,0.932635,2,7,0,25.6992,0.341056,0.383828,0.341056,0.383828,0.38264,1.00544,1.00757,1.01038,1.01302,1.01578,1.01909,1.0227,1.02615,1.0297,1.03371,1.03724,1.0424,1.04568,1.05159,1.05562,1.06146,1.06766,1.07364,1.08117,1.08806,1.09693,1.10534,1.1163,1.12539,1.13784,1.15103,1.16678,1.1827,1.20029,1.22468,1.24739,1.27689,1.31189,1.35966,1.40881,1.49668,1.59314,1.73097,2.05893,2.54928,0.0139623,0.0193274,0.0262651,0.03269,0.0392948,0.0470595,0.0553856,0.0631949,0.0710749,0.0797984,0.0873312,0.0981024,0.104807,0.116632,0.12451,0.135658,0.147212,0.158046,0.171319,0.183121,0.197858,0.21139,0.228405,0.242056,0.260084,0.278434,0.299403,0.319664,0.341067,0.369194,0.393952,0.424301,0.457991,0.500524,0.540772,0.605588,0.668414,0.746772,0.896467,1.06177,23.7107,3.26065e+07,1.37011e+06,57571.6
-25.2511,0.972139,0.932635,2,3,0,25.4068,0.344091,0.382657,0.344091,0.382657,0.386762,1.00549,1.00766,1.01049,1.01316,1.01595,1.01929,1.02294,1.02643,1.03002,1.03407,1.03764,1.04285,1.04617,1.05214,1.05621,1.06211,1.06838,1.07441,1.08202,1.08898,1.09794,1.10644,1.1175,1.12668,1.13925,1.15257,1.16847,1.18453,1.20229,1.22689,1.2498,1.27955,1.31484,1.36299,1.41251,1.50101,1.59812,1.73682,2.06665,2.55954,0.0139619,0.0193266,0.0262637,0.0326877,0.0392916,0.0470548,0.0553791,0.0631864,0.0710641,0.0797848,0.0873148,0.0980816,0.104783,0.116603,0.124476,0.135617,0.147164,0.157991,0.171254,0.183046,0.19777,0.211289,0.228286,0.241922,0.259928,0.278255,0.299195,0.319426,0.340794,0.368872,0.393585,0.423873,0.457489,0.499922,0.540069,0.604706,0.667343,0.745447,0.894608,1.05926,23.7158,3.261e+07,1.37018e+06,57571.6
-25.1304,1,0.932635,1,1,0,25.2301,0.341485,0.383663,0.341485,0.383663,0.383221,1.00544,1.00759,1.0104,1.01304,1.01581,1.01912,1.02273,1.02619,1.02975,1.03376,1.0373,1.04246,1.04575,1.05167,1.05571,1.06155,1.06776,1.07375,1.08129,1.08819,1.09707,1.1055,1.11647,1.12557,1.13804,1.15125,1.16702,1.18296,1.20057,1.22499,1.24773,1.27726,1.3123,1.36013,1.40933,1.49729,1.59384,1.73179,2.06002,2.55074,0.0139622,0.0193273,0.0262649,0.0326896,0.0392944,0.0470588,0.0553847,0.0631937,0.0710734,0.0797965,0.0873289,0.0980995,0.104804,0.116628,0.124505,0.135652,0.147205,0.158039,0.17131,0.18311,0.197846,0.211376,0.228388,0.242037,0.260062,0.278409,0.299374,0.31963,0.341028,0.369148,0.3939,0.424241,0.45792,0.500439,0.540673,0.605463,0.668263,0.746585,0.896204,1.06141,23.7114,3.2607e+07,1.37012e+06,57571.6
-25.1182,1,0.932635,1,1,0,25.1442,0.341156,0.38379,0.341156,0.38379,0.382775,1.00544,1.00758,1.01039,1.01303,1.01579,1.01909,1.0227,1.02616,1.02971,1.03372,1.03725,1.04242,1.0457,1.05161,1.05564,1.06148,1.06769,1.07367,1.0812,1.08809,1.09696,1.10538,1.11633,1.12543,1.13789,1.15108,1.16684,1.18276,1.20036,1.22475,1.24747,1.27697,1.31198,1.35977,1.40893,1.49682,1.5933,1.73116,2.05918,2.54962,0.0139623,0.0193274,0.0262651,0.0326899,0.0392947,0.0470594,0.0553854,0.0631946,0.0710746,0.0797979,0.0873307,0.0981017,0.104806,0.116631,0.124509,0.135656,0.14721,0.158045,0.171317,0.183118,0.197855,0.211387,0.228401,0.242051,0.260079,0.278428,0.299396,0.319656,0.341058,0.369183,0.39394,0.424287,0.457974,0.500504,0.540749,0.605559,0.668379,0.746729,0.896406,1.06168,23.7109,3.26066e+07,1.37011e+06,57571.6
-25.0203,0.998452,0.932635,1,3,0,25.1202,0.336788,0.38547,0.336788,0.38547,0.376865,1.00535,1.00746,1.01023,1.01283,1.01555,1.0188,1.02236,1.02576,1.02926,1.03321,1.03668,1.04177,1.045,1.05082,1.0548,1.06054,1.06666,1.07255,1.07997,1.08677,1.09551,1.10381,1.11461,1.12358,1.13585,1.14887,1.16441,1.18012,1.19749,1.22157,1.244,1.27314,1.30773,1.35497,1.40359,1.49056,1.5861,1.72271,2.04801,2.53478,0.0139628,0.0193285,0.0262671,0.0326931,0.0392994,0.0470661,0.0553947,0.0632068,0.07109,0.0798175,0.0873542,0.0981315,0.104841,0.116674,0.124557,0.135714,0.147279,0.158124,0.171411,0.183226,0.197982,0.211532,0.228571,0.242243,0.260302,0.278685,0.299696,0.319999,0.341451,0.369646,0.39447,0.424905,0.458698,0.501372,0.541765,0.606834,0.669929,0.748649,0.899104,1.06532,23.7035,3.26017e+07,1.37001e+06,57571.6
-25.2378,0.943207,0.932635,1,3,0,25.4234,0.327086,0.389181,0.327086,0.389181,0.36384,1.00517,1.0072,1.00987,1.01239,1.01501,1.01815,1.02159,1.02487,1.02825,1.03207,1.03543,1.04034,1.04346,1.04909,1.05293,1.05849,1.0644,1.0701,1.07727,1.08384,1.0923,1.10033,1.11078,1.11947,1.13136,1.14397,1.15903,1.17427,1.19112,1.2145,1.23629,1.26462,1.29828,1.34429,1.3917,1.47661,1.57004,1.70381,2.02301,2.50152,0.0139641,0.0193309,0.0262717,0.0327002,0.0393097,0.0470808,0.0554153,0.0632337,0.0711241,0.0798607,0.0874061,0.0981974,0.104916,0.116768,0.124665,0.135842,0.14743,0.1583,0.171619,0.183464,0.198262,0.211853,0.228949,0.242669,0.260797,0.279256,0.30036,0.320762,0.342324,0.370677,0.39565,0.426283,0.460312,0.503311,0.544037,0.609693,0.673409,0.752969,0.905194,1.07355,23.6868,3.25906e+07,1.36978e+06,57571.6
-25.0147,1,0.932635,2,3,0,25.2084,0.3351,0.386118,0.3351,0.386118,0.37459,1.00532,1.00742,1.01016,1.01275,1.01545,1.01869,1.02222,1.0256,1.02908,1.03301,1.03647,1.04152,1.04473,1.05052,1.05447,1.06018,1.06627,1.07212,1.0795,1.08626,1.09495,1.1032,1.11394,1.12286,1.13507,1.14802,1.16347,1.1791,1.19638,1.22034,1.24265,1.27166,1.30609,1.35312,1.40152,1.48814,1.58332,1.71943,2.04368,2.52903,0.0139631,0.0193289,0.0262679,0.0326943,0.0393012,0.0470686,0.0553983,0.0632115,0.071096,0.079825,0.0873632,0.098143,0.104854,0.11669,0.124576,0.135737,0.147305,0.158155,0.171447,0.183268,0.19803,0.211588,0.228637,0.242318,0.260388,0.278785,0.299811,0.320132,0.341602,0.369825,0.394675,0.425144,0.458978,0.501708,0.542159,0.607329,0.670531,0.749395,0.900154,1.06673,23.7006,3.25997e+07,1.36997e+06,57571.6
-25.7114,0.858979,0.932635,1,3,0,26.0546,0.320746,0.391591,0.320746,0.391591,0.355402,1.00505,1.00704,1.00964,1.0121,1.01466,1.01773,1.02109,1.0243,1.0276,1.03133,1.03461,1.03941,1.04246,1.04797,1.05172,1.05715,1.06293,1.0685,1.07552,1.08194,1.09022,1.09807,1.1083,1.1168,1.12844,1.14078,1.15553,1.17046,1.18697,1.20989,1.23126,1.25906,1.2921,1.3373,1.3839,1.46746,1.55947,1.69137,2.00652,2.47955,0.0139649,0.0193325,0.0262747,0.0327048,0.0393163,0.0470904,0.0554286,0.0632511,0.0711463,0.0798887,0.0874398,0.0982402,0.104965,0.116829,0.124735,0.135926,0.147529,0.158414,0.171754,0.18362,0.198444,0.212062,0.229195,0.242947,0.26112,0.279629,0.300794,0.32126,0.342895,0.371351,0.396424,0.427186,0.461372,0.504587,0.545534,0.61158,0.675711,0.755834,0.909248,1.07904,23.6757,3.25834e+07,1.36962e+06,57571.6
-25.0199,0.851061,0.932635,2,3,0,27.245,0.336748,0.385485,0.336748,0.385485,0.376812,1.00535,1.00746,1.01022,1.01283,1.01555,1.0188,1.02235,1.02575,1.02925,1.0332,1.03668,1.04176,1.04499,1.05082,1.05479,1.06054,1.06665,1.07254,1.07996,1.08675,1.0955,1.10379,1.11459,1.12356,1.13584,1.14885,1.16439,1.18009,1.19746,1.22154,1.24396,1.2731,1.30769,1.35493,1.40354,1.49051,1.58604,1.72263,2.04791,2.53465,0.0139628,0.0193285,0.0262672,0.0326931,0.0392994,0.0470661,0.0553948,0.0632069,0.0710902,0.0798177,0.0873544,0.0981318,0.104841,0.116674,0.124558,0.135715,0.147279,0.158125,0.171412,0.183227,0.197983,0.211533,0.228573,0.242245,0.260304,0.278688,0.299698,0.320002,0.341454,0.36965,0.394475,0.424911,0.458704,0.50138,0.541774,0.606846,0.669943,0.748667,0.899129,1.06535,23.7034,3.26016e+07,1.37001e+06,57571.6
-25.0933,0.974742,0.932635,2,3,0,25.2231,0.330462,0.387893,0.330462,0.387893,0.368357,1.00523,1.00729,1.00999,1.01254,1.0152,1.01838,1.02185,1.02518,1.0286,1.03246,1.03586,1.04084,1.04399,1.04969,1.05358,1.0592,1.06519,1.07095,1.07821,1.08486,1.09342,1.10154,1.11211,1.1209,1.13292,1.14567,1.1609,1.1763,1.19333,1.21696,1.23897,1.26759,1.30157,1.34801,1.39584,1.48148,1.57564,1.7104,2.03174,2.51315,0.0139637,0.0193301,0.0262701,0.0326977,0.0393061,0.0470757,0.0554081,0.0632244,0.0711123,0.0798457,0.0873881,0.0981745,0.10489,0.116735,0.124628,0.135798,0.147378,0.158239,0.171546,0.183382,0.198164,0.211741,0.228818,0.242521,0.260625,0.279058,0.300129,0.320496,0.34202,0.370318,0.395239,0.425803,0.459749,0.502635,0.543244,0.608694,0.672192,0.751457,0.903059,1.07066,23.6926,3.25944e+07,1.36986e+06,57571.6
-25.0749,0.971098,0.932635,2,7,0,25.326,0.339796,0.384313,0.339796,0.384313,0.380932,1.00541,1.00754,1.01034,1.01297,1.01571,1.019,1.0226,1.02603,1.02957,1.03356,1.03708,1.04221,1.04548,1.05136,1.05538,1.06119,1.06737,1.07332,1.08082,1.08768,1.09651,1.10489,1.1158,1.12486,1.13725,1.15039,1.16608,1.18194,1.19946,1.22376,1.24639,1.27578,1.31066,1.35828,1.40727,1.49487,1.59106,1.72853,2.05571,2.54501,0.0139624,0.0193277,0.0262657,0.0326909,0.0392962,0.0470614,0.0553883,0.0631984,0.0710794,0.079804,0.087338,0.098111,0.104817,0.116644,0.124524,0.135674,0.147232,0.158069,0.171346,0.183152,0.197895,0.211432,0.228454,0.242111,0.260148,0.278508,0.299489,0.319763,0.34118,0.369327,0.394105,0.42448,0.458199,0.500774,0.541065,0.605955,0.668861,0.747325,0.897243,1.06281,23.7086,3.26051e+07,1.37008e+06,57571.6
-25.3449,0.970497,0.932635,2,7,0,25.3575,0.325292,0.389865,0.325292,0.389865,0.361446,1.00513,1.00716,1.00981,1.0123,1.01491,1.01803,1.02145,1.02471,1.02807,1.03186,1.0352,1.04008,1.04318,1.04877,1.05259,1.05811,1.06398,1.06964,1.07677,1.0833,1.09171,1.09969,1.11008,1.11871,1.13053,1.14307,1.15804,1.17319,1.18994,1.21319,1.23486,1.26305,1.29653,1.34231,1.38949,1.47403,1.56705,1.7003,2.01835,2.49532,0.0139644,0.0193314,0.0262725,0.0327015,0.0393115,0.0470835,0.0554191,0.0632386,0.0711304,0.0798687,0.0874157,0.0982095,0.10493,0.116785,0.124685,0.135866,0.147458,0.158332,0.171657,0.183508,0.198313,0.211912,0.229018,0.242748,0.260888,0.279362,0.300483,0.320903,0.342485,0.370868,0.395869,0.426538,0.460612,0.503672,0.54446,0.610225,0.674058,0.753776,0.906335,1.07509,23.6836,3.25885e+07,1.36973e+06,57571.6
-25.7252,0.932205,0.932635,1,1,0,25.7279,0.320602,0.391645,0.320602,0.391645,0.355212,1.00505,1.00703,1.00964,1.01209,1.01466,1.01772,1.02108,1.02429,1.02759,1.03131,1.03459,1.03939,1.04244,1.04794,1.05169,1.05712,1.0629,1.06846,1.07548,1.0819,1.09017,1.09802,1.10824,1.11674,1.12837,1.14071,1.15545,1.17037,1.18687,1.20978,1.23114,1.25893,1.29196,1.33714,1.38372,1.46725,1.55923,1.69109,2.00614,2.47905,0.013965,0.0193326,0.0262747,0.0327049,0.0393165,0.0470906,0.0554289,0.0632515,0.0711468,0.0798894,0.0874406,0.0982411,0.104966,0.11683,0.124736,0.135927,0.147531,0.158416,0.171757,0.183623,0.198448,0.212067,0.2292,0.242954,0.261127,0.279637,0.300804,0.321271,0.342908,0.371367,0.396441,0.427207,0.461396,0.504616,0.545568,0.611623,0.675763,0.755899,0.90934,1.07917,23.6754,3.25832e+07,1.36962e+06,57571.6
-25.6666,1,0.932635,2,3,0,25.8179,0.321222,0.391411,0.321222,0.391411,0.356033,1.00506,1.00705,1.00966,1.01212,1.01469,1.01776,1.02113,1.02434,1.02765,1.03138,1.03467,1.03948,1.04254,1.04805,1.05181,1.05725,1.06304,1.06862,1.07565,1.08208,1.09037,1.09824,1.10848,1.117,1.12866,1.14102,1.15579,1.17074,1.18728,1.21023,1.23163,1.25947,1.29256,1.33782,1.38449,1.46814,1.56027,1.69231,2.00776,2.48121,0.0139649,0.0193324,0.0262744,0.0327044,0.0393158,0.0470897,0.0554276,0.0632498,0.0711446,0.0798866,0.0874373,0.098237,0.104961,0.116824,0.124729,0.135919,0.147522,0.158405,0.171743,0.183608,0.19843,0.212046,0.229176,0.242926,0.261096,0.279601,0.300762,0.321222,0.342852,0.371301,0.396366,0.427119,0.461293,0.504491,0.545422,0.611438,0.675537,0.755618,0.908941,1.07863,23.6765,3.25839e+07,1.36964e+06,57571.6
-25.2356,0.874627,0.932635,1,3,0,26.8541,0.343802,0.382769,0.343802,0.382769,0.386369,1.00549,1.00765,1.01048,1.01315,1.01594,1.01927,1.02292,1.0264,1.02999,1.03404,1.0376,1.04281,1.04612,1.05209,1.05616,1.06204,1.06831,1.07434,1.08194,1.08889,1.09785,1.10633,1.11738,1.12656,1.13912,1.15243,1.16831,1.18436,1.2021,1.22668,1.24957,1.2793,1.31456,1.36268,1.41216,1.5006,1.59765,1.73626,2.06592,2.55857,0.0139619,0.0193267,0.0262638,0.0326879,0.0392919,0.0470553,0.0553797,0.0631872,0.0710652,0.0797861,0.0873164,0.0980836,0.104786,0.116605,0.124479,0.135621,0.147169,0.157996,0.17126,0.183053,0.197779,0.211299,0.228298,0.241935,0.259943,0.278272,0.299215,0.319448,0.34082,0.368903,0.39362,0.423913,0.457537,0.499979,0.540136,0.604789,0.667445,0.745572,0.894784,1.0595,23.7154,3.26097e+07,1.37018e+06,57571.6
-25.0144,1,0.932635,2,3,0,25.2034,0.335414,0.385997,0.335414,0.385997,0.375012,1.00533,1.00742,1.01018,1.01277,1.01547,1.01871,1.02225,1.02563,1.02911,1.03304,1.03651,1.04156,1.04478,1.05058,1.05453,1.06025,1.06634,1.0722,1.07959,1.08635,1.09506,1.10331,1.11406,1.12299,1.13522,1.14818,1.16365,1.17929,1.19658,1.22056,1.2429,1.27193,1.30639,1.35346,1.40191,1.48859,1.58383,1.72004,2.04449,2.5301,0.013963,0.0193288,0.0262678,0.0326941,0.0393009,0.0470682,0.0553976,0.0632106,0.0710949,0.0798236,0.0873616,0.0981409,0.104851,0.116687,0.124573,0.135732,0.1473,0.158149,0.17144,0.18326,0.198021,0.211577,0.228625,0.242304,0.260372,0.278766,0.29979,0.320107,0.341574,0.369792,0.394637,0.4251,0.458926,0.501646,0.542085,0.607237,0.670419,0.749256,0.899958,1.06647,23.7011,3.26001e+07,1.36998e+06,57571.6
-25.0231,0.995047,0.932635,2,3,0,25.0528,0.33708,0.385358,0.33708,0.385358,0.377259,1.00536,1.00747,1.01024,1.01284,1.01556,1.01882,1.02238,1.02578,1.02929,1.03324,1.03672,1.04181,1.04505,1.05088,1.05485,1.06061,1.06673,1.07263,1.08005,1.08685,1.09561,1.10391,1.11472,1.1237,1.13599,1.14902,1.16457,1.18029,1.19768,1.22178,1.24423,1.2734,1.30801,1.35529,1.40395,1.49098,1.58659,1.72327,2.04876,2.53578,0.0139628,0.0193284,0.026267,0.0326929,0.0392991,0.0470656,0.0553941,0.063206,0.071089,0.0798162,0.0873526,0.0981296,0.104838,0.116671,0.124554,0.13571,0.147274,0.158119,0.171405,0.183219,0.197973,0.211522,0.22856,0.242231,0.260287,0.278668,0.299676,0.319976,0.341424,0.369615,0.394435,0.424864,0.458649,0.501314,0.541697,0.606749,0.669825,0.74852,0.898923,1.06507,23.704,3.2602e+07,1.37002e+06,57571.6
-25.3932,0.90638,0.932635,1,3,0,25.7,0.324581,0.390135,0.324581,0.390135,0.360499,1.00512,1.00714,1.00978,1.01227,1.01487,1.01799,1.02139,1.02465,1.02799,1.03178,1.03511,1.03997,1.04307,1.04865,1.05245,1.05796,1.06382,1.06946,1.07658,1.08309,1.09148,1.09944,1.1098,1.11841,1.1302,1.14271,1.15765,1.17276,1.18948,1.21267,1.2343,1.26242,1.29584,1.34153,1.38862,1.473,1.56587,1.6989,2.01651,2.49286,0.0139644,0.0193316,0.0262729,0.032702,0.0393123,0.0470846,0.0554206,0.0632406,0.0711329,0.0798718,0.0874194,0.0982143,0.104935,0.116792,0.124692,0.135875,0.147469,0.158345,0.171672,0.183526,0.198334,0.211936,0.229046,0.242779,0.260924,0.279404,0.300532,0.320958,0.342549,0.370943,0.395956,0.42664,0.46073,0.503815,0.544628,0.610437,0.674316,0.754097,0.906789,1.07571,23.6824,3.25877e+07,1.36972e+06,57571.6
-25.104,0.999011,0.932635,2,7,0,25.3623,0.340747,0.383947,0.340747,0.383947,0.382221,1.00543,1.00757,1.01037,1.01301,1.01577,1.01907,1.02267,1.02612,1.02967,1.03367,1.0372,1.04235,1.04563,1.05154,1.05556,1.06139,1.06759,1.07356,1.08108,1.08797,1.09683,1.10523,1.11617,1.12526,1.1377,1.15088,1.16661,1.18251,1.20009,1.22445,1.24714,1.27662,1.31158,1.35932,1.40843,1.49624,1.59263,1.73037,2.05814,2.54824,0.0139623,0.0193275,0.0262653,0.0326902,0.0392952,0.04706,0.0553863,0.0631958,0.071076,0.0797998,0.0873329,0.0981045,0.10481,0.116635,0.124513,0.135662,0.147217,0.158052,0.171326,0.183129,0.197867,0.2114,0.228417,0.242069,0.260099,0.278452,0.299424,0.319688,0.341095,0.369226,0.39399,0.424345,0.458042,0.500585,0.540844,0.605678,0.668524,0.746908,0.896657,1.06202,23.7102,3.26062e+07,1.3701e+06,57571.6
-25.0714,0.973142,0.932635,1,3,0,25.3391,0.331204,0.38761,0.331204,0.38761,0.369352,1.00525,1.00731,1.01002,1.01257,1.01524,1.01843,1.02191,1.02525,1.02868,1.03255,1.03596,1.04094,1.04411,1.04982,1.05372,1.05936,1.06536,1.07114,1.07842,1.08508,1.09366,1.1018,1.1124,1.12121,1.13327,1.14605,1.16131,1.17675,1.19382,1.2175,1.23956,1.26824,1.30229,1.34883,1.39675,1.48254,1.57687,1.71185,2.03366,2.51569,0.0139636,0.0193299,0.0262698,0.0326972,0.0393053,0.0470746,0.0554066,0.0632223,0.0711097,0.0798424,0.0873841,0.0981695,0.104884,0.116728,0.124619,0.135788,0.147366,0.158225,0.171531,0.183363,0.198143,0.211717,0.228789,0.242489,0.260587,0.279014,0.300078,0.320438,0.341953,0.370239,0.395149,0.425697,0.459626,0.502486,0.54307,0.608475,0.671926,0.751126,0.902592,1.07003,23.6939,3.25953e+07,1.36988e+06,57571.6
-25.9993,0.855466,0.932635,1,3,0,26.1995,0.318002,0.39263,0.318002,0.39263,0.351768,1.005,1.00696,1.00955,1.01198,1.01452,1.01755,1.02087,1.02405,1.02732,1.03101,1.03426,1.03901,1.04203,1.04748,1.0512,1.05657,1.0623,1.06781,1.07476,1.08112,1.08932,1.09709,1.10722,1.11564,1.12717,1.13941,1.15402,1.16881,1.18517,1.20789,1.22908,1.25665,1.28942,1.33427,1.38052,1.46348,1.55489,1.68596,1.99934,2.46998,0.0139653,0.0193332,0.0262759,0.0327067,0.0393192,0.0470945,0.0554344,0.0632586,0.0711558,0.0799008,0.0874543,0.0982586,0.104986,0.116855,0.124765,0.135962,0.147572,0.158463,0.171812,0.183687,0.198523,0.212152,0.229301,0.243067,0.261259,0.27979,0.300982,0.321475,0.343142,0.371644,0.396759,0.427578,0.461833,0.505141,0.546185,0.612401,0.676714,0.757084,0.911021,1.08145,23.6708,3.25802e+07,1.36956e+06,57571.6
-25.045,1,0.932635,2,3,0,25.8218,0.338535,0.384798,0.338535,0.384798,0.379226,1.00539,1.00751,1.01029,1.01291,1.01564,1.01892,1.0225,1.02592,1.02944,1.03341,1.03691,1.04203,1.04528,1.05114,1.05513,1.06092,1.06707,1.073,1.08046,1.08729,1.09609,1.10443,1.1153,1.12432,1.13667,1.14976,1.16538,1.18117,1.19863,1.22284,1.24538,1.27467,1.30943,1.35689,1.40573,1.49307,1.58899,1.72609,2.05249,2.54073,0.0139626,0.019328,0.0262663,0.0326918,0.0392975,0.0470634,0.055391,0.063202,0.0710838,0.0798097,0.0873448,0.0981196,0.104827,0.116657,0.124538,0.135691,0.147251,0.158092,0.171373,0.183183,0.197931,0.211474,0.228503,0.242167,0.260212,0.278582,0.299576,0.319862,0.341293,0.369461,0.394258,0.424658,0.458408,0.501024,0.541358,0.606323,0.669308,0.747879,0.898021,1.06386,23.7064,3.26037e+07,1.37005e+06,57571.6
