# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SSx43SnIa_model
# start_datetime = 2023-07-24 11:16:10 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpsjosbz2s/9rbfn0mp.json
# init = /tmp/tmpsjosbz2s/qwqasnzb.json
# random
#   seed = 36427
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-LCDM/SS+SnIa/LISA/SS+SnIa-20230724121610.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,alpha,theta.1,theta.2,theta.3,dL.1,dL.2,dL.3,dL.4,dL.5,dL.6,dL.7,dL.8,dL.9,dL.10,dL.11,dL.12,dL.13,dL.14,dL.15,correction,Delta,A,B,C
-32.9907,0.983342,0.350434,3,7,0,33.4758,0.71802,0.296433,0.137244,0.71802,0.296433,0.137244,0.977969,2.37792,11.1669,12.2842,12.3483,12.5685,15.7305,24.6227,24.6638,24.9972,25.4461,34.5521,43.8867,53.6173,58.9701,1.01256,23.6961,3.26328e+07,1.37066e+06,57571.6
-32.3267,0.985321,0.350434,2,7,0,33.6267,0.707929,0.294188,0.423313,0.707929,0.294188,0.423313,0.994699,2.4266,11.5232,12.6862,12.7529,12.9822,16.2773,25.5597,25.6027,25.951,26.4199,35.9372,45.6978,55.8744,61.4731,1.03801,23.6923,3.26302e+07,1.37061e+06,57571.6
-31.9412,0.986629,0.350434,3,15,0,32.9038,0.709697,0.297703,-0.0132099,0.709697,0.297703,-0.0132099,0.987842,2.39741,11.1889,12.3032,12.3671,12.5867,15.7379,24.5921,24.6331,24.9649,25.4116,34.4731,43.76,53.4399,58.7645,0.998779,23.6983,3.26343e+07,1.37069e+06,57571.6
-32.1029,0.965694,0.350434,2,3,0,32.7401,0.708792,0.301679,0.067422,0.708792,0.301679,0.067422,0.989286,2.4016,11.2222,12.341,12.4051,12.6256,15.79,24.683,24.7242,25.0575,25.5062,34.6086,43.9375,53.6611,59.0098,1.0062,23.705,3.26388e+07,1.37079e+06,57571.6
-31.9476,1,0.350434,3,7,0,32.3531,0.708196,0.302063,0.184144,0.708196,0.302063,0.184144,0.991147,2.40907,11.3036,12.434,12.4989,12.7217,15.9205,24.9158,24.9575,25.2947,25.7487,34.9596,44.4012,54.2427,59.6564,1.01681,23.7057,3.26393e+07,1.3708e+06,57571.6
-32.8072,0.670183,0.350434,2,3,0,35.8586,0.70694,0.30543,-0.0136423,0.70694,0.30543,-0.0136423,0.990535,2.40099,11.1662,12.2755,12.3391,12.5577,15.6938,24.5018,24.5425,24.8726,25.3169,34.328,43.5618,53.1853,58.4786,0.998738,23.7113,3.26432e+07,1.37088e+06,57571.6
-32.1881,0.98646,0.350434,3,7,0,33.8523,0.712193,0.283497,0.454092,0.712193,0.283497,0.454092,0.990466,2.42093,11.5658,12.7383,12.8056,13.0368,16.3608,25.7333,25.7768,26.1286,26.6023,36.2186,46.0836,56.371,62.0312,1.04062,23.6737,3.26177e+07,1.37035e+06,57571.6
-32.0689,0.999202,0.350434,3,11,0,32.3976,0.704629,0.277404,-0.0162944,0.704629,0.277404,-0.0162944,0.997987,2.42994,11.4489,12.5967,12.6626,12.8888,16.1378,25.2776,25.3199,25.6627,26.1241,35.4869,45.087,55.0959,60.6026,0.9985,23.6629,3.26106e+07,1.3702e+06,57571.6
-31.2876,1,0.350434,2,3,0,32.0318,0.706798,0.278547,-0.104823,0.706798,0.278547,-0.104823,0.993923,2.41719,11.3439,12.4778,12.5429,12.7664,15.9745,24.9944,25.0361,25.3742,25.8295,35.0657,44.5344,54.4059,59.8367,0.990289,23.6649,3.26119e+07,1.37023e+06,57571.6
-31.2558,0.955756,0.350434,2,7,0,33.1267,0.712682,0.277802,-0.0490356,0.712682,0.277802,-0.0490356,0.98635,2.40058,11.2943,12.4254,12.4903,12.7132,15.9142,24.9174,24.9591,25.2967,25.7512,34.9727,44.4272,54.2843,59.7073,0.995475,23.6636,3.26111e+07,1.37021e+06,57571.6
-33.6481,0.786117,0.350434,2,7,0,34.6309,0.709097,0.281424,0.493516,0.709097,0.281424,0.493516,0.995384,2.43462,11.6581,12.842,12.91,13.1435,16.5009,25.9709,26.0148,26.3704,26.8491,36.5682,46.5398,56.939,62.6608,1.04402,23.67,3.26153e+07,1.3703e+06,57571.6
-32.0301,0.990315,0.350434,2,7,0,37.116,0.709688,0.272973,-0.372739,0.709688,0.272973,-0.372739,0.988099,2.39767,11.163,12.2718,12.3354,12.5538,15.6882,24.4904,24.5311,24.8609,25.305,34.3114,43.5426,53.1657,58.4599,0.964867,23.655,3.26054e+07,1.37009e+06,57571.6
-32.1812,0.917226,0.350434,2,7,0,33.8958,0.698574,0.284024,-0.433544,0.698574,0.284024,-0.433544,1.00134,2.42325,11.1925,12.2979,12.3613,12.579,15.7017,24.4624,24.5029,24.831,25.2728,34.2302,43.4083,52.9744,58.2367,0.958879,23.6746,3.26184e+07,1.37036e+06,57571.6
-32.2209,0.894029,0.350434,4,15,0,33.8179,0.708134,0.266182,-0.248213,0.708134,0.266182,-0.248213,0.992608,2.41507,11.34,12.4735,12.5385,12.7619,15.9688,24.9849,25.0267,25.3647,25.8197,35.0526,44.5189,54.3888,59.8191,0.976836,23.6426,3.25973e+07,1.36992e+06,57571.6
-31.5932,0.955195,0.350434,3,7,0,33.1029,0.715441,0.28679,0.0541829,0.715441,0.28679,0.0541829,0.982149,2.38958,11.2376,12.363,12.4276,12.6494,15.8342,24.7921,24.8336,25.1694,25.6216,34.7962,44.2021,54.0078,59.4022,1.00497,23.6795,3.26216e+07,1.37043e+06,57571.6
-32.1041,0.948891,0.350434,2,7,0,33.4351,0.70551,0.27464,-0.0343583,0.70551,0.27464,-0.0343583,0.996996,2.42815,11.4481,12.5964,12.6623,12.8886,16.139,25.2834,25.3257,25.6686,26.1303,35.4985,45.1044,55.1198,60.63,0.996834,23.658,3.26073e+07,1.37013e+06,57571.6
-33.9802,0.898182,0.350434,2,3,0,34.2185,0.715083,0.27008,-0.448026,0.715083,0.27008,-0.448026,0.98033,2.37778,11.0516,12.1478,12.2107,12.4267,15.5249,24.2233,24.2636,24.5894,25.0282,33.9271,43.0479,52.5559,57.7868,0.957571,23.6497,3.26019e+07,1.37002e+06,57571.6
-31.8446,0.960749,0.350434,2,7,0,35.1558,0.708411,0.270115,-0.320266,0.708411,0.270115,-0.320266,0.990879,2.40716,11.2475,12.3677,12.4319,12.6526,15.8203,24.72,24.7612,25.0947,25.5438,34.6531,43.991,53.726,59.0819,0.96994,23.6498,3.2602e+07,1.37002e+06,57571.6
-31.8378,0.997669,0.350434,2,3,0,31.9565,0.708928,0.270215,-0.311709,0.708928,0.270215,-0.311709,0.990227,2.40578,11.2444,12.3645,12.4288,12.6495,15.8171,24.7171,24.7583,25.0919,25.541,34.6508,43.9894,53.7251,59.0814,0.97076,23.65,3.26021e+07,1.37002e+06,57571.6
-34.8631,0.460958,0.350434,1,3,0,37.9876,0.713763,0.283961,-0.448601,0.713763,0.283961,-0.448601,0.979876,2.37087,10.9439,12.0243,12.0863,12.299,15.3508,23.9118,23.9514,24.272,24.7037,33.4565,42.4248,51.7722,56.9141,0.957406,23.6745,3.26183e+07,1.37036e+06,57571.6
-31.0498,0.99176,0.350434,2,7,0,35.1052,0.7122,0.283568,0.0610199,0.7122,0.283568,0.0610199,0.987157,2.40319,11.3219,12.4571,12.5223,12.746,15.9595,24.9998,25.0417,25.3807,25.8371,35.0979,44.593,54.4921,59.9381,1.0056,23.6738,3.26178e+07,1.37035e+06,57571.6
-31.5525,0.974356,0.350434,3,7,0,32.3229,0.712732,0.27346,-0.133083,0.712732,0.27346,-0.133083,0.986163,2.39959,11.2772,12.4055,12.4702,12.6926,15.8852,24.8627,24.9043,25.2409,25.694,34.8882,44.3146,54.1426,59.5496,0.987659,23.6558,3.26059e+07,1.3701e+06,57571.6
-31.4639,0.993754,0.350434,3,15,0,32.2016,0.716923,0.279861,0.274773,0.716923,0.279861,0.274773,0.983013,2.39986,11.4143,12.5672,12.6334,12.8607,16.1275,25.3316,25.3742,25.7196,26.1846,35.623,45.3039,55.3987,60.9528,1.02484,23.6673,3.26135e+07,1.37026e+06,57571.6
-32.3509,0.892464,0.350434,2,7,0,36.63,0.701741,0.275357,-0.187236,0.701741,0.275357,-0.187236,1.00079,2.43288,11.3987,12.5365,12.6018,12.826,16.0445,25.0912,25.1331,25.4722,25.9287,35.1908,44.6858,54.5847,60.0306,0.982568,23.6592,3.26082e+07,1.37015e+06,57571.6
-32.7017,0.867972,0.350434,2,3,0,34.3573,0.705026,0.270503,-0.0682724,0.705026,0.270503,-0.0682724,0.998005,2.43138,11.4721,12.6233,12.6894,12.9163,16.1751,25.3441,25.3865,25.7304,26.1933,35.5874,45.2204,55.2644,60.7906,0.9937,23.6505,3.26024e+07,1.37003e+06,57571.6
-33.1644,0.963313,0.350434,3,11,0,33.7523,0.717786,0.282187,-0.154281,0.717786,0.282187,-0.154281,0.977684,2.3749,11.1044,12.2113,12.2748,12.4929,15.6236,24.4213,24.4621,24.7918,25.2357,34.2411,43.4719,53.0945,58.3882,0.985649,23.6714,3.26162e+07,1.37031e+06,57571.6
-31.658,1,0.350434,2,3,0,33.2122,0.715288,0.277008,-0.0645172,0.715288,0.277008,-0.0645172,0.982734,2.39168,11.2501,12.3766,12.4412,12.6632,15.8511,24.8169,24.8584,25.1946,25.6472,34.8301,44.2452,54.0611,59.4614,0.994041,23.6622,3.26101e+07,1.37019e+06,57571.6
-32.0057,0.923147,0.350434,2,3,0,32.5728,0.714602,0.279293,-0.165491,0.714602,0.279293,-0.165491,0.982376,2.38714,11.1724,12.2868,12.3508,12.5704,15.7225,24.5816,24.6226,24.9546,25.4017,34.4707,43.7672,53.4587,58.7903,0.984603,23.6663,3.26128e+07,1.37024e+06,57571.6
-34.0049,0.978884,0.350434,3,7,0,35.3421,0.704699,0.315199,0.178029,0.704699,0.315199,0.178029,0.994113,2.41126,11.2458,12.3657,12.4299,12.6506,15.8178,24.7173,24.7585,25.092,25.541,34.6482,43.981,53.7074,59.0572,1.0163,23.7275,3.26543e+07,1.37112e+06,57571.6
-31.3036,0.991539,0.350434,3,7,0,34.5196,0.704628,0.288414,-0.106881,0.704628,0.288414,-0.106881,0.995443,2.41689,11.288,12.4125,12.477,12.6985,15.8786,24.8141,24.8555,25.1904,25.6412,34.7866,44.1602,53.9312,59.3062,0.990079,23.6823,3.26235e+07,1.37047e+06,57571.6
-31.5353,0.977428,0.350434,3,7,0,32.1095,0.706081,0.274692,-0.295101,0.706081,0.274692,-0.295101,0.993669,2.41276,11.2594,12.3798,12.4441,12.6649,15.8329,24.7327,24.7739,25.1074,25.5565,34.6647,44.0007,53.7334,59.0878,0.972325,23.658,3.26074e+07,1.37013e+06,57571.6
-34.3527,0.917043,0.350434,2,7,0,35.6094,0.711683,0.253168,-0.394359,0.711683,0.253168,-0.394359,0.988338,2.40607,11.3073,12.4378,12.5027,12.7255,15.9238,24.9156,24.9572,25.2943,25.7482,34.9571,44.4,54.2467,59.6647,0.962921,23.6183,3.25817e+07,1.36959e+06,57571.6
-32.0345,0.997712,0.350434,3,7,0,34.8751,0.701984,0.284743,-0.447279,0.701984,0.284743,-0.447279,0.996204,2.41009,11.1214,12.2191,12.282,12.4982,15.5987,24.2961,24.3364,24.6621,25.1006,33.9926,43.1035,52.5993,57.8228,0.95753,23.6759,3.26192e+07,1.37038e+06,57571.6
-33.4156,0.790206,0.350434,2,5,0,34.2638,0.706982,0.287182,-0.497377,0.706982,0.287182,-0.497377,0.988195,2.38812,10.9836,12.0651,12.1271,12.3401,15.3938,23.9569,23.9965,24.3171,24.7488,33.501,42.4675,51.8125,56.9529,0.952586,23.6802,3.2622e+07,1.37044e+06,57571.6
-32.7623,1,0.350434,1,1,0,33.429,0.706724,0.285053,-0.465593,0.706724,0.285053,-0.465593,0.989266,2.3926,11.0305,12.1184,12.1808,12.3951,15.4678,24.0865,24.1263,24.4491,24.8836,33.6944,42.7217,52.1304,57.306,0.955732,23.6764,3.26196e+07,1.37039e+06,57571.6
-32.3877,0.991074,0.350434,2,7,0,33.8529,0.709737,0.280188,-0.391795,0.709737,0.280188,-0.391795,0.986664,2.39061,11.0817,12.179,12.242,12.4581,15.559,24.2623,24.3025,24.6286,25.0675,33.9691,43.0913,52.5997,57.8304,0.962972,23.6679,3.26139e+07,1.37027e+06,57571.6
-31.3559,0.997981,0.350434,2,7,0,32.514,0.706033,0.281123,-0.0394503,0.706033,0.281123,-0.0394503,0.995222,2.42111,11.3766,12.515,12.5803,12.8047,16.0259,25.0845,25.1265,25.4661,25.9234,35.2004,44.7113,54.6268,60.0817,0.996359,23.6695,3.2615e+07,1.37029e+06,57571.6
-32.1085,0.988694,0.350434,2,7,0,32.5799,0.702773,0.277489,-0.508225,0.702773,0.277489,-0.508225,0.995607,2.40979,11.1304,12.2294,12.2925,12.5089,15.6135,24.323,24.3633,24.6894,25.1286,34.0338,43.1589,52.6702,57.9025,0.951598,23.6631,3.26107e+07,1.3702e+06,57571.6
