# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CC_model
# start_datetime = 2023-07-24 10:21:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpseqr2vt3/mculhrra.json
# init = /tmp/tmpseqr2vt3/mi8fyus0.json
# random
#   seed = 77511
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/CC/CC-20230724112113.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,H.10,H.11,H.12,H.13,H.14,H.15,H.16,H.17,H.18,H.19,H.20,H.21,H.22,H.23,H.24,H.25,H.26,H.27,H.28,H.29,H.30,H.31,H.32
# Adaptation terminated
# Step size = 0.369154
# Diagonal elements of inverse mass matrix:
# 0.00222, 0.0368718
-9.5386,1,0.369154,1,1,0,10.0949,0.694947,0.332191,72.0455,72.8206,74.0213,76.1229,76.5143,77.3985,77.4433,80.6936,81.1769,84.7938,86.2639,87.3352,87.3569,88.699,89.8095,91.2214,91.696,91.7936,98.5424,104.078,108.735,110.853,117.476,117.836,119.286,129.558,150.814,156.184,162.004,170.898,191.285,212.234
-8.93433,0.999629,0.369154,2,3,0,9.51597,0.687267,0.299583,71.0057,71.6996,72.776,74.6637,75.0158,75.8116,75.8519,78.7836,79.2204,82.4945,83.828,84.8008,84.8205,86.0403,87.0504,88.3358,88.7682,88.8571,95.0188,100.089,104.365,106.312,112.41,112.742,114.079,123.566,143.266,148.253,153.664,161.938,180.933,200.481
-10.2053,0.804973,0.369154,2,7,0,10.8193,0.690374,0.356296,71.7518,72.5753,73.8498,76.0776,76.4921,77.428,77.4753,80.9104,81.4206,85.2333,86.7807,87.9077,87.9304,89.3414,90.508,91.9905,92.4886,92.591,99.6634,105.452,110.314,112.523,119.423,119.799,121.308,131.99,154.044,159.607,165.635,174.839,195.92,217.56
-12.4556,0.763821,0.369154,2,7,0,13.2661,0.708231,0.352484,73.5784,74.4145,75.7088,77.9716,78.3928,79.3435,79.3916,82.8823,83.4008,87.2769,88.8503,89.9964,90.0195,91.4544,92.641,94.1491,94.6558,94.76,101.956,107.848,112.798,115.047,122.075,122.457,123.995,134.877,157.351,163.022,169.166,178.549,200.043,222.111
-9.50178,1,0.369154,2,3,0,11.7537,0.690749,0.340006,71.6688,72.4566,73.6766,75.8111,76.2086,77.1062,77.1516,80.4495,80.9397,84.6064,86.0961,87.1814,87.2033,88.5628,89.6873,91.1168,91.5973,91.696,98.5246,104.122,108.828,110.967,117.656,118.02,119.484,129.85,151.286,156.698,162.564,171.525,192.061,213.156
-8.9192,0.897829,0.369154,2,3,0,10.3227,0.690481,0.316152,71.4623,72.1966,73.3348,75.329,75.7007,76.5405,76.583,79.6735,80.1335,83.5786,84.9802,86.0022,86.0228,87.3037,88.3638,89.7124,90.1658,90.2591,96.7138,102.017,106.483,108.515,114.875,115.221,116.614,126.493,146.968,152.146,157.761,166.343,186.031,206.275
-9.11939,0.998854,0.369154,3,7,0,9.14611,0.696703,0.282573,71.8514,72.5163,73.5483,75.36,75.6982,76.4628,76.5015,79.3216,79.7421,82.8976,84.1844,85.1235,85.1425,86.3207,87.2968,88.5396,88.9578,89.0437,95.0105,99.9298,104.083,105.976,111.909,112.233,113.535,122.782,142.023,146.901,152.195,160.295,178.906,198.077
-9.95608,0.925425,0.369154,2,3,0,10.0197,0.717205,0.289876,74.0229,74.7244,75.813,77.7231,78.0795,78.8853,78.9261,81.8965,82.3393,85.6603,87.0138,88.0015,88.0214,89.2602,90.2863,91.5925,92.0319,92.1222,98.3889,103.551,107.907,109.892,116.11,116.449,117.813,127.498,147.63,152.731,158.266,166.732,186.178,206.201
-11.8015,0.793387,0.369154,2,7,0,12.4445,0.669082,0.269908,68.9103,69.5211,70.4697,72.1362,72.4475,73.1514,73.1871,75.7857,76.1735,79.0855,80.2739,81.1417,81.1593,82.2484,83.151,84.3007,84.6876,84.7671,90.2936,94.8563,98.7124,100.471,105.987,106.288,107.499,116.109,134.051,138.605,143.549,151.116,168.515,186.451
-12.9861,0.795613,0.369154,1,1,0,13.3427,0.665742,0.262485,68.5122,69.1039,70.0228,71.6381,71.9399,72.6225,72.6571,75.1783,75.5547,78.3825,79.5372,80.3805,80.3975,81.4562,82.3338,83.4519,83.8282,83.9056,89.284,93.7284,97.4868,99.2014,104.582,104.876,106.058,114.463,131.998,136.45,141.286,148.69,165.72,183.284
-8.81907,0.905977,0.369154,1,3,0,13.4575,0.685114,0.31488,70.8972,71.623,72.7481,74.7193,75.0868,75.9171,75.9591,79.0146,79.4694,82.8758,84.2619,85.2726,85.293,86.5597,87.6082,88.942,89.3904,89.4826,95.8673,101.113,105.532,107.542,113.835,114.178,115.557,125.332,145.597,150.722,156.28,164.775,184.264,204.306
-9.10482,0.951144,0.369154,2,3,0,9.17835,0.678125,0.303867,70.0927,70.7869,71.8634,73.7508,74.1028,74.8983,74.9386,77.8683,78.3047,81.575,82.9066,83.8778,83.8974,85.1152,86.1234,87.4064,87.8378,87.9265,94.0739,99.1306,103.393,105.333,111.41,111.741,113.073,122.523,142.136,147.1,152.484,160.718,179.615,199.058
-9.56776,0.966959,0.369154,2,7,0,9.8561,0.680157,0.362338,70.7344,71.5588,72.8346,75.0638,75.4785,76.4146,76.4619,79.8965,80.4065,84.2164,85.7621,86.8877,86.9104,88.3193,89.4841,90.9641,91.4613,91.5635,98.6205,104.393,109.24,111.442,118.318,118.692,120.196,130.835,152.789,158.325,164.323,173.48,194.448,215.968
-8.87275,0.89701,0.369154,2,7,0,10.586,0.688409,0.317086,71.2547,71.9889,73.1269,75.1206,75.4922,76.3318,76.3743,79.4636,79.9234,83.3668,84.7677,85.7891,85.8097,87.0898,88.1493,89.497,89.9501,90.0433,96.4934,101.792,106.254,108.284,114.638,114.984,116.376,126.244,146.696,151.867,157.475,166.046,185.709,205.926
-9.4453,0.898685,0.369154,2,7,0,9.56595,0.670447,0.306655,69.3195,70.0119,71.0855,72.9675,73.3185,74.1116,74.1517,77.072,77.5069,80.7656,82.0923,83.0598,83.0794,84.2924,85.2966,86.5744,87.0041,87.0925,93.2136,98.2471,102.489,104.42,110.466,110.796,112.121,121.521,141.024,145.959,151.312,159.496,178.278,197.601
-9.99916,0.996515,0.369154,3,11,0,10.1755,0.6357,0.38146,66.2424,67.0518,68.3034,70.488,70.8941,71.8104,71.8567,75.2148,75.7129,79.4308,80.9375,82.0341,82.0562,83.4282,84.562,86.002,86.4855,86.5849,93.4411,99.0404,103.737,105.869,112.522,112.883,114.337,124.616,145.793,151.127,156.904,165.722,185.9,206.594
-9.3389,0.990437,0.369154,4,15,0,9.99109,0.647505,0.395708,67.5721,68.4259,69.7455,72.0468,72.4744,73.4388,73.4876,77.0192,77.5427,81.4472,83.0283,84.1785,84.2017,85.6404,86.829,88.338,88.8447,88.9488,96.1263,101.981,106.888,109.115,116.059,116.436,117.954,128.671,150.729,156.281,162.294,171.467,192.449,213.959
-10.2958,0.747535,0.369154,1,3,0,10.7513,0.639704,0.357908,66.4968,67.2631,68.4492,70.5221,70.9078,71.7785,71.8225,75.0181,75.4927,79.0391,80.4783,81.5263,81.5475,82.8596,83.9445,85.3231,85.7863,85.8815,92.4572,97.8384,102.358,104.411,110.825,111.174,112.577,122.503,142.996,148.164,153.765,162.315,181.9,202.002
-8.81136,0.998016,0.369154,3,11,0,10.1701,0.682578,0.324014,70.7025,71.4458,72.5976,74.6145,74.9904,75.8394,75.8823,79.0049,79.4695,82.9474,84.3617,85.3926,85.4134,86.7052,87.7742,89.1338,89.5909,89.6849,96.1878,101.526,106.019,108.064,114.458,114.806,116.207,126.132,146.687,151.882,157.515,166.123,185.862,206.153
-9.12735,0.981835,0.369154,2,7,0,10.2043,0.652664,0.373561,67.9544,68.7689,70.0289,72.2289,72.638,73.5613,73.608,76.9931,77.4955,81.2462,82.767,83.874,83.8963,85.2817,86.4267,87.8812,88.3697,88.4701,95.3994,101.062,105.814,107.972,114.707,115.073,116.546,126.957,148.423,153.832,159.691,168.635,189.107,210.11
-9.94479,0.769407,0.369154,1,3,0,10.4955,0.670058,0.389151,69.8782,70.7478,72.092,74.4373,74.8731,75.8564,75.9061,79.5079,80.0419,84.0266,85.6407,86.8152,86.8389,88.3082,89.5221,91.0636,91.5813,91.6877,99.0231,105.01,110.029,112.307,119.414,119.8,121.353,132.327,154.922,160.611,166.772,176.174,197.684,219.738
-11.6218,0.826053,0.369154,2,7,0,12.1074,0.622277,0.380355,64.8363,65.6264,66.8482,68.981,69.3775,70.2721,70.3173,73.5962,74.0826,77.7131,79.1845,80.2554,80.277,81.617,82.7243,84.1307,84.603,84.7001,91.3968,96.8666,101.454,103.537,110.037,110.39,111.811,121.854,142.547,147.759,153.405,162.022,181.742,201.967
-11.1444,0.959311,0.369154,2,5,0,12.4969,0.631853,0.360872,65.7009,66.4638,67.6445,69.7076,70.0914,70.9579,71.0017,74.181,74.6531,78.1804,79.6116,80.6538,80.6748,81.9794,83.058,84.4286,84.889,84.9836,91.5194,96.8664,101.356,103.396,109.767,110.113,111.506,121.364,141.708,146.838,152.396,160.883,180.318,200.265
-8.88016,0.95768,0.369154,2,7,0,11.5683,0.665887,0.353316,69.1854,69.9733,71.1929,73.325,73.7218,74.6177,74.663,77.9518,78.4403,82.0918,83.5741,84.6537,84.6755,86.0272,87.145,88.5655,89.0428,89.1409,95.9191,101.468,106.13,108.248,114.866,115.226,116.674,126.921,148.083,153.421,159.207,168.041,188.277,209.053
-10.2716,0.633081,0.369154,2,3,0,11.3914,0.66283,0.408381,69.2618,70.1625,71.5538,73.9787,74.4289,75.4444,75.4957,79.2113,79.7617,83.8646,85.5249,86.7324,86.7567,88.2666,89.5135,91.0963,91.6276,91.7368,99.2584,105.388,110.521,112.85,120.109,120.503,122.089,133.283,156.298,162.088,168.357,177.918,199.782,222.186
-9.28632,1,0.369154,1,3,0,10.08,0.651572,0.392684,67.9753,68.8282,70.1465,72.446,72.8733,73.8372,73.8859,77.4161,77.9394,81.8434,83.4246,84.575,84.5982,86.0372,87.226,88.7356,89.2424,89.3466,96.528,102.388,107.299,109.528,116.48,116.858,118.377,129.11,151.203,156.765,162.787,171.977,193.001,214.554
-9.17138,0.883941,0.369154,2,3,0,9.96056,0.651367,0.380592,67.8688,68.6964,69.9761,72.2098,72.625,73.562,73.6094,77.0434,77.5528,81.355,82.896,84.0175,84.0401,85.4434,86.6031,88.0759,88.5706,88.6722,95.6853,101.413,106.218,108.399,115.205,115.575,117.063,127.579,149.248,154.706,160.618,169.641,190.29,211.468
-8.81701,0.931856,0.369154,3,11,0,9.81755,0.681033,0.328732,70.5774,71.3294,72.4944,74.534,74.914,75.7723,75.8157,78.9715,79.4409,82.9539,84.3821,85.423,85.444,86.7482,87.8273,89.1995,89.6608,89.7556,96.3164,101.7,106.229,108.29,114.733,115.084,116.495,126.493,147.187,152.416,158.085,166.747,186.606,207.016
-8.88339,0.995785,0.369154,3,11,0,8.90323,0.667623,0.337665,69.2525,70.0089,71.1804,73.2302,73.6119,74.474,74.5177,77.6857,78.1567,81.68,83.1115,84.1546,84.1757,85.4823,86.5631,87.9373,88.3991,88.4941,95.0593,100.442,104.968,107.026,113.46,113.81,115.218,125.193,145.822,151.031,156.678,165.303,185.074,205.384
-8.92111,0.997954,0.369154,3,11,0,9.04644,0.691933,0.311792,71.5797,72.3058,73.4315,75.4042,75.7719,76.6029,76.645,79.7039,80.1593,83.5707,84.9591,85.9716,85.992,87.261,88.3115,89.648,90.0974,90.1898,96.589,101.849,106.279,108.296,114.608,114.952,116.335,126.144,146.484,151.629,157.209,165.739,185.31,205.44
-9.04023,0.998549,0.369154,3,7,0,9.1553,0.699014,0.298802,72.2134,72.9174,74.0095,75.9248,76.282,77.0895,77.1304,80.1053,80.5485,83.8711,85.2245,86.2117,86.2317,87.4697,88.4948,89.7995,90.2383,90.3285,96.5829,101.73,106.07,108.047,114.238,114.575,115.933,125.565,145.568,150.633,156.127,164.53,183.82,203.673
-8.86213,0.998834,0.369154,3,11,0,9.26355,0.667587,0.350697,69.343,70.1273,71.3415,73.4644,73.8595,74.7516,74.7967,78.0724,78.559,82.197,83.6739,84.7497,84.7714,86.1185,87.2325,88.6484,89.1241,89.2219,95.9791,101.512,106.161,108.274,114.876,115.235,116.679,126.903,148.021,153.35,159.124,167.943,188.145,208.887
-9.06236,0.978502,0.369154,3,11,0,9.19911,0.699283,0.300628,72.255,72.9635,74.0623,75.9893,76.3487,77.161,77.2021,80.1944,80.6402,83.9815,85.3424,86.3351,86.3551,87.5998,88.6305,89.9421,90.3832,90.4739,96.7604,101.933,106.294,108.28,114.5,114.839,116.203,125.878,145.966,151.051,156.568,165.004,184.371,204.3
-13.5401,0.598369,0.369154,3,11,0,14.926,0.650019,0.481339,68.432,69.4642,71.0548,73.8159,74.3273,75.4789,75.537,79.7334,80.353,84.9564,86.8123,88.1598,88.1869,89.8693,91.2566,93.0151,93.6048,93.7259,102.044,108.788,114.417,116.965,124.891,125.321,127.048,139.217,164.123,170.37,177.127,187.422,210.921,234.955
-9.17856,0.919167,0.369154,2,7,0,16.0075,0.669034,0.317692,69.2537,69.9685,71.0765,73.0175,73.3793,74.1967,74.238,77.2455,77.6931,81.0451,82.4087,83.4029,83.423,84.669,85.7003,87.0121,87.4531,87.5438,93.8216,98.9783,103.321,105.297,111.479,111.816,113.171,122.773,142.673,147.705,153.161,161.501,180.631,200.3
-9.66565,0.96883,0.369154,3,11,0,10.1203,0.703673,0.3161,72.8271,73.5753,74.7351,76.7671,77.1459,78.0016,78.0449,81.194,81.6627,85.1731,86.6013,87.6427,87.6637,88.9688,90.0491,91.4233,91.8853,91.9803,98.5576,103.961,108.512,110.583,117.063,117.416,118.836,128.902,149.766,155.042,160.764,169.509,189.572,210.201
-9.66565,0.396484,0.369154,1,1,0,11.7471,0.703673,0.3161,72.8271,73.5753,74.7351,76.7671,77.1459,78.0016,78.0449,81.194,81.6627,85.1731,86.6013,87.6427,87.6637,88.9688,90.0491,91.4233,91.8853,91.9803,98.5576,103.961,108.512,110.583,117.063,117.416,118.836,128.902,149.766,155.042,160.764,169.509,189.572,210.201
-9.05234,1,0.369154,1,3,0,9.61366,0.699693,0.297121,72.2707,72.9716,74.0589,75.9659,76.3217,77.1258,77.1665,80.1293,80.5707,83.8804,85.2287,86.2123,86.2321,87.4656,88.487,89.787,90.2243,90.3142,96.5471,101.678,106.004,107.975,114.147,114.484,115.837,125.443,145.394,150.446,155.927,164.309,183.555,203.364
-9.58372,0.918013,0.369154,3,11,0,10.2861,0.661051,0.394673,68.9784,69.8478,71.1917,73.5355,73.971,74.9534,75.003,78.6003,79.1336,83.1111,84.7218,85.8937,85.9173,87.3831,88.594,90.1315,90.6477,90.7538,98.0672,104.034,109.034,111.303,118.38,118.765,120.311,131.235,153.718,159.378,165.507,174.857,196.248,218.176
-9.39004,0.999261,0.369154,3,11,0,10.4815,0.70095,0.269059,72.186,72.824,73.8148,75.5555,75.8806,76.616,76.6532,79.3678,79.7729,82.8152,84.057,84.9637,84.982,86.12,87.0631,88.2645,88.6688,88.7519,94.5271,99.2957,103.326,105.164,110.93,111.245,112.511,121.511,140.27,145.031,150.2,158.113,176.307,195.064
-8.87474,0.995764,0.369154,2,7,0,9.66482,0.68927,0.304048,71.2461,71.952,73.0469,74.9664,75.3244,76.1334,76.1743,79.1538,79.5976,82.9233,84.2775,85.2652,85.2851,86.5234,87.5488,88.8534,89.2922,89.3824,95.6337,100.776,105.11,107.083,113.262,113.599,114.954,124.562,144.505,149.552,155.028,163.399,182.614,202.383
-9.04587,0.998793,0.369154,4,15,0,9.08887,0.657009,0.372156,68.3968,69.2139,70.4777,72.6847,73.0952,74.0214,74.0682,77.4647,77.9688,81.7326,83.2588,84.3698,84.3922,85.7826,86.9318,88.3917,88.882,88.9828,95.9385,101.624,106.394,108.561,115.324,115.691,117.17,127.626,149.184,154.617,160.502,169.486,190.051,211.149
-9.30987,0.920612,0.369154,3,11,0,9.59369,0.680159,0.355211,70.6822,71.4911,72.7432,74.9318,75.3391,76.2586,76.3051,79.6802,80.1816,83.9282,85.449,86.5565,86.5788,87.9655,89.1121,90.5692,91.0587,91.1594,98.111,103.801,108.581,110.753,117.537,117.906,119.39,129.893,151.58,157.051,162.978,172.03,192.763,214.047
-8.98463,1,0.369154,2,7,0,9.24124,0.671434,0.321176,69.5276,70.2525,71.3761,73.3439,73.7106,74.5391,74.581,77.6288,78.0823,81.4777,82.8588,83.8656,83.8859,85.1475,86.1917,87.5197,87.9662,88.058,94.4115,99.6287,104.021,106.019,112.271,112.612,113.981,123.688,143.796,148.879,154.391,162.815,182.134,201.995
-9.34981,0.962473,0.369154,3,9,0,9.45868,0.69322,0.330373,71.8528,72.6218,73.8133,75.8991,76.2876,77.1652,77.2096,80.4361,80.916,84.5071,85.9668,87.0307,87.0522,88.3851,89.4879,90.8902,91.3616,91.4585,98.1623,103.662,108.289,110.394,116.975,117.333,118.775,128.984,150.115,155.453,161.241,170.083,190.356,211.189
-10.9937,0.825285,0.369154,2,3,0,10.9951,0.666964,0.28394,68.7944,69.4339,70.4264,72.1686,72.4938,73.229,73.2662,75.9777,76.382,79.4155,80.6524,81.5551,81.5733,82.7058,83.6439,84.8384,85.2402,85.3228,91.0567,95.7832,99.7731,101.591,107.291,107.602,108.852,117.734,136.21,140.894,145.977,153.753,171.62,190.023
-10.8778,0.948071,0.369154,2,3,0,12.0235,0.719811,0.305138,74.4115,75.1513,76.2985,78.3098,78.6849,79.5325,79.5754,82.6969,83.1618,86.6455,88.064,89.0985,89.1194,90.4164,91.4903,92.8567,93.3162,93.4107,99.9572,105.341,109.879,111.945,118.414,118.767,120.185,130.243,151.117,156.399,162.13,170.89,190.998,211.685
-9.46429,1,0.369154,1,3,0,10.8521,0.713237,0.275662,73.5027,74.1673,75.1991,77.0112,77.3495,78.1147,78.1534,80.9768,81.3979,84.5596,85.8495,86.7912,86.8102,87.9918,88.9709,90.2177,90.6373,90.7236,96.7139,101.656,105.831,107.735,113.704,114.029,115.34,124.649,144.037,148.955,154.293,162.463,181.242,200.593
-9.38033,0.863262,0.369154,2,3,0,10.3968,0.697924,0.271424,71.8924,72.5331,73.5278,75.2754,75.6017,76.3398,76.3772,79.1015,79.5081,82.5604,83.8061,84.7156,84.7339,85.8753,86.8212,88.0259,88.4314,88.5147,94.305,99.0848,103.124,104.966,110.742,111.058,112.326,121.341,140.125,144.891,150.065,157.985,176.194,194.963
-9.36482,0.997216,0.369154,2,3,0,9.46194,0.695589,0.273833,71.6701,72.3141,73.3139,75.0701,75.3981,76.1397,76.1773,78.9143,79.3226,82.3883,83.6391,84.5523,84.5708,85.7168,86.6664,87.8758,88.2828,88.3665,94.1779,98.9738,103.026,104.873,110.667,110.983,112.255,121.293,140.121,144.897,150.082,158.018,176.26,195.061
-9.15648,0.992834,0.369154,3,7,0,9.78865,0.682221,0.295822,70.4564,71.1369,72.1926,74.0444,74.3899,75.1708,75.2103,78.0878,78.5166,81.7314,83.0412,83.9968,84.016,85.2144,86.2067,87.4698,87.8947,87.982,94.0385,99.0246,103.23,105.145,111.145,111.472,112.788,122.126,141.525,146.438,151.768,159.92,178.637,197.904
-10.2649,0.736223,0.369154,2,7,0,12.1468,0.713811,0.306947,73.8053,74.5431,75.6872,77.6928,78.0667,78.9118,78.9546,82.0664,82.5298,86.0022,87.4158,88.4467,88.4675,89.76,90.83,92.1915,92.6494,92.7435,99.2653,104.628,109.148,111.205,117.646,117.997,119.409,129.423,150.2,155.457,161.16,169.878,189.887,210.47
-9.02486,1,0.369154,2,7,0,10.6895,0.673338,0.315472,69.6829,70.3975,71.5053,73.446,73.8078,74.6252,74.6665,77.6745,78.1223,81.4756,82.84,83.8348,83.8549,85.1017,86.1338,87.4466,87.888,87.9788,94.2628,99.4258,103.774,105.753,111.945,112.283,113.64,123.259,143.199,148.241,153.71,162.068,181.244,200.962
-8.92281,0.956983,0.369154,2,7,0,9.41254,0.678619,0.342308,70.4272,71.2062,72.4125,74.5226,74.9155,75.8028,75.8476,79.107,79.5914,83.2145,84.6862,85.7583,85.78,87.1228,88.2336,89.6456,90.1201,90.2176,96.9609,102.487,107.133,109.245,115.846,116.205,117.65,127.879,149.027,154.365,160.152,168.99,189.244,210.046
-9.08279,0.978829,0.369154,2,7,0,9.15693,0.683621,0.340727,70.9347,71.7159,72.9258,75.0424,75.4365,76.3265,76.3715,79.6415,80.1276,83.763,85.2399,86.3159,86.3376,87.6853,88.8001,90.2173,90.6936,90.7915,97.5605,103.108,107.773,109.894,116.522,116.883,118.334,128.608,149.85,155.213,161.026,169.906,190.255,211.157
-9.2729,0.767354,0.369154,2,7,0,10.8798,0.668516,0.373738,69.6062,70.4409,71.732,73.9865,74.4057,75.3518,75.3996,78.8685,79.3832,83.2266,84.7849,85.9192,85.9421,87.3617,88.5349,90.0253,90.5259,90.6288,97.7289,103.531,108.4,110.611,117.512,117.887,119.396,130.064,152.057,157.599,163.602,172.766,193.741,215.259
-10.6767,0.646776,0.369154,1,1,0,10.71,0.673018,0.397762,70.2495,71.1413,72.5195,74.9229,75.3694,76.3765,76.4274,80.1148,80.6613,84.7372,86.3874,87.588,87.6122,89.1137,90.3541,91.9289,92.4576,92.5663,100.055,106.164,111.282,113.605,120.848,121.241,122.823,134,156.999,162.788,169.056,178.619,200.492,222.913
-9.08637,1,0.369154,2,3,0,10.5527,0.663698,0.33362,68.8162,69.5594,70.7108,72.726,73.1013,73.949,73.9919,77.1079,77.5713,81.0381,82.4471,83.4739,83.4946,84.7809,85.8451,87.1982,87.653,87.7464,94.2131,99.5167,103.978,106.007,112.35,112.695,114.084,123.922,144.277,149.418,154.991,163.506,183.025,203.08
-9.18335,0.967182,0.369154,2,7,0,11.0237,0.656076,0.38438,68.3863,69.2277,70.5288,72.7992,73.2212,74.1734,74.2215,77.7104,78.2278,82.0894,83.6541,84.7928,84.8157,86.2403,87.4175,88.9124,89.4145,89.5177,96.6341,102.445,107.317,109.529,116.43,116.805,118.314,128.974,150.931,156.461,162.451,171.591,192.506,213.954
-11.0328,0.958159,0.369154,4,15,0,11.363,0.621605,0.48076,65.4368,66.4228,67.9421,70.5798,71.0682,72.1683,72.2238,76.2327,76.8246,81.2225,82.9956,84.283,84.3089,85.9163,87.2417,88.9218,89.4852,89.601,97.5485,103.993,109.371,111.806,119.379,119.79,121.44,133.069,156.869,162.839,169.296,179.135,201.591,224.56
-11.6646,0.869519,0.369154,3,7,0,11.9939,0.61123,0.4208,63.9517,64.8062,66.1257,68.4239,68.8504,69.8121,69.8607,73.3771,73.8977,77.7761,79.3444,80.4847,80.5077,81.9332,83.1101,84.6036,85.1049,85.2079,92.2992,98.073,102.905,105.096,111.924,112.295,113.785,124.305,145.917,151.351,157.233,166.202,186.706,207.708
-11.272,1,0.369154,1,1,0,11.8023,0.614774,0.418718,64.3087,65.1641,66.4852,68.7862,69.2133,70.1763,70.225,73.7466,74.2681,78.153,79.7242,80.8666,80.8896,82.3178,83.497,84.9934,85.4957,85.5989,92.7053,98.4922,103.336,105.532,112.377,112.749,114.243,124.791,146.464,151.913,157.812,166.808,187.373,208.44
-11.6513,1,0.369154,2,3,0,11.8798,0.621675,0.498236,65.5602,66.5801,68.1508,70.875,71.3791,72.5142,72.5715,76.7043,77.314,81.8411,83.6648,84.9884,85.015,86.667,88.0289,89.7546,90.3331,90.452,98.607,105.212,110.721,113.214,120.964,121.384,123.072,134.962,159.273,165.367,171.957,181.996,204.903,228.323
-12.5151,0.698007,0.369154,1,1,0,12.8019,0.627297,0.507896,66.2177,67.2656,68.8789,71.6756,72.193,73.3578,73.4165,77.655,78.2801,82.9191,84.7871,86.1426,86.1699,87.8613,89.2555,91.0219,91.614,91.7356,100.078,106.832,112.461,115.008,122.925,123.355,125.079,137.219,162.028,168.246,174.968,185.208,208.568,232.447
-11.2267,1,0.369154,1,1,0,12.1389,0.621836,0.486733,65.5008,66.4987,68.0362,70.7043,71.1983,72.3108,72.3669,76.4197,77.0179,81.4616,83.2526,84.5529,84.5791,86.2023,87.5407,89.237,89.8058,89.9227,97.9441,104.446,109.871,112.326,119.963,120.377,122.041,133.764,157.747,163.762,170.267,180.178,202.797,225.928
-10.8957,0.737571,0.369154,4,15,0,13.1962,0.696533,0.355606,72.3867,73.216,74.4995,76.7432,77.1607,78.1032,78.1509,81.6107,82.1246,85.965,87.5238,88.659,88.6819,90.1032,91.2784,92.7719,93.2737,93.3769,100.502,106.334,111.232,113.458,120.411,120.789,122.31,133.074,155.298,160.904,166.979,176.254,197.5,219.31
-8.82479,0.939316,0.369154,2,3,0,11.3707,0.681227,0.315369,70.4987,71.2214,72.3418,74.3047,74.6706,75.4973,75.5391,78.5815,79.0343,82.426,83.806,84.8122,84.8325,86.0936,87.1375,88.4653,88.9118,89.0036,95.3597,100.582,104.98,106.982,113.245,113.586,114.959,124.689,144.858,149.959,155.49,163.945,183.341,203.287
-8.79328,0.930812,0.369154,2,3,0,9.27182,0.677321,0.327832,70.1862,70.9321,72.0877,74.1111,74.488,75.3395,75.3826,78.5136,78.9793,82.465,83.8822,84.9151,84.9359,86.2301,87.3009,88.6627,89.1205,89.2146,95.7259,101.069,105.565,107.61,114.007,114.355,115.756,125.681,146.228,151.419,157.048,165.649,185.369,205.636
-9.02196,0.97893,0.369154,2,7,0,9.46677,0.657844,0.357815,68.3817,69.1696,70.389,72.5201,72.9167,73.8119,73.8571,77.1426,77.6305,81.2767,82.7564,83.8339,83.8556,85.2047,86.3201,87.7376,88.2138,88.3116,95.0725,100.605,105.252,107.363,113.958,114.316,115.759,125.965,147.035,152.35,158.108,166.9,187.036,207.706
-9.57328,0.985903,0.369154,2,7,0,9.81474,0.647793,0.409711,67.6999,68.5828,69.9468,72.3236,72.765,73.7603,73.8106,77.4522,77.9916,82.0122,83.6391,84.8222,84.8461,86.3255,87.5472,89.0979,89.6185,89.7255,97.0941,103.099,108.127,110.407,117.517,117.903,119.456,130.419,152.957,158.626,164.764,174.126,195.533,217.468
-13.741,0.89178,0.369154,3,11,0,14.7995,0.771792,0.198687,78.8858,79.4091,80.2239,81.6618,81.9312,82.5416,82.5726,84.8375,85.177,87.738,88.7889,89.5582,89.5737,90.5415,91.3455,92.3719,92.7179,92.789,97.762,101.906,105.432,107.047,112.136,112.415,113.538,121.558,138.466,142.789,147.496,154.723,171.424,188.739
-13.8759,0.963573,0.369154,1,1,0,14.0897,0.773098,0.200215,79.0323,79.5604,80.3826,81.8335,82.1054,82.7212,82.7524,85.0374,85.3798,87.9629,89.0227,89.7984,89.8141,90.79,91.6006,92.6355,92.9843,93.0561,98.0692,102.246,105.799,107.426,112.553,112.834,113.965,122.043,139.067,143.42,148.158,155.432,172.24,189.663
