# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CC_model
# start_datetime = 2023-07-24 10:21:13 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpseqr2vt3/mculhrra.json
# init = /tmp/tmpseqr2vt3/mi8fyus0.json
# random
#   seed = 77511
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/LCDM/CC/CC-20230724112113.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,H.1,H.2,H.3,H.4,H.5,H.6,H.7,H.8,H.9,H.10,H.11,H.12,H.13,H.14,H.15,H.16,H.17,H.18,H.19,H.20,H.21,H.22,H.23,H.24,H.25,H.26,H.27,H.28,H.29,H.30,H.31,H.32
-10.4413,0.932141,0.370598,3,11,0,11.7725,0.705855,0.24151,72.4783,73.0569,73.9564,75.5395,75.8355,76.5055,76.5395,79.0177,79.3882,82.1749,83.3146,84.1476,84.1644,85.2108,86.0787,87.1852,87.5578,87.6345,92.969,97.3885,101.133,102.843,108.216,108.51,109.692,118.108,135.718,140.198,145.068,152.529,169.716,187.466
-9.94246,0.966816,0.370598,1,3,0,10.9187,0.723286,0.252362,74.3541,74.9729,75.9343,77.6253,77.9414,78.6565,78.6927,81.3359,81.7307,84.6989,85.9118,86.798,86.8158,87.9286,88.8514,90.0273,90.4231,90.5046,96.1673,100.852,104.818,106.628,112.311,112.622,113.871,122.76,141.33,146.05,151.178,159.032,177.109,195.765
-11.4333,0.700017,0.370598,3,9,0,12.7212,0.638314,0.337746,66.2128,66.9361,68.0564,70.0167,70.3818,71.2062,71.2479,74.2775,74.7279,78.0972,79.4662,80.4637,80.4838,81.7333,82.7669,84.081,84.5226,84.6134,90.8915,96.0385,100.367,102.335,108.487,108.822,110.169,119.707,139.433,144.414,149.814,158.062,176.967,196.388
-8.8141,0.937977,0.370598,2,7,0,12.6289,0.681785,0.316325,70.5635,71.2889,72.4134,74.3835,74.7507,75.5804,75.6223,78.6754,79.1298,82.5331,83.9177,84.9273,84.9476,86.2129,87.2602,88.5924,89.0403,89.1324,95.5086,100.747,105.158,107.166,113.448,113.79,115.166,124.924,145.148,150.262,155.808,164.285,183.731,203.727
-9.17302,0.946317,0.370598,3,11,0,10.3917,0.701277,0.302882,72.4783,73.1939,74.3038,76.2497,76.6127,77.4329,77.4744,80.4954,80.9453,84.3178,85.6911,86.6929,86.7131,87.969,89.0089,90.3322,90.7773,90.8688,97.21,102.427,106.824,108.826,115.096,115.438,116.812,126.564,146.805,151.928,157.485,165.983,185.489,205.559
-9.33947,0.999739,0.370598,2,3,0,9.34314,0.697232,0.27328,71.8352,72.4794,73.4797,75.2367,75.5649,76.3069,76.3444,79.0829,79.4915,82.559,83.8106,84.7245,84.7429,85.8897,86.8399,88.0502,88.4575,88.5412,94.3571,99.1569,103.212,105.061,110.86,111.177,112.45,121.498,140.345,145.126,150.318,158.262,176.526,195.35
-8.96847,0.998489,0.370598,2,7,0,9.95503,0.686271,0.329884,71.1289,71.8892,73.0671,75.1291,75.5132,76.3809,76.4247,79.6147,80.0892,83.6398,85.0831,86.1351,86.1563,87.4742,88.5647,89.9513,90.4174,90.5132,97.1423,102.581,107.157,109.238,115.747,116.101,117.527,127.624,148.524,153.804,159.528,168.274,188.327,208.934
-9.02573,0.99849,0.370598,3,15,0,9.27295,0.657567,0.369687,68.4374,69.2499,70.5069,72.7023,73.1106,74.0321,74.0787,77.4583,77.9599,81.7059,83.2251,84.3311,84.3534,85.7376,86.8817,88.3353,88.8235,88.9239,95.8507,101.513,106.266,108.424,115.163,115.529,117.002,127.422,148.911,154.327,160.194,169.151,189.656,210.694
-9.69138,0.932178,0.370598,3,7,0,9.73227,0.642092,0.371327,66.8382,67.635,68.8675,71.02,71.4203,72.3237,72.3694,75.6823,76.1739,79.8455,81.3343,82.4181,82.4399,83.7963,84.9175,86.3417,86.8201,86.9184,93.7048,99.2519,103.907,106.021,112.621,112.979,114.422,124.626,145.666,150.968,156.713,165.481,185.554,206.147
-9.80217,0.941696,0.370598,2,3,0,10.4709,0.639906,0.424288,66.976,67.8776,69.2698,71.694,72.1438,73.1581,73.2093,76.917,77.4659,81.5539,83.2068,84.4084,84.4326,85.9346,87.1746,88.7481,89.2762,89.3847,96.854,102.934,108.022,110.328,117.515,117.905,119.474,130.546,153.284,159,165.187,174.622,196.187,218.274
-10.0797,0.990912,0.370598,2,3,0,10.1614,0.636318,0.438,66.6941,67.6182,69.0444,71.5258,71.986,73.0235,73.0759,76.8653,77.4258,81.5987,83.2846,84.5099,84.5346,86.0657,87.3294,88.9325,89.4704,89.5809,97.1839,103.367,108.537,110.88,118.177,118.573,120.165,131.398,154.445,160.235,166.502,176.055,197.884,220.233
-9.05486,0.796734,0.370598,2,7,0,13.3675,0.694894,0.286961,71.698,72.3712,73.4157,75.249,75.5911,76.3646,76.4038,79.2558,79.681,82.8706,84.1709,85.1198,85.1389,86.3292,87.3152,88.5704,88.9927,89.0795,95.1033,100.067,104.257,106.165,112.148,112.474,113.787,123.106,142.487,147.398,152.728,160.882,179.613,198.902
-8.84654,0.996315,0.370598,2,7,0,9.63304,0.687885,0.309085,71.1406,71.8564,72.9663,74.9115,75.2742,76.0938,76.1353,79.1528,79.602,82.9683,84.3385,85.3377,85.3579,86.6105,87.6475,88.9669,89.4106,89.5018,95.8207,101.016,105.393,107.385,113.623,113.962,115.33,125.024,145.135,150.222,155.741,164.177,183.536,203.45
-9.20166,0.956318,0.370598,3,11,0,9.73708,0.702218,0.301735,72.5668,73.2807,74.3881,76.3297,76.6919,77.5104,77.5518,80.5666,81.0156,84.3816,85.7524,86.7523,86.7725,88.0262,89.0643,90.3854,90.8296,90.921,97.252,102.461,106.852,108.852,115.113,115.454,116.827,126.567,146.787,151.905,157.457,165.947,185.436,205.491
-9.25393,0.992019,0.370598,3,11,0,9.42669,0.661452,0.382821,68.9356,69.7807,71.0874,73.3679,73.7918,74.7482,74.7966,78.3016,78.8215,82.7015,84.2738,85.418,85.4411,86.8728,88.0558,89.5583,90.0628,90.1665,97.3195,103.161,108.059,110.283,117.222,117.599,119.116,129.835,151.918,157.48,163.504,172.697,193.735,215.31
-10.6597,0.927688,0.370598,2,7,0,14.1747,0.729104,0.22793,74.7569,75.3219,76.2007,77.7487,78.0384,78.6942,78.7274,81.1554,81.5187,84.2536,85.3732,86.1919,86.2085,87.2374,88.0912,89.1803,89.5471,89.6225,94.8807,99.2446,102.947,104.639,109.96,110.251,111.423,119.773,137.283,141.744,146.595,154.033,171.181,188.911
-9.04787,0.999303,0.370598,4,15,0,11.1606,0.69735,0.287074,71.9523,72.6281,73.6767,75.5171,75.8606,76.6371,76.6764,79.5396,79.9664,83.1684,84.4737,85.4262,85.4455,86.6403,87.6301,88.8901,89.314,89.4012,95.4482,100.431,104.636,106.553,112.558,112.885,114.203,123.558,143.012,147.942,153.292,161.476,180.278,199.639
-9.17703,0.993542,0.370598,2,3,0,9.22541,0.70454,0.282203,72.6567,73.3283,74.3706,76.2004,76.5419,77.3142,77.3533,80.2018,80.6266,83.814,85.1137,86.0624,86.0816,87.2717,88.2578,89.5132,89.9356,90.0225,96.0502,101.02,105.216,107.128,113.122,113.449,114.765,124.108,143.549,148.478,153.827,162.012,180.818,200.19
-9.10684,0.997031,0.370598,2,3,0,9.20806,0.702227,0.287554,72.4592,73.1408,74.1985,76.0547,76.4011,77.1843,77.2239,80.1114,80.5418,83.7709,85.0872,86.0477,86.0671,87.272,88.2701,89.5407,89.9681,90.056,96.1532,101.177,105.417,107.349,113.404,113.734,115.062,124.493,144.104,149.073,154.467,162.716,181.668,201.183
-8.96075,0.977917,0.370598,3,11,0,10.2153,0.660126,0.358827,68.6262,69.4189,70.6458,72.7899,73.1889,74.0895,74.135,77.4401,77.9309,81.5984,83.0867,84.1705,84.1923,85.5491,86.6709,88.0964,88.5753,88.6738,95.4726,101.036,105.708,107.831,114.461,114.821,116.272,126.532,147.712,153.054,158.842,167.679,187.918,208.691
-9.43563,0.876958,0.370598,3,11,0,10.3464,0.689686,0.34036,71.5613,72.3486,73.568,75.7012,76.0984,76.9955,77.0408,80.3367,80.8266,84.491,85.9796,87.0642,87.0861,88.4446,89.5683,90.9968,91.4769,91.5756,98.3991,103.992,108.694,110.832,117.515,117.878,119.341,129.699,151.115,156.522,162.383,171.336,191.853,212.927
-10.0659,0.923909,0.370598,3,11,0,11.0957,0.630133,0.436106,66.033,66.9444,68.351,70.7986,71.2526,72.276,72.3277,76.0663,76.6194,80.737,82.4008,83.61,83.6344,85.1455,86.3928,87.975,88.506,88.6151,96.1203,102.224,107.329,109.643,116.849,117.24,118.812,129.905,152.669,158.389,164.578,174.016,195.58,217.66
-10.6074,0.874877,0.370598,2,3,0,11.0068,0.628671,0.462058,66.0548,67.0153,68.4963,71.0698,71.5468,72.6212,72.6755,76.5951,77.1742,81.4811,83.2191,84.4815,84.5069,86.0836,87.3844,89.0336,89.5868,89.7005,97.5109,103.852,109.148,111.547,119.012,119.417,121.045,132.52,156.029,161.93,168.314,178.044,200.262,222.996
-9.13113,0.991348,0.370598,2,7,0,11.5743,0.652788,0.377206,67.9931,68.8153,70.0871,72.3074,72.7202,73.6517,73.6988,77.1135,77.6201,81.4023,82.9354,84.0513,84.0738,85.4702,86.6242,88.0901,88.5824,88.6836,95.665,101.369,106.154,108.326,115.107,115.475,116.958,127.437,149.034,154.475,160.369,169.365,189.955,211.074
-12.3955,0.471617,0.370598,2,3,0,13.1429,0.63063,0.342175,65.446,66.1696,67.2902,69.2504,69.6154,70.4396,70.4813,73.5091,73.9591,77.3249,78.692,79.6881,79.7082,80.9557,81.9876,83.2993,83.7401,83.8307,90.0953,95.2291,99.5451,101.507,107.64,107.973,109.316,118.819,138.467,143.427,148.803,157.014,175.831,195.159
-9.13635,0.950483,0.370598,2,3,0,12.7325,0.653116,0.365959,67.9478,68.747,69.9836,72.1439,72.5457,73.4527,73.4985,76.8255,77.3194,81.0086,82.505,83.5945,83.6165,84.9802,86.1076,87.5399,88.021,88.1199,94.9474,100.531,105.218,107.346,113.994,114.355,115.809,126.091,147.301,152.649,158.442,167.285,187.535,208.313
-8.92336,0.778791,0.370598,2,3,0,10.7728,0.664401,0.343443,68.9599,69.7249,70.9097,72.982,73.3678,74.239,74.2831,77.4835,77.9592,81.5163,82.9611,84.0136,84.0349,85.3531,86.4435,87.8295,88.2953,88.391,95.0097,100.433,104.992,107.065,113.542,113.894,115.312,125.349,146.096,151.333,157.01,165.679,185.546,205.951
-10.0484,0.954973,0.370598,3,11,0,11.1494,0.643463,0.430972,67.3945,68.3147,69.7353,72.2079,72.6666,73.7008,73.753,77.5319,78.0911,82.2551,83.9381,85.1615,85.1861,86.715,87.9771,89.5783,90.1157,90.2261,97.8238,104.005,109.176,111.52,118.822,119.218,120.811,132.055,155.136,160.936,167.214,176.786,198.661,221.063
-9.44627,0.931309,0.370598,3,9,0,10.8233,0.672015,0.303764,69.4605,70.1482,71.2147,73.0845,73.4332,74.2213,74.2612,77.1637,77.596,80.8358,82.1551,83.1173,83.1367,84.3431,85.342,86.6131,87.0405,87.1284,93.2188,98.2286,102.451,104.374,110.394,110.722,112.042,121.405,140.837,145.755,151.09,159.247,177.971,197.235
-9.3861,1,0.370598,2,7,0,9.71845,0.699938,0.316247,72.4417,73.1863,74.3404,76.3625,76.7394,77.591,77.6341,80.7677,81.2341,84.7273,86.1485,87.1847,87.2056,88.5043,89.5792,90.9466,91.4064,91.5009,98.0456,103.422,107.95,110.011,116.459,116.81,118.223,128.239,148.998,154.248,159.941,168.642,188.603,209.128
-8.99785,1,0.370598,1,3,0,9.34759,0.697049,0.301804,72.0331,72.742,73.8414,75.7692,76.1288,76.9414,76.9825,79.9757,80.4216,83.7634,85.1244,86.1171,86.1372,87.3819,88.4125,89.7241,90.1652,90.2559,96.5414,101.713,106.072,108.057,114.274,114.613,115.976,125.645,145.719,150.8,156.312,164.741,184.089,203.998
-9.60235,0.957873,0.370598,3,11,0,9.89295,0.654691,0.403831,68.3793,69.2594,70.6193,72.99,73.4302,74.4233,74.4735,78.1079,78.6464,82.6615,84.2866,85.4687,85.4925,86.9707,88.1917,89.7416,90.2619,90.3688,97.7365,103.743,108.774,111.057,118.174,118.56,120.115,131.093,153.672,159.354,165.505,174.889,196.348,218.341
-9.8848,0.83584,0.370598,2,5,0,11.0098,0.636991,0.428892,66.7024,67.6092,69.0091,71.4461,71.8982,72.9176,72.9691,76.6944,77.2458,81.3515,83.0111,84.2175,84.2418,85.7497,86.9944,88.5737,89.1036,89.2125,96.7072,102.806,107.907,110.22,117.426,117.817,119.389,130.485,153.268,158.994,165.191,174.641,196.238,218.355
-12.4857,0.374794,0.370598,2,3,0,13.5359,0.628409,0.346686,65.2463,65.9764,67.107,69.0841,69.4522,70.2833,70.3253,73.3776,73.8312,77.2224,78.5996,79.6028,79.6231,80.8794,81.9184,83.2392,83.683,83.7742,90.0794,95.2443,99.5851,101.558,107.724,108.059,109.409,118.96,138.698,143.68,149.078,157.324,176.216,195.616
-10.3196,1,0.370598,2,3,0,12.2255,0.632461,0.380952,65.9015,66.7057,67.9494,70.1201,70.5237,71.4342,71.4803,74.8174,75.3124,79.0072,80.5046,81.5944,81.6164,82.98,84.1068,85.5379,86.0186,86.1174,92.9317,98.4973,103.165,105.284,111.898,112.257,113.702,123.92,144.972,150.274,156.018,164.784,184.844,205.418
-11.7006,0.921855,0.370598,2,3,0,11.7399,0.640909,0.471413,67.4048,68.4027,69.941,72.6127,73.1076,74.2225,74.2788,78.3436,78.9441,83.4069,85.207,86.5143,86.5406,88.173,89.5195,91.2264,91.7989,91.9165,99.9954,106.55,112.023,114.501,122.211,122.629,124.31,136.155,160.41,166.496,173.079,183.111,206.015,229.446
-10.5827,0.967684,0.370598,3,11,0,12.2524,0.729471,0.272956,75.1542,75.8275,76.8728,78.709,79.052,79.8274,79.8667,82.7287,83.1557,86.3617,87.6699,88.6251,88.6443,89.8429,90.8362,92.1012,92.5269,92.6144,98.6935,103.711,107.95,109.883,115.945,116.276,117.607,127.065,146.769,151.768,157.195,165.501,184.596,204.277
-9.498,0.994159,0.370598,2,7,0,12.1127,0.674506,0.298088,69.6762,70.354,71.4054,73.2494,73.5933,74.3708,74.4102,77.2746,77.7014,80.9009,82.2042,83.1549,83.1741,84.3664,85.3537,86.6102,87.0328,87.1197,93.1434,98.1014,102.282,104.186,110.15,110.475,111.783,121.063,140.335,145.215,150.509,158.605,177.194,196.325
-9.77678,0.960339,0.370598,2,3,0,9.96662,0.687035,0.354152,71.3888,72.2036,73.4648,75.6694,76.0797,77.006,77.0528,80.4532,80.9582,84.7333,86.2656,87.3816,87.4041,88.8014,89.9569,91.4253,91.9186,92.02,99.026,104.761,109.579,111.768,118.608,118.98,120.476,131.064,152.93,158.446,164.423,173.551,194.458,215.921
-8.98097,0.873955,0.370598,2,7,0,10.8682,0.660984,0.366472,68.77,69.58,70.8331,73.0223,73.4294,74.3485,74.395,77.7662,78.2666,82.0046,83.5208,84.6247,84.647,86.0287,87.1709,88.622,89.1095,89.2097,96.1268,101.783,106.531,108.688,115.421,115.788,117.26,127.675,149.16,154.576,160.444,169.401,189.911,210.956
-9.24956,0.991003,0.370598,2,5,0,9.36047,0.650349,0.389544,67.8256,68.6704,69.9763,72.2547,72.6781,73.6333,73.6816,77.1805,77.6993,81.57,83.138,84.2789,84.3018,85.7291,86.9082,88.4056,88.9084,89.0117,96.1368,101.952,106.827,109.039,115.942,116.317,117.825,128.483,150.427,155.952,161.935,171.066,191.955,213.373
-9.29417,0.999666,0.370598,2,3,0,9.35742,0.64703,0.387651,67.4663,68.3028,69.5962,71.8528,72.2722,73.2184,73.2662,76.7326,77.2466,81.0819,82.6357,83.7663,83.7891,85.2036,86.3723,87.8563,88.3547,88.4571,95.5201,101.285,106.119,108.313,115.158,115.53,117.026,127.596,149.363,154.844,160.78,169.839,190.564,211.816
-8.96214,0.97174,0.370598,4,15,0,10.5777,0.678742,0.309041,70.1948,70.901,71.9959,73.9151,74.2729,75.0815,75.1224,78.0994,78.5427,81.8638,83.2156,84.2015,84.2214,85.4572,86.4803,87.782,88.2197,88.3097,94.5439,99.6693,103.988,105.954,112.108,112.443,113.792,123.357,143.198,148.218,153.662,161.986,181.086,200.734
-8.80224,0.992743,0.370598,2,7,0,9.04872,0.68133,0.32501,70.5807,71.3248,72.4778,74.4968,74.8731,75.7229,75.7659,78.8913,79.3563,82.8369,84.2522,85.2839,85.3047,86.5974,87.6671,89.0275,89.4848,89.5789,96.0853,101.426,105.921,107.966,114.362,114.71,116.111,126.038,146.595,151.79,157.423,166.031,185.769,206.058
-8.82336,0.996646,0.370598,2,7,0,8.87252,0.679742,0.332207,70.4693,71.2274,72.4019,74.4577,74.8406,75.7055,75.7492,78.9286,79.4014,82.9392,84.3772,85.4252,85.4463,86.7592,87.8453,89.2265,89.6907,89.7861,96.3876,101.802,106.358,108.429,114.907,115.26,116.678,126.726,147.517,152.769,158.463,167.162,187.104,207.595
-8.8223,0.999837,0.370598,3,11,0,8.83635,0.673789,0.32879,69.8272,70.5713,71.7241,73.7424,74.1184,74.9676,75.0106,78.1334,78.5978,82.074,83.4872,84.5172,84.538,85.8284,86.8962,88.254,88.7104,88.8043,95.2962,100.623,105.105,107.144,113.52,113.867,115.263,125.155,145.632,150.806,156.415,164.985,184.636,204.83
-10.8691,0.713174,0.370598,2,3,0,11.5853,0.667713,0.284441,68.8752,69.5165,70.5118,72.2588,72.5849,73.3222,73.3595,76.0783,76.4837,79.5253,80.7654,81.6704,81.6887,82.8241,83.7646,84.9621,85.365,85.4478,91.1961,95.9341,99.9337,101.756,107.469,107.781,109.034,117.936,136.455,141.148,146.242,154.036,171.941,190.383
-10.8691,0.956521,0.370598,1,1,0,11.4566,0.667713,0.284441,68.8752,69.5165,70.5118,72.2588,72.5849,73.3222,73.3595,76.0783,76.4837,79.5253,80.7654,81.6704,81.6887,82.8241,83.7646,84.9621,85.365,85.4478,91.1961,95.9341,99.9337,101.756,107.469,107.781,109.034,117.936,136.455,141.148,146.242,154.036,171.941,190.383
-9.47683,0.951942,0.370598,2,7,0,12.9888,0.652198,0.40196,68.1058,68.9787,70.3275,72.6791,73.1159,74.1011,74.1508,77.7569,78.2912,82.2756,83.8885,85.0617,85.0853,86.5525,87.7644,89.3029,89.8194,89.9256,97.2399,103.204,108.2,110.467,117.535,117.919,119.462,130.366,152.797,158.441,164.552,173.875,195.197,217.051
-9.67284,0.849787,0.370598,2,3,0,10.6987,0.636705,0.402404,66.4909,67.344,68.6622,70.9602,71.387,72.3497,72.3984,75.9222,76.4443,80.3376,81.9136,83.0599,83.083,84.5166,85.7007,87.204,87.7086,87.8123,94.9588,100.786,105.667,107.881,114.786,115.162,116.67,127.322,149.234,154.748,160.718,169.825,190.654,212.001
-10.0561,0.875649,0.370598,1,3,0,10.4524,0.63712,0.373828,66.3379,67.1335,68.3643,70.5134,70.913,71.8149,71.8605,75.1671,75.6577,79.3214,80.8068,81.8881,81.9099,83.263,84.3814,85.802,86.2792,86.3773,93.1452,98.6761,103.317,105.424,112.002,112.36,113.798,123.966,144.93,150.212,155.934,164.669,184.662,205.172
-9.70317,0.933637,0.370598,3,11,0,11.7606,0.699889,0.32574,72.5088,73.2749,74.4618,76.5402,76.9274,77.8021,77.8464,81.0634,81.5419,85.1242,86.5808,87.6425,87.6639,88.9943,90.0951,91.4951,91.9657,92.0625,98.7577,104.253,108.878,110.982,117.562,117.92,119.362,129.574,150.721,156.065,161.859,170.713,191.015,211.883
-8.98168,1,0.370598,2,3,0,9.5468,0.682001,0.303211,70.4886,71.1853,72.2657,74.1601,74.5134,75.3119,75.3523,78.2931,78.7311,82.014,83.3508,84.3258,84.3455,85.568,86.5802,87.8683,88.3015,88.3906,94.5627,99.64,103.92,105.869,111.971,112.303,113.641,123.131,142.829,147.815,153.223,161.493,180.475,200.005
-9.32451,0.985869,0.370598,2,7,0,9.53092,0.705945,0.29716,72.9168,73.6241,74.7212,76.6455,77.0045,77.8158,77.8569,80.8465,81.292,84.6316,85.9921,86.9846,87.0046,88.2492,89.2799,90.5917,91.0329,91.1236,97.4128,102.59,106.956,108.944,115.172,115.512,116.877,126.569,146.701,151.798,157.329,165.786,185.206,205.194
-8.9158,0.977659,0.370598,2,7,0,9.8908,0.688995,0.299599,71.1843,71.8801,72.9592,74.8517,75.2047,76.0026,76.0429,78.9822,79.4201,82.7026,84.0395,85.0148,85.0345,86.2574,87.2701,88.5589,88.9923,89.0814,95.2589,100.343,104.629,106.581,112.694,113.027,114.368,123.879,143.629,148.629,154.053,162.348,181.392,200.99
-10.7056,0.799972,0.370598,2,7,0,11.7266,0.701085,0.241682,71.9898,72.5649,73.459,75.0324,75.3267,75.9926,76.0263,78.4894,78.8576,81.6273,82.76,83.5878,83.6045,84.6445,85.5071,86.6067,86.977,87.0532,92.3548,96.7468,100.468,102.167,107.507,107.799,108.973,117.337,134.836,139.288,144.127,151.541,168.619,186.256
-10.0776,0.995427,0.370598,2,7,0,11.9787,0.684574,0.365213,71.2151,72.0512,73.3448,75.6049,76.0253,76.9742,77.0222,80.5032,81.02,84.8802,86.4461,87.5862,87.6092,89.0363,90.216,91.7149,92.2184,92.3219,99.4672,105.311,110.216,112.445,119.403,119.781,121.303,132.065,154.27,159.868,165.932,175.191,196.391,218.146
