                    Mean        MCSE        StdDev            5%           50%           95%       N_Eff   N_Eff/s    R_hat
dL[209]     5.616130e+00    0.000359      0.024738  5.575220e+00  5.616200e+00  5.657300e+00  4748.85000  2.187250  1.00010
dL[210]     5.620920e+00    0.000359      0.024769  5.579990e+00  5.621000e+00  5.662110e+00  4747.94000  2.186830  1.00010
dL[211]     5.630350e+00    0.000360      0.024830  5.589350e+00  5.630400e+00  5.671650e+00  4746.12000  2.185990  1.00010
dL[212]     5.651600e+00    0.000363      0.024969  5.610390e+00  5.651650e+00  5.693050e+00  4741.66000  2.183940  1.00010
dL[213]     5.677630e+00    0.000365      0.025139  5.636170e+00  5.677700e+00  5.719290e+00  4735.79000  2.181230  1.00010
dL[214]     5.689030e+00    0.000366      0.025214  5.647530e+00  5.689150e+00  5.730760e+00  4733.15000  2.180020  1.00010
dL[215]     5.689350e+00    0.000367      0.025216  5.647840e+00  5.689470e+00  5.731080e+00  4733.10000  2.179990  1.00010
dL[216]     5.710490e+00    0.000369      0.025357  5.668740e+00  5.710620e+00  5.752330e+00  4727.96000  2.177630  1.00010
dL[217]     5.720800e+00    0.000370      0.025425  5.678900e+00  5.720950e+00  5.762760e+00  4725.37000  2.176440  1.00010
dL[218]     5.721490e+00    0.000370      0.025430  5.679590e+00  5.721640e+00  5.763450e+00  4725.20000  2.176360  1.00010
dL[219]     5.723340e+00    0.000370      0.025442  5.681410e+00  5.723480e+00  5.765300e+00  4724.68000  2.176120  1.00010
dL[220]     5.746620e+00    0.000373      0.025598  5.704400e+00  5.746800e+00  5.788760e+00  4718.58000  2.173310  1.00010
dL[221]     5.748730e+00    0.000373      0.025612  5.706490e+00  5.748930e+00  5.790870e+00  4718.08000  2.173080  1.00010
dL[222]     5.776710e+00    0.000376      0.025801  5.734100e+00  5.776880e+00  5.819140e+00  4710.33000  2.169510  1.00010
dL[223]     5.780160e+00    0.000376      0.025824  5.737500e+00  5.780340e+00  5.822640e+00  4709.35000  2.169060  1.00010
dL[224]     5.781540e+00    0.000376      0.025834  5.738870e+00  5.781720e+00  5.824050e+00  4708.98000  2.168880  1.00010
dL[225]     5.808730e+00    0.000379      0.026019  5.765690e+00  5.808880e+00  5.851690e+00  4701.07000  2.165240  1.00010
dL[226]     5.823800e+00    0.000381      0.026122  5.780550e+00  5.823920e+00  5.866830e+00  4696.53000  2.163150  1.00010
dL[227]     5.839090e+00    0.000383      0.026228  5.795640e+00  5.839190e+00  5.882350e+00  4691.76000  2.160960  1.00011
dL[228]     5.851890e+00    0.000384      0.026316  5.808240e+00  5.852000e+00  5.895270e+00  4687.77000  2.159120  1.00011
dL[229]     5.854490e+00    0.000385      0.026334  5.810780e+00  5.854600e+00  5.897890e+00  4686.96000  2.158740  1.00011
dL[230]     5.866360e+00    0.000386      0.026416  5.822470e+00  5.866460e+00  5.909870e+00  4683.12000  2.156970  1.00011
dL[231]     5.867640e+00    0.000386      0.026425  5.823740e+00  5.867750e+00  5.911160e+00  4682.75000  2.156800  1.00011
dL[232]     5.875530e+00    0.000387      0.026480  5.831530e+00  5.875660e+00  5.919120e+00  4680.16000  2.155610  1.00011
dL[233]     5.887430e+00    0.000388      0.026563  5.843270e+00  5.887590e+00  5.931100e+00  4676.22000  2.153800  1.00011
dL[234]     5.888340e+00    0.000389      0.026570  5.844170e+00  5.888500e+00  5.932020e+00  4675.91000  2.153650  1.00011
dL[235]     5.899860e+00    0.000390      0.026651  5.855550e+00  5.900020e+00  5.943650e+00  4672.07000  2.151880  1.00011
dL[236]     5.909870e+00    0.000391      0.026721  5.865440e+00  5.910020e+00  5.953800e+00  4668.66000  2.150320  1.00011
dL[237]     5.921860e+00    0.000392      0.026805  5.877290e+00  5.922000e+00  5.965930e+00  4664.55000  2.148420  1.00011
dL[238]     5.937840e+00    0.000394      0.026918  5.893120e+00  5.937920e+00  5.982000e+00  4659.00000  2.145870  1.00011
dL[239]     5.938800e+00    0.000394      0.026925  5.894080e+00  5.938870e+00  5.982970e+00  4658.66000  2.145710  1.00011
dL[240]     5.946520e+00    0.000395      0.026980  5.901740e+00  5.946580e+00  5.990820e+00  4655.95000  2.144460  1.00011
dL[241]     5.946540e+00    0.000395      0.026980  5.901750e+00  5.946590e+00  5.990830e+00  4655.98000  2.144470  1.00011
dL[242]     5.952550e+00    0.000396      0.027023  5.907720e+00  5.952620e+00  5.996960e+00  4653.85000  2.143490  1.00011
dL[243]     5.957220e+00    0.000397      0.027056  5.912340e+00  5.957300e+00  6.001670e+00  4652.12000  2.142700  1.00011
dL[244]     6.010340e+00    0.000403      0.027437  5.964790e+00  6.010450e+00  6.055360e+00  4632.62000  2.133710  1.00011
dL[245]     6.011050e+00    0.000403      0.027443  5.965480e+00  6.011160e+00  6.056060e+00  4632.30000  2.133570  1.00011
dL[246]     6.014380e+00    0.000404      0.027467  5.968740e+00  6.014470e+00  6.059400e+00  4631.12000  2.133030  1.00011
dL[247]     6.017280e+00    0.000404      0.027488  5.971640e+00  6.017350e+00  6.062300e+00  4630.04000  2.132530  1.00011
dL[248]     6.036770e+00    0.000406      0.027629  5.990880e+00  6.036790e+00  6.082140e+00  4622.57000  2.129090  1.00012
dL[249]     6.039830e+00    0.000407      0.027651  5.993910e+00  6.039890e+00  6.085250e+00  4621.36000  2.128530  1.00012
dL[250]     6.042820e+00    0.000407      0.027673  5.996860e+00  6.042900e+00  6.088300e+00  4620.25000  2.128020  1.00012
dL[251]     6.048650e+00    0.000408      0.027716  6.002610e+00  6.048690e+00  6.094230e+00  4618.01000  2.126990  1.00012
dL[252]     6.056680e+00    0.000409      0.027774  6.010540e+00  6.056710e+00  6.102360e+00  4614.88000  2.125550  1.00012
dL[253]     6.059380e+00    0.000409      0.027794  6.013200e+00  6.059430e+00  6.105080e+00  4613.86000  2.125070  1.00012
dL[254]     6.070680e+00    0.000411      0.027877  6.024320e+00  6.070750e+00  6.116500e+00  4609.40000  2.123020  1.00012
dL[255]     6.085840e+00    0.000413      0.027988  6.039250e+00  6.085870e+00  6.131900e+00  4603.42000  2.120270  1.00012
dL[256]     6.093160e+00    0.000413      0.028043  6.046490e+00  6.093200e+00  6.139310e+00  4600.50000  2.118920  1.00012
dL[257]     6.100930e+00    0.000414      0.028100  6.054180e+00  6.100980e+00  6.147120e+00  4597.35000  2.117470  1.00012
dL[258]     6.104100e+00    0.000415      0.028123  6.057330e+00  6.104140e+00  6.150320e+00  4596.11000  2.116900  1.00012
dL[259]     6.161920e+00    0.000422      0.028555  6.114330e+00  6.161890e+00  6.208830e+00  4572.46000  2.106010  1.00012
dL[260]     6.178150e+00    0.000424      0.028677  6.130410e+00  6.178060e+00  6.225230e+00  4565.72000  2.102900  1.00013
dL[261]     6.204070e+00    0.000428      0.028873  6.156030e+00  6.204000e+00  6.251480e+00  4554.77000  2.097860  1.00013
dL[262]     6.210630e+00    0.000429      0.028922  6.162510e+00  6.210530e+00  6.258150e+00  4551.97000  2.096570  1.00013
dL[263]     6.214700e+00    0.000429      0.028953  6.166520e+00  6.214600e+00  6.262300e+00  4550.20000  2.095750  1.00013
dL[264]     6.224510e+00    0.000431      0.029028  6.176170e+00  6.224440e+00  6.272280e+00  4546.08000  2.093860  1.00013
dL[265]     6.263250e+00    0.000436      0.029325  6.214410e+00  6.263210e+00  6.311650e+00  4529.35000  2.086150  1.00013
dL[266]     6.264840e+00    0.000436      0.029337  6.215980e+00  6.264790e+00  6.313270e+00  4528.66000  2.085830  1.00013
dL[267]     6.265500e+00    0.000436      0.029342  6.216630e+00  6.265450e+00  6.313940e+00  4528.39000  2.085710  1.00013
dL[268]     6.273590e+00    0.000437      0.029404  6.224590e+00  6.273580e+00  6.322150e+00  4524.86000  2.084080  1.00013
dL[269]     6.276430e+00    0.000438      0.029426  6.227390e+00  6.276440e+00  6.325030e+00  4523.65000  2.083520  1.00013
dL[270]     6.278180e+00    0.000438      0.029440  6.229110e+00  6.278190e+00  6.326800e+00  4522.89000  2.083180  1.00013
dL[271]     6.281040e+00    0.000438      0.029462  6.231920e+00  6.281050e+00  6.329700e+00  4521.62000  2.082590  1.00013
dL[272]     6.286930e+00    0.000439      0.029507  6.237760e+00  6.286940e+00  6.335670e+00  4519.02000  2.081390  1.00013
dL[273]     6.299810e+00    0.000441      0.029607  6.250520e+00  6.299820e+00  6.348710e+00  4513.34000  2.078770  1.00014
dL[274]     6.320480e+00    0.000444      0.029768  6.270930e+00  6.320400e+00  6.369640e+00  4504.27000  2.074600  1.00014
dL[275]     6.321840e+00    0.000444      0.029779  6.272270e+00  6.321770e+00  6.371010e+00  4503.66000  2.074320  1.00014
dL[276]     6.329090e+00    0.000445      0.029835  6.279430e+00  6.329050e+00  6.378330e+00  4500.42000  2.072830  1.00014
dL[277]     6.336020e+00    0.000446      0.029889  6.286280e+00  6.335980e+00  6.385330e+00  4497.36000  2.071420  1.00014
dL[278]     6.348050e+00    0.000447      0.029984  6.298240e+00  6.348050e+00  6.397550e+00  4492.01000  2.068950  1.00014
dL[279]     6.367910e+00    0.000450      0.030140  6.317850e+00  6.367930e+00  6.417730e+00  4483.12000  2.064860  1.00014
dL[280]     6.368890e+00    0.000450      0.030148  6.318820e+00  6.368910e+00  6.418730e+00  4482.72000  2.064670  1.00014
dL[281]     6.383810e+00    0.000452      0.030265  6.333590e+00  6.383830e+00  6.433870e+00  4476.03000  2.061590  1.00014
dL[282]     6.406740e+00    0.000456      0.030447  6.356280e+00  6.406800e+00  6.457190e+00  4465.69000  2.056830  1.00015
dL[283]     6.410290e+00    0.000456      0.030475  6.359770e+00  6.410350e+00  6.460750e+00  4464.02000  2.056060  1.00015
dL[284]     6.412500e+00    0.000456      0.030493  6.361960e+00  6.412570e+00  6.462980e+00  4463.07000  2.055620  1.00015
dL[285]     6.417700e+00    0.000457      0.030534  6.367040e+00  6.417770e+00  6.468260e+00  4460.71000  2.054540  1.00015
dL[286]     6.417920e+00    0.000457      0.030536  6.367250e+00  6.417990e+00  6.468480e+00  4460.59000  2.054480  1.00015
dL[287]     6.431260e+00    0.000459      0.030642  6.380300e+00  6.431310e+00  6.482020e+00  4454.54000  2.051690  1.00015
dL[288]     6.442640e+00    0.000461      0.030734  6.391540e+00  6.442740e+00  6.493580e+00  4449.33000  2.049290  1.00015
dL[289]     6.457350e+00    0.000463      0.030852  6.406050e+00  6.457420e+00  6.508510e+00  4442.68000  2.046230  1.00015
dL[290]     6.466680e+00    0.000464      0.030927  6.415250e+00  6.466750e+00  6.517940e+00  4438.42000  2.044270  1.00015
dL[291]     6.482500e+00    0.000467      0.031054  6.430820e+00  6.482610e+00  6.533850e+00  4431.19000  2.040940  1.00015
dL[292]     6.499940e+00    0.000469      0.031195  6.448020e+00  6.500040e+00  6.551400e+00  4423.23000  2.037270  1.00015
dL[293]     6.572990e+00    0.000480      0.031792  6.520100e+00  6.573190e+00  6.625430e+00  4389.60000  2.021790  1.00016
dL[294]     6.589950e+00    0.000482      0.031932  6.536940e+00  6.590170e+00  6.642690e+00  4381.78000  2.018180  1.00016
dL[295]     6.600190e+00    0.000484      0.032017  6.547000e+00  6.600430e+00  6.653040e+00  4377.05000  2.016000  1.00016
dL[296]     6.602070e+00    0.000484      0.032033  6.548840e+00  6.602310e+00  6.654940e+00  4376.14000  2.015590  1.00016
dL[297]     6.603010e+00    0.000484      0.032040  6.549750e+00  6.603240e+00  6.655880e+00  4375.77000  2.015410  1.00016
dL[298]     6.607720e+00    0.000485      0.032079  6.554370e+00  6.607950e+00  6.660620e+00  4373.62000  2.014430  1.00016
dL[299]     6.625040e+00    0.000488      0.032223  6.571460e+00  6.625260e+00  6.678110e+00  4365.61000  2.010730  1.00017
dL[300]     6.633790e+00    0.000489      0.032296  6.580080e+00  6.634000e+00  6.686980e+00  4361.55000  2.008860  1.00017
dL[301]     6.643760e+00    0.000491      0.032379  6.589810e+00  6.644010e+00  6.697100e+00  4356.95000  2.006750  1.00017
dL[302]     6.646420e+00    0.000491      0.032401  6.592430e+00  6.646680e+00  6.699790e+00  4355.73000  2.006190  1.00017
dL[303]     6.660690e+00    0.000493      0.032521  6.606510e+00  6.660990e+00  6.714200e+00  4349.10000  2.003130  1.00017
dL[304]     6.676160e+00    0.000496      0.032651  6.621720e+00  6.676480e+00  6.729870e+00  4342.00000  1.999860  1.00017
dL[305]     6.687620e+00    0.000497      0.032747  6.632970e+00  6.687980e+00  6.741440e+00  4336.70000  1.997420  1.00017
dL[306]     6.688590e+00    0.000497      0.032755  6.633950e+00  6.688950e+00  6.742420e+00  4336.22000  1.997200  1.00017
dL[307]     6.697170e+00    0.000499      0.032828  6.642500e+00  6.697550e+00  6.751120e+00  4332.26000  1.995380  1.00017
dL[308]     6.722840e+00    0.000503      0.033045  6.667830e+00  6.723310e+00  6.777090e+00  4319.09000  1.989310  1.00018
dL[309]     6.731170e+00    0.000504      0.033115  6.676050e+00  6.731600e+00  6.785550e+00  4313.23000  1.986610  1.00018
dL[310]     6.757490e+00    0.000509      0.033340  6.701930e+00  6.758070e+00  6.812220e+00  4294.57000  1.978010  1.00018
dL[311]     6.759110e+00    0.000509      0.033354  6.703520e+00  6.759700e+00  6.813850e+00  4293.44000  1.977490  1.00018
dL[312]     6.770960e+00    0.000511      0.033455  6.715110e+00  6.771470e+00  6.825780e+00  4285.12000  1.973660  1.00018
dL[313]     6.778580e+00    0.000512      0.033520  6.722620e+00  6.779090e+00  6.833450e+00  4279.72000  1.971180  1.00018
dL[314]     6.779990e+00    0.000513      0.033532  6.724020e+00  6.780510e+00  6.834870e+00  4278.72000  1.970720  1.00018
dL[315]     6.780300e+00    0.000513      0.033535  6.724320e+00  6.780810e+00  6.835180e+00  4278.53000  1.970630  1.00018
dL[316]     6.802690e+00    0.000517      0.033727  6.746550e+00  6.803180e+00  6.857710e+00  4262.77000  1.963370  1.00018
dL[317]     6.806190e+00    0.000517      0.033758  6.750030e+00  6.806690e+00  6.861260e+00  4260.32000  1.962240  1.00019
dL[318]     6.812680e+00    0.000518      0.033813  6.756460e+00  6.813160e+00  6.867790e+00  4255.82000  1.960160  1.00019
dL[319]     6.842590e+00    0.000524      0.034072  6.785920e+00  6.843120e+00  6.898200e+00  4234.98000  1.950570  1.00019
dL[320]     6.857780e+00    0.000526      0.034204  6.800890e+00  6.858320e+00  6.913730e+00  4224.45000  1.945720  1.00019
dL[321]     6.866090e+00    0.000528      0.034277  6.809130e+00  6.866660e+00  6.922190e+00  4218.66000  1.943050  1.00019
dL[322]     6.868160e+00    0.000528      0.034295  6.811180e+00  6.868740e+00  6.924280e+00  4217.34000  1.942440  1.00019
dL[323]     6.882390e+00    0.000531      0.034419  6.825130e+00  6.882940e+00  6.938660e+00  4207.44000  1.937880  1.00019
dL[324]     6.889300e+00    0.000532      0.034479  6.831880e+00  6.889880e+00  6.945650e+00  4202.61000  1.935660  1.00019
dL[325]     6.899280e+00    0.000534      0.034567  6.841690e+00  6.899790e+00  6.955780e+00  4195.79000  1.932520  1.00019
dL[326]     6.931720e+00    0.000539      0.034852  6.873790e+00  6.932120e+00  6.988640e+00  4173.64000  1.922320  1.00020
dL[327]     6.973160e+00    0.000547      0.035218  6.914660e+00  6.973420e+00  7.030780e+00  4145.58000  1.909390  1.00020
dL[328]     6.979880e+00    0.000548      0.035278  6.921250e+00  6.980140e+00  7.037550e+00  4141.05000  1.907300  1.00020
dL[329]     7.003170e+00    0.000552      0.035485  6.944030e+00  7.003460e+00  7.061110e+00  4125.45000  1.900120  1.00021
dL[330]     7.016720e+00    0.000555      0.035606  6.957340e+00  7.017020e+00  7.074900e+00  4116.39000  1.895950  1.00021
dL[331]     7.018610e+00    0.000555      0.035623  6.959200e+00  7.018900e+00  7.076820e+00  4115.12000  1.895360  1.00021
dL[332]     7.026740e+00    0.000557      0.035696  6.967190e+00  7.027030e+00  7.085090e+00  4109.72000  1.892880  1.00021
dL[333]     7.035540e+00    0.000558      0.035775  6.975890e+00  7.035830e+00  7.094080e+00  4103.89000  1.890190  1.00021
dL[334]     7.049880e+00    0.000561      0.035904  6.990080e+00  7.050220e+00  7.108630e+00  4094.41000  1.885830  1.00021
dL[335]     7.052590e+00    0.000562      0.035928  6.992750e+00  7.052920e+00  7.111380e+00  4092.67000  1.885020  1.00021
dL[336]     7.070710e+00    0.000565      0.036092  7.010630e+00  7.071060e+00  7.129820e+00  4080.72000  1.879520  1.00021
dL[337]     7.074580e+00    0.000566      0.036127  7.014430e+00  7.074950e+00  7.133770e+00  4078.19000  1.878360  1.00021
dL[338]     7.092870e+00    0.000569      0.036292  7.032360e+00  7.093210e+00  7.152440e+00  4066.25000  1.872850  1.00022
dL[339]     7.095430e+00    0.000570      0.036315  7.034870e+00  7.095770e+00  7.155050e+00  4064.57000  1.872080  1.00022
dL[340]     7.095820e+00    0.000570      0.036319  7.035260e+00  7.096170e+00  7.155450e+00  4064.34000  1.871970  1.00022
dL[341]     7.096290e+00    0.000570      0.036323  7.035710e+00  7.096640e+00  7.155930e+00  4064.00000  1.871820  1.00022
dL[342]     7.104010e+00    0.000571      0.036393  7.043280e+00  7.104300e+00  7.163730e+00  4058.93000  1.869480  1.00022
dL[343]     7.123440e+00    0.000575      0.036570  7.062480e+00  7.123710e+00  7.183470e+00  4046.42000  1.863720  1.00022
dL[344]     7.130950e+00    0.000576      0.036638  7.069950e+00  7.131240e+00  7.191100e+00  4041.61000  1.861510  1.00022
dL[345]     7.132320e+00    0.000577      0.036651  7.071320e+00  7.132610e+00  7.192500e+00  4040.68000  1.861080  1.00022
dL[346]     7.148210e+00    0.000580      0.036796  7.086890e+00  7.148540e+00  7.208660e+00  4030.48000  1.856380  1.00022
dL[347]     7.178950e+00    0.000585      0.037078  7.117130e+00  7.179210e+00  7.239940e+00  4010.90000  1.847360  1.00023
dL[348]     7.218070e+00    0.000593      0.037438  7.155820e+00  7.218300e+00  7.279470e+00  3986.29000  1.836030  1.00023
dL[349]     7.218760e+00    0.000593      0.037444  7.156500e+00  7.218990e+00  7.280170e+00  3985.84000  1.835820  1.00023
dL[350]     7.238680e+00    0.000597      0.037629  7.176100e+00  7.238870e+00  7.300410e+00  3973.41000  1.830090  1.00023
dL[351]     7.245900e+00    0.000598      0.037696  7.183210e+00  7.246110e+00  7.307720e+00  3968.91000  1.828020  1.00023
dL[352]     7.257580e+00    0.000601      0.037805  7.194700e+00  7.257820e+00  7.319510e+00  3961.70000  1.824700  1.00023
dL[353]     7.272780e+00    0.000604      0.037946  7.209660e+00  7.273000e+00  7.335100e+00  3952.34000  1.820390  1.00024
dL[354]     7.274910e+00    0.000604      0.037966  7.211760e+00  7.275130e+00  7.337290e+00  3951.00000  1.819770  1.00024
dL[355]     7.280550e+00    0.000605      0.038019  7.217300e+00  7.280760e+00  7.343070e+00  3947.60000  1.818200  1.00024
dL[356]     7.288960e+00    0.000607      0.038097  7.225610e+00  7.289210e+00  7.351540e+00  3942.46000  1.815840  1.00024
dL[357]     7.304920e+00    0.000610      0.038247  7.241410e+00  7.305150e+00  7.367620e+00  3932.71000  1.811350  1.00024
dL[358]     7.310300e+00    0.000611      0.038297  7.246730e+00  7.310510e+00  7.373040e+00  3929.43000  1.809840  1.00024
dL[359]     7.312860e+00    0.000611      0.038321  7.249270e+00  7.313070e+00  7.375620e+00  3927.86000  1.809110  1.00024
dL[360]     7.316470e+00    0.000612      0.038355  7.252830e+00  7.316670e+00  7.379250e+00  3925.71000  1.808130  1.00024
dL[361]     7.324150e+00    0.000614      0.038427  7.260380e+00  7.324360e+00  7.387110e+00  3921.06000  1.805980  1.00024
dL[362]     7.327730e+00    0.000614      0.038461  7.263880e+00  7.327940e+00  7.390780e+00  3918.90000  1.804990  1.00024
dL[363]     7.330110e+00    0.000615      0.038483  7.266210e+00  7.330330e+00  7.393230e+00  3917.46000  1.804320  1.00024
dL[364]     7.377630e+00    0.000624      0.038932  7.312850e+00  7.377860e+00  7.441690e+00  3889.10000  1.791260  1.00025
dL[365]     7.382790e+00    0.000625      0.038981  7.317900e+00  7.383020e+00  7.446860e+00  3886.09000  1.789880  1.00025
dL[366]     7.385060e+00    0.000626      0.039002  7.320110e+00  7.385260e+00  7.449150e+00  3884.70000  1.789230  1.00025
dL[367]     7.397620e+00    0.000628      0.039121  7.332330e+00  7.397860e+00  7.462010e+00  3877.30000  1.785830  1.00025
dL[368]     7.406430e+00    0.000630      0.039205  7.340900e+00  7.406620e+00  7.471030e+00  3872.11000  1.783430  1.00025
dL[369]     7.413570e+00    0.000631      0.039273  7.347900e+00  7.413780e+00  7.478250e+00  3867.95000  1.781520  1.00025
dL[370]     7.418030e+00    0.000632      0.039316  7.352340e+00  7.418240e+00  7.482730e+00  3865.36000  1.780330  1.00025
dL[371]     7.435680e+00    0.000636      0.039484  7.369580e+00  7.435900e+00  7.500480e+00  3855.10000  1.775600  1.00025
dL[372]     7.439240e+00    0.000637      0.039518  7.373050e+00  7.439460e+00  7.504120e+00  3853.05000  1.774660  1.00025
dL[373]     7.459040e+00    0.000641      0.039707  7.392650e+00  7.459310e+00  7.524200e+00  3841.62000  1.769390  1.00026
dL[374]     7.467410e+00    0.000642      0.039788  7.400950e+00  7.467690e+00  7.532740e+00  3836.84000  1.767190  1.00026
dL[375]     7.492630e+00    0.000647      0.040030  7.425950e+00  7.492910e+00  7.558370e+00  3822.43000  1.760550  1.00026
dL[376]     7.503310e+00    0.000650      0.040133  7.436410e+00  7.503570e+00  7.569160e+00  3816.41000  1.757780  1.00026
dL[377]     7.524200e+00    0.000654      0.040335  7.456980e+00  7.524480e+00  7.590250e+00  3804.65000  1.752360  1.00026
dL[378]     7.535120e+00    0.000656      0.040441  7.467780e+00  7.535410e+00  7.601290e+00  3798.56000  1.749560  1.00027
dL[379]     7.539950e+00    0.000657      0.040488  7.472510e+00  7.540240e+00  7.606180e+00  3795.85000  1.748310  1.00027
dL[380]     7.540900e+00    0.000657      0.040497  7.473440e+00  7.541180e+00  7.607130e+00  3795.36000  1.748080  1.00027
dL[381]     7.550580e+00    0.000659      0.040591  7.482920e+00  7.550860e+00  7.616920e+00  3789.96000  1.745600  1.00027
dL[382]     7.565950e+00    0.000663      0.040740  7.497940e+00  7.566220e+00  7.632470e+00  3781.45000  1.741680  1.00027
dL[383]     7.571110e+00    0.000664      0.040790  7.502970e+00  7.571390e+00  7.637680e+00  3778.61000  1.740370  1.00027
dL[384]     7.582730e+00    0.000666      0.040904  7.514300e+00  7.583010e+00  7.649500e+00  3772.24000  1.737440  1.00027
dL[385]     7.606080e+00    0.000671      0.041132  7.537090e+00  7.606360e+00  7.673120e+00  3759.52000  1.731580  1.00027
dL[386]     7.617440e+00    0.000673      0.041243  7.548290e+00  7.617730e+00  7.684680e+00  3753.32000  1.728720  1.00027
dL[387]     7.623740e+00    0.000675      0.041305  7.554510e+00  7.624010e+00  7.691090e+00  3749.95000  1.727170  1.00028
dL[388]     7.627440e+00    0.000675      0.041341  7.558150e+00  7.627710e+00  7.694850e+00  3747.94000  1.726250  1.00028
dL[389]     7.630620e+00    0.000676      0.041372  7.561310e+00  7.630890e+00  7.698090e+00  3746.25000  1.725470  1.00028
dL[390]     7.640500e+00    0.000678      0.041469  7.571040e+00  7.640790e+00  7.708150e+00  3740.97000  1.723040  1.00028
dL[391]     7.656770e+00    0.000681      0.041629  7.587080e+00  7.657080e+00  7.724710e+00  3732.30000  1.719040  1.00028
dL[392]     7.660020e+00    0.000682      0.041661  7.590290e+00  7.660350e+00  7.728020e+00  3730.51000  1.718220  1.00028
dL[393]     7.666720e+00    0.000684      0.041728  7.596910e+00  7.667080e+00  7.734850e+00  3727.03000  1.716610  1.00028
dL[394]     7.668230e+00    0.000684      0.041743  7.598400e+00  7.668580e+00  7.736390e+00  3726.23000  1.716240  1.00028
dL[395]     7.679840e+00    0.000686      0.041857  7.609850e+00  7.680130e+00  7.748230e+00  3720.07000  1.713410  1.00028
dL[396]     7.690750e+00    0.000689      0.041965  7.620600e+00  7.691070e+00  7.759400e+00  3714.33000  1.710770  1.00028
dL[397]     7.719190e+00    0.000695      0.042247  7.648650e+00  7.719470e+00  7.788330e+00  3699.48000  1.703920  1.00029
dL[398]     7.722380e+00    0.000695      0.042279  7.651790e+00  7.722650e+00  7.791570e+00  3697.84000  1.703170  1.00029
dL[399]     7.765850e+00    0.000705      0.042712  7.694670e+00  7.766130e+00  7.835710e+00  3675.54000  1.692900  1.00029
dL[400]     7.800640e+00    0.000712      0.043060  7.728840e+00  7.800940e+00  7.870940e+00  3657.90000  1.684780  1.00029
dL[401]     7.802130e+00    0.000712      0.043075  7.730300e+00  7.802440e+00  7.872460e+00  3657.18000  1.684440  1.00029
dL[402]     7.844770e+00    0.000721      0.043505  7.772090e+00  7.845060e+00  7.915780e+00  3635.98000  1.674680  1.00030
dL[403]     7.871300e+00    0.000727      0.043773  7.798190e+00  7.871590e+00  7.942770e+00  3623.00000  1.668700  1.00030
dL[404]     7.878750e+00    0.000729      0.043848  7.805510e+00  7.879050e+00  7.950360e+00  3619.34000  1.667010  1.00030
dL[405]     7.896670e+00    0.000733      0.044030  7.823170e+00  7.896990e+00  7.968450e+00  3610.69000  1.663030  1.00030
dL[406]     7.903910e+00    0.000734      0.044103  7.830320e+00  7.904210e+00  7.975760e+00  3607.22000  1.661430  1.00031
dL[407]     7.940950e+00    0.000742      0.044481  7.866730e+00  7.941250e+00  8.013460e+00  3589.51000  1.653270  1.00031
dL[408]     7.945170e+00    0.000743      0.044524  7.870900e+00  7.945460e+00  8.017760e+00  3587.50000  1.652350  1.00031
dL[409]     7.986120e+00    0.000752      0.044944  7.911220e+00  7.986430e+00  8.059660e+00  3568.32000  1.643520  1.00031
dL[410]     7.996640e+00    0.000755      0.045052  7.921520e+00  7.996900e+00  8.070320e+00  3563.44000  1.641270  1.00032
dL[411]     7.996810e+00    0.000755      0.045053  7.921690e+00  7.997070e+00  8.070490e+00  3563.34000  1.641220  1.00032
dL[412]     8.030010e+00    0.000762      0.045395  7.954360e+00  8.030290e+00  8.104320e+00  3548.12000  1.634210  1.00032
dL[413]     8.058270e+00    0.000768      0.045687  7.982020e+00  8.058550e+00  8.133020e+00  3535.27000  1.628290  1.00032
dL[414]     8.062540e+00    0.000769      0.045732  7.986210e+00  8.062820e+00  8.137360e+00  3533.39000  1.627430  1.00032
dL[415]     8.066180e+00    0.000770      0.045769  7.989790e+00  8.066460e+00  8.141060e+00  3531.70000  1.626650  1.00032
dL[416]     8.069490e+00    0.000771      0.045804  7.993040e+00  8.069790e+00  8.144410e+00  3530.28000  1.626000  1.00032
dL[417]     8.071210e+00    0.000771      0.045822  7.994730e+00  8.071500e+00  8.146170e+00  3529.44000  1.625610  1.00032
dL[418]     8.074450e+00    0.000772      0.045855  7.997910e+00  8.074730e+00  8.149460e+00  3527.99000  1.624940  1.00032
dL[419]     8.075610e+00    0.000772      0.045867  7.999050e+00  8.075890e+00  8.150640e+00  3527.51000  1.624720  1.00032
dL[420]     8.087660e+00    0.000775      0.045992  8.010880e+00  8.087950e+00  8.162880e+00  3522.11000  1.622230  1.00033
dL[421]     8.092170e+00    0.000776      0.046039  8.015300e+00  8.092460e+00  8.167460e+00  3520.13000  1.621320  1.00033
dL[422]     8.100810e+00    0.000778      0.046129  8.023790e+00  8.101110e+00  8.176220e+00  3516.31000  1.619560  1.00033
dL[423]     8.133510e+00    0.000785      0.046470  8.055900e+00  8.133810e+00  8.209400e+00  3501.88000  1.612910  1.00033
dL[424]     8.138570e+00    0.000786      0.046523  8.060850e+00  8.138870e+00  8.214530e+00  3499.67000  1.611900  1.00033
dL[425]     8.140700e+00    0.000787      0.046545  8.062940e+00  8.140990e+00  8.216690e+00  3498.78000  1.611490  1.00033
dL[426]     8.143230e+00    0.000787      0.046571  8.065430e+00  8.143520e+00  8.219270e+00  3497.67000  1.610970  1.00033
