                    Mean        MCSE        StdDev            5%           50%           95%       N_Eff   N_Eff/s    R_hat
dL[645]     1.069680e+01    0.001443      0.076456  1.057070e+01  1.069710e+01  1.082110e+01  2807.29000  1.293000  1.00054
dL[646]     1.069920e+01    0.001444      0.076487  1.057310e+01  1.069950e+01  1.082360e+01  2806.76000  1.292750  1.00054
dL[647]     1.069950e+01    0.001444      0.076491  1.057340e+01  1.069980e+01  1.082390e+01  2806.90000  1.292820  1.00054
dL[648]     1.071280e+01    0.001448      0.076660  1.058640e+01  1.071310e+01  1.083750e+01  2804.76000  1.291830  1.00054
dL[649]     1.072470e+01    0.001451      0.076812  1.059810e+01  1.072510e+01  1.084970e+01  2802.67000  1.290870  1.00054
dL[650]     1.073650e+01    0.001454      0.076963  1.060960e+01  1.073680e+01  1.086170e+01  2801.03000  1.290110  1.00054
dL[651]     1.078820e+01    0.001469      0.077624  1.066020e+01  1.078850e+01  1.091480e+01  2792.87000  1.286350  1.00055
dL[652]     1.080290e+01    0.001473      0.077813  1.067450e+01  1.080320e+01  1.092970e+01  2790.52000  1.285270  1.00055
dL[653]     1.081180e+01    0.001476      0.077927  1.068320e+01  1.081200e+01  1.093880e+01  2789.22000  1.284670  1.00055
dL[654]     1.083270e+01    0.001481      0.078195  1.070360e+01  1.083290e+01  1.096010e+01  2785.97000  1.283170  1.00055
dL[655]     1.085320e+01    0.001487      0.078457  1.072370e+01  1.085340e+01  1.098110e+01  2782.87000  1.281750  1.00055
dL[656]     1.086620e+01    0.001491      0.078625  1.073640e+01  1.086640e+01  1.099440e+01  2780.82000  1.280800  1.00055
dL[657]     1.086900e+01    0.001492      0.078661  1.073910e+01  1.086910e+01  1.099720e+01  2780.51000  1.280660  1.00055
dL[658]     1.087120e+01    0.001492      0.078689  1.074130e+01  1.087130e+01  1.099950e+01  2780.18000  1.280510  1.00055
dL[659]     1.087430e+01    0.001493      0.078728  1.074430e+01  1.087440e+01  1.100260e+01  2779.67000  1.280280  1.00055
dL[660]     1.089380e+01    0.001499      0.078981  1.076340e+01  1.089380e+01  1.102270e+01  2776.69000  1.278900  1.00055
dL[661]     1.090010e+01    0.001501      0.079061  1.076950e+01  1.090010e+01  1.102910e+01  2775.83000  1.278510  1.00055
dL[662]     1.090250e+01    0.001501      0.079092  1.077180e+01  1.090240e+01  1.103150e+01  2775.38000  1.278300  1.00055
dL[663]     1.091360e+01    0.001504      0.079236  1.078280e+01  1.091360e+01  1.104290e+01  2773.76000  1.277550  1.00056
dL[664]     1.092920e+01    0.001509      0.079436  1.079800e+01  1.092910e+01  1.105880e+01  2771.45000  1.276490  1.00056
dL[665]     1.093290e+01    0.001510      0.079484  1.080160e+01  1.093290e+01  1.106260e+01  2770.90000  1.276230  1.00056
dL[666]     1.095670e+01    0.001517      0.079791  1.082500e+01  1.095680e+01  1.108700e+01  2767.31000  1.274580  1.00056
dL[667]     1.095800e+01    0.001517      0.079808  1.082620e+01  1.095800e+01  1.108830e+01  2767.14000  1.274500  1.00056
dL[668]     1.103450e+01    0.001539      0.080797  1.090100e+01  1.103450e+01  1.116660e+01  2756.08000  1.269410  1.00056
dL[669]     1.106790e+01    0.001549      0.081232  1.093380e+01  1.106800e+01  1.120070e+01  2751.36000  1.267240  1.00056
dL[670]     1.109280e+01    0.001556      0.081555  1.095810e+01  1.109300e+01  1.122590e+01  2747.83000  1.265610  1.00056
dL[671]     1.109310e+01    0.001556      0.081559  1.095840e+01  1.109330e+01  1.122620e+01  2747.86000  1.265620  1.00056
dL[672]     1.109480e+01    0.001556      0.081580  1.096010e+01  1.109500e+01  1.122790e+01  2747.54000  1.265480  1.00056
dL[673]     1.110620e+01    0.001560      0.081728  1.097120e+01  1.110630e+01  1.123960e+01  2745.94000  1.264740  1.00057
dL[674]     1.110920e+01    0.001561      0.081768  1.097420e+01  1.110930e+01  1.124270e+01  2745.53000  1.264550  1.00057
dL[675]     1.111200e+01    0.001561      0.081806  1.097700e+01  1.111220e+01  1.124570e+01  2745.17000  1.264390  1.00057
dL[676]     1.111510e+01    0.001562      0.081845  1.098000e+01  1.111530e+01  1.124890e+01  2744.67000  1.264160  1.00057
dL[677]     1.114550e+01    0.001571      0.082241  1.100980e+01  1.114560e+01  1.128010e+01  2740.40000  1.262190  1.00057
dL[678]     1.116990e+01    0.001578      0.082560  1.103370e+01  1.117010e+01  1.130510e+01  2737.09000  1.260660  1.00057
dL[679]     1.117330e+01    0.001579      0.082605  1.103710e+01  1.117350e+01  1.130850e+01  2736.62000  1.260440  1.00057
dL[680]     1.117670e+01    0.001580      0.082649  1.104040e+01  1.117700e+01  1.131200e+01  2736.07000  1.260190  1.00057
dL[681]     1.117910e+01    0.001581      0.082679  1.104270e+01  1.117930e+01  1.131440e+01  2735.80000  1.260070  1.00057
dL[682]     1.118500e+01    0.001582      0.082757  1.104850e+01  1.118520e+01  1.132040e+01  2735.01000  1.259700  1.00057
dL[683]     1.119630e+01    0.001586      0.082905  1.105960e+01  1.119650e+01  1.133200e+01  2733.33000  1.258930  1.00057
dL[684]     1.119890e+01    0.001586      0.082939  1.106210e+01  1.119910e+01  1.133460e+01  2733.11000  1.258830  1.00057
dL[685]     1.124310e+01    0.001599      0.083517  1.110540e+01  1.124320e+01  1.138000e+01  2727.00000  1.256010  1.00057
dL[686]     1.125030e+01    0.001601      0.083611  1.111240e+01  1.125040e+01  1.138730e+01  2725.94000  1.255530  1.00057
dL[687]     1.127150e+01    0.001608      0.083889  1.113310e+01  1.127150e+01  1.140910e+01  2723.20000  1.254260  1.00058
dL[688]     1.127440e+01    0.001608      0.083928  1.113600e+01  1.127450e+01  1.141210e+01  2722.69000  1.254030  1.00057
dL[689]     1.127580e+01    0.001609      0.083945  1.113730e+01  1.127580e+01  1.141350e+01  2722.47000  1.253930  1.00058
dL[690]     1.127690e+01    0.001609      0.083959  1.113840e+01  1.127690e+01  1.141460e+01  2722.38000  1.253890  1.00058
dL[691]     1.129140e+01    0.001613      0.084150  1.115260e+01  1.129150e+01  1.142930e+01  2720.46000  1.253000  1.00058
dL[692]     1.130930e+01    0.001619      0.084384  1.117020e+01  1.130950e+01  1.144750e+01  2718.00000  1.251870  1.00058
dL[693]     1.131550e+01    0.001620      0.084467  1.117630e+01  1.131580e+01  1.145390e+01  2717.27000  1.251530  1.00058
dL[694]     1.133520e+01    0.001626      0.084724  1.119550e+01  1.133540e+01  1.147380e+01  2714.52000  1.250270  1.00058
dL[695]     1.134520e+01    0.001629      0.084856  1.120530e+01  1.134540e+01  1.148390e+01  2713.10000  1.249610  1.00058
dL[696]     1.135440e+01    0.001632      0.084978  1.121430e+01  1.135460e+01  1.149330e+01  2712.05000  1.249130  1.00058
dL[697]     1.142190e+01    0.001652      0.085868  1.128040e+01  1.142210e+01  1.156210e+01  2703.23000  1.245070  1.00058
dL[698]     1.144200e+01    0.001657      0.086134  1.130000e+01  1.144210e+01  1.158270e+01  2700.70000  1.243900  1.00058
dL[699]     1.146710e+01    0.001665      0.086465  1.132460e+01  1.146720e+01  1.160830e+01  2697.36000  1.242360  1.00059
dL[700]     1.146970e+01    0.001666      0.086499  1.132720e+01  1.146970e+01  1.161100e+01  2697.09000  1.242240  1.00059
dL[701]     1.147190e+01    0.001666      0.086528  1.132930e+01  1.147190e+01  1.161320e+01  2696.86000  1.242130  1.00059
dL[702]     1.147700e+01    0.001668      0.086596  1.133430e+01  1.147700e+01  1.161840e+01  2696.21000  1.241830  1.00059
dL[703]     1.147700e+01    0.001668      0.086597  1.133440e+01  1.147710e+01  1.161850e+01  2696.17000  1.241820  1.00059
dL[704]     1.147920e+01    0.001668      0.086625  1.133650e+01  1.147920e+01  1.162070e+01  2695.83000  1.241660  1.00059
dL[705]     1.148640e+01    0.001671      0.086721  1.134360e+01  1.148640e+01  1.162810e+01  2694.93000  1.241240  1.00059
dL[706]     1.151780e+01    0.001680      0.087138  1.137450e+01  1.151780e+01  1.166040e+01  2691.17000  1.239510  1.00059
dL[707]     1.155640e+01    0.001691      0.087649  1.141220e+01  1.155640e+01  1.170000e+01  2686.14000  1.237200  1.00059
dL[708]     1.156690e+01    0.001694      0.087788  1.142250e+01  1.156690e+01  1.171070e+01  2684.82000  1.236590  1.00059
dL[709]     1.156940e+01    0.001695      0.087822  1.142500e+01  1.156940e+01  1.171330e+01  2684.70000  1.236530  1.00059
dL[710]     1.158960e+01    0.001701      0.088091  1.144480e+01  1.158970e+01  1.173390e+01  2682.14000  1.235350  1.00059
dL[711]     1.160180e+01    0.001705      0.088252  1.145660e+01  1.160190e+01  1.174630e+01  2680.58000  1.234640  1.00059
dL[712]     1.162190e+01    0.001711      0.088521  1.147630e+01  1.162200e+01  1.176690e+01  2678.21000  1.233540  1.00059
dL[713]     1.162420e+01    0.001711      0.088551  1.147850e+01  1.162430e+01  1.176930e+01  2677.91000  1.233400  1.00059
dL[714]     1.162440e+01    0.001711      0.088552  1.147870e+01  1.162440e+01  1.176940e+01  2677.86000  1.233380  1.00059
dL[715]     1.163630e+01    0.001715      0.088712  1.149030e+01  1.163640e+01  1.178160e+01  2676.47000  1.232740  1.00059
dL[716]     1.163910e+01    0.001716      0.088749  1.149300e+01  1.163910e+01  1.178440e+01  2676.10000  1.232570  1.00059
dL[717]     1.164390e+01    0.001717      0.088814  1.149770e+01  1.164390e+01  1.178930e+01  2675.57000  1.232330  1.00060
dL[718]     1.165920e+01    0.001722      0.089018  1.151260e+01  1.165920e+01  1.180500e+01  2673.77000  1.231500  1.00060
dL[719]     1.166040e+01    0.001722      0.089034  1.151380e+01  1.166040e+01  1.180620e+01  2673.62000  1.231430  1.00060
dL[720]     1.166200e+01    0.001722      0.089055  1.151530e+01  1.166200e+01  1.180780e+01  2673.43000  1.231340  1.00060
dL[721]     1.168970e+01    0.001731      0.089424  1.154230e+01  1.168980e+01  1.183620e+01  2670.08000  1.229800  1.00060
dL[722]     1.169490e+01    0.001732      0.089495  1.154750e+01  1.169510e+01  1.184160e+01  2669.39000  1.229480  1.00060
dL[723]     1.170100e+01    0.001734      0.089576  1.155340e+01  1.170120e+01  1.184780e+01  2668.78000  1.229200  1.00060
dL[724]     1.172610e+01    0.001741      0.089912  1.157790e+01  1.172640e+01  1.187360e+01  2665.83000  1.227840  1.00060
dL[725]     1.174670e+01    0.001748      0.090187  1.159800e+01  1.174690e+01  1.189470e+01  2663.36000  1.226700  1.00060
dL[726]     1.174880e+01    0.001748      0.090215  1.160010e+01  1.174910e+01  1.189690e+01  2663.03000  1.226550  1.00060
dL[727]     1.176560e+01    0.001753      0.090440  1.161650e+01  1.176580e+01  1.191410e+01  2661.11000  1.225670  1.00060
dL[728]     1.177250e+01    0.001755      0.090532  1.162320e+01  1.177270e+01  1.192120e+01  2660.40000  1.225340  1.00060
dL[729]     1.180980e+01    0.001766      0.091034  1.165970e+01  1.181000e+01  1.195950e+01  2656.00000  1.223310  1.00060
dL[730]     1.181390e+01    0.001768      0.091088  1.166370e+01  1.181410e+01  1.196370e+01  2655.54000  1.223100  1.00060
dL[731]     1.181700e+01    0.001769      0.091129  1.166670e+01  1.181720e+01  1.196680e+01  2655.13000  1.222910  1.00060
dL[732]     1.184520e+01    0.001777      0.091509  1.169440e+01  1.184540e+01  1.199590e+01  2652.10000  1.221520  1.00060
dL[733]     1.185440e+01    0.001780      0.091632  1.170340e+01  1.185450e+01  1.200530e+01  2651.04000  1.221030  1.00061
dL[734]     1.186880e+01    0.001784      0.091826  1.171750e+01  1.186890e+01  1.202000e+01  2649.38000  1.220270  1.00061
dL[735]     1.186960e+01    0.001784      0.091836  1.171830e+01  1.186970e+01  1.202090e+01  2649.25000  1.220210  1.00061
dL[736]     1.188390e+01    0.001789      0.092030  1.173240e+01  1.188410e+01  1.203560e+01  2647.72000  1.219500  1.00061
dL[737]     1.192400e+01    0.001801      0.092571  1.177160e+01  1.192410e+01  1.207680e+01  2643.22000  1.217430  1.00061
dL[738]     1.193060e+01    0.001803      0.092658  1.177800e+01  1.193060e+01  1.208350e+01  2642.47000  1.217080  1.00061
dL[739]     1.193160e+01    0.001803      0.092672  1.177900e+01  1.193160e+01  1.208450e+01  2642.32000  1.217010  1.00061
dL[740]     1.193390e+01    0.001804      0.092703  1.178130e+01  1.193390e+01  1.208690e+01  2642.11000  1.216920  1.00061
dL[741]     1.194970e+01    0.001808      0.092917  1.179680e+01  1.194970e+01  1.210300e+01  2640.28000  1.216070  1.00061
dL[742]     1.197260e+01    0.001815      0.093226  1.181900e+01  1.197250e+01  1.212620e+01  2637.78000  1.214920  1.00061
dL[743]     1.201640e+01    0.001828      0.093818  1.186180e+01  1.201640e+01  1.217080e+01  2633.11000  1.212770  1.00061
dL[744]     1.201770e+01    0.001829      0.093836  1.186310e+01  1.201770e+01  1.217210e+01  2632.96000  1.212700  1.00061
dL[745]     1.202320e+01    0.001830      0.093910  1.186840e+01  1.202310e+01  1.217760e+01  2632.48000  1.212480  1.00061
dL[746]     1.202830e+01    0.001832      0.093981  1.187350e+01  1.202830e+01  1.218290e+01  2631.76000  1.212150  1.00061
dL[747]     1.203340e+01    0.001833      0.094049  1.187840e+01  1.203330e+01  1.218800e+01  2631.33000  1.211950  1.00061
dL[748]     1.203820e+01    0.001835      0.094114  1.188310e+01  1.203820e+01  1.219300e+01  2630.77000  1.211690  1.00061
dL[749]     1.203830e+01    0.001835      0.094114  1.188320e+01  1.203820e+01  1.219310e+01  2630.74000  1.211680  1.00061
dL[750]     1.204430e+01    0.001837      0.094197  1.188910e+01  1.204430e+01  1.219930e+01  2630.11000  1.211390  1.00061
dL[751]     1.204680e+01    0.001837      0.094230  1.189150e+01  1.204680e+01  1.220180e+01  2629.85000  1.211270  1.00062
dL[752]     1.205150e+01    0.001839      0.094293  1.189610e+01  1.205150e+01  1.220660e+01  2629.32000  1.211030  1.00062
dL[753]     1.206250e+01    0.001842      0.094444  1.190690e+01  1.206260e+01  1.221780e+01  2628.13000  1.210480  1.00062
dL[754]     1.206420e+01    0.001843      0.094467  1.190860e+01  1.206430e+01  1.221960e+01  2627.95000  1.210390  1.00062
dL[755]     1.207190e+01    0.001845      0.094571  1.191610e+01  1.207200e+01  1.222740e+01  2627.19000  1.210050  1.00062
dL[756]     1.207260e+01    0.001845      0.094580  1.191680e+01  1.207270e+01  1.222810e+01  2627.13000  1.210020  1.00062
dL[757]     1.208680e+01    0.001850      0.094773  1.193070e+01  1.208680e+01  1.224250e+01  2625.53000  1.209280  1.00062
dL[758]     1.209340e+01    0.001852      0.094862  1.193720e+01  1.209340e+01  1.224930e+01  2624.97000  1.209020  1.00062
dL[759]     1.210480e+01    0.001855      0.095017  1.194840e+01  1.210480e+01  1.226100e+01  2623.66000  1.208420  1.00062
dL[760]     1.213290e+01    0.001863      0.095398  1.197590e+01  1.213290e+01  1.228990e+01  2620.85000  1.207130  1.00062
dL[761]     1.214380e+01    0.001867      0.095547  1.198660e+01  1.214380e+01  1.230120e+01  2619.58000  1.206540  1.00062
dL[762]     1.214580e+01    0.001867      0.095574  1.198850e+01  1.214580e+01  1.230320e+01  2619.48000  1.206490  1.00062
dL[763]     1.214610e+01    0.001868      0.095579  1.198890e+01  1.214610e+01  1.230360e+01  2619.34000  1.206430  1.00062
dL[764]     1.217560e+01    0.001876      0.095981  1.201780e+01  1.217560e+01  1.233400e+01  2616.28000  1.205020  1.00062
dL[765]     1.219320e+01    0.001882      0.096220  1.203500e+01  1.219320e+01  1.235200e+01  2614.52000  1.204210  1.00062
dL[766]     1.220430e+01    0.001885      0.096371  1.204590e+01  1.220430e+01  1.236340e+01  2613.40000  1.203690  1.00062
dL[767]     1.221880e+01    0.001890      0.096569  1.206010e+01  1.221880e+01  1.237820e+01  2612.00000  1.203050  1.00062
dL[768]     1.223450e+01    0.001894      0.096783  1.207540e+01  1.223440e+01  1.239410e+01  2610.28000  1.202260  1.00062
dL[769]     1.226160e+01    0.001903      0.097154  1.210190e+01  1.226160e+01  1.242160e+01  2607.65000  1.201040  1.00062
dL[770]     1.227130e+01    0.001905      0.097286  1.211120e+01  1.227120e+01  1.243140e+01  2606.74000  1.200630  1.00063
dL[771]     1.227200e+01    0.001906      0.097296  1.211200e+01  1.227200e+01  1.243220e+01  2606.60000  1.200560  1.00063
dL[772]     1.228900e+01    0.001911      0.097528  1.212850e+01  1.228900e+01  1.244950e+01  2604.86000  1.199760  1.00063
dL[773]     1.228990e+01    0.001911      0.097540  1.212940e+01  1.228980e+01  1.245030e+01  2604.84000  1.199750  1.00063
dL[774]     1.229100e+01    0.001911      0.097555  1.213040e+01  1.229090e+01  1.245150e+01  2604.70000  1.199690  1.00063
dL[775]     1.229950e+01    0.001914      0.097672  1.213880e+01  1.229960e+01  1.246010e+01  2603.83000  1.199290  1.00063
dL[776]     1.230310e+01    0.001915      0.097722  1.214230e+01  1.230320e+01  1.246380e+01  2603.43000  1.199100  1.00063
dL[777]     1.237260e+01    0.001936      0.098673  1.221030e+01  1.237270e+01  1.253500e+01  2596.62000  1.195970  1.00063
dL[778]     1.237560e+01    0.001937      0.098715  1.221330e+01  1.237580e+01  1.253810e+01  2596.25000  1.195790  1.00063
dL[779]     1.238230e+01    0.001939      0.098807  1.221990e+01  1.238250e+01  1.254500e+01  2595.75000  1.195570  1.00063
dL[780]     1.241300e+01    0.001949      0.099229  1.224980e+01  1.241320e+01  1.257650e+01  2592.81000  1.194210  1.00063
dL[781]     1.246590e+01    0.001965      0.099956  1.230140e+01  1.246600e+01  1.263060e+01  2587.70000  1.191860  1.00063
dL[782]     1.246690e+01    0.001965      0.099970  1.230230e+01  1.246700e+01  1.263160e+01  2587.62000  1.191820  1.00063
dL[783]     1.247610e+01    0.001968      0.100096  1.231130e+01  1.247620e+01  1.264100e+01  2586.71000  1.191400  1.00063
dL[784]     1.248030e+01    0.001969      0.100155  1.231540e+01  1.248040e+01  1.264540e+01  2586.31000  1.191220  1.00063
dL[785]     1.249650e+01    0.001974      0.100378  1.233130e+01  1.249670e+01  1.266200e+01  2584.86000  1.190550  1.00063
dL[786]     1.249710e+01    0.001975      0.100386  1.233190e+01  1.249730e+01  1.266260e+01  2584.78000  1.190510  1.00063
dL[787]     1.250620e+01    0.001977      0.100511  1.234070e+01  1.250640e+01  1.267190e+01  2583.92000  1.190110  1.00064
dL[788]     1.253160e+01    0.001985      0.100860  1.236550e+01  1.253180e+01  1.269780e+01  2581.48000  1.188990  1.00064
dL[789]     1.253330e+01    0.001986      0.100885  1.236730e+01  1.253360e+01  1.269970e+01  2581.36000  1.188940  1.00064
dL[790]     1.253990e+01    0.001988      0.100976  1.237370e+01  1.254020e+01  1.270640e+01  2580.80000  1.188680  1.00064
dL[791]     1.256360e+01    0.001995      0.101303  1.239690e+01  1.256390e+01  1.273080e+01  2578.54000  1.187640  1.00064
dL[792]     1.257340e+01    0.001998      0.101438  1.240650e+01  1.257370e+01  1.274080e+01  2577.74000  1.187270  1.00064
dL[793]     1.257600e+01    0.001999      0.101474  1.240910e+01  1.257630e+01  1.274350e+01  2577.46000  1.187140  1.00064
dL[794]     1.260430e+01    0.002008      0.101866  1.243680e+01  1.260450e+01  1.277250e+01  2574.75000  1.185890  1.00064
dL[795]     1.261540e+01    0.002011      0.102021  1.244770e+01  1.261570e+01  1.278400e+01  2573.80000  1.185460  1.00064
dL[796]     1.262340e+01    0.002013      0.102131  1.245550e+01  1.262360e+01  1.279210e+01  2573.10000  1.185130  1.00064
dL[797]     1.263790e+01    0.002018      0.102330  1.246970e+01  1.263810e+01  1.280700e+01  2571.78000  1.184520  1.00064
dL[798]     1.263980e+01    0.002018      0.102357  1.247170e+01  1.264010e+01  1.280900e+01  2571.62000  1.184450  1.00064
dL[799]     1.264740e+01    0.002021      0.102462  1.247910e+01  1.264770e+01  1.281680e+01  2570.87000  1.184100  1.00064
dL[800]     1.264750e+01    0.002021      0.102464  1.247920e+01  1.264780e+01  1.281690e+01  2570.98000  1.184150  1.00064
dL[801]     1.265490e+01    0.002023      0.102566  1.248650e+01  1.265520e+01  1.282450e+01  2570.26000  1.183820  1.00064
dL[802]     1.265880e+01    0.002024      0.102620  1.249030e+01  1.265910e+01  1.282850e+01  2569.94000  1.183670  1.00064
dL[803]     1.267360e+01    0.002029      0.102826  1.250480e+01  1.267390e+01  1.284360e+01  2568.61000  1.183060  1.00064
dL[804]     1.267640e+01    0.002030      0.102863  1.250750e+01  1.267670e+01  1.284640e+01  2568.39000  1.182960  1.00064
dL[805]     1.267660e+01    0.002030      0.102867  1.250780e+01  1.267690e+01  1.284670e+01  2568.30000  1.182920  1.00064
dL[806]     1.268690e+01    0.002033      0.103010  1.251790e+01  1.268720e+01  1.285720e+01  2567.37000  1.182490  1.00064
dL[807]     1.268990e+01    0.002034      0.103052  1.252080e+01  1.269020e+01  1.286020e+01  2567.21000  1.182420  1.00064
dL[808]     1.272260e+01    0.002044      0.103505  1.255300e+01  1.272300e+01  1.289350e+01  2564.26000  1.181060  1.00064
dL[809]     1.273070e+01    0.002047      0.103618  1.256090e+01  1.273110e+01  1.290180e+01  2563.56000  1.180740  1.00064
dL[810]     1.274700e+01    0.002052      0.103845  1.257690e+01  1.274740e+01  1.291840e+01  2562.10000  1.180070  1.00065
dL[811]     1.275590e+01    0.002054      0.103968  1.258570e+01  1.275630e+01  1.292750e+01  2561.29000  1.179690  1.00065
dL[812]     1.276200e+01    0.002056      0.104052  1.259160e+01  1.276240e+01  1.293360e+01  2560.83000  1.179480  1.00065
dL[813]     1.277360e+01    0.002060      0.104214  1.260310e+01  1.277400e+01  1.294560e+01  2559.77000  1.178990  1.00065
dL[814]     1.280260e+01    0.002069      0.104618  1.263150e+01  1.280300e+01  1.297530e+01  2557.28000  1.177840  1.00065
dL[815]     1.280790e+01    0.002070      0.104691  1.263670e+01  1.280820e+01  1.298060e+01  2556.82000  1.177630  1.00065
dL[816]     1.281140e+01    0.002072      0.104739  1.264010e+01  1.281170e+01  1.298420e+01  2556.46000  1.177470  1.00065
dL[817]     1.281240e+01    0.002072      0.104755  1.264110e+01  1.281280e+01  1.298530e+01  2556.41000  1.177440  1.00065
dL[818]     1.282960e+01    0.002077      0.104993  1.265800e+01  1.283000e+01  1.300290e+01  2555.06000  1.176820  1.00065
dL[819]     1.285530e+01    0.002085      0.105352  1.268320e+01  1.285590e+01  1.302940e+01  2552.65000  1.175710  1.00065
dL[820]     1.286770e+01    0.002089      0.105526  1.269520e+01  1.286820e+01  1.304210e+01  2551.62000  1.175240  1.00065
dL[821]     1.287050e+01    0.002090      0.105565  1.269800e+01  1.287100e+01  1.304500e+01  2551.54000  1.175200  1.00065
dL[822]     1.289590e+01    0.002098      0.105920  1.272280e+01  1.289650e+01  1.307110e+01  2549.28000  1.174160  1.00065
dL[823]     1.290030e+01    0.002099      0.105980  1.272700e+01  1.290090e+01  1.307560e+01  2548.90000  1.173990  1.00065
dL[824]     1.290860e+01    0.002102      0.106096  1.273510e+01  1.290910e+01  1.308410e+01  2548.22000  1.173670  1.00065
dL[825]     1.292650e+01    0.002107      0.106347  1.275260e+01  1.292700e+01  1.310250e+01  2546.76000  1.173000  1.00065
dL[826]     1.294030e+01    0.002112      0.106540  1.276620e+01  1.294090e+01  1.311670e+01  2545.59000  1.172460  1.00065
dL[827]     1.295420e+01    0.002116      0.106734  1.277980e+01  1.295480e+01  1.313100e+01  2544.45000  1.171940  1.00065
dL[828]     1.297300e+01    0.002122      0.106997  1.279820e+01  1.297350e+01  1.315010e+01  2542.87000  1.171210  1.00065
dL[829]     1.297900e+01    0.002124      0.107081  1.280410e+01  1.297950e+01  1.315630e+01  2542.40000  1.170990  1.00065
dL[830]     1.298890e+01    0.002127      0.107219  1.281370e+01  1.298940e+01  1.316640e+01  2541.56000  1.170610  1.00065
dL[831]     1.299110e+01    0.002128      0.107252  1.281590e+01  1.299170e+01  1.316870e+01  2541.39000  1.170530  1.00065
dL[832]     1.300670e+01    0.002132      0.107470  1.283100e+01  1.300730e+01  1.318480e+01  2540.11000  1.169940  1.00066
dL[833]     1.301850e+01    0.002136      0.107635  1.284260e+01  1.301910e+01  1.319700e+01  2539.11000  1.169480  1.00066
dL[834]     1.304270e+01    0.002144      0.107975  1.286620e+01  1.304340e+01  1.322190e+01  2537.24000  1.168610  1.00066
dL[835]     1.305820e+01    0.002148      0.108192  1.288140e+01  1.305880e+01  1.323780e+01  2535.91000  1.168000  1.00066
dL[836]     1.306200e+01    0.002150      0.108246  1.288500e+01  1.306260e+01  1.324170e+01  2535.66000  1.167890  1.00066
dL[837]     1.306460e+01    0.002150      0.108282  1.288750e+01  1.306520e+01  1.324440e+01  2535.41000  1.167770  1.00066
dL[838]     1.306670e+01    0.002151      0.108313  1.288970e+01  1.306740e+01  1.324660e+01  2535.26000  1.167700  1.00066
dL[839]     1.309970e+01    0.002161      0.108776  1.292180e+01  1.310030e+01  1.328040e+01  2532.61000  1.166480  1.00066
dL[840]     1.310960e+01    0.002165      0.108915  1.293140e+01  1.311020e+01  1.329040e+01  2531.79000  1.166110  1.00066
dL[841]     1.311540e+01    0.002166      0.108998  1.293710e+01  1.311600e+01  1.329640e+01  2531.26000  1.165860  1.00066
dL[842]     1.313620e+01    0.002173      0.109290  1.295730e+01  1.313680e+01  1.331760e+01  2529.68000  1.165130  1.00066
dL[843]     1.313840e+01    0.002174      0.109320  1.295940e+01  1.313900e+01  1.331990e+01  2529.59000  1.165090  1.00066
dL[844]     1.315340e+01    0.002178      0.109532  1.297410e+01  1.315410e+01  1.333520e+01  2528.42000  1.164550  1.00066
dL[845]     1.317510e+01    0.002185      0.109838  1.299530e+01  1.317580e+01  1.335740e+01  2526.62000  1.163720  1.00066
dL[846]     1.318030e+01    0.002187      0.109911  1.300040e+01  1.318100e+01  1.336270e+01  2526.17000  1.163510  1.00066
dL[847]     1.319310e+01    0.002191      0.110091  1.301300e+01  1.319390e+01  1.337580e+01  2525.24000  1.163090  1.00066
dL[848]     1.322810e+01    0.002202      0.110585  1.304740e+01  1.322900e+01  1.341150e+01  2522.45000  1.161800  1.00066
dL[849]     1.325510e+01    0.002210      0.110966  1.307400e+01  1.325610e+01  1.343910e+01  2520.38000  1.160850  1.00067
dL[850]     1.328590e+01    0.002220      0.111401  1.310390e+01  1.328680e+01  1.347050e+01  2518.07000  1.159790  1.00067
dL[851]     1.329300e+01    0.002222      0.111501  1.311080e+01  1.329400e+01  1.347780e+01  2517.51000  1.159530  1.00067
dL[852]     1.329840e+01    0.002224      0.111578  1.311610e+01  1.329940e+01  1.348330e+01  2517.17000  1.159370  1.00067
dL[853]     1.330620e+01    0.002226      0.111688  1.312370e+01  1.330720e+01  1.349130e+01  2516.55000  1.159080  1.00067
dL[854]     1.330640e+01    0.002226      0.111691  1.312390e+01  1.330740e+01  1.349150e+01  2516.53000  1.159080  1.00067
dL[855]     1.331590e+01    0.002229      0.111825  1.313320e+01  1.331700e+01  1.350120e+01  2515.86000  1.158770  1.00067
dL[856]     1.333380e+01    0.002235      0.112079  1.315070e+01  1.333490e+01  1.351950e+01  2514.51000  1.158150  1.00067
dL[857]     1.333520e+01    0.002236      0.112098  1.315210e+01  1.333630e+01  1.352090e+01  2514.39000  1.158090  1.00067
dL[858]     1.334050e+01    0.002237      0.112174  1.315730e+01  1.334160e+01  1.352630e+01  2513.97000  1.157900  1.00067
dL[859]     1.334280e+01    0.002238      0.112206  1.315950e+01  1.334390e+01  1.352870e+01  2513.82000  1.157830  1.00067
dL[860]     1.335860e+01    0.002243      0.112429  1.317500e+01  1.335970e+01  1.354480e+01  2512.64000  1.157280  1.00067
dL[861]     1.337710e+01    0.002249      0.112693  1.319310e+01  1.337820e+01  1.356370e+01  2511.29000  1.156660  1.00067
dL[862]     1.337810e+01    0.002249      0.112707  1.319410e+01  1.337920e+01  1.356470e+01  2511.14000  1.156590  1.00067
