# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = CMB_model
# start_datetime = 2023-07-24 13:42:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpnyslm103/hi0c7hrz.json
# init = /tmp/tmpnyslm103/eun7fobf.json
# random
#   seed = 94167
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/CMB/CMB-20230724144208.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Ob,Oc,wr,Or,lambda,g1,g2,zstar,faketheta.1,faketheta.2,faketheta.3,faketheta.4,faketheta.5,faketheta.6,E,dE,I,dI,S.1.1,S.1.2,sol,la,R,wb,x.1,x.2,x.3
-2.37519,0.886584,0.039449,3,7,0,2.95698,0.745371,0.0404718,0.207699,4.15e-05,7.46969e-05,0.418307,0.0606939,0.547978,1091.3,0.745371,0.0404718,0.207699,7.46969e-05,0.418307,1091.3,1,0.263083,0,1,20730.6,3.47719,0.0362208,301.592,1.73222,0.0224853,0.0218436,-0.00847994,0.000205262
-3.59528,0.794148,0.039449,6,71,0,5.14078,0.723726,0.0426117,0.228292,4.15e-05,7.92318e-05,0.410089,0.0610373,0.548135,1091.89,0.723726,0.0426117,0.228292,7.92318e-05,0.410089,1091.89,1,0.291236,0,1,21602.1,3.35575,0.0349345,301.777,1.74661,0.0223191,0.206635,0.00591495,3.91405e-05
-1.34529,0.995276,0.039449,6,87,0,4.13815,0.743802,0.0405633,0.209503,4.15e-05,7.50124e-05,0.417628,0.0607844,0.548019,1091.4,0.743802,0.0405633,0.209503,7.50124e-05,0.417628,1091.4,1,0.265402,0,1,20804.1,3.46652,0.0361192,301.513,1.73349,0.0224413,-0.0574128,-0.00721267,0.000161304
-1.62686,0.978869,0.039449,3,7,0,1.94032,0.743907,0.0403616,0.208924,4.15e-05,7.49913e-05,0.417907,0.0610023,0.548119,1091.52,0.743907,0.0403616,0.208924,7.49913e-05,0.417907,1091.52,1,0.264447,0,1,20782.5,3.47088,0.0361632,301.524,1.73296,0.022336,-0.0458901,-0.00774099,5.59758e-05
-2.40477,0.991585,0.039449,4,31,0,3.49456,0.747274,0.0400522,0.205944,4.15e-05,7.43171e-05,0.419086,0.0609403,0.548091,1091.42,0.747274,0.0400522,0.205944,7.43171e-05,0.419086,1091.42,1,0.260428,0,1,20652.9,3.48958,0.036362,301.491,1.73076,0.0223658,-0.0789457,-0.0099401,8.58461e-05
-2.46537,0.919947,0.039449,4,23,0,4.51719,0.743413,0.0402462,0.208861,4.15e-05,7.5091e-05,0.417972,0.0611969,0.548207,1091.63,0.743413,0.0402462,0.208861,7.5091e-05,0.417972,1091.63,1,0.264228,0,1,20783.7,3.47186,0.0361695,301.558,1.73283,0.0222426,-0.0123799,-0.00787195,-3.73962e-05
-0.928412,0.984327,0.039449,5,35,0,3.04661,0.739652,0.0407882,0.213263,4.15e-05,7.58566e-05,0.416195,0.0610467,0.548139,1091.64,0.739652,0.0407882,0.213263,7.58566e-05,0.416195,1091.64,1,0.270295,0,1,20964.7,3.4444,0.0358915,301.489,1.7361,0.0223146,-0.0808069,-0.00460433,3.45915e-05
-1.93158,0.808706,0.039449,2,3,0,2.06554,0.739421,0.0408718,0.212658,4.15e-05,7.59039e-05,0.416383,0.0609807,0.548109,1091.56,0.739421,0.0408718,0.212658,7.59039e-05,0.416383,1091.56,1,0.269654,0,1,20947.6,3.44723,0.0359006,301.66,1.73574,0.0223464,0.0903507,-0.00496102,6.63864e-05
-2.62729,0.935491,0.039449,4,19,0,3.6668,0.737395,0.0407192,0.215129,4.15e-05,7.63217e-05,0.415548,0.0614098,0.548302,1091.9,0.737395,0.0407192,0.215129,7.63217e-05,0.415548,1091.9,1,0.272509,0,1,21044.5,3.43456,0.0357948,301.44,1.73725,0.0221411,-0.129949,-0.00344911,-0.000138877
-2.42137,0.999774,0.039449,6,67,0,3.58224,0.72562,0.0424672,0.226828,4.15e-05,7.88187e-05,0.410675,0.0609524,0.548096,1091.82,0.72562,0.0424672,0.226828,7.88187e-05,0.410675,1091.82,1,0.289219,0,1,21537.6,3.36391,0.0350275,301.707,1.74565,0.02236,0.136763,0.00495315,8.0021e-05
-1.10011,0.937333,0.039449,6,75,0,4.37303,0.737346,0.0413252,0.215765,4.15e-05,7.63317e-05,0.4151,0.0607301,0.547995,1091.49,0.737346,0.0413252,0.215765,7.63317e-05,0.4151,1091.49,1,0.274041,0,1,21070.4,3.42786,0.0357098,301.568,1.73806,0.0224676,-0.00175111,-0.00263782,0.000187643
-4.26401,0.800172,0.039449,2,3,0,4.95541,0.737781,0.0415335,0.216828,4.15e-05,7.62418e-05,0.414641,0.0604437,0.547862,1091.36,0.737781,0.0415335,0.216828,7.62418e-05,0.414641,1091.36,1,0.275612,0,1,21102.7,3.42107,0.0356584,301.405,1.73891,0.0226076,-0.165261,-0.00179381,0.000327557
-6.70977,0.919549,0.039449,3,15,0,8.52942,0.736646,0.0405146,0.213686,4.15e-05,7.64769e-05,0.416141,0.0617403,0.548448,1092.03,0.736646,0.0405146,0.213686,7.64769e-05,0.416141,1092.03,1,0.270481,0,1,21002.5,3.44347,0.0358544,301.72,1.73614,0.0219851,0.149725,-0.00456139,-0.000294879
-2.6597,0.985237,0.039449,2,7,0,8.36608,0.7384,0.0413147,0.215785,4.15e-05,7.61141e-05,0.415096,0.0606099,0.547939,1091.44,0.7384,0.0413147,0.215785,7.61141e-05,0.415096,1091.44,1,0.274053,0,1,21061.8,3.42785,0.0357274,301.418,1.73809,0.0225262,-0.151654,-0.00260909,0.000246177
-2.10814,1,0.039449,3,7,0,3.27072,0.737549,0.0407425,0.21401,4.15e-05,7.62898e-05,0.415942,0.0613637,0.548281,1091.82,0.737549,0.0407425,0.21401,7.62898e-05,0.415942,1091.82,1,0.271159,0,1,21006.9,3.4405,0.0358346,301.626,1.73652,0.022163,0.0556339,-0.00417758,-0.000116971
-1.2823,0.975972,0.039449,6,71,0,3.16709,0.72586,0.0421806,0.227077,4.15e-05,7.87667e-05,0.410689,0.0612363,0.548224,1092.02,0.72586,0.0421806,0.227077,7.87667e-05,0.410689,1092.02,1,0.289172,0,1,21541.3,3.36412,0.0350508,301.525,1.74564,0.0222238,-0.0451259,0.00493981,-5.62289e-05
-1.4285,0.74999,0.039449,4,23,0,4.09487,0.726841,0.0417401,0.224767,4.15e-05,7.85543e-05,0.41169,0.0615999,0.548386,1092.18,0.726841,0.0417401,0.224767,7.85543e-05,0.41169,1092.18,1,0.285734,0,1,21455.8,3.37813,0.0351865,301.613,1.74394,0.0220512,0.0428694,0.00323516,-0.000228815
-2.27454,0.939348,0.039449,3,7,0,3.08952,0.729091,0.0421591,0.224613,4.15e-05,7.807e-05,0.411593,0.0608476,0.548048,1091.75,0.729091,0.0421591,0.224613,7.807e-05,0.411593,1091.75,1,0.286064,0,1,21433.9,3.37685,0.0351877,301.488,1.74414,0.0224107,-0.0817187,0.00344209,0.00013068
-0.914932,0.989822,0.039449,3,7,0,3.55952,0.727859,0.0417951,0.224454,4.15e-05,7.83347e-05,0.411783,0.0614078,0.548301,1092.07,0.727859,0.0417951,0.224454,7.83347e-05,0.411783,1092.07,1,0.285411,0,1,21437.1,3.37949,0.0352084,301.546,1.74379,0.0221421,-0.0237209,0.0030914,-0.000137889
-2.63947,0.869216,0.039449,3,7,0,2.79431,0.727857,0.0423489,0.224896,4.15e-05,7.8335e-05,0.411422,0.0607965,0.548025,1091.69,0.727857,0.0423489,0.224896,7.8335e-05,0.411422,1091.69,1,0.286654,0,1,21455.3,3.37439,0.0351396,301.681,1.74441,0.0224354,0.110607,0.00371177,0.00015542
-5.16788,0.9135,0.039449,3,7,0,7.67008,0.728477,0.0425705,0.225149,4.15e-05,7.82017e-05,0.411249,0.0604769,0.547877,1091.51,0.728477,0.0425705,0.225149,7.82017e-05,0.411249,1091.51,1,0.287248,0,1,21459.6,3.37198,0.0351196,301.638,1.74472,0.0225913,0.0675139,0.0040207,0.000311255
-7.09511,0.613752,0.039449,1,1,0,7.30508,0.728389,0.0426615,0.225028,4.15e-05,7.82207e-05,0.41126,0.0603897,0.547837,1091.45,0.728389,0.0426615,0.225028,7.82207e-05,0.41126,1091.45,1,0.28721,0,1,21457.3,3.37213,0.0351134,301.704,1.7447,0.0226341,0.134336,0.00399818,0.000354058
-0.556534,0.945799,0.039449,3,7,0,9.54916,0.727965,0.0418607,0.224254,4.15e-05,7.83117e-05,0.411832,0.0613209,0.548262,1092.01,0.727965,0.0418607,0.224254,7.83117e-05,0.411832,1092.01,1,0.285244,0,1,21430.2,3.38018,0.0352105,301.59,1.74371,0.0221834,0.0201057,0.00300706,-9.66083e-05
-0.511881,0.97203,0.039449,4,31,0,1.76429,0.729597,0.0418832,0.223076,4.15e-05,7.79617e-05,0.412252,0.0610876,0.548158,1091.85,0.729597,0.0418832,0.223076,7.79617e-05,0.412252,1091.85,1,0.283803,0,1,21378.2,3.38617,0.0352748,301.575,1.74301,0.022295,0.00462606,0.00230505,1.4952e-05
-1.27218,0.959842,0.039449,5,63,0,1.84757,0.730962,0.0413487,0.220734,4.15e-05,7.76709e-05,0.413295,0.0615117,0.548347,1092.05,0.730962,0.0413487,0.220734,7.76709e-05,0.413295,1092.05,1,0.280225,0,1,21287,3.40117,0.0354297,301.586,1.74119,0.0220928,0.0156409,0.000494743,-0.000187175
-0.955487,0.916987,0.039449,2,7,0,2.05475,0.731288,0.0416704,0.2207,4.15e-05,7.76016e-05,0.413191,0.0611092,0.548167,1091.8,0.731288,0.0416704,0.2207,7.76016e-05,0.413191,1091.8,1,0.280582,0,1,21285.5,3.39967,0.0354043,301.669,1.74138,0.0222846,0.0985658,0.00068178,4.61231e-06
-6.87889,0.564654,0.039449,2,7,0,8.59002,0.732817,0.0418327,0.222007,4.15e-05,7.72783e-05,0.412658,0.0607355,0.547997,1091.66,0.732817,0.0418327,0.222007,7.72783e-05,0.412658,1091.66,1,0.282408,0,1,21315.2,3.39209,0.0353686,301.299,1.74236,0.022465,-0.270509,0.00165603,0.000185023
-1.81377,1,0.039449,2,3,0,6.48955,0.732317,0.0418985,0.220646,4.15e-05,7.73839e-05,0.413128,0.060726,0.547993,1091.57,0.732317,0.0418985,0.220646,7.73839e-05,0.413128,1091.57,1,0.280798,0,1,21276.4,3.39879,0.0354004,301.624,1.74151,0.0224696,0.054467,0.000811392,0.000189627
-1.67048,0.986227,0.039449,5,47,0,3.75086,0.740605,0.0408728,0.211941,4.15e-05,7.56614e-05,0.41664,0.0608313,0.548041,1091.46,0.740605,0.0408728,0.211941,7.56614e-05,0.41664,1091.46,1,0.268774,0,1,20914,3.45119,0.0359458,301.628,1.73528,0.0224186,0.0578893,-0.00541861,0.000138572
-0.667358,0.908945,0.039449,5,39,0,3.18852,0.736673,0.0411324,0.215667,4.15e-05,7.64712e-05,0.415205,0.0610312,0.548132,1091.66,0.736673,0.0411324,0.215667,7.64712e-05,0.415205,1091.66,1,0.273683,0,1,21071.5,3.42939,0.0357217,301.602,1.73786,0.0223221,0.0324105,-0.00284029,4.20572e-05
-0.990705,0.615794,0.039449,4,31,0,4.50345,0.735209,0.041242,0.217839,4.15e-05,7.67762e-05,0.414381,0.0610925,0.54816,1091.76,0.735209,0.041242,0.217839,7.67762e-05,0.414381,1091.76,1,0.276503,0,1,21155.5,3.41715,0.0356105,301.464,1.73933,0.0222926,-0.105524,-0.00136903,1.26327e-05
-2.28829,0.996646,0.039449,5,47,0,3.74067,0.745076,0.0404922,0.208994,4.15e-05,7.47561e-05,0.417836,0.0607072,0.547984,1091.36,0.745076,0.0404922,0.208994,7.47561e-05,0.417836,1091.36,1,0.264691,0,1,20775.9,3.46981,0.0361663,301.405,1.73312,0.0224788,-0.164912,-0.0075822,0.000198791
-1.50724,0.769334,0.039449,5,43,0,4.76064,0.73873,0.0410166,0.213596,4.15e-05,7.60461e-05,0.415993,0.0609035,0.548074,1091.54,0.73873,0.0410166,0.213596,7.60461e-05,0.415993,1091.54,1,0.270986,0,1,20985.4,3.4413,0.0358408,301.644,1.73645,0.0223837,0.0736605,-0.00425173,0.000103651
-0.515221,0.938624,0.039449,4,31,0,2.24756,0.736403,0.0410848,0.21617,4.15e-05,7.65274e-05,0.41504,0.0611191,0.548172,1091.73,0.736403,0.0410848,0.21617,7.65274e-05,0.41504,1091.73,1,0.274245,0,1,21089.8,3.42695,0.0357045,301.533,1.73816,0.0222799,-0.0371585,-0.00254393,-1.37818e-07
-0.590532,0.971104,0.039449,2,5,0,1.3088,0.736668,0.0411886,0.216355,4.15e-05,7.64723e-05,0.414936,0.0609686,0.548104,1091.65,0.736668,0.0411886,0.216355,7.64723e-05,0.414936,1091.65,1,0.274602,0,1,21094.3,3.42541,0.0356918,301.504,1.73835,0.0223522,-0.0657014,-0.00234952,7.22183e-05
-0.424367,0.999084,0.039449,5,59,0,0.946171,0.732727,0.0414714,0.219472,4.15e-05,7.72971e-05,0.413707,0.061149,0.548185,1091.81,0.732727,0.0414714,0.219472,7.72971e-05,0.413707,1091.81,1,0.278811,0,1,21231.7,3.40721,0.03549,301.608,1.74049,0.0222655,0.0376493,-0.000209161,-1.44584e-05
-0.749496,0.871765,0.039449,5,39,0,1.66156,0.736517,0.0411868,0.216591,4.15e-05,7.65038e-05,0.414852,0.0609897,0.548113,1091.67,0.736517,0.0411868,0.216591,7.65038e-05,0.414852,1091.67,1,0.274891,0,1,21103.2,3.42415,0.0356812,301.483,1.7385,0.0223421,-0.0870656,-0.00219797,6.20571e-05
-1.0969,0.988184,0.039449,4,23,0,1.54975,0.736609,0.0408968,0.215504,4.15e-05,7.64846e-05,0.415348,0.0613064,0.548256,1091.83,0.736609,0.0408968,0.215504,7.64846e-05,0.415348,1091.83,1,0.273191,0,1,21064.9,3.43154,0.0357504,301.549,1.7376,0.0221903,-0.0205755,-0.00310149,-8.96803e-05
-0.40186,0.993349,0.039449,4,31,0,1.64904,0.735388,0.0412931,0.217191,4.15e-05,7.67388e-05,0.414596,0.0610123,0.548123,1091.68,0.735388,0.0412931,0.217191,7.67388e-05,0.414596,1091.68,1,0.275765,0,1,21133.4,3.42033,0.0356308,301.573,1.73894,0.0223311,0.00251874,-0.00175826,5.11384e-05
-0.601412,0.938392,0.039449,4,31,0,0.965218,0.73406,0.0413455,0.218751,4.15e-05,7.70167e-05,0.414014,0.0611213,0.548173,1091.79,0.73406,0.0413455,0.218751,7.70167e-05,0.414014,1091.79,1,0.277761,0,1,21195.8,3.41173,0.0355495,301.503,1.73997,0.0222788,-0.067476,-0.000730811,-1.19729e-06
-0.707159,0.964077,0.039449,4,31,0,2.0346,0.73497,0.0411181,0.217339,4.15e-05,7.68262e-05,0.414606,0.0612626,0.548236,1091.84,0.73497,0.0411181,0.217339,7.68262e-05,0.414606,1091.84,1,0.275732,0,1,21140.4,3.42046,0.0356365,301.537,1.73892,0.0222112,-0.0333007,-0.00178136,-6.88106e-05
-2.34279,0.932695,0.039449,2,3,0,2.54068,0.734212,0.0409735,0.217014,4.15e-05,7.69849e-05,0.414776,0.0615231,0.548352,1091.98,0.734212,0.0409735,0.217014,7.69849e-05,0.414776,1091.98,1,0.275151,0,1,21135.5,3.42294,0.0356498,301.642,1.7386,0.0220874,0.0720776,-0.00210353,-0.000192561
-1.04139,0.989407,0.039449,3,7,0,2.77719,0.735872,0.0414551,0.217092,4.15e-05,7.66379e-05,0.414574,0.06077,0.548013,1091.54,0.735872,0.0414551,0.217092,7.66379e-05,0.414574,1091.54,1,0.275843,0,1,21127.2,3.42001,0.0356259,301.586,1.73899,0.0224483,0.0161688,-0.00170963,0.000168254
-0.813665,0.95323,0.039449,4,31,0,1.81255,0.73716,0.0409302,0.2153,4.15e-05,7.63704e-05,0.41541,0.0611989,0.548208,1091.77,0.73716,0.0409302,0.2153,7.63704e-05,0.41541,1091.77,1,0.272981,0,1,21053.7,3.43248,0.0357633,301.523,1.7375,0.0222416,-0.0470339,-0.00320394,-3.83528e-05
