lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,k,lambda,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,E,intofEinv,correction,dGW.1,dGW.2,dGW.3,dGW.4,dGW.5,dGW.6,dGW.7,dGW.8,dGW.9,dGW.10,dGW.11,dGW.12,dGW.13,dGW.14,dGW.15
# Adaptation terminated
# Step size = 0.405963
# Diagonal elements of inverse mass matrix:
# 0.000122378, 0.000786582
-9.39204,0.887853,0.405963,3,7,0,10.5151,0.695105,0.300656,2.9979,0.399146,0.329054,1.08231,1.21812,2.32655,2.48343,2.49251,2.52373,2.98146,4.35042,4.35702,4.41047,4.48268,6.0012,7.65628,9.47797,10.5192,0.196409,0.402307,1.06952,1.12105,1.12388,1.13351,1.25738,1.5089,1.50984,1.51736,1.52734,1.69694,1.82583,1.93025,1.97855,10.5192,1.97855,0.946366,1.00242,2.41697,11.1343,12.2341,12.2972,12.5137,15.6192,24.3227,24.363,24.6887,25.1272,34.0146,43.1134,52.591,57.8026
-9.41302,0.986167,0.405963,2,3,0,9.70203,0.694589,0.298981,2.9979,0.39977,0.326884,1.08178,1.21678,2.32081,2.4772,2.48624,2.51737,2.97369,4.33864,4.34521,4.39852,4.47051,5.98471,7.63512,9.45169,10.49,0.196456,0.402516,1.07101,1.12266,1.1255,1.13515,1.25934,1.51153,1.51247,1.52002,1.53002,1.70009,1.82933,1.93405,1.98248,10.49,1.98248,0.94617,1.00342,2.41998,11.156,12.2584,12.3217,12.5388,15.6521,24.3783,24.4186,24.7452,25.1849,34.096,43.2193,52.7227,57.9484
-9.49681,0.990015,0.405963,3,7,0,9.62617,0.697274,0.304655,2.9979,0.397652,0.334253,1.08359,1.22132,2.34019,2.49827,2.50741,2.53887,2.99994,4.37844,4.38508,4.4389,4.5116,6.0404,7.70659,9.54045,10.5886,0.196299,0.401807,1.06601,1.11723,1.12004,1.12961,1.25273,1.50267,1.5036,1.51108,1.52099,1.68949,1.81755,1.92128,1.96927,10.5886,1.96927,0.946835,0.998702,2.40659,11.0682,12.1601,12.2227,12.4377,15.5205,24.1589,24.1988,24.522,24.9572,33.7768,42.8056,52.2098,57.3809
-10.0509,0.942623,0.405963,2,3,0,10.2053,0.699828,0.30854,2.9979,0.396196,0.339323,1.08483,1.22443,2.35338,2.5126,2.52181,2.55349,3.01778,4.40548,4.41216,4.46633,4.53951,6.07823,7.75513,9.60073,10.6556,0.196191,0.401322,1.06263,1.11356,1.11636,1.12587,1.24828,1.4967,1.49763,1.50506,1.51491,1.68237,1.80963,1.91271,1.9604,10.6556,1.9604,0.947288,0.994477,2.39505,10.9976,12.0813,12.1434,12.3568,15.416,23.9865,24.0261,24.3468,24.7786,33.5277,42.4838,51.812,56.9411
-8.70406,0.991531,0.405963,3,11,0,10.3677,0.707516,0.238343,2.9979,0.421843,0.251024,1.06301,1.16872,2.10323,2.24021,2.24815,2.27547,2.67747,3.88804,3.89389,3.94128,4.00531,5.35348,6.82478,8.44517,9.37162,0.198101,0.410154,1.13003,1.18708,1.19022,1.2009,1.33858,1.61941,1.62046,1.62888,1.64004,1.83002,1.97457,2.09174,2.14595,9.37162,2.14595,0.938918,0.994457,2.42137,11.4783,12.6371,12.7036,12.9321,16.2137,25.4465,25.4893,25.8354,26.3015,35.756,45.4475,55.5506,61.1086
-8.07577,0.993245,0.405963,1,3,0,8.69146,0.709922,0.245694,2.9979,0.419221,0.259943,1.06523,1.17449,2.13071,2.27018,2.27826,2.30608,2.71506,3.9454,3.95133,3.99949,4.06453,5.43391,6.92806,8.57348,9.5142,0.197905,0.409224,1.12227,1.17858,1.18168,1.19222,1.32803,1.60486,1.6059,1.6142,1.6252,1.81239,1.95478,2.0702,2.1236,9.5142,2.1236,0.939811,0.989915,2.40736,11.3699,12.5145,12.5802,12.8058,16.0457,25.156,25.1982,25.5397,25.9994,35.3247,44.8822,54.8444,60.3245
-10.5201,0.630231,0.405963,2,3,0,11.1799,0.7033,0.234029,2.9979,0.423375,0.245825,1.06171,1.16535,2.08695,2.22244,2.23029,2.25732,2.65517,3.85399,3.85978,3.90672,3.97014,5.30572,6.76343,8.36895,9.28692,0.198216,0.410701,1.13466,1.19217,1.19533,1.2061,1.34491,1.62817,1.62923,1.63772,1.64898,1.84066,1.98652,2.10475,2.15946,9.28692,2.15946,0.938392,1.00112,2.43936,11.5891,12.7612,12.8284,13.0595,16.3795,25.7233,25.7666,26.1169,26.5887,36.1592,45.9708,56.1997,61.8271
-8.25842,1,0.405963,2,7,0,10.9782,0.703051,0.272166,2.9979,0.409658,0.292692,1.07336,1.19541,2.22705,2.37517,2.38375,2.41326,2.84642,4.1454,4.15166,4.20244,4.27103,5.71417,7.28789,9.02045,10.0109,0.197191,0.405883,1.09579,1.14963,1.1526,1.16267,1.29232,1.55605,1.55703,1.56493,1.5754,1.75347,1.88886,1.99857,2.04932,10.0109,2.04932,0.942996,0.995425,2.41049,11.2428,12.3637,12.428,12.6488,15.8174,24.7118,24.7529,25.086,25.5345,34.6271,43.9407,53.6452,58.9826
-8.03879,0.999204,0.405963,2,5,0,8.33016,0.707202,0.258413,2.9979,0.41465,0.275554,1.06911,1.18452,2.17749,2.32119,2.32951,2.35815,2.77893,4.04273,4.04882,4.09825,4.16502,5.57033,7.10323,8.79108,9.75599,0.197563,0.407617,1.10928,1.16436,1.16739,1.1777,1.31044,1.58075,1.58176,1.58986,1.60059,1.78322,1.92212,2.03469,2.08677,9.75599,2.08677,0.941348,0.991716,2.40674,11.2972,12.429,12.4939,12.717,15.9187,24.9135,24.9551,25.2921,25.7458,34.9469,44.3744,54.1994,59.6035
-11.2466,0.715916,0.405963,2,7,0,11.8978,0.708227,0.29793,2.9979,0.400162,0.325524,1.08145,1.21594,2.3172,2.47327,2.4823,2.51337,2.9688,4.33123,4.33779,4.39099,4.46286,5.97433,7.6218,9.43516,10.4717,0.196485,0.402648,1.07195,1.12368,1.12652,1.13619,1.26058,1.5132,1.51414,1.5217,1.53172,1.70207,1.83155,1.93644,1.98497,10.4717,1.98497,0.946047,0.984254,2.37412,10.9494,12.0318,12.0939,12.3071,15.3638,23.9321,23.9717,24.2924,24.7241,33.4742,42.4329,51.7648,56.8963
-10.7844,1,0.405963,1,1,0,11.4425,0.707258,0.29725,2.9979,0.400415,0.324645,1.08123,1.2154,2.31487,2.47073,2.47975,2.51077,2.96564,4.32643,4.33298,4.38612,4.4579,5.96761,7.61318,9.42445,10.4598,0.196504,0.402733,1.07255,1.12434,1.12718,1.13686,1.26139,1.51428,1.51522,1.52279,1.53281,1.70336,1.83298,1.938,1.98658,10.4598,1.98658,0.945967,0.985703,2.37786,10.9698,12.0544,12.1166,12.3302,15.3934,23.9799,24.0196,24.341,24.7737,33.5426,42.5207,51.8729,57.0156
-8.13515,0.925296,0.405963,2,7,0,13.0361,0.704591,0.265284,2.9979,0.412162,0.284083,1.07122,1.18996,2.20238,2.34831,2.35676,2.38584,2.81285,4.09435,4.10052,4.15063,4.21832,5.64265,7.19608,8.90641,9.88416,0.197378,0.40675,1.10247,1.15692,1.15992,1.17011,1.30128,1.56824,1.56923,1.57723,1.58783,1.76814,1.90525,2.01636,2.06777,9.88416,2.06777,0.942173,0.994317,2.41041,11.278,12.4051,12.4698,12.6918,15.8791,24.8294,24.8708,25.2061,25.6575,34.8101,44.1866,53.9575,59.3316
-8.13806,0.986912,0.405963,4,15,0,9.61338,0.712714,0.242955,2.9979,0.4202,0.25661,1.0644,1.17234,2.12051,2.25906,2.26708,2.29471,2.70111,3.92412,3.93002,3.97789,4.04256,5.40407,6.88975,8.52589,9.46132,0.197978,0.409571,1.12514,1.18173,1.18484,1.19543,1.33193,1.61023,1.61127,1.61962,1.63067,1.81889,1.96208,2.07814,2.13184,9.46132,2.13184,0.939478,0.986471,2.40007,11.351,12.4948,12.5605,12.786,16.0244,25.1325,25.1747,25.5161,25.9758,35.3002,44.8573,54.8195,60.2999
-8.30092,0.941119,0.405963,3,7,0,8.60295,0.713891,0.246759,2.9979,0.41884,0.261241,1.06555,1.17533,2.13466,2.2745,2.2826,2.31048,2.72046,3.95364,3.95959,4.00785,4.07304,5.44546,6.94289,8.59191,9.53468,0.197876,0.40909,1.12117,1.17737,1.18046,1.19098,1.32652,1.6028,1.60383,1.61211,1.62308,1.80988,1.95197,2.06714,2.12043,9.53468,2.12043,0.93994,0.984244,2.39315,11.2969,12.4336,12.4988,12.7229,15.9405,24.9873,25.0292,25.3683,25.8248,35.0846,44.5747,54.4664,59.9078
-9.13195,0.994121,0.405963,3,15,0,9.8675,0.695924,0.286123,2.9979,0.404537,0.310359,1.07772,1.20652,2.27631,2.42879,2.43761,2.46797,2.91335,4.24708,4.2535,4.30561,4.37599,5.85654,7.47063,9.24742,10.2631,0.19681,0.404128,1.08265,1.13532,1.13822,1.14806,1.27479,1.53232,1.53328,1.54099,1.5512,1.72497,1.85706,1.96408,2.01358,10.2631,2.01358,0.944655,1.00346,2.42473,11.2393,12.3546,12.4186,12.6382,15.7892,24.6269,24.6678,24.9987,25.4441,34.4735,43.72,53.353,58.6505
-9.41688,0.889923,0.405963,3,7,0,10.4513,0.714074,0.26437,2.9979,0.412494,0.282944,1.07094,1.18923,2.19909,2.34472,2.35315,2.38217,2.80836,4.08752,4.09368,4.1437,4.21127,5.63308,7.1838,8.89116,9.8672,0.197402,0.406865,1.10336,1.1579,1.1609,1.17111,1.30248,1.56988,1.57088,1.57889,1.58951,1.77012,1.90746,2.01877,2.07026,9.8672,2.07026,0.942063,0.981253,2.37909,11.1362,12.2494,12.3133,12.5327,15.681,24.5225,24.5635,24.8947,25.3406,34.3823,43.6454,53.2982,58.6074
-8.76617,1,0.405963,2,5,0,9.65926,0.714728,0.253651,2.9979,0.416366,0.269683,1.06765,1.18076,2.16009,2.30222,2.31045,2.33879,2.75519,4.00656,4.0126,4.06156,4.12769,5.51965,7.03816,8.71025,9.66618,0.197692,0.408218,1.11408,1.16962,1.17267,1.18307,1.31693,1.58963,1.59064,1.59882,1.60965,1.79395,1.93413,2.04773,2.1003,9.66618,2.1003,0.940774,0.982013,2.38503,11.2208,12.3469,12.4115,12.6335,15.8199,24.7747,24.8161,25.1516,25.6034,34.7657,44.1545,53.9396,59.322
-8.56145,0.895367,0.405963,3,11,0,10.5452,0.699789,0.279836,2.9979,0.40685,0.302367,1.07575,1.20151,2.25425,2.40478,2.41349,2.44347,2.88339,4.20159,4.20794,4.25945,4.32903,5.79285,7.38888,9.14589,10.1502,0.196982,0.404917,1.0885,1.14169,1.14462,1.15456,1.28258,1.54285,1.54382,1.55161,1.56194,1.7376,1.87115,1.97935,2.02941,10.1502,2.02941,0.943909,0.998877,2.41598,11.2297,12.3463,12.4104,12.6304,15.786,24.6399,24.6809,25.0124,25.4588,34.507,43.7739,53.4289,58.7387
-8.60611,0.99418,0.405963,1,1,0,8.60991,0.699362,0.279191,2.9979,0.407087,0.30155,1.07554,1.201,2.25197,2.40231,2.41101,2.44095,2.8803,4.19689,4.20323,4.25469,4.32418,5.78628,7.38045,9.13541,10.1386,0.196999,0.404998,1.08911,1.14235,1.14528,1.15524,1.28339,1.54394,1.54492,1.55272,1.56306,1.73892,1.87262,1.98095,2.03106,10.1386,2.03106,0.943833,0.999587,2.41794,11.2421,12.3601,12.4243,12.6445,15.8044,24.6705,24.7115,25.0435,25.4905,34.5514,43.8315,53.5002,58.8175
-8.83795,0.936612,0.405963,1,3,0,9.23214,0.701242,0.289842,2.9979,0.403163,0.315115,1.07889,1.20949,2.28926,2.44289,2.45177,2.48236,2.93093,4.27376,4.28023,4.33269,4.40354,5.8939,7.51858,9.30697,10.3292,0.196707,0.403661,1.07924,1.13161,1.13449,1.14428,1.27025,1.5262,1.52716,1.53482,1.54497,1.71764,1.84889,1.95522,2.00442,10.3292,2.00442,0.945094,0.99528,2.40362,11.1236,12.226,12.2893,12.5064,15.6207,24.3539,24.3943,24.7212,25.1613,34.0826,43.2177,52.7343,57.9677
-8.67861,0.945113,0.405963,3,11,0,9.70129,0.706976,0.240155,2.9979,0.421198,0.253216,1.06355,1.17014,2.11004,2.24763,2.25561,2.28305,2.68678,3.90226,3.90813,3.95571,4.01999,5.37342,6.85038,8.47698,9.40697,0.198053,0.409925,1.1281,1.18497,1.1881,1.19874,1.33595,1.61578,1.61683,1.62522,1.63634,1.82562,1.96963,2.08636,2.14037,9.40697,2.14037,0.939138,0.994925,2.42177,11.4697,12.6268,12.6932,12.9213,16.1978,25.4147,25.4574,25.8029,26.2682,35.7055,45.379,55.463,61.0104
-11.7373,0.709053,0.405963,2,7,0,11.8715,0.718222,0.269195,2.9979,0.410741,0.288967,1.07243,1.19306,2.21643,2.36361,2.37213,2.40145,2.83198,4.12344,4.12966,4.18015,4.24835,5.6834,7.24839,8.97139,9.95636,0.197271,0.406257,1.09865,1.15276,1.15574,1.16586,1.29616,1.56127,1.56226,1.5702,1.58072,1.75975,1.89587,2.00618,2.05721,9.95636,2.05721,0.942641,0.97485,2.36176,11.0305,12.1313,12.1945,12.4114,15.5238,24.2619,24.3023,24.6296,25.0702,34.0043,43.1561,52.6924,57.9373
-9.7938,1,0.405963,1,1,0,11.4151,0.715667,0.262671,2.9979,0.41311,0.280831,1.07042,1.18789,2.19295,2.33803,2.34643,2.37534,2.8,4.07479,4.08094,4.13079,4.19813,5.61525,7.16091,8.86273,9.83561,0.197448,0.407079,1.10504,1.15973,1.16274,1.17297,1.30474,1.57295,1.57395,1.58199,1.59264,1.77382,1.91161,2.02326,2.07492,9.83561,2.07492,0.941859,0.97933,2.37507,11.1262,12.2391,12.303,12.5223,15.6699,24.5106,24.5515,24.8827,25.3286,34.3702,43.6334,53.2865,58.596
-8.03316,1,0.405963,2,3,0,9.56913,0.708538,0.251446,2.9979,0.417159,0.266975,1.06698,1.17902,2.15198,2.29338,2.30158,2.32976,2.74413,3.98971,3.99571,4.04445,4.11028,5.49602,7.00782,8.67256,9.6243,0.197751,0.408497,1.11633,1.17208,1.17515,1.18558,1.31997,1.5938,1.59482,1.60303,1.6139,1.79899,1.93977,2.05388,2.10667,9.6243,2.10667,0.940507,0.990939,2.40757,11.339,12.4779,12.5432,12.7677,15.9907,25.0497,25.0916,25.4311,25.8881,35.1581,44.6576,54.5586,60.0048
-8.0739,0.977594,0.405963,3,11,0,8.30654,0.705876,0.260505,2.9979,0.413894,0.278144,1.06975,1.18617,2.1851,2.32948,2.33784,2.36661,2.7893,4.05851,4.06463,4.11427,4.18132,5.59244,7.13162,8.82635,9.79519,0.197507,0.407353,1.10719,1.16208,1.1651,1.17537,1.30763,1.5769,1.57791,1.58598,1.59667,1.77858,1.91693,2.02905,2.08092,9.79519,2.08092,0.941599,0.993252,2.40966,11.2997,12.4309,12.4958,12.7187,15.9183,24.9061,24.9477,25.2844,25.7378,34.9308,44.3496,54.1651,59.564
-8.53557,0.971678,0.405963,2,7,0,8.84342,0.703324,0.281309,2.9979,0.406309,0.304234,1.07621,1.20268,2.25943,2.41043,2.41917,2.44923,2.89044,4.21229,4.21866,4.27031,4.34008,5.80783,7.40812,9.16977,10.1768,0.196941,0.404732,1.08712,1.14019,1.14311,1.15303,1.28074,1.54036,1.54133,1.5491,1.5594,1.73462,1.86781,1.97574,2.02567,10.1768,2.02567,0.944084,0.993631,2.40275,11.161,12.2702,12.3338,12.5523,15.6869,24.481,24.5217,24.851,25.2943,34.2808,43.4843,53.0731,58.3464
-9.59145,0.982303,0.405963,3,7,0,9.82903,0.693521,0.300142,2.9979,0.399338,0.328388,1.08215,1.21771,2.32479,2.48152,2.49059,2.52178,2.97908,4.34681,4.3534,4.40681,4.47895,5.99615,7.6498,9.46992,10.5103,0.196424,0.402371,1.06998,1.12154,1.12438,1.13401,1.25798,1.50971,1.51064,1.51818,1.52816,1.6979,1.8269,1.93141,1.97976,10.5103,1.97976,0.946306,1.00479,2.42286,11.1639,12.2667,12.3299,12.5471,15.6614,24.3898,24.4301,24.7568,25.1966,34.1095,43.2345,52.7395,57.9661
-8.99073,0.641747,0.405963,3,7,0,13.5816,0.697701,0.293638,2.9979,0.401757,0.319989,1.08009,1.21252,2.30242,2.45719,2.46615,2.49696,2.94876,4.30083,4.30734,4.36015,4.43148,5.93179,7.56721,9.36735,10.3963,0.196603,0.403185,1.07579,1.12786,1.13072,1.14046,1.26568,1.52005,1.521,1.52861,1.5387,1.71027,1.84068,1.94633,1.99521,10.3963,1.99521,0.945542,0.999752,2.41305,11.1491,12.2527,12.316,12.5334,15.6506,24.3902,24.4306,24.7578,25.1982,34.1247,43.2647,52.7858,58.0216
-9.9022,0.948075,0.405963,3,7,0,10.3981,0.696757,0.311209,2.9979,0.395192,0.342822,1.08568,1.22657,2.36239,2.5224,2.53165,2.56349,3.02998,4.42396,4.43067,4.48509,4.55859,6.1041,7.78832,9.64194,10.7014,0.196117,0.400989,1.06033,1.11106,1.11385,1.12333,1.24525,1.49265,1.49357,1.50097,1.51078,1.67754,1.80425,1.9069,1.95438,10.7014,1.95438,0.9476,0.998462,2.40372,11.0255,12.111,12.1733,12.387,15.4512,24.0348,24.0745,24.3957,24.8281,33.5897,42.5582,51.8992,57.0352
-10.0119,0.968763,0.405963,3,7,0,10.4958,0.692562,0.287054,2.9979,0.404194,0.311548,1.07801,1.20726,2.27956,2.43233,2.44117,2.47158,2.91776,4.25377,4.26021,4.3124,4.3829,5.86592,7.48267,9.26236,10.2797,0.196784,0.404011,1.08179,1.13439,1.13728,1.14711,1.27365,1.53078,1.53174,1.53944,1.54964,1.72312,1.855,1.96185,2.01128,10.2797,2.01128,0.944765,1.00818,2.43581,11.2861,12.4057,12.4699,12.6904,15.8534,24.7245,24.7655,25.0976,25.5447,34.6078,43.8887,53.5575,58.8745
-8.07611,0.865357,0.405963,2,7,0,13.0642,0.710853,0.250911,2.9979,0.417351,0.266319,1.06682,1.1786,2.15001,2.29124,2.29942,2.32757,2.74144,3.98561,3.99161,4.04029,4.10605,5.49027,7.00044,8.6634,9.61412,0.197765,0.408565,1.11688,1.17268,1.17575,1.18619,1.32072,1.59482,1.59584,1.60406,1.61494,1.80022,1.94115,2.05538,2.10822,9.61412,2.10822,0.940443,0.987796,2.40015,11.3069,12.4428,12.508,12.7319,15.9465,24.9823,25.0242,25.3628,25.8187,35.0652,44.5408,54.4168,59.8494
-8.13813,0.97042,0.405963,2,7,0,8.30625,0.709119,0.244783,2.9979,0.419547,0.258833,1.06495,1.17378,2.12732,2.26649,2.27455,2.3023,2.71043,3.93833,3.94426,3.99232,4.05724,5.424,6.91534,8.55768,9.49664,0.197929,0.40934,1.12322,1.17963,1.18273,1.19329,1.32932,1.60664,1.60768,1.61599,1.62701,1.81454,1.9572,2.07283,2.12633,9.49664,2.12633,0.9397,0.991181,2.4108,11.3913,12.5384,12.6043,12.8304,16.0777,25.2095,25.2518,25.594,26.0549,35.4026,44.9833,54.9697,60.4632
-8.21076,0.945541,0.405963,1,3,0,8.59612,0.711917,0.252648,2.9979,0.416727,0.268451,1.06735,1.17997,2.1564,2.29821,2.30642,2.33469,2.75017,3.99891,4.00493,4.05379,4.11978,5.50892,7.02438,8.69313,9.64716,0.197718,0.408345,1.1151,1.17074,1.1738,1.18421,1.31831,1.59152,1.59254,1.60073,1.61158,1.79624,1.93669,2.05052,2.10319,9.64716,2.10319,0.940653,0.986048,2.39522,11.2742,12.4061,12.4711,12.6941,15.8971,24.8989,24.9406,25.2779,25.7321,34.9431,44.3818,54.2193,59.6305
-8.92887,0.932681,0.405963,2,7,0,8.94789,0.709073,0.231779,2.9979,0.424172,0.243123,1.06104,1.16359,2.07842,2.21312,2.22093,2.2478,2.64346,3.8361,3.84186,3.88857,3.95168,5.28063,6.73121,8.32892,9.24243,0.198276,0.410986,1.13711,1.19485,1.19803,1.20884,1.34825,1.63281,1.63387,1.64241,1.65372,1.8463,1.99285,2.11165,2.16662,9.24243,2.16662,0.938117,0.99333,2.42132,11.5168,12.6826,12.7495,12.9794,16.2821,25.5792,25.6222,25.9708,26.4403,35.9642,45.7285,55.9085,61.5091
-8.94984,0.873459,0.405963,2,3,0,10.5954,0.711974,0.225509,2.9979,0.426387,0.235632,1.05916,1.1587,2.05446,2.18695,2.19463,2.22108,2.61058,3.78583,3.79151,3.83756,3.89977,5.21009,6.6406,8.21634,9.11733,0.198441,0.41178,1.14401,1.20244,1.20566,1.2166,1.35773,1.64597,1.64705,1.6557,1.66716,1.86233,2.01087,2.1313,2.18703,9.11733,2.18703,0.937349,0.990295,2.41652,11.5319,12.7023,12.7695,13.0003,16.3173,25.6597,25.703,26.0534,26.5252,36.0992,45.9166,56.1528,61.7848
-9.09167,1,0.405963,2,3,0,9.33182,0.719209,0.239306,2.9979,0.4215,0.252188,1.0633,1.16948,2.10685,2.24416,2.25211,2.2795,2.68242,3.8956,3.90146,3.94896,4.01312,5.36409,6.8384,8.46209,9.39042,0.198076,0.410033,1.129,1.18596,1.18909,1.19975,1.33718,1.61748,1.61852,1.62693,1.63807,1.82768,1.97194,2.08887,2.14298,9.39042,2.14298,0.939035,0.978137,2.38125,11.2826,12.4212,12.4866,12.711,15.9353,25.006,25.048,25.388,25.8459,35.1339,44.6546,54.5793,60.0392
-8.08222,0.995726,0.405963,2,5,0,9.43437,0.711549,0.24661,2.9979,0.418893,0.26106,1.06551,1.17521,2.13411,2.27389,2.28199,2.30987,2.71971,3.95249,3.95844,4.00668,4.07185,5.44385,6.94083,8.58934,9.53183,0.19788,0.409108,1.12132,1.17754,1.18063,1.19115,1.32673,1.60308,1.60411,1.6124,1.62338,1.81023,1.95237,2.06757,2.12087,9.53183,2.12087,0.939922,0.987508,2.40114,11.3354,12.4761,12.5416,12.7664,15.9952,25.0736,25.1156,25.4559,25.914,35.2062,44.7295,54.6559,60.1164
-8.23315,0.993234,0.405963,2,3,0,8.25892,0.712304,0.236823,2.9979,0.422383,0.249189,1.06255,1.16753,2.09751,2.23396,2.24187,2.26909,2.66963,3.87608,3.8819,3.92914,3.99295,5.3367,6.80322,8.41839,9.34186,0.198142,0.410347,1.13165,1.18887,1.19202,1.20272,1.3408,1.62248,1.62353,1.63198,1.64317,1.83375,1.97875,2.09629,2.15068,9.34186,2.15068,0.938732,0.988015,2.4063,11.4157,12.5689,12.6351,12.8624,16.1284,25.3184,25.361,25.7055,26.1694,35.5809,45.2287,55.2863,60.8194
-8.31528,0.973971,0.405963,1,3,0,8.55571,0.714948,0.240589,2.9979,0.421043,0.253741,1.06368,1.17048,2.11166,2.24941,2.25739,2.28486,2.68901,3.90565,3.91153,3.95915,4.02349,5.37818,6.85649,8.48457,9.41541,0.198041,0.40987,1.12764,1.18446,1.18759,1.19823,1.33532,1.61492,1.61596,1.62435,1.63546,1.82457,1.96845,2.08508,2.13904,9.41541,2.13904,0.939191,0.983763,2.39443,11.3377,12.4813,12.5469,12.7724,16.0105,25.1193,25.1615,25.503,25.9627,35.2891,44.8488,54.814,60.2961
-8.25583,0.996533,0.405963,3,15,0,8.41007,0.705332,0.271598,2.9979,0.409865,0.291979,1.07318,1.19496,2.22502,2.37297,2.38153,2.41101,2.84367,4.14122,4.14747,4.19819,4.26671,5.70831,7.28036,9.0111,10.0005,0.197206,0.405954,1.09633,1.15023,1.15319,1.16327,1.29305,1.55704,1.55803,1.56594,1.57641,1.75466,1.89019,2.00001,2.05082,10.0005,2.05082,0.942928,0.992293,2.40312,11.2114,12.3293,12.3934,12.6136,15.7741,24.6458,24.6868,25.0191,25.4664,34.5361,43.8263,53.5066,58.8306
-9.19794,0.96536,0.405963,3,11,0,9.47328,0.695851,0.28285,2.9979,0.405743,0.306192,1.07669,1.20391,2.26485,2.41632,2.42509,2.45525,2.89779,4.22346,4.22984,4.28164,4.35161,5.82348,7.42819,9.19471,10.2045,0.196899,0.404539,1.08568,1.13862,1.14153,1.15143,1.27882,1.53777,1.53873,1.54649,1.55676,1.73151,1.86435,1.97198,2.02177,10.2045,2.02177,0.944267,1.00406,2.42741,11.2679,12.3871,12.4513,12.6718,15.8346,24.7071,24.7481,25.0803,25.5275,34.5936,43.8783,53.5513,58.871
-8.62577,1,0.405963,2,3,0,9.13903,0.69988,0.28444,2.9979,0.405158,0.308214,1.07719,1.20518,2.27042,2.42238,2.43118,2.46144,2.90536,4.23495,4.24135,4.2933,4.36347,5.83956,7.44884,9.22035,10.233,0.196856,0.404339,1.0842,1.13701,1.13992,1.14979,1.27686,1.53511,1.53608,1.54381,1.55405,1.72832,1.86079,1.96813,2.01778,10.233,2.01778,0.944455,0.99804,2.41226,11.1898,12.3007,12.3644,12.5832,15.7223,24.5272,24.568,24.8976,25.3414,34.338,43.5512,53.1496,58.4281
-8.40573,0.954958,0.405963,2,7,0,9.7635,0.708463,0.268224,2.9979,0.411094,0.287752,1.07213,1.19229,2.21295,2.35982,2.36832,2.39759,2.82724,4.11623,4.12245,4.17284,4.24091,5.67331,7.23544,8.9553,9.93848,0.197298,0.406379,1.0996,1.15379,1.15677,1.16691,1.29742,1.56299,1.56398,1.57194,1.58248,1.76182,1.89819,2.00869,2.05982,9.93848,2.05982,0.942525,0.988427,2.39502,11.1908,12.308,12.3721,12.5922,15.7511,24.6202,24.6612,24.9934,25.4407,34.509,43.7985,53.4784,58.8024
-8.17056,0.983695,0.405963,3,15,0,9.11458,0.712639,0.247594,2.9979,0.418541,0.26226,1.06581,1.17599,2.13776,2.27787,2.28599,2.31393,2.72469,3.96009,3.96605,4.01439,4.0797,5.4545,6.9545,8.60633,9.55071,0.197854,0.408984,1.1203,1.17642,1.17951,1.19001,1.32535,1.60118,1.60221,1.61048,1.62144,1.80792,1.94978,2.06476,2.11796,9.55071,2.11796,0.940041,0.985842,2.3967,11.309,12.4466,12.5119,12.7361,15.9559,25.0086,25.0505,25.3898,25.8466,35.112,44.6076,54.505,59.9494
-8.17056,0.833352,0.405963,1,3,0,9.16564,0.712639,0.247594,2.9979,0.418541,0.26226,1.06581,1.17599,2.13776,2.27787,2.28599,2.31393,2.72469,3.96009,3.96605,4.01439,4.0797,5.4545,6.9545,8.60633,9.55071,0.197854,0.408984,1.1203,1.17642,1.17951,1.19001,1.32535,1.60118,1.60221,1.61048,1.62144,1.80792,1.94978,2.06476,2.11796,9.55071,2.11796,0.940041,0.985842,2.3967,11.309,12.4466,12.5119,12.7361,15.9559,25.0086,25.0505,25.3898,25.8466,35.112,44.6076,54.505,59.9494
-8.05159,0.999756,0.405963,3,7,0,8.17016,0.710618,0.247583,2.9979,0.418545,0.262247,1.0658,1.17598,2.13771,2.27783,2.28594,2.31388,2.72464,3.96,3.96596,4.0143,4.07961,5.45438,6.95435,8.60614,9.55049,0.197854,0.408985,1.12031,1.17644,1.17952,1.19003,1.32537,1.6012,1.60223,1.6105,1.62146,1.80795,1.94981,2.06479,2.11799,9.55049,2.11799,0.94004,0.988648,2.40353,11.3413,12.4821,12.5476,12.7724,16.0015,25.0801,25.1221,25.4623,25.9204,35.2123,44.7351,54.6608,60.1208
