# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 2
# model = SS_model
# start_datetime = 2023-07-24 11:09:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 2500
#     num_warmup = 1500
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 4
# id = 1 (Default)
# data
#   file = /tmp/tmpktel93p0/ieqht_a3.json
# init = /tmp/tmpktel93p0/jbv7kn3x.json
# random
#   seed = 28102
# output
#   file = /home/undercover/teaching/internships/ia/2022-23/Code/output/fQ-Lfree/SS/LISA/SS-20230724120926.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4 (Default)
# stanc_version = stanc3 v2.32.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,h,Om,k,lambda,deriv_0,S.1.1,S.2.1,S.3.1,S.4.1,S.5.1,S.6.1,S.7.1,S.8.1,S.9.1,S.10.1,S.11.1,S.12.1,S.13.1,S.14.1,S.15.1,S.1.2,S.2.2,S.3.2,S.4.2,S.5.2,S.6.2,S.7.2,S.8.2,S.9.2,S.10.2,S.11.2,S.12.2,S.13.2,S.14.2,S.15.2,E,intofEinv,correction,dGW.1,dGW.2,dGW.3,dGW.4,dGW.5,dGW.6,dGW.7,dGW.8,dGW.9,dGW.10,dGW.11,dGW.12,dGW.13,dGW.14,dGW.15
-10.5019,1,0.44314,3,7,0,11.2994,0.689908,0.299368,2.9979,0.399626,0.327386,1.0819,1.21709,2.32214,2.47864,2.48769,2.51884,2.97549,4.34137,4.34795,4.40128,4.47333,5.98853,7.64002,9.45778,10.4968,0.196445,0.402468,1.07067,1.12229,1.12512,1.13477,1.25889,1.51092,1.51186,1.51941,1.5294,1.69936,1.82852,1.93317,1.98157,10.4968,1.98157,0.946215,1.01017,2.43611,11.2285,12.338,12.4017,12.6202,15.7533,24.535,24.5755,24.9042,25.3467,34.3142,43.4953,53.0588,58.3176
-8.63039,0.983723,0.44314,3,11,0,12.5102,0.715403,0.248418,2.9979,0.418246,0.263267,1.06606,1.17664,2.14081,2.2812,2.28933,2.31732,2.72886,3.96644,3.97241,4.02084,4.08626,5.46341,6.96594,8.62054,9.56649,0.197832,0.40888,1.11945,1.17549,1.17857,1.18906,1.32419,1.59959,1.60062,1.60888,1.61981,1.806,1.94763,2.06242,2.11553,9.56649,2.11553,0.940141,0.981904,2.3868,11.2577,12.3898,12.4548,12.6779,15.882,24.8899,24.9316,25.2692,25.7237,34.9428,44.3908,54.2385,59.6556
-8.03091,0.976581,0.44314,2,5,0,8.85995,0.709495,0.252517,2.9979,0.416774,0.268289,1.0673,1.17987,2.15592,2.29768,2.30589,2.33415,2.74951,3.9979,4.00393,4.05277,4.11874,5.50751,7.02257,8.69089,9.64467,0.197722,0.408362,1.11524,1.17088,1.17394,1.18436,1.31849,1.59177,1.59279,1.60098,1.61183,1.79654,1.93702,2.05088,2.10357,9.64467,2.10357,0.940637,0.989434,2.4035,11.3139,12.4498,12.515,12.7389,15.9533,24.9874,25.0292,25.3677,25.8235,35.0676,44.5403,54.4131,59.8438
-8.67203,0.896342,0.44314,2,3,0,8.92482,0.704048,0.249508,2.9979,0.417855,0.2646,1.06639,1.1775,2.14484,2.28559,2.29375,2.32181,2.73437,3.97483,3.98082,4.02935,4.09492,5.47517,6.98105,8.6393,9.58735,0.197803,0.408742,1.11832,1.17426,1.17734,1.1878,1.32267,1.5975,1.59852,1.60676,1.61768,1.80347,1.94479,2.05933,2.11232,9.58735,2.11232,0.940273,0.997567,2.42444,11.4292,12.578,12.6439,12.8704,16.1217,25.2617,25.304,25.6465,26.1077,35.4615,45.0474,55.0385,60.5344
-8.18254,0.999152,0.44314,2,7,0,8.6407,0.710699,0.256323,2.9979,0.415404,0.272974,1.06847,1.18287,2.16987,2.31288,2.32117,2.34967,2.76854,4.0269,4.03296,4.08219,4.14868,5.54814,7.07474,8.7557,9.71668,0.19762,0.407881,1.11138,1.16666,1.1697,1.18004,1.31328,1.58462,1.58563,1.59377,1.60454,1.7879,1.92736,2.04038,2.09267,9.71668,2.09267,0.941096,0.987163,2.3965,11.2603,12.3893,12.4541,12.6766,15.8706,24.8451,24.8866,25.2229,25.6756,34.8569,44.2646,54.0691,59.462
-8.36042,0.995929,0.44314,2,7,0,8.92722,0.701885,0.267683,2.9979,0.411291,0.287076,1.07197,1.19186,2.21101,2.35771,2.3662,2.39543,2.8246,4.11222,4.11842,4.16877,4.23677,5.66769,7.22822,8.94633,9.92851,0.197313,0.406447,1.10012,1.15436,1.15735,1.16749,1.29813,1.56395,1.56494,1.57291,1.58346,1.76298,1.89948,2.01009,2.06127,9.92851,2.06127,0.94246,0.997775,2.41788,11.3004,12.4288,12.4935,12.7158,15.9063,24.8645,24.9059,25.2415,25.6932,34.8529,44.2361,54.0136,59.3913
-8.96047,0.955171,0.44314,4,15,0,8.99709,0.713617,0.222658,2.9979,0.42739,0.232243,1.05832,1.15648,2.04348,2.17495,2.18257,2.20882,2.59549,3.76275,3.76839,3.81413,3.87593,5.17769,6.59898,8.16463,9.05986,0.198517,0.412141,1.1472,1.20595,1.20918,1.22018,1.36212,1.65209,1.65317,1.66188,1.67341,1.86979,2.01927,2.14045,2.19653,9.05986,2.19653,0.936999,0.988477,2.41329,11.5339,12.706,12.7733,13.0044,16.3268,25.6863,25.7297,26.0808,26.5535,36.1469,45.9849,56.2432,61.8874
-8.62036,1,0.44314,2,3,0,8.90946,0.715291,0.22564,2.9979,0.42634,0.235788,1.0592,1.1588,2.05496,2.1875,2.19518,2.22164,2.61127,3.78689,3.79256,3.83863,3.90085,5.21157,6.6425,8.2187,9.11996,0.198438,0.411763,1.14387,1.20228,1.2055,1.21644,1.35753,1.6457,1.64677,1.65542,1.66688,1.862,2.01049,2.13088,2.18659,9.11996,2.18659,0.937365,0.985682,2.40521,11.4771,12.6419,12.7087,12.9384,16.2395,25.5368,25.5799,25.9286,26.3982,35.9259,45.6958,55.8825,61.4872
-8.73163,0.922601,0.44314,2,7,0,10.437,0.708803,0.234728,2.9979,0.423127,0.246665,1.06192,1.16589,2.0896,2.22532,2.23319,2.26027,2.65879,3.85952,3.86532,3.91234,3.97586,5.31348,6.7734,8.38133,9.30068,0.198197,0.410612,1.13391,1.19134,1.1945,1.20525,1.34388,1.62674,1.6278,1.63628,1.64752,1.83893,1.98456,2.10262,2.15725,9.30068,2.15725,0.938477,0.993232,2.41986,11.4923,12.6543,12.721,12.9501,16.2412,25.5035,25.5464,25.8936,26.3613,35.8479,45.5733,55.7121,61.29
-8.15911,0.906382,0.44314,2,7,0,10.4845,0.707944,0.263683,2.9979,0.412743,0.28209,1.07073,1.18869,2.19661,2.34202,2.35044,2.37941,2.80498,4.08238,4.08854,4.13849,4.20596,5.62588,7.17455,8.87967,9.85444,0.197421,0.406952,1.10404,1.15864,1.16165,1.17186,1.30339,1.57112,1.57212,1.58014,1.59077,1.77161,1.90914,2.02058,2.07214,9.85444,2.07214,0.941981,0.989856,2.40021,11.2387,12.3624,12.4269,12.6483,15.8265,24.7523,24.7936,25.1279,25.5781,34.7063,44.058,53.8033,59.1634
-8.98493,0.896248,0.44314,2,3,0,9.10035,0.709012,0.275353,2.9979,0.408493,0.296702,1.07435,1.19795,2.23839,2.38752,2.39615,2.42586,2.86184,4.16884,4.17514,4.22622,4.29522,5.747,7.33003,9.07278,10.069,0.197104,0.405481,1.09274,1.14631,1.14926,1.15928,1.28824,1.55052,1.5515,1.55935,1.56976,1.74682,1.88143,1.9905,2.04097,10.069,2.04097,0.943376,0.986567,2.38786,11.1213,12.2287,12.2923,12.5105,15.641,24.4266,24.4672,24.7962,25.2392,34.2194,43.4173,53.001,58.2717
-8.54266,0.746485,0.44314,2,3,0,12.0796,0.702019,0.260299,2.9979,0.413968,0.277888,1.06969,1.18601,2.18435,2.32866,2.33702,2.36578,2.78828,4.05696,4.06308,4.11269,4.17972,5.59027,7.12883,8.82288,9.79134,0.197512,0.407379,1.10739,1.16231,1.16533,1.1756,1.30791,1.57728,1.57828,1.58636,1.59705,1.77904,1.91744,2.0296,2.08149,9.79134,2.08149,0.941574,0.998741,2.42306,11.3637,12.5013,12.5666,12.7908,16.0088,25.0483,25.0901,25.4288,25.8848,35.1308,44.6039,54.4761,59.9062
-8.99021,0.822043,0.44314,2,3,0,10.2092,0.699109,0.265511,2.9979,0.41208,0.284366,1.07129,1.19014,2.2032,2.3492,2.35765,2.38675,2.81397,4.09604,4.10222,4.15235,4.22007,5.64503,7.19913,8.9102,9.88836,0.197371,0.406721,1.10224,1.15668,1.15968,1.16986,1.30098,1.56783,1.56883,1.57682,1.58741,1.76765,1.9047,2.01576,2.06715,9.88836,2.06715,0.9422,1.00208,2.42914,11.3645,12.5001,12.5652,12.789,16.0004,25.0183,25.0601,25.3978,25.8526,35.0744,44.5216,54.3661,59.7807
-9.7728,0.651966,0.44314,1,3,0,12.2162,0.708404,0.285449,2.9979,0.404786,0.3095,1.0775,1.20598,2.27395,2.42623,2.43504,2.46536,2.91015,4.24222,4.24864,4.30068,4.37098,5.84975,7.46191,9.23658,10.251,0.196828,0.404212,1.08327,1.136,1.1389,1.14876,1.27561,1.53344,1.5344,1.54212,1.55234,1.72631,1.85855,1.96569,2.01526,10.251,2.01526,0.944575,0.985879,2.3825,11.0468,12.1432,12.2061,12.4221,15.5199,24.2087,24.2489,24.5742,25.0121,33.8896,42.9807,52.4519,57.6604
-8.94541,0.990384,0.44314,2,3,0,9.6795,0.701728,0.254236,2.9979,0.416156,0.270403,1.06783,1.18122,2.16223,2.30456,2.3128,2.34117,2.75812,4.01102,4.01707,4.06608,4.13229,5.5259,7.04618,8.72022,9.67726,0.197676,0.408144,1.11349,1.16897,1.17202,1.1824,1.31613,1.58853,1.58954,1.59771,1.60852,1.79262,1.93264,2.04612,2.09862,9.67726,2.09862,0.940844,1.00011,2.42876,11.4233,12.5695,12.6353,12.8612,16.1043,25.218,25.2602,25.6017,26.0615,35.3862,44.9412,54.8996,60.3773
-9.6229,0.937284,0.44314,2,3,0,9.91295,0.712938,0.270267,2.9979,0.41035,0.29031,1.07277,1.19391,2.22027,2.36779,2.37633,2.40572,2.8372,4.13138,4.13762,4.18821,4.25655,5.69453,7.26268,8.98914,9.97607,0.197242,0.406122,1.09761,1.15163,1.1546,1.1647,1.29477,1.55938,1.56037,1.56829,1.57879,1.75747,1.89333,2.00342,2.05435,9.97607,2.05435,0.942769,0.98191,2.37847,11.1031,12.2107,12.2743,12.4925,15.6241,24.4154,24.456,24.7853,25.2286,34.2166,43.4235,53.017,58.2934
-10.2751,0.857169,0.44314,1,1,0,10.5553,0.714568,0.270786,2.9979,0.410161,0.290961,1.07293,1.19432,2.22213,2.36981,2.37836,2.40778,2.83972,4.13522,4.14146,4.19211,4.26051,5.69991,7.26958,8.99771,9.9856,0.197228,0.406056,1.09711,1.15108,1.15405,1.16414,1.2941,1.55847,1.55945,1.56737,1.57786,1.75637,1.8921,2.00209,2.05297,9.9856,2.05297,0.942831,0.979592,2.37266,11.0733,12.1778,12.2412,12.4588,15.5813,24.347,24.3876,24.7159,25.1579,34.1195,43.2992,52.8644,58.1252
-8.24686,0.91393,0.44314,2,3,0,11.0377,0.711426,0.255615,2.9979,0.415659,0.2721,1.06825,1.18231,2.16728,2.31006,2.31833,2.34679,2.765,4.02151,4.02757,4.07673,4.14312,5.5406,7.06506,8.74366,9.70331,0.197639,0.40797,1.11209,1.16744,1.17049,1.18084,1.31424,1.58594,1.58696,1.5951,1.60589,1.7895,1.92915,2.04232,2.09468,9.70331,2.09468,0.94101,0.986264,2.39459,11.2552,12.3839,12.4487,12.6711,15.8646,24.8382,24.8797,25.2159,25.6686,34.8492,44.2563,54.0603,59.453
-8.14416,1,0.44314,2,3,0,8.23392,0.709411,0.24394,2.9979,0.419848,0.257809,1.0647,1.17312,2.12418,2.26307,2.27111,2.29881,2.70614,3.93179,3.93771,3.98568,4.05048,5.41483,6.90356,8.54305,9.48038,0.197952,0.409446,1.12411,1.18059,1.1837,1.19427,1.33052,1.60829,1.60933,1.61766,1.62869,1.81654,1.95944,2.07527,2.12886,9.48038,2.12886,0.939598,0.990907,2.41047,11.3945,12.5423,12.6082,12.8345,16.0839,25.2223,25.2646,25.6071,26.0683,35.4232,45.0114,55.0058,60.5037
-8.13482,0.995259,0.44314,2,7,0,8.44396,0.712602,0.24226,2.9979,0.420448,0.255767,1.06419,1.1718,2.11791,2.25623,2.26424,2.29183,2.69756,3.91871,3.9246,3.9724,4.03697,5.39648,6.88,8.51378,9.44786,0.197997,0.409659,1.12587,1.18253,1.18565,1.19625,1.33292,1.6116,1.61264,1.621,1.63207,1.82055,1.96394,2.08017,2.13394,9.44786,2.13394,0.939394,0.986736,2.40099,11.3593,12.5043,12.57,12.7957,16.0376,25.1556,25.1978,25.5396,25.9998,35.3348,44.903,54.8768,60.3635
-8.98105,0.953403,0.44314,3,7,0,9.14342,0.696774,0.284869,2.9979,0.404999,0.308761,1.07732,1.20552,2.27192,2.42402,2.43282,2.46311,2.9074,4.23804,4.24445,4.29644,4.36667,5.8439,7.45441,9.22726,10.2407,0.196844,0.404285,1.08381,1.13658,1.13948,1.14935,1.27633,1.5344,1.53536,1.54309,1.55332,1.72746,1.85984,1.96709,2.01671,10.2407,2.01671,0.944506,1.00242,2.4227,11.2361,12.3514,12.4154,12.6351,15.7866,24.6265,24.6673,24.9983,25.4438,34.4758,43.7252,53.3614,58.6606
-9.05579,0.820745,0.44314,2,3,0,10.3947,0.70236,0.291779,2.9979,0.402446,0.3176,1.0795,1.21103,2.29599,2.4502,2.45912,2.48982,2.94004,4.2876,4.29409,4.34673,4.41782,5.91327,7.54344,9.33783,10.3635,0.196654,0.403418,1.07748,1.12969,1.13256,1.14232,1.26791,1.52305,1.524,1.53164,1.54176,1.71387,1.84468,1.95067,1.9997,10.3635,1.9997,0.945323,0.993401,2.39839,11.0902,12.1886,12.2516,12.468,15.5707,24.2707,24.3109,24.6366,25.075,33.9617,43.0612,52.5404,57.7531
-9.10669,0.916949,0.44314,1,3,0,10.1212,0.696252,0.282857,2.9979,0.40574,0.3062,1.07669,1.20392,2.26487,2.41635,2.42511,2.45528,2.89782,4.2235,4.22989,4.28169,4.35166,5.82354,7.42828,9.19481,10.2046,0.196899,0.404538,1.08568,1.13861,1.14153,1.15142,1.27881,1.53776,1.53872,1.54648,1.55675,1.73149,1.86433,1.97196,2.02176,10.2046,2.02176,0.944268,1.00349,2.426,11.2613,12.3799,12.4441,12.6645,15.8254,24.6927,24.7337,25.0657,25.5127,34.5734,43.8527,53.5201,58.8366
-9.21845,0.790003,0.44314,2,3,0,10.8217,0.703825,0.291091,2.9979,0.402701,0.316716,1.07928,1.21048,2.2936,2.4476,2.45651,2.48717,2.93681,4.28268,4.28917,4.34174,4.41275,5.90639,7.53461,9.32687,10.3513,0.196673,0.403504,1.0781,1.13037,1.13324,1.14302,1.26874,1.52417,1.52512,1.53277,1.5429,1.71521,1.84617,1.95228,2.00137,10.3513,2.00137,0.945242,0.991437,2.39389,11.0726,12.1696,12.2325,12.4486,15.5472,24.2359,24.2761,24.6013,25.0392,33.9146,43.0026,52.4699,57.6761
-9.80058,0.981982,0.44314,3,11,0,10.2471,0.721816,0.237806,2.9979,0.422034,0.250375,1.06284,1.1683,2.10121,2.238,2.24593,2.27322,2.6747,3.88382,3.88966,3.937,4.00095,5.34756,6.81717,8.43572,9.36112,0.198115,0.410222,1.1306,1.18771,1.19085,1.20155,1.33936,1.62049,1.62154,1.62997,1.64115,1.83134,1.97604,2.09334,2.14762,9.36112,2.14762,0.938852,0.974839,2.37382,11.2559,12.3926,12.4578,12.6819,15.9007,24.9573,24.9992,25.3388,25.796,35.0703,44.5773,54.488,59.9402
-11.5147,0.684597,0.44314,1,3,0,13.2253,0.719777,0.262083,2.9979,0.413323,0.280102,1.07024,1.18742,2.19082,2.33571,2.3441,2.37298,2.7971,4.07038,4.07652,4.12631,4.19357,5.60908,7.15298,8.85287,9.82466,0.197464,0.407154,1.10562,1.16037,1.16338,1.17362,1.30552,1.57402,1.57502,1.58307,1.59373,1.77511,1.91305,2.02483,2.07654,9.82466,2.07654,0.941789,0.973827,2.36194,11.0678,12.1751,12.2386,12.4568,15.5887,24.3854,24.4261,24.7556,25.1993,34.1961,43.4136,53.0192,58.3025
-9.2375,1,0.44314,1,1,0,11.0093,0.716131,0.254899,2.9979,0.415917,0.271218,1.06803,1.18175,2.16466,2.3072,2.31546,2.34387,2.76143,4.01607,4.02212,4.0712,4.1375,5.53297,7.05526,8.7315,9.68979,0.197658,0.408061,1.11282,1.16823,1.17128,1.18165,1.31522,1.58728,1.5883,1.59645,1.60726,1.79112,1.93096,2.04429,2.09673,9.68979,2.09673,0.940924,0.979896,2.37941,11.1876,12.3099,12.3743,12.5955,15.7708,24.6936,24.7349,25.0692,25.5194,34.6484,44.0028,53.752,59.1145
-9.06151,1,0.44314,2,3,0,9.23586,0.706808,0.236099,2.9979,0.42264,0.248316,1.06233,1.16697,2.09478,2.23098,2.23888,2.26605,2.66589,3.87036,3.87618,3.92334,3.98706,5.32869,6.79293,8.40561,9.32766,0.198161,0.410439,1.13243,1.18972,1.19287,1.2036,1.34186,1.62395,1.625,1.63346,1.64467,1.83553,1.98075,2.09847,2.15294,9.32766,2.15294,0.938644,0.995814,2.42559,11.5115,12.6747,12.7414,12.9708,16.2653,25.536,25.5789,25.9265,26.3945,35.8891,45.6222,55.769,61.3511
-9.62142,0.893373,0.44314,2,3,0,11.042,0.722527,0.230981,2.9979,0.424455,0.242167,1.0608,1.16296,2.07538,2.2098,2.21759,2.24442,2.6393,3.82974,3.83549,3.88212,3.94511,5.2717,6.71974,8.31467,9.2266,0.198297,0.411087,1.13798,1.19581,1.19899,1.20982,1.34945,1.63446,1.63553,1.64408,1.65541,1.84831,1.99511,2.11411,2.16918,9.2266,2.16918,0.938019,0.974959,2.37686,11.31,12.4553,12.521,12.7468,15.9915,25.1257,25.168,25.5105,25.9717,35.3293,44.9233,54.9257,60.4288
-8.08768,0.969226,0.44314,2,5,0,11.3858,0.706342,0.255583,2.9979,0.415671,0.272061,1.06824,1.18229,2.16716,2.30994,2.3182,2.34666,2.76485,4.02128,4.02733,4.07648,4.14287,5.54027,7.06463,8.74313,9.70272,0.19764,0.407974,1.11212,1.16748,1.17052,1.18088,1.31429,1.586,1.58702,1.59516,1.60595,1.78957,1.92922,2.04241,2.09477,9.70272,2.09477,0.941007,0.993368,2.41185,11.3365,12.4734,12.5386,12.7627,15.9793,25.0178,25.0596,25.3983,25.8542,35.1013,44.5765,54.4515,59.8832
-8.45826,0.994718,0.44314,3,11,0,8.45981,0.714743,0.229354,2.9979,0.42503,0.24022,1.06031,1.16169,2.06918,2.20303,2.21079,2.2375,2.63079,3.81674,3.82247,3.86892,3.93168,5.25346,6.69631,8.28556,9.19425,0.19834,0.411293,1.13976,1.19777,1.20096,1.21182,1.35189,1.63785,1.63892,1.6475,1.65887,1.85244,1.99975,2.11917,2.17443,9.19425,2.17443,0.93782,0.985839,2.40406,11.4491,12.6093,12.6759,12.9046,16.1918,25.4468,25.4896,25.8367,26.3041,35.7863,45.5086,55.645,61.2219
-8.22409,0.963036,0.44314,2,7,0,9.93496,0.706625,0.268474,2.9979,0.411003,0.288065,1.07221,1.19249,2.21385,2.3608,2.36931,2.39858,2.82846,4.11809,4.12431,4.17473,4.24283,5.67591,7.23878,8.95945,9.94309,0.197291,0.406348,1.09935,1.15353,1.1565,1.16664,1.2971,1.56255,1.56354,1.57149,1.58203,1.76129,1.89759,2.00804,2.05915,9.94309,2.05915,0.942555,0.99096,2.40107,11.2178,12.3375,12.4018,12.6224,15.7886,24.678,24.7191,25.0521,25.5003,34.5893,43.9,53.6019,58.938
-8.56068,0.984919,0.44314,3,11,0,9.04138,0.713837,0.227935,2.9979,0.425531,0.238524,1.05989,1.16059,2.06376,2.19711,2.20484,2.23145,2.62335,3.80536,3.81107,3.85737,3.91993,5.23749,6.6758,8.26007,9.16593,0.198377,0.411473,1.14132,1.19949,1.20269,1.21358,1.35404,1.64084,1.64191,1.65051,1.66192,1.85607,2.00383,2.12362,2.17905,9.16593,2.17905,0.937646,0.987318,2.40825,11.4777,12.6414,12.7082,12.9376,16.2352,25.5208,25.5638,25.912,26.3809,35.8953,45.6508,55.8222,61.4184
-9.51235,0.761172,0.44314,3,7,0,10.805,0.695978,0.2734,2.9979,0.409207,0.294243,1.07374,1.1964,2.23145,2.37996,2.38856,2.41815,2.85241,4.1545,4.16077,4.21167,4.28042,5.72691,7.30424,9.04076,10.0334,0.197157,0.405727,1.0946,1.14834,1.1513,1.16135,1.29073,1.5539,1.55488,1.56276,1.57321,1.75088,1.88597,1.99543,2.04607,10.0334,2.04607,0.943143,1.00535,2.43405,11.3464,12.4771,12.5419,12.7647,15.961,24.9322,24.9737,25.3097,25.7621,34.9328,44.3262,54.1138,59.4968
-10.2492,0.883876,0.44314,3,7,0,12.0505,0.690604,0.30135,2.9979,0.398887,0.329955,1.08253,1.21868,2.32892,2.48602,2.4951,2.52637,2.98468,4.3553,4.3619,4.41542,4.48771,6.00803,7.66504,9.48885,10.5313,0.19639,0.40222,1.06891,1.12038,1.12321,1.13283,1.25657,1.50781,1.50875,1.51627,1.52623,1.69564,1.82438,1.92868,1.97693,10.5313,1.97693,0.946448,1.00885,2.43222,11.2013,12.3075,12.3709,12.5887,15.7122,24.4657,24.5062,24.8338,25.2748,34.213,43.3637,52.8954,58.1366
